year,veulent_VERB entrer_VERB,veulent_VERB rentrer_VERB
1998,8.153500630214694e-08,2.6701524546979272e-08
1999,7.175216154564623e-08,3.8846710737061585e-08
2000,6.406146013659964e-08,4.948195453380322e-08
2001,8.324302314122178e-08,3.9430904763548824e-08
2002,7.491888709409977e-08,3.329728315293323e-08
2003,8.000492357496114e-08,3.83356919542166e-08
2004,7.576240790285738e-08,3.788120395142869e-08
2005,8.061712009066468e-08,3.1526248278623825e-08
2006,6.053298307051591e-08,2.84134404893166e-08
2007,7.988958827809256e-08,2.236908436259455e-08
2008,7.663391698997657e-08,3.661398295662366e-08
2009,8.296655096273753e-08,3.623826216880843e-08
2010,6.235406857513226e-08,4.015224064346512e-08
2011,6.233074145711726e-08,3.020937811015756e-08
2012,6.468080471222493e-08,3.1319125071149756e-08
2013,7.419072289849282e-08,3.0401462680629265e-08
2014,6.496335203109993e-08,3.9844191945803686e-08
2015,7.469859042430471e-08,3.2805317573547654e-08
2016,8.18179302086719e-08,3.914832547025071e-08
2017,6.993399637167386e-08,3.370919188228072e-08
2018,5.989002715978131e-08,2.8912428007288327e-08
2019,7.168275573121718e-08,3.3417940414892655e-08
