year,pouvaient_VERB appeler_VERB,pouvaient_VERB rappeler_VERB
1914,1.0714789944188396e-08,8.036092680185902e-09
1915,1.767114277129167e-08,4.712304768617059e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,7.676496771580332e-09,4.386569774084137e-09
1918,4.594550517822427e-09,1.1486376294556067e-08
1919,1.4732557396257562e-08,7.366278698128781e-09
1920,1.741613253614105e-08,1.2872794385998532e-08
1921,6.058197943303867e-09,6.815472630705699e-09
1922,2.2133805899215986e-09,5.164555005876537e-09
1923,7.431163684401554e-09,2.3355084977083607e-08
1924,2.578324886925998e-09,2.578324886925998e-09
1925,2.0896537833436923e-08,9.898360353588487e-09
1926,1.2260752413340015e-08,1.7833821530643945e-08
1927,6.689535148041159e-09,1.0034302277972529e-08
1928,9.14083297942625e-09,2.399468712610542e-08
1929,2.4508894469477127e-08,7.798284684668033e-09
1930,1.3654684494213143e-08,1.6805765667982087e-08
1931,1.1405356659111021e-08,1.1405356659111021e-08
1932,9.863582839386709e-09,1.3151444377967891e-08
1933,6.882397318719313e-09,1.3764794637438627e-08
1934,1.7972370258689807e-08,1.0783422155213884e-08
1935,1.0771455727365264e-08,1.3165112555668657e-08
1936,4.849885826274658e-09,6.0623572828433225e-09
1937,5.0364472592434595e-09,1.3850230295986421e-08
1938,2.3337385357535823e-08,9.075650453382877e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,1.7750480196809804e-08,2.7893612752905028e-08
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,1.2136847082899749e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,1.089252066321933e-08,1.5249527862692958e-08
1946,6.960552134671616e-09,1.5313215584455975e-08
1947,1.4305045148432782e-08,1.7881307101674793e-08
1948,5.435944139264848e-09,1.195907639583993e-08
1949,1.1780409536754632e-08,1.0798709482173763e-08
1950,7.444753258312176e-09,1.0635361036293034e-08
1951,5.330700769690111e-09,1.0661401539380222e-08
1952,1.0544804140977249e-08,1.7926167217297007e-08
1953,6.464296653518886e-09,2.1547654771580937e-09
1954,7.818028890937967e-09,1.2704297169818801e-08
1955,1.1262729415761896e-08,1.8771215692936494e-09
1956,5.232684952005684e-09,1.0465369904011368e-08
1957,7.951533653738352e-09,3.534015080575159e-09
1958,5.790570245522986e-09,9.099467845885556e-09
1959,6.975672928177801e-09,6.975672928177801e-09
1960,3.460416619915918e-09,1.1765417085030094e-08
1961,4.86371165564492e-09,9.03260666262895e-09
1962,1.3952304200870458e-08,1.0147130247162295e-08
1963,9.052474325699222e-09,1.4225316924409981e-08
1964,7.909158661334459e-09,1.3993127545575135e-08
1965,7.660860390501512e-09,1.6963333848707407e-08
1966,1.163205709531212e-08,9.416426749453422e-09
1967,9.860671390526932e-09,1.429797347185513e-08
1968,1.392338955241712e-08,1.1677681044375277e-08
1969,1.3171097990039016e-08,1.1808570121729645e-08
1970,1.3336302728816918e-08,1.3336302728816918e-08
1971,8.221435976452085e-09,1.1818314327172175e-08
1972,5.130146973897354e-09,1.2825367434743384e-08
1973,1.268036875501366e-08,1.7642252103655665e-08
1974,1.1813700240281833e-08,1.1251143128276908e-08
1975,5.711480177694739e-09,1.2565256390928425e-08
1976,8.570290255249802e-09,9.141642998145016e-09
1977,1.1753563455840776e-08,1.7630345183761165e-08
1978,1.6633656230169436e-08,1.1881182260253809e-08
1979,9.948355028654987e-09,1.287434159280565e-08
1980,1.4212877097463661e-08,8.527726080842513e-09
1981,5.69299452024552e-09,8.855769451088236e-09
1982,5.586751949948621e-09,9.932003663948308e-09
1983,6.946847541655643e-09,6.946847541655643e-09
1984,9.278413592994639e-09,9.858314165001048e-09
1985,1.2031115659283387e-08,2.4062232206745193e-09
1986,4.196139880008332e-09,7.792831269171074e-09
1987,5.49973533381376e-09,1.0388388815840699e-08
1988,7.195864348830128e-09,7.195864348830128e-09
1989,6.585746614717891e-09,1.2622680678475717e-08
1990,3.814055737905164e-09,6.538381391862913e-09
1991,9.37834432335194e-09,1.0550637696837839e-08
1992,5.509944056569793e-09,6.61193322315512e-09
1993,7.754890063438324e-09,7.754890063438324e-09
1994,1.1077346151466827e-08,1.160483886764041e-08
1995,8.675921314704738e-09,7.0491861237087505e-09
1996,9.60856638698715e-09,1.7081895009596337e-08
1997,1.054876808126437e-08,1.3425704992187093e-08
1998,5.72175506974304e-09,1.0966696883940585e-08
1999,7.769341614505265e-09,1.0054442611817649e-08
2000,7.95245647111642e-09,2.0322945104567225e-08
2001,6.571817756650944e-09,7.448059946568719e-09
2002,6.571832411594869e-09,7.448076377869484e-09
2003,9.58392298855415e-09,1.4584229823810801e-08
2004,9.690540814233373e-09,9.690540814233373e-09
2005,6.7556245042510454e-09,1.0358624180639708e-08
2006,9.059357708451898e-09,1.523619275189958e-08
2007,1.0385647009059085e-08,1.2782334302130494e-08
2008,9.366367237362283e-09,1.0643598891135753e-08
2009,5.721831008997924e-09,7.629108011997232e-09
2010,1.2281861749841028e-08,6.613310343794865e-09
2011,9.55992973672437e-09,5.7359579308524644e-09
2012,1.3617010630184723e-08,5.446804340891731e-09
2013,1.2272150407000026e-08,6.136075203500013e-09
2014,1.6240838007774983e-08,6.063246349441442e-09
2015,1.5959342292148904e-08,9.97458915463767e-09
2016,1.864206033985738e-08,1.2428039930512114e-08
2017,9.056201122348284e-09,8.301517695485927e-09
2018,1.6779534206534663e-08,7.228107001822082e-09
2019,9.183556137770665e-09,8.928457084778074e-09
