year,put_VERB appeler_VERB,put_VERB rappeler_VERB
1841,3.274479709602929e-08,3.2102742686390684e-09
1842,1.0733224087289273e-08,9.391571076378114e-09
1843,2.1855571574747046e-08,1.594865928211675e-08
1844,3.951764071530306e-08,1.975882035765153e-08
1845,1.8414752389617206e-08,8.928364714222425e-09
1846,2.4003455223464698e-08,1.3465353276842507e-08
1847,1.9954928376364478e-08,1.6179670936367074e-08
1848,2.976732105253177e-08,6.43617736884039e-09
1849,2.4300303991253713e-08,8.379414939696517e-10
1850,3.2587180953669304e-08,2.0366988096043315e-09
1851,2.3217978650791338e-08,2.4507867735223954e-08
1852,1.4974254725075298e-08,9.114764054629632e-09
1853,1.5527023222716707e-08,1.1346670270029335e-08
1854,2.7537021551893304e-08,5.195664343204953e-09
1855,2.1227748447927297e-08,1.326734277995456e-08
1856,3.36517302912398e-08,3.6240324075009767e-09
1857,2.3431244500216053e-08,6.8341128311999455e-09
1858,1.1744822003834088e-08,6.8511463169329545e-09
1859,1.476730293603623e-08,6.619825576592575e-09
1860,1.0985241161165504e-08,1.6020143434047895e-08
1861,1.6034276129062164e-08,8.488735048217677e-09
1862,1.1746764450037972e-08,2.6204320491274302e-08
1863,2.6471489888990618e-08,9.489779628779615e-09
1864,1.5343129433631475e-08,1.0548401263577034e-08
1865,1.2708479601997169e-08,9.41368871743009e-10
1866,3.3572728597164314e-08,3.8924903300596725e-09
1867,1.6014277903764196e-08,7.279217228983725e-09
1868,2.4699369660652337e-08,6.421836395986702e-09
1869,1.8069020057964735e-08,4.395167341186834e-09
1870,4.873941605865184e-08,9.17447806614291e-09
1871,7.434824311758348e-09,3.18635318130589e-09
1872,2.1770421909650395e-08,1.3908880269752899e-08
1873,1.496501056408306e-08,1.7958013742713774e-08
1874,2.6288279997288555e-08,3.584765551067903e-08
1875,1.3731664694205392e-08,1.4875970677508121e-08
1876,1.6928840551599933e-08,1.209202959984168e-08
1877,7.421779191219002e-09,1.1751150275074451e-08
1878,1.509772218355465e-08,8.4547240319921e-09
1879,1.8938909107646396e-08,1.2829582729523281e-08
1880,1.5402831010646878e-08,1.3477476912271413e-08
1881,8.367009307619355e-09,5.5780060570498335e-09
1882,1.2645231528551903e-08,9.317538740560849e-09
1883,1.2638677659992936e-08,1.4534479397809719e-08
1884,1.386356363042296e-08,1.0562715146988921e-08
1885,3.545099502844096e-08,9.66845359329227e-09
1886,1.097088819790315e-08,1.4842966855610484e-08
1887,1.5016526688782506e-08,4.570247291724172e-09
1888,1.9021843655764314e-08,1.3949351895803375e-08
1889,1.0650732740202784e-08,6.891650361495749e-09
1890,1.5075089621063853e-08,4.5880703680722945e-09
1891,7.0116419337296065e-09,1.0198752065093686e-08
1892,1.6924984080901595e-08,6.268512375839919e-09
1893,1.970693297437265e-08,1.0469308087124318e-08
1894,4.411077725308132e-09,1.449354058991048e-08
1895,1.8657704714541978e-08,1.3240951446391591e-08
1896,8.255840455717589e-09,3.5382172747233653e-09
1897,6.409385022720926e-09,1.2818770045441852e-08
1898,2.6028432742464247e-08,5.092519295146758e-09
1899,1.9346524382513053e-08,9.949641111006713e-09
1900,1.86877908703309e-08,5.710158568206225e-09
1901,1.2295225282343836e-08,1.0618603774048552e-08
1902,9.329538919189417e-09,5.4013122863239005e-09
1903,1.2420506401156217e-08,7.560307935250421e-09
1904,1.1286712897629059e-08,4.299700151477737e-09
1905,1.1353670004154992e-08,6.192911072844254e-09
1906,5.658602919567102e-09,9.773950537805831e-09
1907,9.257117739025489e-09,8.228549397415463e-09
1908,6.875944702500192e-09,1.1787333775714615e-08
1909,1.265226234892225e-08,9.901770070541716e-09
1910,1.1757131268552712e-08,1.1222716089775986e-08
1911,1.1704822888702893e-08,2.0217422402879492e-08
1912,6.772247651554153e-09,1.5628263128064646e-09
1913,7.42418571064718e-09,1.1666577037772186e-08
1914,2.0090231700464756e-08,2.678697486047099e-09
1915,8.246533234057551e-09,1.6493066468115103e-08
1916,3.29623865980011e-08,2.197492410260793e-09
1917,1.315970976634162e-08,1.0966424435210342e-09
1918,6.89182577673364e-09,4.594550517822427e-09
1919,7.366278698128781e-09,8.287063479883727e-09
1920,1.1358347151713133e-08,5.300562211374427e-09
1921,7.572747762196741e-09,6.058197943303867e-09
1922,6.640141769764796e-09,2.2133805899215986e-09
1923,7.431163684401554e-09,2.1231896241147297e-09
1924,1.5469948877466777e-08,6.445812328337297e-09
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,1.0034302277972529e-08,8.919379901328739e-09
1928,1.0283437212876834e-08,1.5996457491951332e-08
1929,5.570202965543558e-09,5.570202965543558e-09
1930,2.100720708497761e-09,0.0
1931,5.7026783295555106e-09,7.983749661377715e-09
1932,7.6716757391182e-09,8.767629289252454e-09
1933,5.735331320977366e-09,5.735331320977366e-09
1934,8.38710612072191e-09,4.7926320689839486e-09
1935,5.98414207075848e-09,9.574627313213568e-09
1936,1.2124714565686645e-09,4.849885826274658e-09
1937,1.510934133364117e-08,5.0364472592434595e-09
1938,5.186085783037697e-09,6.482607339819424e-09
1939,4.588215141154706e-09,0.0
1940,2.5357829169792012e-09,1.7750480196809804e-08
1941,2.9515025978810172e-09,8.854508237732261e-09
1942,9.102635090130207e-09,9.102635090130207e-09
1943,1.1612940831184915e-08,8.709705845433291e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.3921104269343232e-08,0.0
1947,1.0728784083369192e-08,0.0
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,6.8719057111366055e-09,5.890204768377316e-09
1950,1.1698897850465073e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,1.0661401761424827e-09
1952,4.2179215675730575e-09,5.272402070488624e-09
1953,5.386913581872932e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,5.631364707880948e-09
1956,1.3081712602058815e-08,7.849027205963921e-09
1957,1.0602045463770082e-08,0.0
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,1.007597205671118e-08,4.650448914844674e-09
1960,1.7994166157109248e-08,4.152500121534786e-09
1961,4.16889545107324e-09,0.0
1962,3.170978146727066e-09,6.976152100435229e-09
1963,5.819448034571906e-09,5.1728425987107585e-09
1964,6.083968440151466e-09,3.6503808864551957e-09
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,8.862519607077957e-09,4.985167390003653e-09
1967,3.451234853457663e-09,7.395503320850594e-09
1968,8.084548142051062e-09,4.940557296606585e-09
1969,2.2708788183223305e-09,9.083515606356229e-10
1970,3.6789800095249348e-09,3.219107425067591e-09
1971,9.762954888969944e-09,1.0276794970565106e-09
1972,4.104117490300041e-09,2.565073486948677e-09
1973,4.9618833486420044e-09,2.205281512956958e-09
1974,6.1881286761433785e-09,2.812785782069227e-09
1975,3.4268881066168433e-09,5.140332159925265e-09
1976,4.570821499072508e-09,1.142705374768127e-09
1977,3.526069214387917e-09,1.7630346071939584e-09
1978,4.158414057542359e-09,0.0
1979,4.096381456264453e-09,5.266775904289034e-09
1980,5.6851505725319385e-09,2.8425752862659692e-09
1981,4.427884725544118e-09,6.325549528618524e-10
1982,7.449002747961231e-09,0.0
1983,6.946847541655643e-09,3.157658134966823e-09
1984,1.739702604197646e-09,5.219107812592938e-09
1985,3.609334831011779e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,1.1988970927134801e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,2.1952488715726304e-09
1990,3.2691906959314565e-09,2.724325431913144e-09
1991,2.344586080837985e-09,5.2753188484189195e-09
1992,3.856960972825618e-09,1.1019888335184191e-09
1993,3.323524566667402e-09,5.539207426075166e-10
1994,3.164955852952289e-09,3.164955852952289e-09
1995,2.1689803286761844e-09,2.7112254663563817e-09
1996,3.736664311304594e-09,3.2028553142993132e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,4.7681290027412615e-09,9.536258449571733e-10
1999,5.0272213059088244e-09,1.8280804647829996e-09
2000,2.6508188977203417e-09,8.836062992401139e-10
2001,2.190605918883648e-09,2.6287270138425356e-09
2002,5.257465574004527e-09,3.9430991805033955e-09
2003,6.250384210204629e-09,2.083461403401543e-09
2004,0.0,4.845270407116686e-09
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,4.7933754743212376e-09,3.595031605740928e-09
2008,6.811903485726134e-09,3.405951742863067e-09
2009,3.337734755248789e-09,2.384096253749135e-09
2010,4.2514138876015295e-09,1.8895172093635892e-09
2011,2.2943831279320648e-09,3.059177577924288e-09
2012,5.7872298064864935e-09,3.063827413996023e-09
2013,6.9728125495771565e-09,5.29933741333366e-09
2014,6.712880029624557e-09,4.114345752981308e-09
2015,6.871383906315032e-09,5.098123256885856e-09
2016,6.421154274960372e-09,4.556948152156792e-09
2017,1.0062445099379147e-08,7.54683426862357e-10
2018,8.518839855753413e-09,4.904786798931582e-09
2019,5.3570743396846865e-09,3.826481798085979e-09
