year,eut_VERB appelé_VERB,eut_VERB rappelé_VERB
1974,5.625571564138454e-09,7.875800456247362e-09
1975,1.1994108817248161e-08,1.2565256390928425e-08
1976,5.142174241967723e-09,1.199840671262109e-08
1977,1.4104276857551667e-08,1.3516598507123945e-08
1978,1.4257419245211622e-08,1.0693064211864112e-08
1979,1.2289143924704149e-08,6.437170796402825e-09
1980,4.548120546843393e-09,1.6486936260662333e-08
1981,1.5813874654213578e-08,1.3916208629893845e-08
1982,1.0552754226011984e-08,1.738100685599875e-08
1983,8.209910973278056e-09,1.515675762675528e-08
1984,9.858314165001048e-09,1.8556827185989277e-08
1985,1.142956040922627e-08,1.2632671797518924e-08
1986,3.5966913891627428e-09,1.7384007122700496e-08
1987,1.099947066762752e-08,1.8943532964499354e-08
1988,5.99655392008458e-09,1.0793796967334401e-08
1989,1.2073869015694072e-08,2.140367705294466e-08
1990,1.198703181159999e-08,1.2531897297662908e-08
1991,1.1722930182145319e-08,2.3445860364290638e-08
1992,1.0468894195980738e-08,3.0855687782604946e-08
1993,7.754890063438324e-09,3.877445209354846e-08
1994,8.967375286772494e-09,2.953958855300698e-08
1995,1.1929391696696712e-08,1.7894087989134277e-08
1996,1.2277611816102763e-08,2.5089033073300016e-08
1997,8.151320507465698e-09,1.4864173003559245e-08
1998,1.3350762273489636e-08,1.3350762273489636e-08
1999,7.769341614505265e-09,9.597422412355172e-09
2000,1.2370488633450805e-08,7.95245647111642e-09
2001,7.448059946568719e-09,1.621048362210331e-08
2002,1.1829298429688606e-08,1.7963008858146168e-08
2003,1.7084383685528337e-08,7.083769126836614e-09
2004,9.250062049659391e-09,1.8940601975714344e-08
2005,1.306087415997581e-08,1.0808999029165989e-08
2006,9.059357708451898e-09,9.882935358973555e-09
2007,1.4380126422963713e-08,9.586750948642475e-09
2008,1.1069342775726909e-08,8.51487946817997e-09
2009,1.9549588614609092e-08,8.582746957586096e-09
2010,1.369900015646408e-08,9.919965293647692e-09
2011,2.103184648660772e-08,8.795135286732148e-09
2012,2.3148919225945974e-08,8.851056776393307e-09
2013,2.621777461797592e-08,1.310888730898796e-08
2014,2.273717392142771e-08,1.7107016248019136e-08
2015,2.3052384889865607e-08,1.4851055496478693e-08
2016,2.713455415914723e-08,1.3877977877996273e-08
2017,1.7609279368002717e-08,9.056201122348284e-09
2018,2.0135439982027492e-08,9.29327992338358e-09
2019,1.8877308605169674e-08,9.94885240857002e-09
