year,pourraient_VERB assurer_VERB,pourraient_VERB rassurer_VERB
1913,3.1287640922528226e-08,5.30298971401777e-10
1914,4.3528835647066444e-08,0.0
1915,8.128725426104211e-08,1.1780761921542648e-09
1916,4.9443578120644815e-08,7.69122365795738e-09
1917,2.4126133979507358e-08,0.0
1918,3.2161853624756986e-08,0.0
1919,5.524708868165362e-08,0.0
1920,4.467616676606667e-08,0.0
1921,2.6504615391331754e-08,2.2718242842501013e-09
1922,5.5334517412575224e-08,8.115729421831475e-09
1923,2.7601466001669905e-08,1.0615948120573648e-09
1924,2.0626599095407983e-08,0.0
1925,2.3096173862313663e-08,0.0
1926,4.124071395494866e-08,0.0
1927,1.7838759802657478e-08,2.2298449753321847e-09
1928,3.6563331917705e-08,3.4278122562625413e-09
1929,4.9017788938954254e-08,0.0
1930,5.3568378177715203e-08,0.0
1931,4.904303452235581e-08,0.0
1932,3.9454331357546835e-08,0.0
1933,3.326492148403304e-08,0.0
1934,6.82950087593781e-08,2.3963160344919743e-09
1935,4.906996409204112e-08,0.0
1936,4.243650053581405e-08,0.0
1937,1.888667711114067e-08,0.0
1938,3.759912203804561e-08,3.8895642262559704e-09
1939,5.6587985852729616e-08,1.5294050470515685e-09
1940,3.803674530900025e-08,0.0
1941,3.836953510472085e-08,0.0
1942,1.517105907566929e-08,0.0
1943,3.193558839598154e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,0.0
1945,4.574858536443571e-08,0.0
1946,3.6194869323935563e-08,0.0
1947,4.172304812755101e-08,0.0
1948,4.348755311411878e-08,0.0
1949,4.417653798327592e-08,0.0
1950,4.3604980959344175e-08,0.0
1951,3.731490494374157e-08,0.0
1952,6.432330224015459e-08,0.0
1953,5.602390373837807e-08,0.0
1954,5.0817188679275205e-08,9.772536113672459e-10
1955,7.226918086189471e-08,4.6928039232341234e-09
1956,4.534993536253751e-08,0.0
1957,4.59421976017893e-08,8.835037701437898e-10
1958,4.880623549752272e-08,0.0
1959,5.2705086517335076e-08,7.750747821333448e-10
1960,4.775375117560543e-08,1.3841666701708277e-09
1961,5.141637871020066e-08,0.0
1962,6.151697817813329e-08,1.2683912808952869e-09
1963,8.405869067473759e-08,1.2932106496776896e-09
1964,4.806334885643082e-08,0.0
1965,3.775710055720083e-08,0.0
1966,6.646889971761993e-08,0.0
1967,6.015009290649687e-08,0.0
1968,5.344784881344822e-08,0.0
1969,7.266812218631458e-08,1.3625273131978588e-09
1970,4.230826888829142e-08,2.7592350626548523e-09
1971,5.857773288653334e-08,5.138397485282553e-10
1972,6.05357328709033e-08,1.5390440033513642e-09
1973,4.6310912438229934e-08,5.513203671370093e-09
1974,5.2880373857533414e-08,0.0
1975,4.968987710185502e-08,1.7134440533084216e-09
1976,6.970503108050252e-08,1.7140580066410394e-09
1977,5.876781727920388e-08,1.1753563677885381e-09
1978,6.772274474542428e-08,1.7821774056514528e-09
1979,5.325295759917026e-08,5.851973350345929e-10
1980,5.742002073816366e-08,5.685150683554241e-10
1981,5.9460166568214845e-08,1.2651099057237047e-09
1982,6.642027727821187e-08,4.966001831974154e-09
1983,6.44162270191373e-08,6.315316047889041e-10
1984,6.378909489512807e-08,1.1598016991243298e-09
1985,5.113224332831123e-08,6.015558051686298e-10
1986,4.6756987615026446e-08,0.0
1987,4.460896363411848e-08,1.8332451112712533e-09
1988,4.557380961500712e-08,4.797243047249822e-09
1989,5.927171997655023e-08,0.0
1990,2.942271493111548e-08,5.44865097484859e-10
1991,4.8064013213888757e-08,5.861465202094962e-10
1992,4.958949872957419e-08,5.509944167592096e-10
1993,5.373031086719493e-08,0.0
1994,4.589186275438806e-08,0.0
1995,4.392185104507007e-08,1.626735190995987e-09
1996,4.857663782331656e-08,2.6690460952494277e-09
1997,5.6579754215135836e-08,9.58978896292706e-10
1998,4.4343600791307836e-08,2.86087753487152e-09
1999,3.4733528053720875e-08,4.113180906983871e-09
2000,3.799507197754792e-08,3.092622158362701e-09
2001,4.600272518473503e-08,0.0
2002,4.5126579806265e-08,4.38122149670761e-10
2003,4.166922806803086e-08,3.7502307925763034e-09
2004,3.788120395142869e-08,8.809582507929292e-10
2005,4.4136747590073355e-08,1.3511248786457486e-09
2006,3.006059756671675e-08,1.6471559671771274e-09
2007,4.1143138673760404e-08,0.0
2008,3.4911003865545354e-08,4.257439734089985e-09
2009,3.290052674742583e-08,3.814554005998616e-09
2010,4.818268806161541e-08,4.723793023408973e-10
2011,2.982698177333987e-08,3.82397197240536e-10
2012,2.4510619311968185e-08,6.808505426114664e-10
2013,2.4265387921218462e-08,0.0
2014,2.3386807157521616e-08,2.5985342766432495e-09
2015,1.906254887273917e-08,4.433150790905671e-10
2016,1.6570719907349485e-08,2.4856081637381067e-09
2017,1.911864622172743e-08,3.018733707449428e-09
2018,2.0393587263356494e-08,1.290733298020541e-09
2019,1.7091618786935214e-08,1.7856913725466939e-09
