year,auront_VERB appelé_VERB,auront_VERB rappelé_VERB
1917,5.483212106582869e-09,2.1932848870420685e-09
1918,6.89182577673364e-09,3.44591288836682e-09
1919,4.603924352863942e-09,9.207848372660976e-10
1920,7.572231730534895e-10,7.572231730534895e-10
1921,0.0,0.0
1922,2.951174193910333e-09,0.0
1923,7.431163684401554e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,1.0998177923937646e-09,0.0
1926,2.229227691330493e-09,0.0
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,9.14083297942625e-09,0.0
1929,3.342121912552898e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,3.4411986593596566e-09,3.4411986593596566e-09
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,2.393656828303392e-09,2.393656828303392e-09
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,6.068423541449874e-09,9.102635090130207e-09
1943,0.0,2.9032352077962287e-09
1944,0.0,0.0
1945,0.0,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,0.0,3.5762612871081956e-09
1948,2.174377566888097e-09,2.174377566888097e-09
1949,1.9634016634739737e-09,2.945102384188658e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,3.1634410646574906e-09,2.1089607837865287e-09
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,4.886268278880834e-09,1.9545072227344917e-09
1955,4.6928039232341234e-09,3.754243138587299e-09
1956,8.72114158667614e-10,8.72114158667614e-10
1957,1.7670075402875796e-09,0.0
1958,0.0,8.272243445794913e-10
1959,2.325224457422337e-09,5.425523585955716e-09
1960,1.3841666701708277e-09,1.3841666701708277e-09
1961,7.64297514166401e-09,6.948159270159238e-10
1962,8.8787386332001e-09,1.2683912808952869e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,2.73602163147757e-09,2.73602163147757e-09
1966,5.539074754423723e-10,5.539074754423723e-10
1967,5.423369309198733e-09,1.9721342336964653e-09
1968,4.940557296606585e-09,3.5931326802796093e-09
1969,3.6334062425424918e-09,2.7250546263957176e-09
1970,3.219107425067591e-09,1.3796175313274261e-09
1971,2.569198631618974e-09,3.083038491169532e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,1.6539611902288698e-09,0.0
1974,2.2502286700643026e-09,0.0
1975,4.569184142155791e-09,3.4268881066168433e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,2.3507127355770763e-09,0.0
1978,5.940591352171509e-10,2.970295565063452e-09
1979,4.681578680276743e-09,1.1703946700691858e-09
1980,1.1370301367108482e-09,0.0
1981,6.325549528618524e-10,1.2651099057237047e-09
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,0.0
1984,8.69851302098823e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,0.0,5.994485463567401e-10
1987,3.0554083707556856e-09,6.110816852533674e-10
1988,5.996553809062277e-10,0.0
1989,5.488122178931576e-10,0.0
1990,3.814055737905164e-09,0.0
1991,1.7584396161396398e-09,1.7584396161396398e-09
1992,6.61193322315512e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,3.795715741716776e-09,3.795715741716776e-09
1996,2.135236876199542e-09,1.067618438099771e-09
1997,4.79489448146353e-10,2.3974471297094624e-09
1998,1.9072516899143466e-09,1.43043876743576e-09
1999,1.3710603763428253e-09,1.8280804647829996e-09
2000,3.092622158362701e-09,3.5344251969604557e-09
2001,8.762423564512289e-10,4.3812117822561447e-10
2002,0.0,1.752488598683044e-09
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,3.0833537945085254e-09,1.3214374039449694e-09
2005,9.007499190971657e-10,9.007499190971657e-10
2006,4.117890028965121e-09,4.1178899179428186e-10
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,0.0
2009,0.0,1.907277002999308e-09
2010,1.8895172093635892e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,3.82397197240536e-10
2012,3.744677901096338e-09,3.404252713057332e-10
2013,2.5102124823206395e-09,0.0
2014,1.9489005964601347e-09,1.0827225782605865e-09
2015,1.5516027351836215e-09,2.21657536769726e-09
2016,2.278474076078396e-09,1.2428040818690533e-09
2017,7.54683426862357e-10,5.031222660711876e-10
2018,2.581466596041082e-09,1.290733298020541e-09
2019,2.2958890344426663e-09,1.02039510174734e-09
