year,pourraient_VERB établir_VERB,pourraient_VERB rétablir_VERB
1844,3.841993034825464e-08,7.683985892015244e-09
1845,5.30121653241622e-08,1.2276501593078137e-08
1846,6.732676638421253e-08,2.9272506640865004e-09
1847,6.957258591455684e-08,1.1325769655456952e-08
1848,4.746680914990975e-08,4.02261068899179e-09
1849,4.524883934209356e-08,1.0893239199560867e-08
1850,1.425689166723032e-08,1.425689166723032e-08
1851,4.5791015423901626e-08,1.3543821175687754e-08
1852,4.101643469311966e-08,2.6042181744401205e-09
1853,3.822036376277538e-08,1.7318601663873778e-08
1854,2.286092382064453e-08,2.5978321716024766e-09
1855,3.3964397516683675e-08,0.0
1856,3.831119954611495e-08,5.694908100650764e-09
1857,3.270611159678083e-08,1.9526036343364694e-09
1858,3.0830157982109085e-08,0.0
1859,2.2914779407301467e-08,1.6804172275897145e-08
1860,1.6020143434047895e-08,7.323494255473406e-09
1861,3.159695793897299e-08,2.8295783494058924e-09
1862,3.930648162508987e-08,9.035972858839614e-09
1863,1.9479021062807078e-08,9.989241656072068e-10
1864,3.1165733105353866e-08,2.3973640850272204e-09
1865,4.424433797112215e-08,4.23615986733239e-09
1866,3.0166798836717135e-08,0.0
1867,1.455843445796745e-08,4.85281148598915e-09
1868,6.076044911651479e-08,5.433861360870651e-09
1869,2.9789466893248573e-08,3.906815315701806e-09
1870,2.9243649279919737e-08,8.027668307875047e-09
1871,4.248470730772169e-08,5.3105884134652115e-09
1872,3.0236694925633856e-08,9.675742873582749e-09
1873,3.052862140862089e-08,1.1972008939764578e-09
1874,5.018671700440791e-08,2.3898436563030145e-09
1875,1.6592428764283795e-08,6.865832347102696e-09
1876,4.17175023414984e-08,6.04601479992084e-10
1877,4.886004489890183e-08,4.329371083855449e-09
1878,3.32149880932775e-08,6.039088784604019e-09
1879,3.787781821529279e-08,4.27652757650776e-09
1880,2.9522093214495726e-08,5.134277003548959e-09
1881,3.69542902944886e-08,7.669758161910067e-09
1882,3.8601232432711186e-08,3.3276925659464496e-09
1883,4.2971503688704615e-08,6.319338941018771e-10
1884,4.2250860587955685e-08,1.3203393933736152e-09
1885,4.060750313783501e-08,3.2228177904158883e-09
1886,5.420909587883216e-08,8.38950331427668e-09
1887,2.3504128421336645e-08,3.264462256069578e-09
1888,3.4873380627686856e-08,4.4384300679212174e-09
1889,3.00726554769426e-08,9.397704836544563e-09
1890,3.998175657216052e-08,3.2771931834929546e-09
1891,2.995883363610119e-08,1.211101796627645e-08
1892,2.005923960268774e-08,1.3163876211308434e-08
1893,4.865148994781521e-08,5.542574843531156e-09
1894,3.150769600779313e-08,1.8904617871129403e-09
1895,2.8287487907618925e-08,1.023164486468886e-08
1896,4.0689499769541726e-08,1.1204354777305525e-08
1897,2.6220211779559577e-08,4.078699600285063e-09
1898,2.2633418694795182e-08,6.224190496340043e-09
1899,4.2009595802028343e-08,6.080336234504102e-09
1900,3.114631752509922e-08,4.671947717582725e-09
1901,2.794369535763508e-08,0.0
1902,3.780918689244572e-08,0.0
1903,3.186130115295782e-08,4.320176216765503e-09
1904,3.708491291831706e-08,3.7622376325430196e-09
1905,3.612531429553201e-08,1.0321518084666081e-09
1906,3.549487459508782e-08,1.0288369045596824e-09
1907,2.674278576364486e-08,1.028568674676933e-09
1908,3.192402786567072e-08,3.437972351250096e-09
1909,3.4106097501762633e-08,4.950885035270858e-09
1910,3.90122991689168e-08,1.0153886620400954e-08
1911,3.511446777793026e-08,5.852411444351446e-09
1912,2.8651816919023076e-08,5.730363294986773e-09
1913,2.9166443482608884e-08,3.71209285532359e-09
1914,1.6741859454327823e-08,2.0090231700464756e-09
1915,3.062998032987707e-08,5.890381071793627e-09
1916,1.538244731591476e-08,4.394984820521586e-09
1917,2.631941953268324e-08,3.289927441585405e-09
1918,1.8378202071289707e-08,4.594550517822427e-09
1919,3.038589824200244e-08,9.207848372660976e-10
1920,2.7260034229925623e-08,7.572231730534895e-10
1921,6.133925722906497e-08,1.5145494858259667e-09
1922,2.5084981203349344e-08,5.164555005876537e-09
1923,3.927900849021171e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,1.289162443462999e-09
1925,3.409435223034052e-08,5.499089184013428e-09
1926,1.89484357093761e-08,6.687683296036084e-09
1927,2.1183527820767267e-08,3.3447675740205796e-09
1928,3.5420729460611255e-08,4.570416489713125e-09
1929,3.0079096546842266e-08,4.4561625500705304e-09
1930,2.6259009189288918e-08,1.0503603542488804e-09
1931,3.9918749195066994e-08,4.5621426636444085e-09
1932,3.7262424257278326e-08,1.8631212128639163e-08
1933,2.2941325283909464e-08,1.0323596200123575e-08
1934,1.677421224144382e-08,7.188948103475923e-09
1935,1.9149254626427137e-08,7.180970484910176e-09
1936,4.364897421282876e-08,4.849885826274658e-09
1937,3.273690651894867e-08,1.2591118148108649e-09
1938,3.5006078036303734e-08,1.6854778905894818e-08
1939,2.9058696782158222e-08,7.647025235257843e-09
1940,4.057252667166722e-08,0.0
1941,4.427253941230447e-08,0.0
1942,4.247896612241675e-08,0.0
1943,2.9032351633873077e-08,8.709705845433291e-09
1944,9.639558484764166e-09,9.639558484764166e-09
1945,3.485606470121638e-08,4.357008087652048e-09
1946,2.0881657292193267e-08,2.7842208538686464e-09
1947,4.7683485604466114e-08,8.344609447874518e-09
1948,2.8266908813634473e-08,6.523132700664291e-09
1949,4.123143426681963e-08,4.908504269707237e-09
1950,1.701657836861159e-08,0.0
1951,2.4521224162299404e-08,8.529121409139861e-09
1952,4.007025466989944e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,7.54167928107563e-09
1954,1.9545073115523337e-08,5.863521668203475e-09
1955,3.472674947602172e-08,9.385607846468247e-09
1956,2.441919733087161e-08,6.104799332717903e-09
1957,3.003912851795576e-08,1.0602045463770082e-08
1958,3.1434524316864554e-08,3.3088973783179654e-09
1959,2.712761748568937e-08,1.0851047171911432e-08
1960,1.6610000486139143e-08,4.152500121534786e-09
1961,2.987708569435199e-08,9.03260666262895e-09
1962,2.7904608401740916e-08,4.43936931660005e-09
1963,3.620989730279689e-08,4.526237162849611e-09
1964,2.798625509115027e-08,8.517555549758526e-09
1965,2.954903344232207e-08,3.830430195250756e-09
1966,1.495550172592175e-08,7.200797291773142e-09
1967,1.7749208325312793e-08,6.902469706915326e-09
1968,2.919420261093819e-08,8.084548142051062e-09
1969,3.3609008909252225e-08,6.358460868938209e-09
1970,2.6212733317265702e-08,5.058597540852361e-09
1971,2.8261185391897925e-08,7.193756701440179e-09
1972,2.257264597460562e-08,7.182205497002769e-09
1973,1.3783009400469837e-08,7.1671650836435674e-09
1974,3.09406438248061e-08,6.750686232237513e-09
1975,2.6843956391076063e-08,3.998036124386317e-09
1976,2.971033907783749e-08,4.570821499072508e-09
1977,1.704266772151186e-08,5.289103821581875e-09
1978,2.4950484345254154e-08,1.0099005187669263e-08
1979,2.2237498953359136e-08,4.096381456264453e-09
1980,2.5583178242527538e-08,5.6851505725319385e-09
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,2.1726258125909226e-08,3.1037510339615437e-09
1983,1.8314416649900522e-08,4.4207211225000265e-09
1984,2.8995042811175153e-08,7.538710988796993e-09
1985,2.3460676956688076e-08,5.414002135495366e-09
1986,2.1580147446798037e-08,5.994485463567401e-10
1987,1.8943532964499354e-08,6.110816741511371e-09
1988,1.9788627625416666e-08,2.99827696004229e-09
1989,1.8659616074501173e-08,6.585746614717891e-09
1990,2.45189291092629e-08,6.538381391862913e-09
1991,2.4618154625954958e-08,4.10302547493302e-09
1992,1.983579878128694e-08,2.2039776670368383e-09
1993,2.8803878393546256e-08,2.7696036575264316e-09
1994,1.793475057354499e-08,1.5824779264761446e-09
1995,1.6809597269684673e-08,5.4224509327127635e-09
1996,1.4946657245218375e-08,3.736664311304594e-09
1997,1.8220598363427598e-08,6.7128524960935465e-09
1998,2.288702027897216e-08,6.675381136744818e-09
1999,2.422206613061917e-08,5.0272213059088244e-09
2000,2.3415566374751506e-08,0.0
2001,1.8839211080035057e-08,3.066848330846028e-09
2002,2.3220474432150695e-08,5.6955880012310445e-09
2003,2.2084691408963408e-08,5.000307723435071e-09
2004,2.2023955992267474e-08,3.0833537945085254e-09
2005,1.4862373554080932e-08,6.7556245042510454e-09
2006,1.6059770402421236e-08,6.1768350434476815e-09
2007,1.5179022483380322e-08,3.994479413904628e-09
2008,1.6604014163590364e-08,4.6831836186811415e-09
2009,1.5735034608610476e-08,5.721831008997924e-09
2010,2.220182793166714e-08,3.3066551718974324e-09
2011,1.606068167347985e-08,1.1471915639660324e-09
2012,9.19148224198807e-09,4.765953853791416e-09
2013,1.840822605458925e-08,6.693900100884775e-09
2014,1.3209215943277286e-08,4.7639794331644225e-09
2015,1.219116452233493e-08,4.876465897751814e-09
2016,1.3256576281150956e-08,3.72841224560716e-09
2017,1.2578056818313144e-08,3.2702947017071438e-09
2018,1.3165480261534412e-08,2.323319980845895e-09
2019,1.0969247732361964e-08,3.5713827450933877e-09
