year,pouvant_VERB appeler_VERB,pouvant_VERB rappeler_VERB
1894,6.301539290376468e-09,1.7014155417882648e-08
1895,1.1435367319734269e-08,1.8055843042930064e-08
1896,2.948514543632541e-09,2.358811634906033e-08
1897,1.3984112534615178e-08,2.2141511735185304e-08
1898,1.0185038590293516e-08,1.3580051749784161e-08
1899,9.949641111006713e-09,2.3768587098516036e-08
1900,9.863001082521805e-09,3.0627212765921286e-08
1901,1.3412973842719111e-08,3.129693837422565e-08
1902,1.9641135384773634e-09,2.5042448115186744e-08
1903,3.2401321625741275e-09,1.5660639007819555e-08
1904,4.299700151477737e-09,2.3110889202371254e-08
1905,3.6125313851442797e-09,2.7868098939620722e-08
1906,1.5432553013283723e-09,1.6975809202790515e-08
1907,4.114274698707732e-09,1.5942815068115124e-08
1908,6.875944702500192e-09,1.7189861978295085e-08
1909,3.300590023513905e-09,1.5402754627302784e-08
1910,3.740905363258662e-09,1.2291546447329438e-08
1911,2.6601871816467337e-09,1.8621308939259507e-08
1912,7.293189607793238e-09,3.021464323182954e-08
1913,3.181793939432964e-09,2.4393752795504042e-08
1914,5.357394972094198e-09,1.808120764223986e-08
1915,2.3561523843085297e-09,1.0602685840410686e-08
1916,2.197492410260793e-09,9.888715624128963e-09
1917,7.676496771580332e-09,1.315970976634162e-08
1918,3.44591288836682e-09,1.4932290071101306e-08
1919,3.6831393490643904e-09,1.5653341733923298e-08
1920,4.543339038320937e-09,2.1202248845497706e-08
1921,1.5145494858259667e-09,2.7261890522822796e-08
1922,8.853522359686394e-09,1.9182632371439468e-08
1923,5.307974060286824e-09,1.2739137744688378e-08
1924,3.867487219366694e-09,1.4180787211159895e-08
1925,5.499089184013428e-09,2.0896537833436923e-08
1926,2.229227691330493e-09,1.4489979882625903e-08
1927,1.1149224876660924e-09,1.5608915049369898e-08
1928,6.8556245125250825e-09,2.170947865920425e-08
1929,6.684243825105796e-09,8.912325100141061e-09
1930,0.0,1.3654684494213143e-08
1931,5.7026783295555106e-09,1.9389105432310316e-08
1932,3.287861094491973e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,2.6382522833046096e-08
1934,5.990790086229936e-09,1.9170528275935794e-08
1935,1.196828414151696e-09,2.992070946561398e-08
1936,3.6374143697059935e-09,2.424942913137329e-08
1937,6.295559185076627e-09,2.0145789036973838e-08
1938,1.2965214457594243e-09,2.074434313215079e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,7.607348528892999e-09,1.2678914806940611e-08
1941,0.0,2.066051862925633e-08
1942,0.0,4.5513175450651033e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,1.3921104269343232e-09,1.6705325123211878e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,2.174377566888097e-09,6.523132700664291e-09
1949,3.9268033269479474e-09,5.890204768377316e-09
1950,6.381216888229346e-09,1.1698897850465073e-08
1951,4.264560704569931e-09,1.4925962688039363e-08
1952,7.381362632230548e-09,1.2653764258629963e-08
1953,4.3095309543161875e-09,1.2928593307037772e-08
1954,1.9545072227344917e-09,2.443134050622575e-08
1955,1.8771215692936494e-09,1.1262729415761896e-08
1956,6.976913269340912e-09,2.3547082506070183e-08
1957,5.301022731885041e-09,2.03205861026845e-08
1958,4.9633461784992505e-09,2.4816730004317833e-08
1959,7.750747821333448e-10,1.9376869886400527e-08
1960,2.7683333403416555e-09,1.868625076895114e-08
1961,3.47407969059077e-09,1.528595028332802e-08
1962,1.9025869768540815e-09,1.8391673961559718e-08
1963,1.939815863494232e-09,1.4871922360271128e-08
1964,0.0,1.764350798794112e-08
1965,4.924839203113152e-09,1.5321720781003023e-08
1966,7.200797291773142e-09,7.754704434148607e-09
1967,4.930335695263466e-09,9.860671390526932e-09
1968,4.491415683816058e-09,1.4821671889819754e-08
1969,7.72098829315837e-09,1.1808570121729645e-08
1970,1.8394900047624674e-09,2.207388050123882e-08
1971,6.679916619845017e-09,1.6956711590410123e-08
1972,7.182205497002769e-09,1.0773308467548759e-08
1973,3.252790392593852e-08,1.9847533394568018e-08
1974,2.025205780853412e-08,2.306484425673716e-08
1975,7.996072248772634e-09,3.084199207137317e-08
1976,7.484720043748894e-08,1.8283285996290033e-08
1977,2.938390863960194e-09,9.402850942308305e-09
1978,2.970295565063452e-09,1.900989232694883e-08
1979,1.7555920051037788e-09,2.1067103617156135e-08
1980,2.8425752862659692e-09,9.664756106531058e-09
1981,2.5302198114474095e-09,1.4548763971333756e-08
1982,2.483000915987077e-09,1.9864007327896616e-08
1983,2.5261264191556165e-09,1.0736036948344463e-08
1984,9.858314165001048e-09,1.681712546997005e-08
1985,5.414002135495366e-09,9.02333674446254e-09
1986,5.994485352545098e-09,1.3787316177626963e-08
1987,8.555143260480236e-09,1.099947066762752e-08
1988,5.99655392008458e-09,1.139345240375178e-08
1989,3.841685636274406e-09,1.4269117443177493e-08
1990,6.538381391862913e-09,1.5801088437683575e-08
1991,5.8614650910726596e-09,1.6998249918742658e-08
1992,4.4079553340736766e-09,1.4876849085965205e-08
1993,8.308811416668505e-09,1.3848018731721368e-08
1994,3.164955852952289e-09,1.7407257857371405e-08
1995,2.1689803286761844e-09,2.114755837112625e-08
1996,4.270473752399084e-09,1.975094043871195e-08
1997,4.794894259418925e-09,1.2946214766884623e-08
1998,6.198567881199324e-09,1.382757464085671e-08
1999,2.7421207526856506e-09,2.422206613061917e-08
2000,8.394259509714175e-09,2.076474814316498e-08
2001,3.943090742808408e-09,1.4896119893137438e-08
2002,1.752488598683044e-09,2.409671751024689e-08
2003,8.333845613606172e-09,1.3750845795357236e-08
2004,3.9643119897903034e-09,2.1583476339515073e-08
2005,3.602999676388663e-09,2.0717248361279417e-08
2006,9.882935358973555e-09,1.729513776638214e-08
2007,4.7933754743212376e-09,1.7176262190332636e-08
2008,6.3861596011349775e-09,1.5326783397995314e-08
2009,6.675469510497578e-09,1.907277002999308e-08
2010,5.668551850135373e-09,1.2281861749841028e-08
2011,6.118355155848576e-09,9.942326961720482e-09
2012,3.4042526575461807e-09,1.1574459612972987e-08
2013,3.3469500504423877e-09,9.761937924679387e-09
2014,5.197068553286499e-09,1.3209215943277286e-08
2015,2.21657536769726e-09,1.5294370214746777e-08
2016,6.006886099640951e-09,1.2428039930512114e-08
2017,1.509366853724714e-09,1.0565567976072998e-08
2018,3.3559066636712487e-09,1.1358453733123497e-08
2019,3.5713827450933877e-09,1.020395146156261e-08
