year,grand_ADJ radeau_NOUN
1996,7.473328622609188e-09
1997,1.917957792585412e-09
1998,4.768129113763564e-09
1999,7.312321637087393e-09
2000,2.6508188977203417e-09
2001,4.819333099259637e-09
2002,1.0953053297679816e-08
2003,1.4584229823810801e-08
2004,4.845270407116686e-09
2005,5.854874474131577e-09
2006,5.353256671281059e-09
2007,7.1900629894372514e-09
2008,8.940623574815731e-09
2009,6.198650481792356e-09
2010,1.0864724231396394e-08
2011,1.0324724186716594e-08
2012,2.144679278615058e-08
2013,1.8408225388455435e-08
2014,2.078827354701218e-08
2015,1.440773989003219e-08
2016,3.3969976831471627e-08
2017,9.559322777796808e-09
2018,1.3165480206023261e-08
2019,1.4030432593514774e-08
