year,fallait_VERB abattre_VERB,fallait_VERB rabattre_VERB
1911,1.8621308939259507e-08,1.5961122423746588e-09
1912,2.3963337980603683e-08,5.209421227725386e-10
1913,2.598464909908671e-08,2.6514948014977335e-09
1914,4.2859159776753586e-08,2.678697486047099e-09
1915,2.238344798399794e-08,0.0
1916,2.0876177231343718e-08,0.0
1917,5.483212106582869e-08,0.0
1918,5.972916028440522e-08,0.0
1919,4.4197673076951105e-08,0.0
1920,1.9687803387569147e-08,1.514446346106979e-09
1921,3.937828552125211e-08,0.0
1922,4.205423209668879e-08,0.0
1923,2.229349149729387e-08,0.0
1924,2.4494086758863887e-08,0.0
1925,1.6497267552040284e-08,3.299453377181294e-09
1926,4.124071395494866e-08,1.1146138456652466e-09
1927,7.804457524684949e-09,4.4596899506643695e-09
1928,3.313552099371009e-08,2.2852082448565625e-09
1929,4.0105462062456354e-08,1.1140406375176326e-09
1930,2.8359728787563654e-08,1.0503603542488804e-09
1931,2.6232321204133768e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,3.785318369864399e-08,0.0
1934,4.193552882725271e-08,0.0
1935,2.6330225111337313e-08,0.0
1936,2.3036957230715416e-08,0.0
1937,3.021868266728234e-08,0.0
1938,3.241303758727554e-08,1.2965214457594243e-09
1939,7.188203454688846e-08,0.0
1940,3.550096039361961e-08,2.5357829169792012e-09
1941,8.854507882460894e-08,0.0
1942,3.6410540360520827e-08,0.0
1943,4.645176332473966e-08,0.0
1944,3.213186161588055e-08,0.0
1945,4.574858536443571e-08,2.178504043826024e-09
1946,5.150808490839154e-08,2.7842208538686464e-09
1947,3.5762614203349585e-08,0.0
1948,3.4790041070209554e-08,1.0871887834440486e-09
1949,2.9451024730065e-08,0.0
1950,3.403315673722318e-08,0.0
1951,3.1984203729962246e-08,0.0
1952,2.5307528517259925e-08,0.0
1953,3.3398865895151175e-08,0.0
1954,2.9317607896928166e-08,9.772536113672459e-10
1955,3.848099083825218e-08,1.8771215692936494e-09
1956,2.441919733087161e-08,1.744228317335228e-09
1957,3.3573144264664734e-08,0.0
1958,2.3162280982091943e-08,1.6544486891589827e-09
1959,2.2477168570844697e-08,7.750747821333448e-10
1960,3.944875004435744e-08,0.0
1961,3.682524507553353e-08,6.948159270159238e-10
1962,2.8538803320543593e-08,6.341956404476434e-10
1963,2.7804029301137234e-08,0.0
1964,3.528701597588224e-08,3.041984220075733e-09
1965,2.6265809083270142e-08,5.472043373977442e-10
1966,2.215629990587331e-08,0.0
1967,3.7963584276212714e-08,0.0
1968,2.649935382237345e-08,0.0
1969,3.633406109315729e-08,9.083515606356229e-10
1970,3.357069289222636e-08,0.0
1971,2.363662865434435e-08,2.0553589941130213e-09
1972,2.205963234302999e-08,5.130146862875051e-10
1973,2.591205827684462e-08,0.0
1974,2.1377172032543967e-08,0.0
1975,2.9699696924012642e-08,0.0
1976,2.9138986334942274e-08,2.285410749536254e-09
1977,2.7620874476497193e-08,5.876781838942691e-10
1978,2.613860239364385e-08,1.1881182704343018e-09
1979,3.043026097770962e-08,1.1703946700691858e-09
1980,3.2973872521324665e-08,2.2740602734216964e-09
1981,2.5934753011824796e-08,0.0
1982,1.8001756529884005e-08,6.207502289967692e-10
1983,2.273513821648976e-08,6.315316047889041e-10
1984,2.4935737030773453e-08,5.799008495621649e-10
1985,2.466378745680231e-08,1.2031116103372597e-09
1986,1.978180286243969e-08,0.0
1987,2.0165694891716157e-08,1.8332451112712533e-09
1988,2.938311283173789e-08,1.798966087207532e-09
1989,4.664903840989609e-08,0.0
1990,3.3236769780842224e-08,0.0
1991,1.934283488935762e-08,0.0
1992,1.8182815253453555e-08,0.0
1993,2.4372512896775334e-08,0.0
1994,2.004472143823932e-08,1.0549853213248639e-09
1995,2.114755837112625e-08,3.253470381991974e-09
1996,2.1886178203089912e-08,5.338092190498855e-10
1997,2.3494983736327413e-08,0.0
1998,2.288702027897216e-08,0.0
1999,1.828080442578539e-08,0.0
2000,2.4299172451947015e-08,2.6508188977203417e-09
2001,2.1029816110740285e-08,0.0
2002,2.1467984723244626e-08,2.6287327870022636e-09
2003,2.7918384049030465e-08,4.1669229178253886e-10
2004,2.070251881036711e-08,4.404791253964646e-10
2005,3.1075870765562286e-08,4.5037495954858286e-10
2006,2.3471972809829822e-08,2.8825228870488218e-09
2007,2.3167981311189578e-08,3.994479469415779e-10
2008,2.0435710013089192e-08,4.257439678578834e-10
2009,2.813233557219519e-08,1.430457752249481e-09
2010,2.3146585093059002e-08,9.447586046817946e-10
2011,2.8679789210173112e-08,0.0
2012,3.1319125071149756e-08,1.3617010852229328e-09
2013,2.7891250198308626e-08,2.2313000336282585e-09
2014,3.8978011929202694e-08,8.661780737106994e-10
2015,3.1697027225163765e-08,6.649726325136385e-10
2016,2.9205894591655124e-08,1.2428040818690533e-09
2017,2.7420163917213358e-08,7.54683426862357e-10
2018,3.149389371515099e-08,1.5488800242380307e-09
2019,2.9081260066732284e-08,7.65296326310505e-10
