year,pourrait_VERB entrer_VERB,pourrait_VERB rentrer_VERB
2000,1.0249833337638847e-07,3.2251630699420275e-08
2001,1.0690156670989381e-07,2.8477876057309004e-08
2002,1.1697861168613599e-07,2.6725450297249154e-08
2003,1.1250691756004016e-07,4.50027677345588e-08
2004,1.193698437873536e-07,2.642874719072097e-08
2005,1.2070049137946626e-07,3.332774767272895e-08
2006,1.0541798189933616e-07,2.635449547483404e-08
2007,1.330161722989942e-07,5.1129337208521974e-08
2008,1.281489403481828e-07,5.364373834026992e-08
2009,1.1920481313154596e-07,7.056924999915282e-08
2010,1.3982428015424375e-07,8.927968764282923e-08
2011,1.380453937827042e-07,8.833374920413917e-08
2012,1.3174458501907793e-07,9.157439961882119e-08
2013,1.5702774192050128e-07,1.0124524152388403e-07
2014,1.500653468156088e-07,1.2927708326060383e-07
2015,1.8153752989746863e-07,1.1991673432021344e-07
2016,1.6487867071646178e-07,1.203448505293636e-07
2017,1.6728814955513371e-07,1.2678681571287598e-07
2018,1.835422835938516e-07,1.3862475611858827e-07
2019,1.5790614327215735e-07,1.2601879006979289e-07
