year,auront_VERB envoyé_VERB,auront_VERB renvoyé_VERB
1904,2.042357571951925e-08,1.0749250378694342e-09
1905,3.302885787093146e-08,5.160758931310738e-09
1906,3.240836221607424e-08,0.0
1907,9.257117739025489e-09,5.142843373384665e-10
1908,1.964555629285769e-08,2.4556945366072114e-09
1909,3.685659066832159e-08,5.500983557560346e-10
1910,2.778958396731923e-08,1.068830135508847e-09
1911,2.7133907565257687e-08,1.5961122423746588e-09
1912,2.7609932118366487e-08,2.6047106693738442e-09
1913,4.5075413623862914e-08,5.30298971401777e-10
1914,1.7411533548283842e-08,0.0
1915,2.9451904026700504e-08,0.0
1916,6.592477230782379e-09,0.0
1917,4.386569774084137e-09,0.0
1918,2.412139110674616e-08,3.44591288836682e-09
1919,1.5653341733923298e-08,0.0
1920,1.8930579770426448e-08,7.572231730534895e-10
1921,1.2873671018098776e-08,0.0
1922,1.549366501762961e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,2.707241186783449e-08,0.0
1925,1.3197813508725176e-08,0.0
1926,1.0031524944054127e-08,2.229227691330493e-09
1927,2.0068604555945058e-08,0.0
1928,1.0283437212876834e-08,0.0
1929,7.798284684668033e-09,3.342121912552898e-09
1930,1.2604324695075775e-08,3.1510811737689437e-09
1931,2.167017854048936e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,2.516131836216573e-08,0.0
1935,1.795242710045386e-08,0.0
1936,1.9399543305098632e-08,0.0
1937,1.2591118370153254e-08,3.777335333410292e-09
1938,2.2040865133021725e-08,1.2965214457594243e-09
1939,2.2941076593951948e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,0.0
1941,2.3612020783048138e-08,0.0
1942,2.730790527039062e-08,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,1.9606536838523425e-08,0.0
1946,1.5313215584455975e-08,0.0
1947,9.536696765621855e-09,0.0
1948,4.348755133776194e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,0.0
1950,4.2541445921528975e-09,2.1270722960764488e-09
1951,4.264560704569931e-09,0.0
1952,8.435843135146115e-09,0.0
1953,6.464296653518886e-09,0.0
1954,6.840775057526116e-09,1.9545072227344917e-09
1955,6.569925492527773e-09,0.0
1956,8.72114114258693e-09,0.0
1957,1.3252556385623393e-08,1.7670075402875796e-09
1958,9.926692356998501e-09,0.0
1959,1.0851047171911432e-08,0.0
1960,8.305000243069571e-09,6.920833350854139e-10
1961,9.03260666262895e-09,6.948159270159238e-10
1962,1.9025869768540815e-09,0.0
1963,1.4225316924409981e-08,1.2932106496776896e-09
1964,1.2167936880302932e-08,1.2167936658258327e-09
1965,1.8057743744748223e-08,0.0
1966,1.163205709531212e-08,0.0
1967,1.5284040699725665e-08,9.860671168482327e-10
1968,1.392338955241712e-08,0.0
1969,1.544197658631674e-08,0.0
1970,6.438214850135182e-09,9.197450023812337e-10
1971,1.2332153964678128e-08,2.0553589941130213e-09
1972,9.234264020108185e-09,0.0
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,9.563471792262135e-09,1.1251143350321513e-09
1975,4.569184142155791e-09,0.0
1976,2.856763492431469e-09,0.0
1977,1.2928920156696222e-08,5.876781838942691e-10
1978,7.128709622605811e-09,1.7821774056514528e-09
1979,1.287434159280565e-08,2.925986564150662e-09
1980,1.2507331170752423e-08,5.685150683554241e-10
1981,9.488323904349727e-09,1.8976649140967083e-09
1982,1.4898005495922462e-08,0.0
1983,8.209910973278056e-09,1.2630632095778083e-09
1984,1.1018116197192285e-08,5.799008495621649e-10
1985,4.812446441349039e-09,1.2031116103372597e-09
1986,1.1389522214244607e-08,0.0
1987,7.944062296871834e-09,6.110816852533674e-10
1988,1.4391728697660255e-08,0.0
1989,9.329808037250586e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,0.0
1991,1.1722930182145319e-08,0.0
1992,6.060938417817852e-09,0.0
1993,2.2156829704300662e-09,0.0
1994,6.857404422078162e-09,5.274926606624319e-10
1995,5.964695848348356e-09,2.1689803286761844e-09
1996,4.270473752399084e-09,1.067618438099771e-09
1997,2.876936688878118e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,2.2090156370779823e-09,0.0
2001,3.066848330846028e-09,1.7524847129024579e-09
2002,8.324320788233308e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,6.166707589017051e-09,1.7619165015858584e-09
2005,4.503749373441224e-09,4.5037495954858286e-10
2006,1.2353669198716943e-09,0.0
2007,5.592271090648637e-09,0.0
2008,5.108927503272298e-09,1.7029758714315335e-09
2009,4.291373478793048e-09,0.0
2010,4.723792912386671e-09,4.723793023408973e-10
2011,4.206369030868018e-09,7.64794394481072e-10
2012,1.2595735121578855e-08,6.808505426114664e-10
2013,8.367375237128272e-09,5.578250084070646e-10
2014,4.7639794331644225e-09,1.0827225782605865e-09
2015,1.1304534197620342e-08,4.433150790905671e-10
2016,7.042556315894899e-09,1.2428040818690533e-09
2017,3.018733707449428e-09,0.0
2018,8.002547069452248e-09,2.5814667070633845e-10
2019,1.1479444950168727e-08,0.0
