year,pouvait_VERB amener_VERB,pouvait_VERB ramener_VERB
1865,4.0008177393247024e-07,6.213034708935083e-08
1866,4.004399443147122e-07,6.519920958680814e-08
1867,3.8337211094585655e-07,5.28956434209249e-08
1868,3.1763389074512816e-07,8.644779825317528e-08
1869,3.5893864946956455e-07,4.248661511496721e-08
1870,3.4289612926841073e-07,5.160643823387545e-08
1871,5.183134703656833e-07,6.797553453452565e-08
1872,4.608072572409583e-07,6.047338985126771e-08
1873,3.6873788644697925e-07,6.045864608950069e-08
1874,3.9671405716035224e-07,5.377148326601855e-08
1875,3.764764926472708e-07,7.037478155780263e-08
1876,3.8936335045036685e-07,4.232210315535667e-08
1877,3.191365181010042e-07,4.08197848855707e-08
1878,3.40604600523875e-07,5.012443438090486e-08
1879,3.127974537164846e-07,6.781350947449027e-08
1880,3.106237613792473e-07,6.738738278500023e-08
1881,3.3049684589059325e-07,5.020205406935929e-08
1882,2.7353632958693197e-07,5.856738738430067e-08
1883,3.0901566105967504e-07,5.561018312505439e-08
1884,3.386670641702949e-07,2.6406787867472303e-08
1885,2.681384501102002e-07,4.383032248256313e-08
1886,3.2654526194164646e-07,5.420909587883216e-08
1887,2.6638011263457884e-07,3.525619263200497e-08
1888,2.5362459155076067e-07,4.057993407968752e-08
1889,2.89449303636502e-07,3.257871128425904e-08
1890,2.942919650195108e-07,3.342736931699619e-08
1891,2.753663181920274e-07,4.143242904319777e-08
1892,2.664117744188843e-07,3.761107336686109e-08
1893,2.943723131920706e-07,2.9560400349737392e-08
1894,3.112960484941141e-07,4.915200690902566e-08
1895,3.207921395187441e-07,5.1760085995056215e-08
1896,2.836470969214133e-07,3.597187614445829e-08
1897,2.592887540231459e-07,4.7196380137393135e-08
1898,2.3595339371240698e-07,3.451596342074481e-08
1899,2.691930660603248e-07,4.09040801230276e-08
1900,2.444986080263334e-07,3.5818267463127995e-08
1901,2.3249154423865548e-07,2.794369535763508e-08
1902,2.23417913502999e-07,2.7988617645746672e-08
1903,2.3166944629338104e-07,3.6181475593366486e-08
1904,2.300339616567726e-07,3.493506284257819e-08
1905,2.3275023863789102e-07,4.335037573355294e-08
1906,2.0268086586838763e-07,3.9095802151223324e-08
1907,2.2731367721462448e-07,4.6285588695127444e-08
1908,2.549010957864084e-07,6.384805573134145e-08
1909,1.9638511616903997e-07,4.7308457595818254e-08
1910,2.2659199316876766e-07,2.939282950364941e-08
1911,2.1494311397418642e-07,3.724261787851901e-08
1912,2.1775380787403265e-07,3.438217888174222e-08
1913,2.3068005816639925e-07,4.825720623102825e-08
1914,1.5737347780486743e-07,3.8841115213017474e-08
1915,2.674233030575124e-07,3.652036184575991e-08
1916,2.384279298439651e-07,2.197492321442951e-08
1917,2.1274863115650078e-07,2.9609346086090227e-08
1918,2.435111809973023e-07,2.412139110674616e-08
1919,2.3019620698505605e-07,4.880159565345821e-08
1920,2.392825138031185e-07,4.997673030970873e-08
1921,1.885614153707138e-07,5.300923078266351e-08
1922,2.228136537496539e-07,3.7627472693202435e-08
1923,1.507464588712537e-07,3.927900849021171e-08
1924,1.6630195887046284e-07,4.512068585427187e-08
1925,1.8806883872457547e-07,2.4195990988573612e-08
1926,2.2403737887088937e-07,3.1209186346359274e-08
1927,2.140651247373171e-07,4.0137209111890115e-08
1928,1.5882197601513326e-07,2.9707706517001498e-08
1929,2.1946600270439376e-07,4.121950425428622e-08
1930,2.016691951212124e-07,3.571225093423891e-08
1931,1.8590731087897439e-07,2.5091784650044247e-08
1932,1.8631212128639163e-07,3.06867029564728e-08
1933,1.984424500278692e-07,3.785318369864399e-08
1934,1.1382500986201194e-07,3.834105655187159e-08
1935,1.7952426389911125e-07,2.6330225111337313e-08
1936,1.9157049280238425e-07,3.516167268458048e-08
1937,1.775347726606924e-07,4.784624962894668e-08
1938,1.5558256905023882e-07,3.5006078036303734e-08
1939,1.5294050115244318e-07,2.7529290846928234e-08
1940,1.7750480196809804e-07,1.5214697057785997e-08
1941,1.8594465700516594e-07,5.60785480274717e-08
1942,1.7598428314613557e-07,2.730790527039062e-08
1943,1.7419411335595214e-07,4.3548528338988035e-08
1944,1.5423293575622665e-07,2.5705489292704442e-08
1945,1.9388686212096218e-07,4.574858536443571e-08
1946,1.7122958695381385e-07,2.7842208538686464e-08
1947,1.84773497835522e-07,4.0530959921625254e-08
1948,1.2067795296388795e-07,3.8051606310318675e-08
1949,1.3841982138274034e-07,2.846932467548413e-08
1950,1.1698897850465073e-07,2.9779013033248702e-08
1951,1.5139190168156347e-07,3.731490494374157e-08
1952,1.6238998057360732e-07,3.1634410646574906e-08
1953,1.6483956244428555e-07,2.2625037843226892e-08
1954,1.5538331865627697e-07,2.7363100230104465e-08
1955,1.2764427026468184e-07,2.627970197011109e-08
1956,1.482594029766915e-07,1.1337483840634377e-08
1957,1.1573899172390156e-07,2.3854601849393475e-08
1958,1.2408365535065968e-07,4.1361218450219894e-08
1959,1.4028853456693469e-07,2.015194411342236e-08
1960,1.4187708075041883e-07,2.629916728835724e-08
1961,1.3548910260396951e-07,1.80652133252579e-08
1962,1.325468872437341e-07,3.107558654846798e-08
1963,1.325540921470747e-07,1.5518526907953856e-08
1964,1.08294635481343e-07,2.4335873760605864e-08
1965,1.061576426764077e-07,2.7907420374617686e-08
1966,1.473393922424293e-07,2.76953731059848e-08
1967,1.1241164799002945e-07,1.824224149515885e-08
1968,1.3833560785769805e-07,3.817703486674873e-08
1969,1.3080261851428077e-07,2.361714024345929e-08
1970,1.053108036330741e-07,2.345349692234322e-08
1971,8.992195432711014e-08,1.3873672877195986e-08
1972,1.1132418364923069e-07,8.721249500354133e-09
1973,1.2184180775420828e-07,1.7090931336838366e-08
1974,9.225937702694864e-08,1.9689501584707614e-08
1975,8.909908899568109e-08,1.9990180177842376e-08
1976,9.655860111479342e-08,1.3712464053128315e-08
1977,1.1107117359188123e-07,1.7630345183761165e-08
1978,8.07920415013541e-08,1.6039596317796168e-08
1979,9.129078648584255e-08,1.8726314721106974e-08
1980,9.0393896812202e-08,2.1603572264439208e-08
1981,7.464148410463167e-08,1.5181319312773667e-08
1982,8.7525783953879e-08,1.2415004135846175e-08
1983,7.704685600629091e-08,1.6419821946556112e-08
1984,8.176601795639726e-08,2.551563760277986e-08
1985,9.38427078267523e-08,1.6242006850575308e-08
1986,8.152500186042744e-08,2.3977941410180392e-08
1987,7.394088186174486e-08,1.4054879038383206e-08
1988,7.79551996288319e-08,1.6190695006912392e-08
1989,6.915033878840404e-08,1.8659616074501173e-08
1990,7.13773289362507e-08,2.0160008773473237e-08
1991,7.444060656780493e-08,1.52398094144246e-08
1992,8.59551292364813e-08,1.7080827419135858e-08
1993,1.0136749750699892e-07,2.3818591543545153e-08
1994,7.121150957800637e-08,1.8462243289718572e-08
1995,9.218166496793856e-08,1.3556126887692699e-08
1996,7.793614287265882e-08,2.1886178203089912e-08
1997,6.808750185882673e-08,2.205651483677684e-08
1998,7.00915023799098e-08,2.0979769033147022e-08
1999,7.677937929884138e-08,1.8737825513426287e-08
2000,7.024669912425452e-08,1.899753598877396e-08
2001,7.27281133094948e-08,2.4534786646768225e-08
2002,8.411944918407244e-08,1.8839251936242363e-08
2003,8.375515392344823e-08,2.1667998950647416e-08
2004,7.664336720836218e-08,2.1583476339515073e-08
2005,6.66554953454579e-08,1.7114247796712334e-08
2006,7.865169493470603e-08,2.800165077587735e-08
2007,8.068848700304443e-08,2.1170741604237264e-08
2008,7.961412507029308e-08,3.022782024686421e-08
2009,7.390698186782174e-08,1.7165493915172192e-08
2010,9.164158143448731e-08,2.3146585093059002e-08
2011,8.68041638568684e-08,2.562061141020422e-08
2012,1.0451055487692429e-07,3.6425504390535934e-08
2013,1.238371538647698e-07,3.8489925913154366e-08
2014,1.1888293727224664e-07,3.6162933980676826e-08
2015,1.4186082353262464e-07,5.0759577874259776e-08
2016,1.561790412552e-07,4.6398017872206765e-08
2017,9.936664469023526e-08,4.301695355479751e-08
2018,1.3449441382817895e-07,4.181976009931532e-08
2019,1.2652898817577807e-07,3.775461721033935e-08
