year,devaient_VERB accompagner_VERB,devaient_VERB raccompagner_VERB
1869,7.81363098667498e-08,0.0
1870,1.146809722740727e-07,5.734048791339319e-10
1871,1.2851624831000663e-07,1.0621177271019633e-09
1872,1.0703790565003146e-07,0.0
1873,7.90152583363124e-08,0.0
1874,8.364452952491774e-08,0.0
1875,9.154443603165419e-08,0.0
1876,8.101660142756373e-08,6.04601479992084e-10
1877,8.473197965486179e-08,0.0
1878,8.333942247418236e-08,6.039088673581716e-10
1879,7.881029517875504e-08,0.0
1880,8.664092376875487e-08,0.0
1881,5.2293806618308736e-08,1.3945015142624584e-09
1882,8.119570082953942e-08,1.3310770263785798e-09
1883,6.319339007632152e-08,6.319338941018771e-10
1884,8.31813835588946e-08,1.3203393933736152e-09
1885,8.443782917311182e-08,1.2891271383708158e-09
1886,7.227879450510954e-08,0.0
1887,5.092561039532484e-08,0.0
1888,5.57974075832135e-08,6.340614699951175e-10
1889,7.392861078869828e-08,6.265136742733546e-10
1890,5.177965434199905e-08,0.0
1891,4.079500826037474e-08,6.374220040683554e-10
1892,5.5162907131034444e-08,0.0
1893,4.249307394843527e-08,0.0
1894,9.767386188741511e-08,0.0
1895,6.98159254852726e-08,1.2037228991346183e-09
1896,9.199365536005644e-08,1.7691086373616827e-09
1897,5.2440423559119154e-08,0.0
1898,4.0174320758978865e-08,0.0
1899,4.2562355417885556e-08,0.0
1900,6.748368974740515e-08,0.0
1901,6.203499935963919e-08,0.0
1902,5.4995179965544594e-08,4.910283846193408e-10
1903,4.644189388613995e-08,0.0
1904,4.245953988402107e-08,0.0
1905,6.450948575320581e-08,1.0321518084666081e-09
1906,5.96725371337925e-08,0.0
1907,5.7599844893729824e-08,0.0
1908,4.714933510285846e-08,0.0
1909,4.7858556229130045e-08,5.500983557560346e-10
1910,5.50447509795049e-08,0.0
1911,6.012022879531287e-08,0.0
1912,5.62617508137464e-08,5.209421227725386e-10
1913,4.401481490390324e-08,5.30298971401777e-10
1914,5.2904276515164383e-08,0.0
1915,1.8849219074468238e-08,2.3561523843085297e-09
1916,2.6369908923129515e-08,2.197492410260793e-09
1917,4.7155623406069935e-08,0.0
1918,4.2499593178035866e-08,0.0
1919,4.1435317399418636e-08,9.207848372660976e-10
1920,5.4520068459851245e-08,0.0
1921,6.28538003866197e-08,0.0
1922,3.9840852394945614e-08,0.0
1923,5.944930947521243e-08,0.0
1924,5.0277336072213075e-08,0.0
1925,3.189471442510694e-08,2.1996355847875293e-09
1926,5.238685218955652e-08,1.1146138456652466e-09
1927,4.2367055641534535e-08,1.1149224876660924e-09
1928,5.484499610020066e-08,0.0
1929,4.790374674712439e-08,1.1140406375176326e-09
1930,4.936693542845205e-08,0.0
1931,5.47457119637329e-08,0.0
1932,6.575722011348262e-08,0.0
1933,5.391211388428019e-08,0.0
1934,6.11060571031885e-08,0.0
1935,6.821922227118193e-08,0.0
1936,4.4861444337129797e-08,0.0
1937,4.406891207509034e-08,0.0
1938,4.537825049055755e-08,0.0
1939,4.8940961505650193e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,6.493305448884712e-08,0.0
1942,6.371844563091145e-08,0.0
1943,6.387117679196308e-08,0.0
1944,5.7837350908584995e-08,0.0
1945,3.267756198965799e-08,0.0
1946,3.3410650246423756e-08,0.0
1947,5.245183132274178e-08,0.0
1948,4.1313175103141475e-08,0.0
1949,3.6322930441201606e-08,0.0
1950,3.084254984742074e-08,0.0
1951,5.117473023119601e-08,0.0
1952,4.007025466989944e-08,0.0
1953,3.5553629373907825e-08,0.0
1954,3.322662323057557e-08,0.0
1955,3.378819002364253e-08,0.0
1956,2.616342520411763e-08,0.0
1957,3.268964121616591e-08,0.0
1958,3.22617488279775e-08,0.0
1959,5.1930008737599564e-08,0.0
1960,3.114374891310945e-08,0.0
1961,4.029932298976746e-08,0.0
1962,3.7417542841922113e-08,0.0
1963,4.073613624200334e-08,0.0
1964,2.5552667537454e-08,0.0
1965,3.228505462971043e-08,5.472043373977442e-10
1966,3.489617128593636e-08,0.0
1967,4.930335606445624e-08,0.0
1968,4.087188543167031e-08,4.4914158503495116e-10
1969,3.8150766101807676e-08,1.3625273131978588e-09
1970,3.587005537042387e-08,0.0
1971,2.723350611688602e-08,1.0276794970565106e-09
1972,2.924183739594355e-08,0.0
1973,3.748978727458052e-08,0.0
1974,4.106667361725158e-08,0.0
1975,2.3988217634496323e-08,0.0
1976,2.4568166168137395e-08,0.0
1977,3.2322301279918975e-08,0.0
1978,3.5049488644745e-08,0.0
1979,3.920822067016161e-08,0.0
1980,2.6720208268216084e-08,0.0
1981,2.5934753011824796e-08,6.325549528618524e-10
1982,3.1037512115972277e-08,6.207502289967692e-10
1983,4.483874249672226e-08,0.0
1984,3.76935567203418e-08,0.0
1985,3.007778914820847e-08,0.0
1986,3.416856841909066e-08,0.0
1987,4.21646362269712e-08,0.0
1988,3.058242370457265e-08,0.0
1989,3.2928731741321826e-08,5.488122178931576e-10
1990,3.214704236143007e-08,0.0
1991,4.10302547493302e-08,0.0
1992,3.856960972825618e-08,1.1019888335184191e-09
1993,4.2097976660215863e-08,0.0
1994,3.428702299856923e-08,0.0
1995,3.5788175978268555e-08,0.0
1996,3.683283722466513e-08,5.338092190498855e-10
1997,3.068732468136659e-08,0.0
1998,3.719140906355278e-08,0.0
1999,3.8846710737061585e-08,2.285100553223174e-09
2000,4.373851325567557e-08,0.0
2001,3.504969470213837e-08,0.0
2002,3.2859162502063555e-08,0.0
2003,4.291930721933568e-08,4.1669229178253886e-10
2004,3.964312256243829e-08,0.0
2005,3.783149793434859e-08,0.0
2006,3.911995349881181e-08,0.0
2007,3.1955835311237024e-08,7.988958938831558e-10
2008,4.044567702976565e-08,4.257439678578834e-10
2009,3.003961168701608e-08,0.0
2010,2.5036102968556406e-08,0.0
2011,2.562061141020422e-08,1.1471915639660324e-09
2012,3.3702100665777834e-08,1.0212758416727752e-09
2013,3.486406185970736e-08,2.789125042035323e-10
2014,2.8367331594836287e-08,1.9489005964601347e-09
2015,3.103205514776164e-08,8.866301581811342e-10
2016,3.686985294848455e-08,8.285360175719347e-10
2017,2.389830733307008e-08,5.031222660711876e-10
2018,2.581466773676766e-08,7.744400121190154e-10
2019,2.653027308952005e-08,0.0
