year,eurent_VERB établi_VERB,eurent_VERB rétabli_VERB
1907,1.902852098112362e-08,5.142843484406967e-09
1908,1.6698722404839828e-08,1.4734167219643268e-09
1909,1.2102163715610459e-08,1.6502950117569526e-09
1910,1.068830179917768e-08,3.206490406526541e-09
1911,5.852411444351446e-09,5.3203743632934675e-09
1912,1.3023552902780011e-08,3.646594803896619e-09
1913,1.5378670781274195e-08,5.833288518886093e-09
1914,1.0714789944188396e-08,6.696743715117748e-10
1915,1.5314990164938536e-08,2.3561523843085297e-09
1916,3.186363883855847e-08,1.0987462051303964e-09
1917,2.1932848426331475e-08,7.676496771580332e-09
1918,2.5270027848023346e-08,1.722956355365568e-08
1919,1.3811772170413406e-08,4.603924352863942e-09
1920,2.1202248845497706e-08,4.543339038320937e-09
1921,1.2873671018098776e-08,8.330022005509363e-09
1922,2.1396012073182646e-08,3.6889677978990676e-09
1923,4.246379248229459e-09,2.1231896241147297e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,9.898360353588487e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,1.1146138456652466e-09
1927,1.1149224654616319e-08,7.804457524684949e-09
1928,1.3711249025050165e-08,4.570416489713125e-09
1929,2.0052731031228177e-08,3.342121912552898e-09
1930,1.2604324695075775e-08,5.2518016602221e-09
1931,6.843213995466613e-09,1.1405356659111021e-09
1932,1.6439305028370654e-08,4.383814644626227e-09
1933,1.0323596200123575e-08,0.0
1934,1.7972370258689807e-08,0.0
1935,1.3165112555668657e-08,4.787313656606784e-09
1936,1.576212937948185e-08,1.2124714565686645e-09
1937,1.3850230295986421e-08,3.777335333410292e-09
1938,6.482607339819424e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,1.5214697057785997e-08,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,6.068423541449874e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,9.639558484764166e-09,0.0
1945,2.3963544037997053e-08,6.535512131478072e-09
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,1.0728784083369192e-08,0.0
1948,8.697510267552389e-09,3.2615663503321457e-09
1949,1.47255123650325e-08,9.817008317369869e-10
1950,2.1270722072586068e-08,4.2541445921528975e-09
1951,7.462981344019681e-09,0.0
1952,7.381362632230548e-09,2.1089607837865287e-09
1953,2.1547654327491728e-08,0.0
1954,1.4658803948464083e-08,9.772536113672459e-10
1955,1.220129064449793e-08,2.815682353940474e-09
1956,1.4825940475304833e-08,0.0
1957,1.0602045463770082e-08,1.7670075402875796e-09
1958,5.790570245522986e-09,2.4816730892496253e-09
1959,6.200598257066758e-09,7.750747821333448e-10
1960,6.2287499602575735e-09,4.152500121534786e-09
1961,1.181187059273725e-08,2.08444772553662e-09
1962,5.0735651235811474e-09,1.2683912808952869e-09
1963,9.052474325699222e-09,5.1728425987107585e-09
1964,1.3384730657151067e-08,0.0
1965,5.47204326295514e-09,1.0944086747954884e-09
1966,1.273987226824147e-08,5.539074976468328e-09
1967,1.1339771788243524e-08,1.4791006197611978e-09
1968,1.2126823101255013e-08,2.6948494546985557e-09
1969,1.725867981861029e-08,3.6334062425424918e-09
1970,7.3579600190498695e-09,2.7592350626548523e-09
1971,1.1304474689666222e-08,2.569198631618974e-09
1972,3.5911027485013847e-09,1.0260293725750103e-09
1973,1.4334330167287135e-08,2.7566018356850464e-09
1974,5.625571564138454e-09,2.2502286700643026e-09
1975,1.3707552426467373e-08,0.0
1976,2.856763492431469e-09,5.713526873840635e-10
1977,5.289103821581875e-09,5.876781838942691e-10
1978,4.752473081737207e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,5.69299452024552e-09,3.795329828193417e-09
1982,5.586751949948621e-09,0.0
1983,8.209910973278056e-09,0.0
1984,6.378909400694965e-09,1.739702604197646e-09
1985,9.624892882698077e-09,1.8046674155058895e-09
1986,5.395036861699509e-09,5.994485463567401e-10
1987,4.888653482026939e-09,1.2221633705067347e-09
1988,4.197587610832443e-09,4.797243047249822e-09
1989,4.390497743145261e-09,5.488122178931576e-10
1990,3.2691906959314565e-09,3.814055737905164e-09
1991,2.9307325455363298e-09,1.1722930404189924e-09
1992,5.509944056569793e-09,4.4079553340736766e-09
1993,5.539207315052863e-09,2.2156829704300662e-09
1994,2.637463358823311e-09,5.274926606624319e-10
1995,6.506940763983948e-09,0.0
1996,2.135236876199542e-09,1.6014276571496566e-09
1997,5.753873377756236e-09,9.58978896292706e-10
1998,2.86087753487152e-09,0.0
1999,5.484241505371301e-09,2.7421207526856506e-09
2000,5.743440834038438e-09,1.3254094488601709e-09
2001,4.8193329327261836e-09,1.3143635069212678e-09
2002,3.066854992184176e-09,8.76244299341522e-10
2003,1.12506919336397e-08,1.2500769308587678e-09
2004,4.404791198453495e-09,4.404791253964646e-10
2005,4.053374524914943e-09,4.5037495954858286e-10
2006,2.0589450144825605e-09,4.1178899179428186e-10
2007,4.7933754743212376e-09,1.5977917877663117e-09
2008,3.405951742863067e-09,1.7029758714315335e-09
2009,4.291373478793048e-09,1.907277002999308e-09
2010,5.196172381261022e-09,0.0
2011,5.353560705856353e-09,0.0
2012,6.808505315092361e-09,6.808505426114664e-10
2013,8.08846234434668e-09,2.2313000336282585e-09
2014,7.795602385840539e-09,2.165445156521173e-09
2015,6.871383906315032e-09,1.10828768384863e-09
2016,9.942432654952427e-09,2.4856081637381067e-09
2017,3.2702947017071438e-09,1.2578056374223934e-09
2018,5.162933192082164e-09,2.581466596041082e-09
2019,6.12237061048404e-09,1.53059265262101e-09
