year,faut_VERB accompagner_VERB,faut_VERB raccompagner_VERB
1869,1.0743741896135361e-08,0.0
1870,1.0321287824410774e-08,0.0
1871,8.496941816815706e-09,0.0
1872,3.0236697590169115e-09,0.0
1873,1.3767810003173508e-08,0.0
1874,7.766991494406739e-09,0.0
1875,9.154443425529735e-09,0.0
1876,1.6324239737741664e-08,0.0
1877,3.710889595609501e-09,0.0
1878,3.6234530931267273e-09,0.0
1879,3.0546627449723474e-09,0.0
1880,1.2835692508872398e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,5.324308105514319e-09,0.0
1883,1.1374810426900694e-08,0.0
1884,3.9610181801208455e-09,0.0
1885,3.2228177904158883e-09,0.0
1886,1.936039106809062e-09,0.0
1887,1.6322312390570914e-08,0.0
1888,5.07249175996094e-09,0.0
1889,6.265136853755848e-09,6.265136742733546e-10
1890,6.554386366985909e-09,0.0
1891,7.649063604731055e-09,0.0
1892,6.268512375839919e-09,0.0
1893,3.695050043717174e-09,0.0
1894,6.301539290376468e-09,6.301539290376468e-10
1895,5.416753268150387e-09,0.0
1896,1.7691086373616827e-09,0.0
1897,1.7480140668268973e-09,0.0
1898,7.921697076085366e-09,0.0
1899,1.1607914629507832e-08,0.0
1900,1.2977633190303095e-08,0.0
1901,7.265360757457984e-09,0.0
1902,1.0802624572647801e-08,0.0
1903,4.320176216765503e-09,0.0
1904,5.374625189347171e-09,0.0
1905,9.28936660926638e-09,5.160759042333041e-10
1906,4.115347618238729e-09,0.0
1907,3.599990305858114e-09,0.0
1908,1.964555629285769e-09,0.0
1909,5.5009836685826485e-09,0.0
1910,4.809735720812114e-09,0.0
1911,4.788336838146279e-09,0.0
1912,2.0837684910901544e-09,0.0
1913,5.833288518886093e-09,0.0
1914,6.027069510139427e-09,0.0
1915,8.246533234057551e-09,0.0
1916,4.394984820521586e-09,0.0
1917,1.2063066989753679e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,2.762354567309444e-09,0.0
1920,8.329454459499175e-09,0.0
1921,5.300923255902035e-09,0.0
1922,1.9920426197472807e-08,0.0
1923,1.9108707505210987e-08,0.0
1924,1.804827398643738e-08,0.0
1925,2.1996355847875293e-09,0.0
1926,3.343841648018042e-09,0.0
1927,8.919379901328739e-09,0.0
1928,5.713020723163709e-09,0.0
1929,5.570202965543558e-09,0.0
1930,6.302162347537887e-09,0.0
1931,1.8248570654577634e-08,0.0
1932,1.6439305028370654e-08,0.0
1933,8.02946331646126e-09,0.0
1934,7.188948103475923e-09,0.0
1935,1.555876849579363e-08,1.196828414151696e-09
1936,1.2124714565686645e-08,0.0
1937,1.510934133364117e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,9.176430282309411e-09,0.0
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,5.9030051957620344e-09,0.0
1942,1.517105907566929e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,5.960435700558264e-09,1.1920870957027319e-09
1948,5.435944139264848e-09,1.0871887834440486e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,5.317680518146517e-09,0.0
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,4.2179215675730575e-09,0.0
1953,9.69644453618912e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,1.0324168187025862e-08,0.0
1956,4.360570571293465e-09,0.0
1957,3.534015080575159e-09,0.0
1958,2.4816730892496253e-09,0.0
1959,4.650448914844674e-09,0.0
1960,8.997083078554624e-09,0.0
1961,5.55852741612739e-09,0.0
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,1.0992290633282664e-08,0.0
1964,7.909158661334459e-09,0.0
1965,6.5664522708175355e-09,0.0
1966,5.539074976468328e-09,0.0
1967,1.035370456037299e-08,0.0
1968,5.3896989093971115e-09,4.4914158503495116e-10
1969,1.0446043141598693e-08,0.0
1970,1.3796174869185052e-08,0.0
1971,1.0790635052160269e-08,1.541519245584766e-09
1972,4.6171320100540925e-09,0.0
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,1.4626486688484874e-08,1.1251143350321513e-09
1975,6.8537762132336866e-09,0.0
1976,1.0284348483935446e-08,0.0
1977,1.057820764316375e-08,0.0
1978,7.128709622605811e-09,5.940591352171509e-10
1979,5.266775904289034e-09,0.0
1980,6.822181042309694e-09,5.685150683554241e-10
1981,1.5813874654213578e-08,0.0
1982,8.069752865935698e-09,0.0
1983,1.0104505676622466e-08,1.89459470334441e-09
1984,1.333771937339634e-08,0.0
1985,1.6843562988810845e-08,0.0
1986,1.6185110141009318e-08,0.0
1987,1.3443797186596385e-08,6.110816852533674e-10
1988,1.8589316752581908e-08,1.798966087207532e-09
1989,1.2622680678475717e-08,5.488122178931576e-10
1990,2.1249737969242233e-08,0.0
1991,2.4618154625954958e-08,1.1722930404189924e-09
1992,2.8651710337612712e-08,0.0
1993,3.10195602537533e-08,1.1078414852150331e-09
1994,4.008944287647864e-08,0.0
1995,2.76544991351102e-08,5.422450821690461e-10
1996,2.1352368761995422e-08,0.0
1997,2.5412941084823615e-08,4.79489448146353e-10
1998,4.386678753576234e-08,9.536258449571733e-10
1999,4.113180906983871e-08,0.0
2000,3.578605500820231e-08,3.092622158362701e-09
2001,3.8992784112679146e-08,4.3812117822561447e-10
2002,2.9792305511477934e-08,1.752488598683044e-09
2003,4.4169382817926817e-08,1.6667691671301554e-09
2004,3.655976854588516e-08,0.0
2005,3.332774767272895e-08,1.3511248786457486e-09
2006,3.006059756671675e-08,3.294311934354255e-09
2007,5.51238166224266e-08,1.5977917877663117e-09
2008,6.130713359198126e-08,1.7029758714315335e-09
2009,3.9099177229218185e-08,1.430457752249481e-09
2010,4.2514137987836875e-08,4.723792912386671e-09
2011,5.850677098351298e-08,1.1471915639660324e-09
2012,5.038294048631542e-08,2.0425516833455504e-09
2013,4.434708955614042e-08,1.6734750252211938e-09
2014,4.0710368409691e-08,2.165445156521173e-09
2015,4.4109849994811157e-08,8.866301581811342e-10
2016,3.956259320148092e-08,1.0356699942093428e-09
2017,4.8048175216308664e-08,7.54683426862357e-10
2018,4.3884934797233655e-08,5.162933414126769e-10
2019,4.693817601264527e-08,2.04079020349468e-09
