year,voulaient_VERB entrer_VERB,voulaient_VERB rentrer_VERB
1855,8.066544410212373e-08,2.2819829581521844e-08
1856,1.0768553693196736e-07,3.4169449492083004e-08
1857,7.66396937024183e-08,4.149282872845106e-08
1858,8.172438725750908e-08,2.7404585267731818e-08
1859,1.2832276752305916e-07,2.5970084749360467e-08
1860,7.872756668803049e-08,2.334363813361051e-08
1861,8.158617248454902e-08,3.065376574795664e-08
1862,9.442591419883684e-08,3.34330998441601e-08
1863,7.99139314722197e-08,2.6970951694238465e-08
1864,7.863354056780736e-08,3.452204211384924e-08
1865,8.519388217109736e-08,3.95374932793402e-08
1866,6.47126512376417e-08,3.503241430280468e-08
1867,6.988048539824376e-08,2.038180824115443e-08
1868,5.08807040944248e-08,1.8277534152844055e-08
1869,8.83916939642404e-08,5.4695412643468444e-08
1870,8.199689460752779e-08,2.408300403544672e-08
1871,6.160282595146782e-08,2.0180236148803488e-08
1872,9.252428867512208e-08,3.62840353318461e-08
1873,6.9437653849036e-08,1.2570609442263958e-08
1874,8.244960270076263e-08,2.3898437007119355e-08
1875,6.980263123068653e-08,1.3159512590732447e-08
1876,7.557518699741195e-08,1.9951848173604958e-08
1877,5.813727099734933e-08,2.6594708657512456e-08
1878,7.246906363889138e-08,2.294853729267743e-08
1879,6.659164597522249e-08,4.215434401544371e-08
1880,9.1775198995947e-08,1.9253539207397807e-08
1881,6.83305714233029e-08,1.8128519130300447e-08
1882,7.387477296560974e-08,9.317538740560849e-09
1883,6.129759100304e-08,3.6652167523243406e-08
1884,5.215340692643622e-08,1.8484751507230612e-08
1885,6.058897383809381e-08,2.513797880965285e-08
1886,5.8726520535401505e-08,2.5168509054651622e-08
1887,7.312395666758675e-08,1.828098916689669e-08
1888,6.594239465584906e-08,1.4583413587843097e-08
1889,7.643466659601472e-08,2.8819629349641218e-08
1890,7.930807299771914e-08,1.8352281472289178e-08
1891,5.418086956865409e-08,1.529812720946211e-08
1892,6.143142172732041e-08,1.3163876211308434e-08
1893,5.357822274731916e-08,1.4780200174868696e-08
1894,4.4110773700367645e-08,3.3398158905129094e-08
1895,5.416752912879019e-08,2.5278181325916194e-08
1896,6.663642437843009e-08,3.007484750128242e-08
1897,6.467652013952829e-08,1.7480140002135158e-08
1898,6.280773590106037e-08,1.4145887128336199e-08
1899,8.512471083577111e-08,1.9346524382513053e-08
1900,5.398695179792412e-08,2.076421168339948e-08
1901,6.147612907625444e-08,1.7325090695408107e-08
1902,4.566564015817676e-08,2.4060391012881155e-08
1903,4.482182802689749e-08,1.7820726228023887e-08
1904,3.869730136329963e-08,2.3110889202371254e-08
1905,5.005936287716395e-08,1.7546581076999246e-08
1906,6.533114316198407e-08,1.9033482345776065e-08
1907,3.959989314239465e-08,2.468564730406797e-08
1908,5.549869541709995e-08,2.1118973236866623e-08
1909,4.015717891547865e-08,1.8153246017504898e-08
1910,3.580580809625644e-08,1.1222716089775986e-08
1911,2.8730021028877673e-08,1.3300935464144459e-08
1912,4.740573444905749e-08,1.614920641657136e-08
1913,4.5075413623862914e-08,1.2727175757731857e-08
1914,3.683209115479258e-08,1.339348720819089e-08
1915,2.591767689352764e-08,1.8849219074468238e-08
1916,4.504859418830165e-08,6.592477230782379e-09
1917,3.180263163926611e-08,7.676496771580332e-09
1918,5.054005569604669e-08,1.033773866510046e-08
1919,3.4069039145379065e-08,1.1970202606903513e-08
1920,3.558949046578164e-08,1.9687803387569147e-08
1921,3.862101038976107e-08,2.6504615391331754e-08
1922,3.9103056792555435e-08,2.951174238319254e-08
1923,2.441668023323018e-08,1.3800733000834953e-08
1924,3.480738541838946e-08,2.707241186783449e-08
1925,4.5092530598367375e-08,1.3197813508725176e-08
1926,3.566764306128789e-08,1.114613823460786e-08
1927,3.2332753363562006e-08,3.3447675740205796e-09
1928,4.1133748851507335e-08,1.4853853258500749e-08
1929,3.5649300400564243e-08,1.1140405931087116e-08
1930,4.096405348263943e-08,1.05036033204442e-08
1931,3.307553342324354e-08,1.8248570654577634e-08
1932,4.931791508511196e-08,8.767629289252454e-09
1933,3.670611903316967e-08,2.064719240024715e-08
1934,3.714289675826876e-08,4.7926320689839486e-09
1935,3.351119559624749e-08,1.795242710045386e-08
1936,2.5461901032031165e-08,1.2124714565686645e-08
1937,2.6441348666139675e-08,1.1332006444320086e-08
1938,2.5930429359277696e-08,1.0372171566075394e-08
1939,3.058810094103137e-08,1.2235240376412548e-08
1940,3.296517903095264e-08,2.028626333583361e-08
1941,1.7709016475464523e-08,2.066051862925633e-08
1942,3.034211815133858e-08,1.8205270180260413e-08
1943,2.0322646676618206e-08,1.1612940831184915e-08
1944,4.819779064746399e-08,2.2492303131116387e-08
1945,1.742803235060819e-08,2.3963544037997053e-08
1946,3.062643116891195e-08,5.568441707737293e-09
1947,2.1457568166738383e-08,2.7418003867296648e-08
1948,3.696441908118686e-08,2.717971980814582e-08
1949,1.570721330779179e-08,1.570721330779179e-08
1950,2.6588404367089424e-08,1.3825969702452312e-08
1951,5.330700858507953e-08,1.7058242818279723e-08
1952,2.6362009464264702e-08,9.490323193972472e-09
1953,2.3702419582605216e-08,2.3702419582605216e-08
1954,2.052232517257835e-08,6.840775057526116e-09
1955,2.627970197011109e-08,2.0648336374051723e-08
1956,2.0058624983221307e-08,2.1802854632824165e-08
1957,1.4136060322300636e-08,4.417518795207798e-09
1958,2.4816730004317833e-08,1.4062814024384807e-08
1959,3.1778064624177205e-08,1.1626121398933265e-08
1960,2.8375417571169237e-08,1.314958364417862e-08
1961,2.709782087606527e-08,1.876002997391879e-08
1962,1.9660065575521912e-08,1.3952304200870458e-08
1963,3.556329275511416e-08,1.8104948651398445e-08
1964,3.528701597588224e-08,2.251068309533366e-08
1965,3.009623839034248e-08,1.5321720781003023e-08
1966,4.043524626240469e-08,1.7725039214155913e-08
1967,2.5637744371920235e-08,1.7256175155466735e-08
1968,3.638046663922978e-08,1.4821671889819754e-08
1969,3.587988572917311e-08,1.7712855182594467e-08
1970,2.0694262303777577e-08,1.1956685419534097e-08
1971,3.0316545718278576e-08,2.1581270104320538e-08
1972,1.3338381954497436e-08,1.128632298730281e-08
1973,2.811733956775697e-08,1.3783009400469837e-08
1974,3.600365872102884e-08,1.012602890426706e-08
1975,1.8847885030481848e-08,1.8276736568623164e-08
1976,2.742492810625663e-08,1.8283285996290033e-08
1977,2.291944944943225e-08,1.4104276857551667e-08
1978,2.7326720442033547e-08,1.1881182260253809e-08
1979,2.63338808537128e-08,1.6385525825057812e-08
1980,3.183684427199296e-08,1.989802811408481e-08
1981,2.783241725978769e-08,1.5181319312773667e-08
1982,3.3520510811513304e-08,1.1794254461960918e-08
1983,2.9681984869966982e-08,8.841442245000053e-09
1984,3.537395087960249e-08,1.4497521405587577e-08
1985,1.6242006850575308e-08,1.9851341903631692e-08
1986,2.7574632355253925e-08,1.7983456501724504e-08
1987,2.13878585952898e-08,1.4665960890170027e-08
1988,2.398621568033832e-08,1.3792074149421296e-08
1989,3.567279449612215e-08,1.7561990972581043e-08
1990,2.397406362319998e-08,1.7435683119515488e-08
1991,2.6962739596569918e-08,9.37834432335194e-09
1992,2.3692759754112558e-08,1.322386644631024e-08
1993,2.1048988330107932e-08,2.049506697687775e-08
1994,2.3737170451454404e-08,2.320967773528082e-08
1995,3.036572593373421e-08,1.9520822291951845e-08
1996,2.2419987644184403e-08,1.014237493990322e-08
1997,3.5961708277909565e-08,2.2536003285722472e-08
1998,3.719140906355278e-08,3.814503202193009e-08
1999,3.564757022900267e-08,1.9194844824710344e-08
2000,2.6949992459890382e-08,1.5463109903635086e-08
2001,2.891599848453552e-08,2.2782300490575835e-08
2002,2.2782352004924178e-08,2.059174164514843e-08
2003,2.9168459647621603e-08,1.7084383685528337e-08
2004,3.3916894182084434e-08,2.2023955992267474e-08
2005,4.68389949048742e-08,2.34194974524371e-08
2006,2.8825230202755847e-08,2.0177660431386357e-08
2007,3.315417984595115e-08,2.077129401811817e-08
2008,3.1079309792403365e-08,1.4049550856043425e-08
2009,4.6251468432956244e-08,2.7655516987579176e-08
2010,3.023227534981743e-08,2.4091344030807704e-08
2011,3.4033352136475514e-08,2.8679789210173112e-08
2012,3.9148904562580356e-08,2.9957423208770706e-08
2013,5.1319901217539154e-08,3.653753921639691e-08
2014,4.0060736949953935e-08,3.6162933980676826e-08
2015,4.8321343371071634e-08,2.571227497583095e-08
2016,4.101253381350034e-08,2.941302845727023e-08
2017,3.5218558736005434e-08,3.09420187249998e-08
2018,3.7947561537521324e-08,3.484980126700066e-08
2019,3.622402644509748e-08,2.831596468411135e-08
