year,peut_VERB apporter_VERB,peut_VERB rapporter_VERB
1873,5.878256388314185e-07,5.070145903118828e-07
1874,5.932786848461546e-07,5.705751959794725e-07
1875,5.338184791980893e-07,4.863297817792045e-07
1876,5.453505309560569e-07,5.816266366309719e-07
1877,4.762308378758462e-07,5.306571893015644e-07
1878,5.090951731290261e-07,4.656137377878622e-07
1879,4.4414795752345526e-07,4.5025726080893946e-07
1880,5.525765800484805e-07,3.6389187130225764e-07
1881,4.26020221766521e-07,4.302037268644199e-07
1882,4.7386342316713126e-07,4.3193449528189376e-07
1883,5.497824986377964e-07,4.139166946970363e-07
1884,5.208738684814307e-07,4.2118827536796744e-07
1885,4.4345972582959803e-07,4.35724984981789e-07
1886,5.149864250597602e-07,4.1818447016339633e-07
1887,5.673635428138368e-07,4.6420655053225346e-07
1888,5.110535425956186e-07,4.267233748578292e-07
1889,4.629935972388921e-07,5.087291015115625e-07
1890,5.708870389753429e-07,3.932631784664409e-07
1891,5.188614977669204e-07,4.461954006274027e-07
1892,5.441068537948013e-07,3.673348203392379e-07
1893,5.715010615858773e-07,4.649604363748949e-07
1894,5.501243549588253e-07,3.8880497754689713e-07
1895,6.187135568325175e-07,3.484777835183195e-07
1896,5.154003588359046e-07,3.892039046604623e-07
1897,5.482937694978318e-07,3.449414407441509e-07
1898,5.52255414731917e-07,3.264870827024424e-07
1899,4.2617628537300334e-07,3.98538389845271e-07
1900,5.928182531533821e-07,3.8829077197988227e-07
1901,6.488525627901254e-07,3.7947538089611044e-07
1902,8.769766850491578e-07,2.9068880280647136e-07
1903,6.010445190440805e-07,3.369737555658503e-07
1904,5.772347435595293e-07,3.203276719432324e-07
1905,6.456109531427501e-07,3.5247984442321467e-07
1906,6.718304916830675e-07,4.516593890002696e-07
1907,5.955412802904902e-07,3.754275610390323e-07
1908,6.610729883504973e-07,3.167845932239288e-07
1909,6.062084025870718e-07,3.52613056975315e-07
1910,6.418325142476533e-07,3.051509906981664e-07
1911,7.0973788979245e-07,3.724262001014722e-07
1912,7.16816373369511e-07,3.115233937478479e-07
1913,7.116612437130243e-07,3.6643658063439943e-07
1914,7.118638336578442e-07,3.0805020401203365e-07
1915,6.32626893093402e-07,2.261906217881915e-07
1916,7.680235967200133e-07,2.713903199946799e-07
1917,7.57779901050526e-07,2.555176763507916e-07
1918,7.477631243091309e-07,2.1594387078494037e-07
1919,8.204193022720574e-07,2.826809577527456e-07
1920,7.557087542409135e-07,3.119759526271082e-07
1921,8.284585533147037e-07,2.7261890522822796e-07
1922,9.052726568370417e-07,2.862638837086706e-07
1923,8.747541073717002e-07,3.004313384735724e-07
1924,8.482688826916274e-07,3.197122850906453e-07
1925,7.753715181024745e-07,3.5414132071309723e-07
1926,7.512497290917963e-07,3.0651881388621405e-07
1927,6.789878170820884e-07,2.9879922180953145e-07
1928,8.432418212578341e-07,3.2564216212449537e-07
1929,8.22162007807492e-07,3.275279425452027e-07
1930,7.930220817797817e-07,2.909498277858802e-07
1931,9.124285043071723e-07,3.159283892273379e-07
1932,9.61151386036363e-07,2.7946819614044216e-07
1933,9.188000262838614e-07,2.844724349415628e-07
1934,9.441484962735558e-07,3.4147504379689053e-07
1935,9.957611837307923e-07,2.716800509006134e-07
1936,1.0027139296653331e-06,3.0069293188716983e-07
1937,1.0626903304000734e-06,2.8581837341334904e-07
1938,9.620189302950166e-07,2.5541473291923467e-07
1939,1.1409362059566774e-06,3.456455317518703e-07
1940,8.26665257136483e-07,3.2458021337333776e-07
1941,8.264207167485438e-07,3.9550135966237576e-07
1942,1.0285978078172775e-06,2.7004483627024456e-07
1943,1.0829066923179198e-06,3.1935587685438804e-07
1944,1.1085492133133812e-06,2.4098895323731995e-07
1945,1.1284651009191293e-06,2.374569447738395e-07
1946,1.2139203136030119e-06,2.9512742116821755e-07
1947,1.1432115343268379e-06,2.68219594090624e-07
1948,1.2644005664697033e-06,2.4461746761517134e-07
1949,1.4784415043322952e-06,2.5426052729926596e-07
1950,1.4006770925334422e-06,2.690746327971283e-07
1951,1.3561302694142796e-06,2.1429417529361672e-07
1952,1.3845327657691087e-06,3.5746884918808064e-07
1953,1.4232225566956913e-06,2.7796474455499265e-07
1954,1.52842460465763e-06,3.0294862085611385e-07
1955,1.577720695422613e-06,2.881381533370586e-07
1956,1.5584680568281328e-06,2.476804183970671e-07
1957,1.5222769889078336e-06,2.986242861879873e-07
1958,1.6263230691038189e-06,2.6471178671272355e-07
1959,1.5501495909120422e-06,2.2709690483679879e-07
1960,1.5883312016740092e-06,2.8375416150083765e-07
1961,1.6494930150656728e-06,2.18867015178148e-07
1962,1.6596900422882754e-06,2.1499232616406516e-07
1963,1.752300477164681e-06,2.5540910542076745e-07
1964,1.6670072682245518e-06,2.616106371533533e-07
1965,1.6186304492293857e-06,2.5663882752269274e-07
1966,1.670584993007651e-06,2.902475273458549e-07
1967,1.685188749434019e-06,3.0518776839016937e-07
1968,1.5392082559628761e-06,2.461295878219971e-07
1969,1.6050572639869642e-06,2.7704723493116035e-07
1970,1.6932505104705342e-06,2.6718592494034965e-07
1971,1.7727471686157514e-06,2.3122788661567029e-07
1972,1.7817000070863287e-06,2.3444771102276718e-07
1973,1.812741402318352e-06,2.6353114890298457e-07
1974,1.755178345774766e-06,2.2558542411843518e-07
1975,1.7237247220691643e-06,2.2960149692607956e-07
1976,1.850611397458124e-06,2.348259613427217e-07
1977,1.7060298205251456e-06,2.268437810926116e-07
1978,1.747127953422023e-06,2.388117650298227e-07
1979,1.7438881059206324e-06,2.34664128129225e-07
1980,1.7913910141942324e-06,2.603798918698885e-07
1981,1.7426889371563448e-06,2.5049175178537553e-07
1982,1.8051416645903373e-06,2.7933759838560945e-07
1983,1.756920937623363e-06,2.6145409037781064e-07
1984,1.6701144431863213e-06,3.06187644127931e-07
1985,1.698793539617327e-06,2.9656700917257695e-07
1986,1.6724613942642463e-06,2.9612758112307347e-07
1987,1.6981960015982622e-06,2.7804216529148107e-07
1988,1.6538494946871651e-06,2.6924527674054843e-07
1989,1.5685053540437366e-06,2.6233223593408184e-07
1990,1.6487617813254474e-06,2.2502928231915575e-07
1991,1.672862140367215e-06,2.3445861074833374e-07
1992,1.694858838163782e-06,2.4188653924284154e-07
1993,1.679487695582793e-06,2.5092609234889096e-07
1994,1.5972477740433533e-06,2.3789918657257658e-07
1995,1.723797140584793e-06,2.2991191883647843e-07
1996,1.6617481151115499e-06,2.8345269242890936e-07
1997,1.6825284774313332e-06,2.5844479978331947e-07
1998,1.6798119304439751e-06,2.770283060726797e-07
1999,1.6562408973186393e-06,2.6095847260876326e-07
2000,1.720381419545447e-06,2.6419829168844444e-07
2001,1.7691332914182567e-06,2.405285215445474e-07
2002,1.7555554450154887e-06,2.619970587147691e-07
2003,1.6992711380225956e-06,2.7460021101433085e-07
2004,1.7971548231798806e-06,2.55477885957589e-07
2005,1.7289894458372146e-06,2.5671371872704185e-07
2006,1.7151011206806288e-06,2.742514766396198e-07
2007,1.7208217286679428e-06,2.616384051634668e-07
2008,1.5893022009549895e-06,2.652384978318878e-07
2009,1.660761427046964e-06,2.3793280945483275e-07
2010,1.5607412251483765e-06,2.4988864311126235e-07
2011,1.6687813513271976e-06,2.3632146906038543e-07
2012,1.5288499071175465e-06,2.393189788563177e-07
2013,1.4520185231958749e-06,2.2201435001534264e-07
2014,1.2148148016422056e-06,2.0203603412483062e-07
2015,1.1867545026689186e-06,2.212142220514579e-07
2016,1.1247376505707507e-06,2.270188730335576e-07
2017,1.2857288993473048e-06,1.982301682801335e-07
2018,1.2008982821498648e-06,1.905122388734526e-07
2019,1.1862092605952057e-06,1.8367111920269963e-07
