year,voulait_VERB avoir_VERB,voulait_VERB ravoir_VERB
1996,1.8256275780004216e-07,0.0
1997,1.9946760687616916e-07,2.3974471297094624e-09
1998,1.993078058148967e-07,0.0
1999,2.0200289441163477e-07,1.3710603763428253e-09
2000,2.063220705394997e-07,4.4180314962005696e-10
2001,2.2913737041108106e-07,0.0
2002,2.1949919926100847e-07,2.1906108038649563e-09
2003,2.4418167754447495e-07,0.0
2004,2.369777689636976e-07,3.523833003171717e-09
2005,2.4680548449396156e-07,9.007499190971657e-10
2006,2.532502207941434e-07,0.0
2007,2.856052958577493e-07,7.988958938831558e-10
2008,3.2824860340952e-07,0.0
2009,3.4664759596125805e-07,2.860915504498962e-09
2010,4.175832941655244e-07,1.4171379625338432e-09
2011,4.351680047420814e-07,1.911985902935953e-09
2012,5.460421448333364e-07,1.3617010852229328e-09
2013,6.172333542053821e-07,3.3469500504423877e-09
2014,6.39239431166061e-07,2.3819897165822113e-09
2015,7.093041176631232e-07,3.103205470367243e-09
2016,6.785709842915821e-07,3.5212781579474495e-09
2017,5.68779739751335e-07,1.2578056374223934e-09
2018,6.923493742760911e-07,3.0977600484760615e-09
2019,6.660629310317745e-07,1.2754939326953263e-09
