year,veut_VERB assembler_VERB,veut_VERB rassembler_VERB
1852,3.2552727180501506e-09,8.463709288974997e-09
1853,6.569124799682413e-09,1.791579506971175e-08
1854,1.506742641765868e-08,2.078265720628636e-08
1855,7.960405667972736e-09,1.4328730202350926e-08
1856,9.318940286107136e-09,9.318940286107136e-09
1857,6.345961978126979e-09,7.810414537345878e-09
1858,9.297984604472731e-09,9.787352261980686e-09
1859,6.110608019582742e-09,8.656694916453489e-09
1860,1.4646988510946812e-08,6.408057640072684e-09
1861,4.715963619617014e-09,2.4051415081771665e-08
1862,1.7168348520613108e-08,1.2650361647104091e-08
1863,4.994620717013731e-09,1.7980635647063536e-08
1864,8.151037178549814e-09,9.589456340108882e-09
1865,2.3534221238463715e-09,1.0355057256106193e-08
1866,5.352174259343201e-09,1.1190909532388105e-08
1867,1.747012134956094e-08,1.261730986357179e-08
1868,7.409810987013543e-09,5.9278488784286765e-09
1869,9.767038733343725e-09,4.395167341186834e-09
1870,5.734048791339319e-09,9.747882501187632e-09
1871,7.434824311758348e-09,1.4869648623516696e-08
1872,3.0236697590169115e-09,2.4189357183956872e-09
1873,7.183205141814142e-09,5.387403856360606e-09
1874,8.364453130127458e-09,8.961913877669758e-09
1875,2.2886109007913547e-08,9.154443425529735e-09
1876,1.813804439976252e-09,1.813804439976252e-09
1877,3.0924081073635534e-09,1.5462039981706255e-08
1878,6.039088784604019e-09,6.039088673581716e-10
1879,1.221865097988939e-08,6.720257683667796e-09
1880,5.776061406947974e-09,1.9253538763308597e-09
1881,4.8807553554297556e-09,1.8825771164188154e-08
1882,2.6621540527571597e-09,5.324308105514319e-09
1883,0.0,9.479008689083912e-09
1884,5.941527270181268e-09,1.1222884843675729e-08
1885,1.0313017106966527e-08,3.2228177904158883e-09
1886,4.5174246565693466e-09,1.936039106809062e-09
1887,7.834709769838355e-09,7.1818169189441505e-09
1888,3.1703073499755874e-09,1.014498351992188e-08
1889,1.8795409673089125e-08,6.265136742733546e-10
1890,6.554386366985909e-09,2.6217545912032847e-09
1891,2.5496880162734215e-09,1.3385862196457765e-08
1892,5.014809900671935e-09,4.387958441043338e-09
1893,1.847525021858587e-09,3.079208221734575e-09
1894,2.520615716150587e-09,7.561847148451761e-09
1895,1.8055843487019274e-09,3.0093072478365457e-09
1896,4.717623180994224e-09,6.486732040400511e-09
1897,1.7480140668268973e-09,8.740070001067579e-09
1898,7.355861253444118e-09,9.05336783318944e-09
1899,2.2110313580014918e-09,6.080336234504102e-09
1900,4.671947717582725e-09,1.7130474816440255e-08
1901,5.588738916095792e-10,1.0059729937950124e-08
1902,1.6203935970793282e-08,1.178468167495339e-08
1903,2.7001101354784396e-09,4.860198465905796e-09
1904,1.6123875568041512e-09,1.0749250378694342e-08
1905,9.805441791854719e-09,7.741138396966107e-09
1906,5.658602919567102e-09,3.0865106026567446e-09
1907,4.114274698707732e-09,8.228549397415463e-09
1908,4.4202499438483756e-09,1.4734167663732478e-08
1909,6.0510818578052294e-09,4.400786846048277e-09
1910,5.34415089958884e-09,5.34415089958884e-09
1911,2.128149656499545e-09,1.0640748726586935e-08
1912,1.0418842677495377e-08,5.730363294986773e-09
1913,1.590896969716482e-09,6.893886794756554e-09
1914,1.3393487430235496e-09,6.027069510139427e-09
1915,1.1780762143587253e-08,0.0
1916,3.076489463182952e-08,3.2962386153911893e-09
1917,3.289927441585405e-09,2.1932848870420685e-09
1918,3.44591288836682e-09,1.2635013924011673e-08
1919,2.762354567309444e-09,1.1970202606903513e-08
1920,2.2716695191604686e-09,9.843901693784574e-09
1921,0.0,6.815472630705699e-09
1922,3.6889677978990676e-09,5.902348387820666e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,1.289162443462999e-09,7.734974438733389e-09
1925,4.399271169575059e-09,1.2097995494286806e-08
1926,5.57306911730393e-09,7.802296586589819e-09
1927,4.4596899506643695e-09,1.1149224876660924e-09
1928,3.4278122562625413e-09,5.713020723163709e-09
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,1.1405356659111021e-09,5.7026783295555106e-09
1932,2.1919073223131136e-09,1.2055489939655217e-08
1933,5.735331320977366e-09,8.02946331646126e-09
1934,2.3963160344919743e-09,7.188948103475923e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,6.0623572828433225e-09
1937,2.5182236296217297e-09,1.1332006444320086e-08
1938,1.2965214457594243e-09,9.075650453382877e-09
1939,1.5294050470515685e-09,9.176430282309411e-09
1940,0.0,1.5214697057785997e-08
1941,0.0,2.066051862925633e-08
1942,6.068423541449874e-09,2.730790527039062e-08
1943,0.0,4.645176332473966e-08
1944,0.0,3.213186161588055e-08
1945,4.357008087652048e-09,1.3071024262956144e-08
1946,4.1763312808029696e-09,2.645009899993056e-08
1947,1.1920870957027319e-09,1.3112957830685446e-08
1948,2.174377566888097e-09,2.6092530802657166e-08
1949,3.9268033269479474e-09,1.47255123650325e-08
1950,0.0,8.508289184305795e-09
1951,4.264560704569931e-09,1.1727541604500402e-08
1952,1.0544803918932644e-09,9.490323193972472e-09
1953,4.3095309543161875e-09,2.2625037843226892e-08
1954,1.9545072227344917e-09,9.772536557761669e-09
1955,1.8771215692936494e-09,1.3139850985055546e-08
1956,8.72114158667614e-10,1.5698054411927842e-08
1957,5.301022731885041e-09,7.951533653738352e-09
1958,8.272243445794913e-10,1.6544486669545222e-08
1959,3.8753737996444215e-09,1.3951345856355601e-08
1960,0.0,1.4533750203327145e-08
1961,6.25334317660986e-09,1.042223907177231e-08
1962,6.341956404476434e-10,1.9660065575521912e-08
1963,0.0,1.2932106940866106e-08
1964,1.8251904432275978e-09,1.9468698653213323e-08
1965,1.0944086747954884e-09,2.5171399187229326e-08
1966,0.0,1.7171132071780448e-08
1967,3.451234853457663e-09,2.810291238608542e-08
1968,1.3474247273492779e-09,1.392338955241712e-08
1969,2.2708788183223305e-09,2.8613073632666186e-08
1970,4.5987250119061684e-10,2.2993624781975086e-08
1971,1.541519245584766e-09,1.3359833239690033e-08
1972,4.104117490300041e-09,1.5903454553267693e-08
1973,2.205281512956958e-09,2.3155456219114967e-08
1974,1.6876715580593782e-09,2.193973003272731e-08
1975,2.2845920710778955e-09,2.1132477101559743e-08
1976,1.7140580066410394e-09,2.7996280849151844e-08
1977,1.1753563677885381e-09,3.173462204131283e-08
1978,3.5643548113029055e-09,2.673266052966028e-08
1979,0.0,2.5163485517509798e-08
1980,2.8425752862659692e-09,2.4446148216838992e-08
1981,3.1627747087981106e-09,2.340453342242199e-08
1982,6.207502289967692e-10,3.289976291398489e-08
1983,7.57837881337764e-09,2.3366668600033336e-08
1984,2.3196033982486597e-09,4.001315900836744e-08
1985,1.8046674155058895e-09,4.1507352221969995e-08
1986,2.997242676272549e-09,3.7165808208783346e-08
1987,4.888653482026939e-09,3.177624918748734e-08
1988,1.798966087207532e-09,3.2981045450242163e-08
1989,3.2928733073589456e-09,3.457516939420202e-08
1990,5.448650863826288e-09,3.432650075296806e-08
1991,5.861465202094962e-10,4.1616402768340777e-08
1992,2.2039776670368383e-09,3.856960972825618e-08
1993,5.539207426075166e-10,3.545092752688106e-08
1994,2.637463358823311e-09,3.3759530282395644e-08
1995,2.7112254663563817e-09,4.554858534788764e-08
1996,5.338092190498855e-10,3.5765218342476146e-08
1997,9.58978896292706e-10,3.068732468136659e-08
1998,9.536258449571733e-10,3.480734278582531e-08
1999,1.3710603763428253e-09,3.838968964942069e-08
2000,4.4180314962005696e-10,3.004261373007466e-08
2001,1.3143635069212678e-09,3.28590878950763e-08
2002,3.066854992184176e-09,2.891606243338174e-08
2003,1.2500769308587678e-09,4.041915246943972e-08
2004,8.809582507929292e-10,2.8190664025373735e-08
2005,2.251874686720612e-09,3.8732246854245034e-08
2006,4.117890028965121e-09,3.253132874192488e-08
2007,1.997239706952314e-09,4.2740929018236784e-08
2008,2.9802078582719105e-09,5.5346717431348225e-08
2009,2.860915504498962e-09,3.051643204798893e-08
2010,0.0,3.259417269418918e-08
2011,3.82397197240536e-10,2.7150200310188666e-08
2012,2.7234021704458655e-09,2.2127641940983267e-08
2013,1.1156500168141292e-09,2.2034088331679413e-08
2014,1.2992671383216248e-09,3.031623307947484e-08
2015,8.866301581811342e-10,1.884089151360513e-08
2016,1.0356699942093428e-09,1.636358604173438e-08
2017,1.509366853724714e-09,2.56592347369633e-08
2018,1.0325866828253538e-09,1.884470712809616e-08
2019,5.1019755087367e-10,1.7346716063570966e-08
