year,pouvait_VERB assurer_VERB,pouvait_VERB rassurer_VERB
1847,1.893021561727437e-07,4.422443566909351e-08
1848,1.1182858372649207e-07,1.206783295515379e-08
1849,1.625606529387369e-07,4.1897072478036534e-09
1850,1.9009189600183163e-07,6.1100964288129944e-09
1851,1.257640604990229e-07,1.483370937194195e-08
1852,1.5755520621496544e-07,1.1718981340891332e-08
1853,1.5347865200965316e-07,2.030456869306363e-08
1854,1.387242463124494e-07,1.7145692865483397e-08
1855,1.4806354897700658e-07,1.1675261646360013e-08
1856,1.889674052790724e-07,1.1907535402144731e-08
1857,1.6694761484359333e-07,3.905207268672939e-09
1858,1.3751230198977282e-07,4.257498176230001e-08
1859,1.5938502428980428e-07,7.129042689513199e-09
1860,1.826296340823319e-07,2.3801355553132453e-08
1861,1.8014981151281972e-07,1.9335450573976232e-08
1862,1.6852088435825863e-07,1.9427341513278407e-08
1863,1.3535422738186753e-07,2.4973104473247076e-08
1864,1.1411452760512475e-07,1.1986819536957682e-08
1865,1.5438449452176428e-07,2.4004906507002488e-08
1866,1.0461067745382024e-07,3.405929049904444e-08
1867,1.412168160186411e-07,1.5043715606566366e-08
1868,1.3238862095477089e-07,2.7169306804353255e-08
1869,1.489473362425997e-07,1.2208797528501236e-08
1870,1.4965867478622386e-07,3.4404294524392753e-08
1871,1.0090118252037428e-07,4.142259157902117e-08
1872,1.5904502959074307e-07,2.7213026498884574e-08
1873,1.556361155508057e-07,4.190203295451056e-09
1874,1.3681854227343138e-07,4.182226565063729e-09
1875,1.6592429119555163e-07,1.8881038954532414e-08
1876,1.0157305041502696e-07,1.934724735974669e-08
1877,1.0266794703284177e-07,1.2369632429454214e-08
1878,8.394333406158694e-08,2.2344627481629686e-08
1879,1.2646303559904482e-07,1.8938909107646396e-08
1880,1.7071471347662737e-07,1.2835692508872398e-08
1881,1.1783537701148816e-07,3.4862537301449947e-09
1882,1.1979693681496428e-07,1.1314154946262533e-08
1883,1.2259518200608e-07,8.847074184359371e-09
1884,1.2015088657335582e-07,1.1883054540362536e-08
1885,1.1344318551209653e-07,9.023890079618013e-09
1886,1.4262154479638411e-07,1.0325542199041138e-08
1887,1.3841319912444305e-07,9.793386546164129e-09
1888,1.4139570225779607e-07,1.3949351895803375e-08
1889,1.253027335224033e-07,3.759081934617825e-09
1890,1.4550738569596433e-07,8.520702365899524e-09
1891,1.2111017611005082e-07,1.3385862196457765e-08
1892,1.2160913342995627e-07,6.268512375839919e-09
1893,1.1454654469389425e-07,9.853466487186324e-09
1894,1.9030647990803118e-07,3.150769645188234e-09
1895,1.0291830676578684e-07,1.8055843487019274e-09
1896,1.4742572318482416e-07,1.2973464080801023e-08
1897,1.0895954005718522e-07,1.3984112534615178e-08
1898,1.2901048762614664e-07,7.355861253444118e-09
1899,1.321091218642323e-07,1.3818945987509323e-08
1900,1.1731780347190579e-07,1.142031713641245e-08
1901,1.5257256791301188e-07,1.0059729937950124e-08
1902,1.085172698367387e-07,4.910283735171106e-09
1903,1.463459682327084e-07,9.720396931811592e-09
1904,1.3920279684498382e-07,8.599400302955473e-09
1905,1.3676012144969718e-07,2.115911179600971e-08
1906,1.3117670505380374e-07,1.0288369267641428e-08
1907,1.316567903586474e-07,7.71426478252124e-09
1908,1.208201751978777e-07,1.1296195090437777e-08
1909,1.3807468235427223e-07,1.5952851484257735e-08
1910,1.3574143054029264e-07,6.947395991829808e-09
1911,1.4205399168076838e-07,7.980561100850991e-09
1912,1.693061904006754e-07,1.0939784189645252e-08
1913,1.2037786234486703e-07,5.833288518886093e-09
1914,1.7344565605981188e-07,8.705766774141921e-09
1915,1.5550605780845217e-07,1.295883844676382e-08
1916,1.637131816778492e-07,2.197492410260793e-09
1917,1.7875271396405878e-07,2.1932848870420685e-09
1918,1.2405286042849184e-07,1.2635013924011673e-08
1919,1.5192949831543956e-07,1.5653341733923298e-08
1920,1.2872793320184428e-07,9.086678076641874e-09
1921,1.2949398353612196e-07,9.844571380313027e-09
1922,1.3649180630181945e-07,5.164555005876537e-09
1923,1.3694572942313243e-07,2.866305948145964e-08
1924,1.4954284210944024e-07,6.445812328337297e-09
1925,1.2317958919538796e-07,1.0998177923937646e-09
1926,1.415559580664194e-07,3.343841648018042e-09
1927,1.3267577969600097e-07,6.689535148041159e-09
1928,1.5082373749919498e-07,9.14083297942625e-09
1929,1.3034275525569683e-07,1.3368487650211591e-08
1930,1.6490658083512244e-07,7.352522590764465e-09
1931,1.4256696090342302e-07,1.2545892325022123e-08
1932,1.5781732543018734e-07,5.4797681947604815e-09
1933,1.686187403038275e-07,4.588264879146209e-09
1934,1.8092185882778722e-07,1.5576054224197833e-08
1935,1.603750092726841e-07,4.787313656606784e-09
1936,1.3700928036541882e-07,1.9399543305098632e-08
1937,1.5990720214631438e-07,7.554670666820584e-09
1938,1.2446605524019105e-07,6.482607339819424e-09
1939,1.2999943521663226e-07,1.070583532936098e-08
1940,1.4707541140523972e-07,2.5357829169792012e-09
1941,1.3576911328527785e-07,5.9030051957620344e-09
1942,1.4260795921927638e-07,9.102635090130207e-09
1943,1.6548440839869727e-07,2.9032352077962287e-09
1944,1.6387249957006134e-07,0.0
1945,1.6992331097753777e-07,2.178504043826024e-09
1946,2.199534492319799e-07,8.352662561605939e-09
1947,1.776209757053948e-07,3.5762612871081956e-09
1948,1.8373489751866146e-07,9.784699273041042e-09
1949,1.6688913717644027e-07,1.47255123650325e-08
1950,1.5633980865459307e-07,1.0635361036293034e-08
1951,1.4712733786836907e-07,6.396841278899501e-09
1952,1.5289965915599169e-07,1.0544804140977249e-08
1953,1.4113713575625297e-07,5.386913581872932e-09
1954,1.719966320479216e-07,4.886268278880834e-09
1955,1.4735404363364069e-07,7.508486277174597e-09
1956,1.569805476719921e-07,1.0465369904011368e-08
1957,1.6079768272447836e-07,1.767007518083119e-08
1958,1.546909516036976e-07,5.790570245522986e-09
1959,1.5656510754524788e-07,1.007597205671118e-08
1960,1.571029173419447e-07,1.1073333361366622e-08
1961,1.535543248110116e-07,7.64297514166401e-09
1962,1.7884316605432105e-07,7.610347907416326e-09
1963,1.3126087594628189e-07,1.2932106940866106e-08
1964,1.4236485412766342e-07,8.517555549758526e-09
1965,1.3351785810300498e-07,6.0192477668863376e-09
1966,1.5232456007652218e-07,4.985167390003653e-09
1967,1.459379319612708e-07,9.860671390526932e-09
1968,1.845971979719252e-07,8.982831367632116e-09
1969,1.4896966149535729e-07,1.1354394757745467e-08
1970,1.4807893933266314e-07,7.817832603507213e-09
1971,1.4849969431907084e-07,5.138397263237948e-09
1972,1.5698249455908808e-07,8.208234980600082e-09
1973,1.554723496610677e-07,1.1026407342740185e-08
1974,1.4682741777960473e-07,6.750686232237513e-09
1975,1.2850830444222083e-07,1.1422960355389478e-08
1976,1.5255116636581079e-07,9.712995741040231e-09
1977,1.3575366608620243e-07,8.22749424145286e-09
1978,1.2712865782305016e-07,7.72276909088987e-09
1979,1.4337334164338245e-07,1.580032815695631e-08
1980,1.4042322504792537e-07,1.193881615790815e-08
1981,1.385295291811417e-07,8.855769451088236e-09
1982,1.4711780238485517e-07,7.449002747961231e-09
1983,1.660928177216192e-07,1.0104505676622466e-08
1984,1.4787471513955097e-07,1.275781880138993e-08
1985,1.3414694421953754e-07,5.414002135495366e-09
1986,1.7024338205828826e-07,9.591176741707841e-09
1987,1.6682530201705958e-07,4.888653482026939e-09
1988,1.4871453402065526e-07,7.795519785247507e-09
1989,1.4104473677889473e-07,7.134558721588746e-09
1990,1.743568276424412e-07,1.0352437129768077e-08
1991,1.2895223733266903e-07,8.20605094986604e-09
1992,1.6805329039470962e-07,1.1019888113139586e-08
1993,1.8057815509564534e-07,1.1078414630105726e-08
1994,1.2923570125167316e-07,9.494868002946077e-09
1995,1.3610350890758127e-07,9.21816667442954e-09
1996,1.5693990462750662e-07,1.5480466686312866e-08
1997,1.2610571786808578e-07,1.3425704992187093e-08
1998,1.3207717586283252e-07,8.10582001520288e-09
1999,1.188252269912482e-07,1.5995704316651427e-08
2000,1.1177619541058448e-07,9.277866475088103e-09
2001,1.5597113645071659e-07,9.20054432640427e-09
2002,1.274935499395724e-07,1.0076809608960957e-08
2003,1.291746087872525e-07,7.500461585152607e-09
2004,1.4623907418354065e-07,1.5857247959161214e-08
2005,1.3736436699218757e-07,9.908249332113428e-09
2006,1.3094890505271906e-07,1.2353670086895363e-08
2007,1.222310714865671e-07,1.1583990655594789e-08
2008,9.536665146470114e-08,8.940623352771127e-09
2009,1.1205252548052158e-07,8.582746957586096e-09
2010,1.0770248337621524e-07,9.447585824773341e-09
2011,8.948094176730592e-08,1.1089518636708817e-08
2012,9.804247724787274e-08,1.2255309655984092e-08
2013,1.034765375607094e-07,1.2551062411603198e-08
2014,1.1585131431957052e-07,1.2559581819004961e-08
2015,9.974588977001986e-08,1.2856137487915476e-08
2016,1.1040242497983854e-07,1.5742184444889062e-08
2017,8.678858876010054e-08,1.3081178806828575e-08
2018,8.854431143845432e-08,1.523065407127433e-08
2019,7.703982873863424e-08,1.607122257496485e-08
