year,voulut_VERB amener_VERB,voulut_VERB ramener_VERB
1916,1.0987462051303964e-09,0.0
1917,9.869782324756216e-09,5.483212106582869e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,1.5653341733923298e-08,6.4454939163738345e-09
1920,3.028892692213958e-09,8.329454459499175e-09
1921,6.058197943303867e-09,1.060184651180407e-08
1922,8.853522359686394e-09,8.853522359686394e-09
1923,3.1847844361720945e-09,1.1677542488541803e-08
1924,1.2891624656674594e-08,1.2891624656674594e-08
1925,3.299453377181294e-09,7.698724324711748e-09
1926,5.57306911730393e-09,1.5604593173179637e-08
1927,4.4596899506643695e-09,2.5643217327342427e-08
1928,1.0283437212876834e-08,2.5137291359556002e-08
1929,2.2280812750352652e-09,1.6710609784809094e-08
1930,7.352522590764465e-09,1.3654684494213143e-08
1931,4.5621426636444085e-09,1.8248570654577634e-08
1932,6.575722188983946e-09,1.2055489939655217e-08
1933,5.735331320977366e-09,8.02946331646126e-09
1934,4.7926320689839486e-09,8.38710612072191e-09
1935,1.0771455727365264e-08,9.574627313213568e-09
1936,3.6374143697059935e-09,1.091224355320719e-08
1937,1.2591118148108649e-09,5.0364472592434595e-09
1938,0.0,1.2965214679638848e-08
1939,1.5294050470515685e-09,1.070583532936098e-08
1940,7.607348528892999e-09,1.5214697057785997e-08
1941,0.0,1.4757512545315876e-08
1942,1.8205270180260413e-08,3.034211815133858e-08
1943,0.0,8.709705845433291e-09
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,5.568441707737293e-09,1.2528993842408909e-08
1947,1.3112957830685446e-08,4.7683483828109274e-09
1948,6.523132700664291e-09,9.784699273041042e-09
1949,1.0798709482173763e-08,5.890204768377316e-09
1950,6.381216888229346e-09,8.508289184305795e-09
1951,1.0661401539380222e-08,5.330700769690111e-09
1952,6.326882129314981e-09,1.8980646387944944e-08
1953,6.464296653518886e-09,6.464296653518886e-09
1954,1.9545072227344917e-09,3.9090144454689835e-09
1955,6.569925492527773e-09,1.1262729415761896e-08
1956,4.360570571293465e-09,6.976913269340912e-09
1957,6.184526224473075e-09,7.951533653738352e-09
1958,8.272243445794913e-10,1.4062814024384807e-08
1959,1.5501495642666896e-09,1.3951345856355601e-08
1960,7.612916519406099e-09,6.920833239831836e-09
1961,2.779263708063695e-09,6.94815938118154e-09
1962,4.43936931660005e-09,1.0147130247162295e-08
1963,3.879631726988464e-09,1.1638896069143811e-08
1964,1.8251904432275978e-09,7.300761772910391e-09
1965,3.830430195250756e-09,7.1136563306595235e-09
1966,8.862519607077957e-09,1.1078149952936656e-08
1967,1.4791006197611978e-09,8.381570104631919e-09
1968,1.1677681044375277e-08,1.0779397818794223e-08
1969,4.541757636644661e-09,9.991866889436096e-09
1970,7.3579600190498695e-09,1.0577067222072856e-08
1971,4.624557625731995e-09,6.166076982339064e-09
1972,3.5911027485013847e-09,1.1799337507056862e-08
1973,2.205281512956958e-09,3.3079223804577396e-09
1974,3.937900228123681e-09,9.00091468025721e-09
1975,1.7134440533084216e-09,7.4249242310031605e-09
1976,5.142174241967723e-09,5.713526984862938e-09
1977,1.7630346071939584e-09,2.3507127355770763e-09
1978,2.3762365408686037e-09,9.504946163474415e-09
1979,2.925986564150662e-09,1.1703946256602649e-08
1980,2.8425752862659692e-09,2.8425752862659692e-09
1981,6.958104314946922e-09,8.855769451088236e-09
1982,3.7245013739806154e-09,8.069752865935698e-09
1983,2.5261264191556165e-09,6.946847541655643e-09
1984,1.1598016991243298e-09,9.278413592994639e-09
1985,3.0077789148208467e-09,7.218669662023558e-09
1986,2.997242676272549e-09,8.392279760016663e-09
1987,6.110816741511371e-09,3.6664902225425067e-09
1988,2.398621523624911e-09,6.596209356501959e-09
1989,2.7440609784434855e-09,2.1952488715726304e-09
1990,4.90378582185258e-09,4.358920779878872e-09
1991,1.7584396161396398e-09,3.5168792322792797e-09
1992,2.2039776670368383e-09,6.060938417817852e-09
1993,2.7696036575264316e-09,4.985286850001103e-09
1994,5.274926606624319e-10,5.274926717646622e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,2.135236876199542e-09,7.473328622609188e-09
1997,9.58978896292706e-10,2.3974471297094624e-09
1998,1.9072516899143466e-09,4.7681290027412615e-09
1999,1.3710603763428253e-09,5.941261704833778e-09
2000,2.2090156370779823e-09,6.627047355323157e-09
2001,3.943090742808408e-09,5.695575122643959e-09
2002,4.381221607729913e-09,3.9430991805033955e-09
2003,3.333538334260311e-09,8.333845613606172e-09
2004,3.0833537945085254e-09,3.523833003171717e-09
2005,4.053374524914943e-09,5.404499514582994e-09
2006,4.529678854225949e-09,6.58862386870851e-09
2007,1.5977917877663117e-09,4.7933754743212376e-09
2008,4.257439678578834e-10,7.663391698997657e-09
2009,9.53638501499654e-10,9.059565542202108e-09
2010,1.8895172093635892e-09,4.723792912386671e-09
2011,1.1471915639660324e-09,1.529588788962144e-09
2012,1.3617010852229328e-09,7.148930780687124e-09
2013,8.367375126105969e-10,1.0040849929282558e-08
2014,2.5985342766432495e-09,1.1043770342666903e-08
2015,4.654808538617772e-09,1.1304534197620342e-08
2016,1.86420612280358e-09,1.6156452176119274e-08
2017,2.7671724911471074e-09,5.7859059765519305e-09
2018,7.744400121190154e-10,8.776987137082415e-09
2019,1.02039510174734e-09,1.0969247732361964e-08
