year,ait_VERB apporté_VERB,ait_VERB rapporté_VERB
1957,1.5019564614249248e-07,4.59421976017893e-08
1958,1.5634540773135086e-07,2.8125628048769613e-08
1959,1.7129153206951742e-07,3.8753739772801055e-08
1960,1.584870830129148e-07,3.252791813679323e-08
1961,1.7856768863566685e-07,4.794229724325305e-08
1962,1.4713339169247774e-07,4.5662087444497956e-08
1963,1.4160656292006024e-07,2.909724017285953e-08
1964,1.4844883367004513e-07,4.1979379972190145e-08
1965,1.6689732262875623e-07,3.8851506900527966e-08
1966,1.7281912789712806e-07,4.154306054715562e-08
1967,1.602359134267317e-07,4.437302081328198e-08
1968,1.7381779571223888e-07,3.4134760795723196e-08
1969,1.5669064623580198e-07,3.179230390060184e-08
1970,1.6279486203529814e-07,4.184839852428013e-08
1971,1.4901353040386311e-07,3.956565919338573e-08
1972,1.220974894522442e-07,2.667676390899487e-08
1973,1.433432998965145e-07,2.536073751002732e-08
1974,1.2995070619581384e-07,2.3627400480563665e-08
1975,1.3250634367523162e-07,3.084199207137317e-08
1976,1.1255647791585943e-07,3.199575004941835e-08
1977,1.0578207110256699e-07,1.880570188461661e-08
1978,1.3544548949084856e-07,2.198018833610149e-08
1979,1.2757301703913981e-07,2.925986741786346e-08
1980,1.159770732783727e-07,2.21720881654619e-08
1981,1.2271566163235548e-07,2.6567308353264707e-08
1982,1.1608029382159657e-07,2.7313010519947056e-08
1983,1.168333483292372e-07,3.031351525351056e-08
1984,1.0786155968389721e-07,2.203623239438457e-08
1985,1.1429560231590585e-07,2.8874678648094232e-08
1986,1.1089797880003971e-07,2.937297871596911e-08
1987,9.471766304613993e-08,2.8720839040374813e-08
1988,9.054796379359686e-08,3.2981045450242163e-08
1989,9.00052015140318e-08,3.018467253923518e-08
1990,9.589625449279993e-08,2.8332985735346483e-08
1991,1.0023105545542421e-07,2.9307326343541718e-08
1992,8.59551292364813e-08,2.2039776226279173e-08
1993,1.0192141530751542e-07,1.994114740000441e-08
1994,1.0444354359151475e-07,2.3737170451454404e-08
1995,9.109717069577528e-08,2.7112253775385398e-08
1996,9.501803788225516e-08,2.4021414191111035e-08
1997,9.158248559515414e-08,2.6371919759071716e-08
1998,9.679302337417539e-08,2.288702027897216e-08
1999,9.048998350635884e-08,2.1479944933844308e-08
2000,7.819915737172778e-08,2.2090157258958243e-08
2001,7.798556822535829e-08,2.190605918883648e-08
2002,6.790893536390286e-08,2.3658596859377212e-08
2003,8.542191665128485e-08,2.25013838672794e-08
2004,8.281007524146844e-08,2.95121012072741e-08
2005,9.908249154477744e-08,2.0717248361279417e-08
2006,8.071064172554543e-08,2.84134404893166e-08
2007,9.027523617533006e-08,2.7162460725094206e-08
2008,6.641605665436146e-08,3.15050527888161e-08
2009,8.010563590232778e-08,2.4794601927169424e-08
2010,6.660548024228774e-08,2.4091344030807704e-08
2011,7.49498525465242e-08,2.0649448373433188e-08
2012,8.068079182521615e-08,2.4851045665741367e-08
2013,7.976897364869728e-08,2.7333426189102283e-08
2014,7.600712592648051e-08,2.4686075406066266e-08
2015,7.669351020922477e-08,3.457857644661999e-08
2016,8.388926886482295e-08,2.5477483234226384e-08
2017,6.792150486489845e-08,3.823729244345486e-08
2018,6.892516069001431e-08,2.8912428007288327e-08
2019,7.168275573121718e-08,2.6785372142512642e-08
