year,pouvaient_VERB établir_VERB,pouvaient_VERB rétablir_VERB
1855,4.6701046585440054e-08,4.2455496895854594e-09
1856,5.850223772085883e-08,2.0708756931497874e-09
1857,3.612316845647001e-08,3.4170564155999728e-09
1858,3.76813069635773e-08,5.872411001917044e-09
1859,5.092173438470127e-08,1.2221216039165483e-08
1860,4.165237399433863e-08,1.830873586072812e-08
1861,5.2818794671338765e-08,3.3011746669586728e-09
1862,4.021007882215599e-08,4.517986262886353e-10
1863,4.994620894649415e-08,8.490855130105501e-09
1864,3.9796240969280916e-08,4.794728170054441e-09
1865,5.0833918407988676e-08,2.8241067262513297e-09
1866,4.0871150019938796e-08,2.432806400776144e-09
1867,4.31900204489466e-08,1.1161466417775046e-08
1868,3.803702952609456e-08,1.4819622196071691e-09
1869,3.027781758646597e-08,1.1720445947105418e-08
1870,2.5229814681893004e-08,1.0894693147633916e-08
1871,6.478918379571041e-08,2.2304472935275044e-08
1872,1.9956219787786722e-08,6.047339518033823e-09
1873,1.6760813181804224e-08,5.387403856360606e-09
1874,4.480956761199195e-08,2.3898436563030145e-09
1875,3.20405533216217e-08,5.721527140956084e-10
1876,3.567148709748835e-08,1.269663130187837e-08
1877,2.535774612510977e-08,2.4739263970730008e-09
1878,4.408534692856847e-08,2.4156354694326865e-09
1879,3.665595116331133e-08,7.94212251520321e-09
1880,5.711883233061599e-08,1.1552122813895949e-08
1881,3.974329487732575e-08,5.5780060570498335e-09
1882,2.9283693692150337e-08,4.6587693702804245e-09
1883,3.791603475633565e-08,7.58320695126713e-09
1884,2.5746619058963915e-08,7.2618666635548834e-09
1885,3.480643329112354e-08,1.933690763067375e-09
1886,5.420909587883216e-08,2.5813855497602844e-09
1887,3.982643903555072e-08,4.570247291724172e-09
1888,4.6920547447371064e-08,3.804368819970705e-09
1889,3.759081934617825e-08,5.012109394186837e-09
1890,3.736000309118026e-08,4.5880703680722945e-09
1891,2.2309770031370135e-08,1.9122659011827636e-09
1892,4.199903358426127e-08,3.1342561879199593e-09
1893,3.818218274886931e-08,2.463366621796581e-09
1894,2.7096618282484997e-08,6.301539290376468e-10
1895,4.814891596538473e-08,1.1435367319734269e-08
1896,3.125425251937486e-08,4.1279202278587945e-09
1897,1.4566784223291052e-08,2.330685422435863e-09
1898,2.4896761985360172e-08,4.52668391659472e-09
1899,2.819064981451902e-08,0.0
1900,2.6474371139784125e-08,2.07642125715779e-09
1901,2.6267072072982955e-08,1.676621730339889e-09
1902,2.1605249145295602e-08,4.910283735171106e-09
1903,3.9961630449170116e-08,5.400220270956879e-10
1904,4.192207825326477e-08,3.2247751136083025e-09
1905,6.347733716438597e-08,7.741138396966107e-09
1906,2.623534101076075e-08,1.0288369045596824e-09
1907,2.108565766434367e-08,1.028568674676933e-09
1908,3.094175227147389e-08,0.0
1909,3.300590023513905e-08,8.251475058784763e-09
1910,4.382203400155049e-08,5.878565634276356e-09
1911,3.1390207766435196e-08,2.128149656499545e-09
1912,2.8651816919023076e-08,2.0837684910901544e-09
1913,2.4393752795504042e-08,1.590896969716482e-09
1914,2.209925398233281e-08,4.018046340092951e-09
1915,2.238344798399794e-08,1.1780762143587253e-08
1916,2.307367097387214e-08,3.2962386153911893e-09
1917,1.5352993543160665e-08,2.1932848870420685e-09
1918,3.790504266021344e-08,9.189101035644853e-09
1919,2.2098836538475553e-08,9.207848372660976e-10
1920,1.3630017114962811e-08,1.514446346106979e-09
1921,4.695103328344885e-08,3.7863738810983705e-09
1922,2.5822775029382683e-08,3.6889677978990676e-09
1923,2.7601466001669905e-08,2.1231896241147297e-09
1924,3.2229060309418855e-08,3.867487219366694e-09
1925,2.859526304632709e-08,7.698724324711748e-09
1926,3.901148559748435e-08,1.114613823460786e-08
1927,3.5677519605314956e-08,3.3447675740205796e-09
1928,1.5996457491951332e-08,3.4278122562625413e-09
1929,1.3368487650211591e-08,3.342121912552898e-09
1930,6.302162347537887e-09,0.0
1931,1.8248570654577634e-08,1.2545892325022123e-08
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,2.7529589274877253e-08,8.02946331646126e-09
1934,1.9170528275935794e-08,2.3963160344919743e-09
1935,2.154291145473053e-08,0.0
1936,2.424942913137329e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,5.0364472592434595e-09
1938,3.1116513810047763e-08,1.2965214457594243e-09
1939,2.9058696782158222e-08,6.117620188206274e-09
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,3.5418032950929046e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,3.855823393905666e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.5057987684817817e-08,4.1763312808029696e-09
1947,2.5033829231801974e-08,9.536696765621855e-09
1948,1.522064252412747e-08,4.348755133776194e-09
1949,2.3560819073509265e-08,5.890204768377316e-09
1950,1.914365022059883e-08,5.317680518146517e-09
1951,2.2388944032059044e-08,4.264560704569931e-09
1952,1.7926167217297007e-08,5.272402070488624e-09
1953,2.8011951869189033e-08,1.0773827385790469e-09
1954,2.247683283940205e-08,4.886268278880834e-09
1955,1.783265446420046e-08,9.385607846468247e-10
1956,1.4825940475304833e-08,1.744228317335228e-09
1957,2.3854601849393475e-08,3.534015080575159e-09
1958,1.9026160202884057e-08,8.272243445794913e-10
1959,2.40273188012452e-08,3.100299128533379e-09
1960,1.9378333604436193e-08,1.3841666701708277e-09
1961,2.084447814354462e-08,8.33779090214648e-09
1962,1.585489073363533e-08,2.5367825617905737e-09
1963,1.8751554975438012e-08,3.2330267352165265e-09
1964,1.2167936880302932e-08,4.867174663303331e-09
1965,2.5171399187229326e-08,4.924839203113152e-09
1966,1.8278946356531378e-08,5.539074976468328e-09
1967,1.6763140209263838e-08,3.451234853457663e-09
1968,2.515192853991266e-08,5.838840522187638e-09
1969,2.043791091921321e-08,4.087581828571274e-09
1970,1.839489982558007e-08,1.3796175313274261e-09
1971,1.6956711590410123e-08,3.083038491169532e-09
1972,1.846852804021637e-08,7.69522046084603e-09
1973,2.0950174928202614e-08,2.7566018356850464e-09
1974,1.518904291231138e-08,4.500457340128605e-09
1975,2.513051278185685e-08,3.4268881066168433e-09
1976,2.856763359204706e-08,1.7140580066410394e-09
1977,2.52701610747863e-08,5.289103821581875e-09
1978,2.1386128423728223e-08,1.1881182704343018e-09
1979,1.521513048885481e-08,2.925986564150662e-09
1980,1.1370301145063877e-08,1.1370301367108482e-09
1981,1.8344094243616382e-08,2.5302198114474095e-09
1982,1.924325765401136e-08,1.2415004579935385e-09
1983,1.705135410645653e-08,6.946847541655643e-09
1984,1.275781880138993e-08,4.059305780401701e-09
1985,1.7445119127046382e-08,3.0077789148208467e-09
1986,1.6784559520033326e-08,4.7955883708539204e-09
1987,1.7721369260925712e-08,3.6664902225425067e-09
1988,1.8589316752581908e-08,1.1993107618124554e-09
1989,2.1952487827547884e-08,2.1952488715726304e-09
1990,1.7980548605578406e-08,1.089730194969718e-09
1991,1.52398094144246e-08,2.344586080837985e-09
1992,1.2121876835635703e-08,3.30596661157756e-09
1993,1.661762283333701e-08,1.1078414852150331e-09
1994,2.4264663167627987e-08,1.5824779264761446e-09
1995,2.114755837112625e-08,3.795715741716776e-09
1996,2.4555223632205525e-08,1.067618438099771e-09
1997,2.2536003285722472e-08,0.0
1998,1.716526476513991e-08,9.536258449571733e-10
1999,1.5995704316651427e-08,3.656160929565999e-09
2000,1.590491294223284e-08,1.3254094488601709e-09
2001,2.190605918883648e-08,1.3143635069212678e-09
2002,2.584920721915296e-08,0.0
2003,1.5000923170305214e-08,2.9168460979889232e-09
2004,1.4535810777260849e-08,1.3214374039449694e-09
2005,2.34194974524371e-08,1.8014998381943315e-09
2006,1.317724773741702e-08,2.4707338397433887e-09
2007,2.077129401811817e-08,3.994479469415779e-10
2008,1.702975893635994e-08,1.7029758714315335e-09
2009,1.1443662017995848e-08,2.860915504498962e-09
2010,1.1337103700270745e-08,1.8895172093635892e-09
2011,1.185431308670104e-08,3.82397197240536e-10
2012,1.0893608681783462e-08,2.382976926895708e-09
2013,1.1714325509615264e-08,1.3945624655065103e-09
2014,1.5807749775831326e-08,1.7323561474213989e-09
2015,1.0639562120218216e-08,2.659890530054554e-09
2016,1.3256576281150956e-08,2.0713399884186856e-09
2017,9.30776167251679e-09,1.509366853724714e-09
2018,1.058401366549333e-08,3.872199894061623e-09
2019,1.0459049626376782e-08,1.7856913725466939e-09
