year,aurait_VERB apporté_VERB,aurait_VERB rapporté_VERB
1900,1.199133237150818e-07,5.969710770159509e-08
1901,1.0506828829193182e-07,4.806315345717849e-08
1902,8.15107128460113e-08,5.646826295446772e-08
1903,1.0422424878697711e-07,6.318257561588325e-08
1904,1.0910488867921231e-07,9.083116481178877e-08
1905,1.1456884863036976e-07,6.5541641447453e-08
1906,1.0134043293419381e-07,6.327346824264168e-08
1907,1.3474249271894223e-07,6.37712602724605e-08
1908,1.2425815043570765e-07,4.665819730576004e-08
1909,1.1937135013795341e-07,6.326131085643283e-08
1910,1.122271626741167e-07,5.985448581213859e-08
1911,1.0853563026103075e-07,7.501727594672047e-08
1912,1.1721197523684168e-07,7.866226070518678e-08
1913,9.8105310541996e-08,5.939348568517744e-08
1914,1.2522910708412383e-07,4.620753202289052e-08
1915,1.5197183245163615e-07,5.654765544704787e-08
1916,1.087758718654186e-07,3.076489463182952e-08
1917,1.2501723745117488e-07,3.838248474608008e-08
1918,1.0912057746281789e-07,5.168869421368072e-08
1919,1.4916714974333445e-07,6.537572261322566e-08
1920,1.393290602891284e-07,5.7548959375708364e-08
1921,1.2192123222121154e-07,6.209653236055601e-08
1922,1.2026035278722702e-07,7.009038682781465e-08
1923,1.1252905096625909e-07,7.855801698042342e-08
1924,1.418078738879558e-07,7.34822620529485e-08
1925,1.3857703606845462e-07,8.248633776020142e-08
1926,1.1369061070354292e-07,9.028372005559504e-08
1927,1.3936531217950687e-07,6.466550672712401e-08
1928,1.5767936645261216e-07,5.5987602110008083e-08
1929,1.2477255495468853e-07,7.464072382390441e-08
1930,1.523022490346193e-07,5.882018072611572e-08
1931,1.0378874293337503e-07,6.272946251328904e-08
1932,1.5562541477720515e-07,5.589363638591749e-08
1933,1.4108914569987974e-07,4.3588517684156614e-08
1934,1.4857158703307505e-07,5.6313425034204556e-08
1935,1.1489552775856282e-07,4.188899538348778e-08
1936,1.3822175048971985e-07,9.578524640119213e-08
1937,1.2087473066912935e-07,5.414180748175568e-08
1938,1.6984431283617596e-07,5.315737894306949e-08
1939,1.758815812991088e-07,5.6587985852729616e-08
1940,1.2171757646228798e-07,6.593035806190528e-08
1941,1.4167213180371618e-07,5.60785480274717e-08
1942,1.5777901296587515e-07,5.461581054078124e-08
1943,1.1903264152124393e-07,3.4838823381733164e-08
1944,1.5101974781828176e-07,5.7837350908584995e-08
1945,1.6992331097753777e-07,9.149717072887142e-08
1946,1.3642682006320683e-07,4.454753366189834e-08
1947,1.3709001223105588e-07,6.198852986472048e-08
1948,1.2285232742215157e-07,5.3272248834446145e-08
1949,1.4725512187396816e-07,5.890204946013e-08
1950,1.2337019938968297e-07,6.062155932795577e-08
1951,1.3113523777974478e-07,8.529121231504178e-08
1952,1.5289965915599169e-07,5.9050901057844385e-08
1953,1.508335856215126e-07,5.4946518446286063e-08
1954,1.5929234109535173e-07,6.156697907044872e-08
1955,1.482925995333062e-07,5.5375085850073447e-08
1956,1.6221324017351435e-07,6.54085638984725e-08
1957,1.8906980869815015e-07,5.1243219445495924e-08
1958,1.4724592745096743e-07,6.86596237642334e-08
1959,1.4881436527502956e-07,7.285702707804376e-08
1960,1.3841666657299356e-07,6.505583627358646e-08
1961,1.5008023979135032e-07,6.044898270829435e-08
1962,1.4523079983064235e-07,6.532214769094935e-08
1963,1.4354638722124946e-07,7.371300370095923e-08
1964,1.4053966879146174e-07,6.509846173230471e-08
1965,1.3406506127466855e-07,5.855086371298057e-08
1966,1.334916959194743e-07,7.754704967055659e-08
1967,1.311469333131754e-07,5.669885894121762e-08
1968,1.2351394218512723e-07,5.3896989982149535e-08
1969,1.3171097634767648e-07,6.313043598993318e-08
1970,1.3244327590200555e-07,5.150571880108146e-08
1971,1.5312424750391074e-07,6.422996534638514e-08
1972,1.3081874783438252e-07,5.181448159419233e-08
1973,1.4389462421604549e-07,6.174788325097325e-08
1974,1.2207490840410173e-07,5.963106275430619e-08
1975,1.1194501325917372e-07,4.512069295969923e-08
1976,1.165559453397691e-07,7.427584591823688e-08
1977,1.1812331734972759e-07,5.230335986539103e-08
1978,1.1881182615525177e-07,7.366332965830225e-08
1979,1.1938026034385985e-07,7.549045477617256e-08
1980,1.245047940301447e-07,6.253665674194053e-08
1981,1.246133223276047e-07,4.7441620409927054e-08
1982,1.4277254933858785e-07,6.455802292748558e-08
1983,1.1872793947986793e-07,6.504775740268087e-08
1984,1.0438215269914508e-07,6.78483971228161e-08
1985,8.9030258720868e-08,6.196025026383722e-08
1986,1.0969908714741905e-07,6.354154891141661e-08
1987,1.2527173964826943e-07,7.516304378896166e-08
1988,1.163331404541168e-07,7.675588875599715e-08
1989,1.2348274935902737e-07,8.45170831098585e-08
1990,1.394854649561239e-07,8.009516960783003e-08
1991,1.0785095838627967e-07,7.561290260582609e-08
1992,1.2232075619067473e-07,7.052728534517883e-08
1993,1.2850961184085463e-07,7.976458960001764e-08
1994,1.21850803225243e-07,7.279398772652712e-08
1995,1.2742759736283915e-07,7.699880200107145e-08
1996,1.4039181905900477e-07,6.886138947947984e-08
1997,1.4864173181194928e-07,9.350043939093666e-08
1998,1.3303080947935086e-07,6.198568058835008e-08
1999,1.046576088015172e-07,8.774786408594082e-08
2000,1.3474996762852243e-07,6.71540760777134e-08
2001,1.1566399393814208e-07,8.10524198868734e-08
2002,1.0733992894529365e-07,8.28050872314634e-08
2003,1.062565360143708e-07,6.500399507558541e-08
2004,1.4227475730876904e-07,8.060767697770643e-08
2005,1.1889898843264746e-07,6.98081166206066e-08
2006,1.247720575747735e-07,7.74163311234588e-08
2007,1.5458635971299373e-07,8.228627734752081e-08
2008,1.2687169714808988e-07,8.812899920940254e-08
2009,1.1920481313154596e-07,7.199970752935769e-08
2010,1.2470813715026452e-07,9.636537612323082e-08
2011,1.2427908302470314e-07,7.647943789379497e-08
2012,1.1029779045657051e-07,9.123397148869117e-08
2013,1.3778277718756726e-07,7.558529091511446e-08
2014,1.268950882149511e-07,8.921634275793622e-08
2015,1.1792181453529338e-07,7.336864626950046e-08
2016,1.178592512474097e-07,7.187549755371947e-08
2017,1.2779305791355e-07,6.641214156388742e-08
2018,1.1203565719597464e-07,7.434623938706864e-08
2019,1.0943737294155653e-07,7.091745857223941e-08
