year,veut_VERB ajouter_VERB,veut_VERB rajouter_VERB
1990,2.669838927715773e-08,1.089730194969718e-09
1991,3.165191131415668e-08,2.344586080837985e-09
1992,2.6998726809779328e-08,5.509944167592096e-10
1993,4.4313658520422905e-08,5.539207426075166e-10
1994,3.745197929561073e-08,3.6924485691258724e-09
1995,3.633041956163652e-08,1.0844901643380922e-09
1996,3.896807143632941e-08,1.067618438099771e-09
1997,3.356426248046773e-08,1.438468344439059e-09
1998,3.194646680526603e-08,1.43043876743576e-09
1999,5.0272213059088244e-08,1.3710603763428253e-09
2000,3.269343196166119e-08,0.0
2001,3.855466346180947e-08,2.190605918883648e-09
2002,3.2859162502063555e-08,4.381221607729913e-09
2003,3.7502307037584615e-08,1.2500769308587678e-09
2004,3.567880924038036e-08,0.0
2005,3.648037250059133e-08,4.503749373441224e-09
2006,3.294312023172097e-08,4.941467679486777e-09
2007,3.8746449604332156e-08,1.5977917877663117e-09
2008,3.1079309792403365e-08,2.1287198670449925e-09
2009,3.576144536054926e-08,1.430457752249481e-09
2010,2.9287516412068726e-08,3.3066551718974324e-09
2011,4.282848564685082e-08,8.030340836739924e-09
2012,3.744677812278496e-08,1.3617010852229328e-09
2013,3.430623962685786e-08,1.9523875849358774e-09
2014,3.6379478984827074e-08,4.547434873103384e-09
2015,3.3913604369217865e-08,2.659890530054554e-09
2016,4.018399835103992e-08,2.6927420293532123e-09
2017,3.2954506679061524e-08,3.5218559180094644e-09
2018,3.614053412093199e-08,3.0977600484760615e-09
2019,3.9285211528294894e-08,2.806086474294034e-09
