year,pourront_VERB envoyer_VERB,pourront_VERB renvoyer_VERB
1980,1.4781392110307934e-08,5.685150683554241e-10
1981,1.707898356073656e-08,6.325549528618524e-10
1982,1.4898005495922462e-08,1.2415004579935385e-09
1983,1.3893695083311286e-08,3.157658134966823e-09
1984,1.5077421977593986e-08,1.739702604197646e-09
1985,6.015557829641693e-09,3.0077789148208467e-09
1986,9.591176741707841e-09,2.3977941854269602e-09
1987,1.4665960890170027e-08,1.2221633705067347e-09
1988,1.2592763276586538e-08,1.798966087207532e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,7.628111475810329e-09,1.089730194969718e-09
1991,1.2309077312977479e-08,5.861465202094962e-10
1992,1.1570882918476855e-08,2.2039776670368383e-09
1993,1.0524494165053966e-08,3.877445031719162e-09
1994,1.7407257857371405e-08,1.0549853213248639e-09
1995,1.2471637056421514e-08,3.253470381991974e-09
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,9.58978851883785e-09,2.3974471297094624e-09
1998,1.0966696883940585e-08,2.3840645013706308e-09
1999,1.2339542720951613e-08,3.1991407301035224e-09
2000,1.2370488633450805e-08,1.7672125984802278e-09
2001,1.0514908055370142e-08,2.6287270138425356e-09
2002,8.324320788233308e-09,8.76244299341522e-10
2003,1.0000615446870142e-08,1.2500769308587678e-09
2004,1.189293641346012e-08,1.7619165015858584e-09
2005,1.170974872621855e-08,1.8014998381943315e-09
2006,9.059357708451898e-09,4.529678854225949e-09
2007,1.1983438241713884e-08,1.1983438685803094e-09
2008,9.79211112195344e-09,0.0
2009,8.105927484791664e-09,9.53638501499654e-10
2010,4.723792912386671e-09,2.8342759250676863e-09
2011,1.1471915861704929e-08,1.529588788962144e-09
2012,1.05531832161887e-08,1.7021263287730903e-09
2013,1.1156499724052082e-08,1.3945624655065103e-09
2014,7.362513709807672e-09,1.7323561474213989e-09
2015,7.093041265449074e-09,2.659890530054554e-09
2016,7.663958356829426e-09,2.278474076078396e-09
2017,3.773417134311785e-09,2.0124890642847504e-09
2018,5.937373259712331e-09,2.8396134332808742e-09
2019,7.1427654901867754e-09,2.2958890344426663e-09
