year,grand_ADJ enseignement_NOUN,grand_ADJ renseignement_NOUN
1860,2.3206321875246516e-07,0.0
1861,2.447585176756917e-07,3.772770984511453e-09
1862,2.611395979457143e-07,0.0
1863,2.6221760318634324e-07,3.995696662428827e-09
1864,2.488463688443687e-07,0.0
1865,3.2477225575533453e-07,0.0
1866,2.3063004950252264e-07,4.865612912574591e-10
1867,2.965067693594392e-07,0.0
1868,2.5983738094481623e-07,1.975949626142892e-09
1869,2.0217768703645334e-07,0.0
1870,2.1961406471149303e-07,0.0
1871,2.0923719068477453e-07,0.0
1872,1.8323438366607547e-07,0.0
1873,1.8257313172398426e-07,0.0
1874,1.798357396332051e-07,0.0
1875,1.716458135625487e-07,1.1443054281912168e-09
1876,2.0254148913601e-07,4.232210137899983e-09
1877,1.5214647419714566e-07,3.0924081073635534e-09
1878,1.3527559228343478e-07,0.0
1879,1.6311898320964247e-07,0.0
1880,1.7905790472561023e-07,0.0
1881,2.0220271323978523e-07,0.0
1882,1.2312462160934956e-07,0.0
1883,1.8010116475952742e-07,0.0
1884,1.7098395410641842e-07,1.3203393933736152e-09
1885,1.57273504441946e-07,0.0
1886,1.0196472594037331e-07,1.936039106809062e-09
1887,1.0511568782067826e-07,0.0
1888,1.249101080347259e-07,0.0
1889,1.7730337376065108e-07,0.0
1890,1.081473750552675e-07,6.554386478008212e-10
1891,1.1473596117639318e-07,6.374220040683554e-10
1892,1.3539986887245448e-07,6.268512375839919e-10
1893,1.0161387109519637e-07,0.0
1894,8.696124553786433e-08,6.301539290376468e-10
1895,8.305687848597643e-08,6.018614495673091e-10
1896,1.0496711277951931e-07,5.307326134129653e-09
1897,1.3284907263155787e-07,0.0
1898,1.1543044042827688e-07,2.8291773368493978e-09
1899,1.442697943332405e-07,2.7637891975018647e-09
1900,1.484641207749604e-07,3.114631885736685e-09
1901,7.991896572301371e-08,1.676621730339889e-09
1902,8.052865752006255e-08,3.928227076954727e-09
1903,8.964365605379498e-08,2.7001101354784396e-09
1904,8.76063914745373e-08,3.2247751136083025e-09
1905,9.2377587801451e-08,2.580379465655369e-09
1906,1.2140274863181588e-07,4.115347618238729e-09
1907,6.582839295887766e-08,3.0857059130084963e-09
1908,8.594931188987687e-08,2.9468334439286537e-09
1909,8.5265244642585e-08,3.850688656825696e-09
1910,8.123108752311481e-08,7.481810726517324e-09
1911,6.650467987423525e-08,6.916486494645824e-09
1912,6.928529988625698e-08,5.209421227725386e-10
1913,6.151468312509678e-08,5.30298971401777e-10
1914,9.911180964827793e-08,4.018046340092951e-09
1915,1.0484878376626483e-07,2.3561523843085297e-09
1916,9.449217230894646e-08,5.493730803607377e-09
1917,1.4256351765773445e-07,7.676496771580332e-09
1918,1.1945832056881045e-07,3.44591288836682e-09
1919,9.023691621701246e-08,1.8415696745321952e-09
1920,8.178010135750924e-08,2.2716695191604686e-09
1921,5.831015631452274e-08,3.7863738810983705e-09
1922,8.705963949751094e-08,7.377935595798135e-09
1923,8.492758762912445e-08,1.0615948120573648e-09
1924,1.0700048114209437e-07,3.867487219366694e-09
1925,8.468597201272132e-08,2.1996355847875293e-09
1926,6.018914755490101e-08,3.343841648018042e-09
1927,8.919379723693055e-08,8.919379901328739e-09
1928,8.11248898058281e-08,5.713020723163709e-09
1929,6.35003181148619e-08,0.0
1930,6.512234307365361e-08,4.201441416995522e-09
1931,7.41348209487569e-08,1.1405356659111021e-09
1932,8.87722464426588e-08,1.0959536611565568e-09
1933,4.244144902187941e-08,4.588264879146209e-09
1934,5.6313425034204556e-08,0.0
1935,9.095895769917206e-08,0.0
1936,8.366053361186232e-08,2.424942913137329e-09
1937,6.169647881471008e-08,3.777335333410292e-09
1938,9.983215087938646e-08,0.0
1939,6.882322622914216e-08,1.5294050470515685e-09
1940,4.81798743123818e-08,0.0
1941,6.198155233505531e-08,0.0
1942,5.158160010232393e-08,9.102635090130207e-09
1943,8.709705667797607e-08,5.806470415592457e-09
1944,8.996921252446555e-08,6.4263723231761105e-09
1945,1.1110370934375169e-07,0.0
1946,6.682130049284751e-08,2.7842208538686464e-09
1947,7.510148947176276e-08,2.3841741914054637e-09
1948,5.218506160531433e-08,0.0
1949,6.577395339490977e-08,0.0
1950,1.0209947021166954e-07,5.317680518146517e-09
1951,8.529121076072954e-08,1.0661401761424827e-09
1952,6.537778318715937e-08,1.0544803918932644e-09
1953,8.188109035245361e-08,2.1547654771580937e-09
1954,6.058972701339371e-08,9.772536113672459e-10
1955,9.104039833118804e-08,2.815682353940474e-09
1956,5.668742031339491e-08,1.744228317335228e-09
1957,6.802979157782829e-08,0.0
1958,5.5424031253359374e-08,2.4816730892496253e-09
1959,7.440718263751478e-08,1.5501495642666896e-09
1960,5.329041741219953e-08,0.0
1961,5.766972321907815e-08,2.08444772553662e-09
1962,6.722473955278474e-08,6.341956404476434e-10
1963,9.311116855315049e-08,1.2932106496776896e-09
1964,6.266487589945413e-08,6.083968329129164e-10
1965,7.332538132232003e-08,3.830430195250756e-09
1966,4.431259981174662e-08,2.769537488234164e-09
1967,5.27545909179139e-08,2.9582012395223956e-09
1968,6.55746683064784e-08,1.3474247273492779e-09
1969,5.404691694188557e-08,0.0
1970,5.3345209499733315e-08,2.2993624781975086e-09
1971,5.446701234479434e-08,5.138397485282553e-10
1972,5.2840511688412306e-08,5.130146862875051e-10
1973,5.954260018370405e-08,1.6539611902288698e-09
1974,4.894247496167736e-08,5.625571675160757e-10
1975,4.3407247574123176e-08,0.0
1976,5.484985621251326e-08,0.0
1977,6.346924408262566e-08,1.1753563677885381e-09
1978,4.6930672681355645e-08,1.1881182704343018e-09
1979,3.979342011461995e-08,0.0
1980,3.240536017301565e-08,0.0
1981,3.6688188487232765e-08,2.5302198114474095e-09
1982,3.972801465579323e-08,1.2415004579935385e-09
1983,3.031351769600121e-08,0.0
1984,3.537395087960249e-08,0.0
1985,4.271046094572739e-08,0.0
1986,4.016305427123612e-08,0.0
1987,4.7053291041265766e-08,0.0
1988,3.2981045450242163e-08,0.0
1989,3.1831110192115375e-08,0.0
1990,4.576866846628391e-08,0.0
1991,4.3374843272658836e-08,0.0
1992,3.305966345124034e-08,0.0
1993,4.763718541855866e-08,0.0
1994,4.0616935148563016e-08,0.0
1995,4.771756678678685e-08,0.0
1996,4.003569031851839e-08,5.338092190498855e-10
1997,4.027711497656128e-08,1.917957792585412e-09
1998,4.291316457738503e-08,9.536258449571733e-10
1999,3.0620347951648696e-08,9.140402323914998e-10
2000,4.329670910685479e-08,0.0
2001,5.3012663370211044e-08,4.3812117822561447e-10
2002,4.863155717016454e-08,4.38122149670761e-10
2003,4.125253871833934e-08,0.0
2004,3.6559768018529226e-08,2.642874807889939e-09
2005,4.0984120208698016e-08,0.0
2006,3.3354908168803377e-08,0.0
2007,3.235528467371296e-08,0.0
2008,4.0871420026178384e-08,4.257439678578834e-10
2009,2.8132336238329003e-08,0.0
2010,2.9759895714409623e-08,1.4171379625338432e-09
2011,4.81820474629302e-08,0.0
2012,4.663826372319768e-08,0.0
2013,3.9326663037186904e-08,0.0
2014,4.590743687971077e-08,2.1654451842767486e-10
2015,5.497106925211881e-08,0.0
2016,7.021842718391014e-08,2.0713400439298368e-10
2017,3.169670326208518e-08,5.031222660711876e-10
2018,3.020316019508584e-08,0.0
2019,4.9744261487738584e-08,0.0
