year,tout_DET enseignement_NOUN,tout_DET renseignement_NOUN
1884,2.7793144141696757e-07,1.2741275412508912e-07
1885,3.280828586582629e-07,1.1150949519311837e-07
1886,3.0847557042079643e-07,1.2390650461213681e-07
1887,3.0033053910472063e-07,1.240495670629116e-07
1888,2.663058236151983e-07,1.1413106637547799e-07
1889,3.6776352452250194e-07,1.0838686659297991e-07
1890,2.3923510461543174e-07,1.684477286545416e-07
1891,3.065999791829199e-07,1.5298128364094055e-07
1892,2.670386312075834e-07,1.0531100436139695e-07
1893,1.9706932707919123e-07,1.5088120708384167e-07
1894,2.1551264772767809e-07,1.4745602250343381e-07
1895,3.0093073810633086e-07,1.4203930298606338e-07
1896,2.3706056140326837e-07,1.421183970506945e-07
1897,2.35981897134252e-07,1.0429817443036171e-07
1898,2.716010207848285e-07,1.239179736600704e-07
1899,3.382877871160872e-07,1.3100360085616103e-07
1900,3.23402614910151e-07,1.6611369968444478e-07
1901,3.5432603517904226e-07,1.296587481824929e-07
1902,2.2734614546493503e-07,9.869670813955622e-08
1903,3.3859380366152436e-07,1.6146658055049556e-07
1904,3.8428570725557165e-07,1.8864934681062095e-07
1905,3.4577085372689e-07,2.3016984940227303e-07
1906,3.714101133311942e-07,1.9856552402330863e-07
1907,3.008563265183284e-07,1.6457099238920136e-07
1908,3.5558455735440475e-07,1.8761506304088016e-07
1909,3.9772110227431767e-07,2.0188609006766e-07
1910,4.414268541808042e-07,1.7154724307744118e-07
1911,3.9796398709768255e-07,1.9419366203976551e-07
1912,3.52677817616609e-07,1.8597634454664558e-07
1913,3.2083088896683876e-07,2.2696795554111304e-07
1914,2.80593553725339e-07,1.8148175051635462e-07
1915,1.719991251647457e-07,2.014510247505541e-07
1916,2.3293419104675195e-07,2.1535425798191454e-07
1917,2.8293374576549013e-07,1.7326950896290327e-07
1918,2.6188937241045096e-07,1.814847472303427e-07
1919,2.2559228574081658e-07,1.6021656357168013e-07
1920,2.7562922433332915e-07,1.400862887912524e-07
1921,2.8322075706910255e-07,1.7644501415503555e-07
1922,2.471608411269699e-07,1.438697418976176e-07
1923,2.3355085865262026e-07,1.8365590825908384e-07
1924,2.539650152399986e-07,2.1657929316631908e-07
1925,2.8815226649214765e-07,1.5287467047819803e-07
1926,2.050889484905838e-07,1.4378517931845636e-07
1927,2.5197248554320595e-07,1.8173236426832773e-07
1928,2.4108947549450477e-07,1.576793677848798e-07
1929,2.2615024519723192e-07,1.8270266544107017e-07
1930,2.2267639643303028e-07,1.890648692048913e-07
1931,2.7943123548368476e-07,2.531989098386589e-07
1932,2.0055952099085061e-07,2.5206934672894477e-07
1933,2.087660568861338e-07,1.85824724496797e-07
1934,1.7852553746422473e-07,2.2285738410232625e-07
1935,2.5612129306296083e-07,2.429561645200806e-07
1936,2.1097002722569869e-07,1.7095847759662774e-07
1937,2.3545391147905548e-07,2.3545391403256843e-07
1938,2.5930428826370644e-07,2.0485039264883653e-07
1939,2.4623420813441044e-07,2.263519407463832e-07
1940,2.155415472770983e-07,1.8764794162962062e-07
1941,2.5382921720051854e-07,2.449747178445705e-07
1942,1.881211300069907e-07,2.5183958030083886e-07
1943,1.8871028917288868e-07,2.467749899981442e-07
1944,2.7633400634385907e-07,2.7954719250544713e-07
1945,1.8517284505747966e-07,1.67744809598247e-07
1946,2.2552188383428984e-07,2.408350985305674e-07
1947,1.9311810817157493e-07,1.907339353124371e-07
1948,1.7177583089278414e-07,1.706886381125372e-07
1949,1.8259636025419468e-07,2.2088268236686304e-07
1950,2.3185088160460054e-07,2.467403881212249e-07
1951,2.1962487650739604e-07,2.8572556232120405e-07
1952,2.0140575429650198e-07,3.216165094244161e-07
1953,2.3486943945272287e-07,4.1694712749063e-07
1954,2.0815501766691114e-07,3.664701040406726e-07
1955,1.595553378308523e-07,3.181721073275412e-07
1956,1.8837666004856146e-07,3.540783453104268e-07
1957,2.703521513325313e-07,3.6665406177860405e-07
1958,2.382406112388935e-07,3.391619749493202e-07
1959,2.177960141125368e-07,3.154554484297023e-07
1960,2.221587465101038e-07,3.183583352495134e-07
1961,2.1608775746528863e-07,2.8626416082033757e-07
1962,2.4036014423245433e-07,3.247081536983387e-07
1963,2.4118378405546537e-07,3.692116319342631e-07
1964,2.129388860794279e-07,3.4556938643959256e-07
1965,2.1724012100321488e-07,4.000063764664219e-07
1966,2.3153333117420516e-07,3.8773524746460453e-07
1967,2.2433027169199704e-07,3.875243685391716e-07
1968,3.1754309404163905e-07,3.8805832325294887e-07
1969,2.6069689873509105e-07,5.032267726690076e-07
1970,2.8098209270410734e-07,6.171489026485233e-07
1971,2.7233507715607175e-07,6.844345401546548e-07
1972,2.9908755294627554e-07,1.049115087414787e-06
1973,2.1446362374888395e-07,6.439422253201599e-07
1974,2.3796168058254352e-07,7.701407644944425e-07
1975,2.6843956035804695e-07,8.510105500292298e-07
1976,2.2168484292706125e-07,9.66157384318933e-07
1977,2.1038878550427853e-07,9.543893657593117e-07
1978,2.215840577690642e-07,1.002177782538638e-06
1979,1.8492236009137741e-07,8.69018016658174e-07
1980,1.8135631130178353e-07,1.0659657512235299e-06
1981,2.4859410174826735e-07,1.1322733577401323e-06
1982,2.5388684576910237e-07,1.2272232421395302e-06
1983,2.620856101032132e-07,1.1601236007408033e-06
1984,2.3370003887634994e-07,1.1621212632206834e-06
1985,2.207709783874634e-07,1.0864097319540633e-06
1986,2.062102968380941e-07,1.0897974185297699e-06
1987,1.8760207254331362e-07,1.1091132119389613e-06
1988,2.0208386608544515e-07,1.038603168801444e-06
1989,1.8549853386673476e-07,1.026827636252392e-06
1990,2.0704873904264787e-07,1.0238014969132792e-06
1991,2.0808201739441756e-07,1.0849572316118383e-06
1992,2.044189244543304e-07,9.829740283961996e-07
1993,2.2433789759190859e-07,1.0075818348553867e-06
1994,1.9833724529405572e-07,8.065362724352099e-07
1995,1.7189168932674193e-07,9.40252945724751e-07
1996,2.007122592573296e-07,8.519595287026505e-07
1997,1.7884956804437024e-07,8.405450238058165e-07
1998,1.921556025408222e-07,7.638542811605475e-07
1999,1.9606163625951467e-07,7.156934920260483e-07
2000,2.2797041943078966e-07,7.267661947807369e-07
2001,2.387760478228529e-07,6.453525225325052e-07
2002,2.010980644229221e-07,7.268446537977979e-07
2003,2.062626851540017e-07,6.371225338419606e-07
2004,2.0085847918238642e-07,5.453131604049588e-07
2005,1.9861534994447538e-07,5.156793215777e-07
2006,1.8036357296580263e-07,4.871463625821804e-07
2007,1.981261883443608e-07,4.5257452607749826e-07
2008,2.0009965950862352e-07,4.908827948568728e-07
2009,1.935886224657679e-07,3.7096537863767765e-07
2010,1.6391561175055358e-07,2.9004088164530373e-07
2011,1.7513791306100757e-07,3.9501629944815875e-07
2012,1.1574459435337303e-07,3.366805910731685e-07
2013,1.2857866327209422e-07,2.487899584124875e-07
2014,1.229972861338524e-07,2.1979268433058863e-07
2015,1.4939717818407416e-07,2.9524785249979146e-07
2016,1.6342872832808553e-07,2.241189911988961e-07
2017,1.3584301328251058e-07,2.1231760083395557e-07
2018,1.169404431067278e-07,1.9309370857811814e-07
2019,1.02039510174734e-07,2.4132343801053224e-07
