year,peut_VERB appeler_VERB,peut_VERB rappeler_VERB
1915,2.696616320463363e-06,4.052582198710297e-07
1916,2.958923460028018e-06,4.0983232452163065e-07
1917,2.9115856250427896e-06,4.002745015441178e-07
1918,2.9692282623727806e-06,3.8134768942654773e-07
1919,2.907838506871485e-06,4.088284697445488e-07
1920,2.9327252377697732e-06,3.998138424776698e-07
1921,2.9707887279073475e-06,4.03627439027332e-07
1922,2.8582121558429208e-06,3.703723621129029e-07
1923,3.189030849171104e-06,4.16145155668346e-07
1924,2.9251095838844776e-06,3.519413382946368e-07
1925,2.7605426566879032e-06,3.2774570968285843e-07
1926,3.0785633953200886e-06,3.332695257540763e-07
1927,2.872040340662352e-06,3.7684381481994933e-07
1928,2.87936245513265e-06,3.496368492506008e-07
1929,2.8240929168532602e-06,3.587210812838748e-07
1930,2.970419018311077e-06,3.83381518531678e-07
1931,2.8946794827788835e-06,3.912037414011138e-07
1932,2.7234448225499364e-06,3.5837683753925376e-07
1933,2.6806937967194244e-06,4.3703224150704045e-07
1934,2.873182893381454e-06,4.181571569006337e-07
1935,2.9705281576752895e-06,4.224804399655113e-07
1936,2.8359706902847392e-06,4.3406478766883083e-07
1937,2.7637504445010563e-06,4.93571803872328e-07
1938,2.944400193882757e-06,3.643225170435471e-07
1939,2.7269290967524284e-06,4.0988055616253405e-07
1940,2.771610752461129e-06,3.2965178320409905e-07
1941,2.877715132854064e-06,3.453258159424877e-07
1942,2.8491249395301566e-06,4.338922963142977e-07
1943,2.676782969501801e-06,3.4258175674040103e-07
1944,3.2806631224957528e-06,3.7915597772553156e-07
1945,2.8756253414030652e-06,2.897410240620957e-07
1946,2.9582347451651003e-06,3.9396724105245085e-07
1947,3.285392040197621e-06,3.266318628902809e-07
1948,2.703838617890142e-06,3.5442354828774114e-07
1949,2.8626395760511514e-06,4.4569216584022797e-07
1950,2.8577217108249897e-06,4.6263821218417434e-07
1951,2.9851923954993254e-06,3.9233958659679047e-07
1952,2.9156383334338898e-06,3.564143753465032e-07
1953,2.9089333111187443e-06,3.382981788035977e-07
1954,2.925897206296213e-06,4.5246841295920603e-07
1955,2.8053582354914397e-06,3.5008318377549585e-07
1956,2.731461563598714e-06,3.915792490261083e-07
1957,2.8413480777089717e-06,3.993436905602721e-07
1958,2.710814214879065e-06,5.046068736191955e-07
1959,2.88482829091663e-06,3.96063200014396e-07
1960,2.6825150598597247e-06,4.5885124677624844e-07
1961,2.9175321287766565e-06,4.453769975043542e-07
1962,2.7650930860545486e-06,4.813545046999934e-07
1963,2.7422531729826005e-06,5.011191319681529e-07
1964,2.5473575533396797e-06,4.295281712529686e-07
1965,2.851481895049801e-06,4.2408336753396725e-07
1966,2.7523662993189646e-06,4.968550229023094e-07
1967,2.738308467087336e-06,4.5704211970587494e-07
1968,2.8691165425698273e-06,4.895643428426411e-07
1969,2.632402811286738e-06,5.177603839001677e-07
1970,2.8043025395163568e-06,4.782673954650818e-07
1971,2.7074215722677764e-06,5.503223974301363e-07
1972,2.768740159808658e-06,5.422565436674631e-07
1973,2.762666326816543e-06,5.921181127632735e-07
1974,2.522506292734761e-06,6.002484838063538e-07
1975,2.4639325602038298e-06,5.614385258922994e-07
1976,2.6150812573177973e-06,6.461999078055669e-07
1977,2.661594407982193e-06,6.164744377201714e-07
1978,2.609701823530486e-06,5.863363412572653e-07
1979,2.8165547973912908e-06,7.03407181390503e-07
1980,2.6310876819479745e-06,6.196814297254605e-07
1981,2.827520575010567e-06,6.458386110352876e-07
1982,3.1018889785627834e-06,6.691687417514913e-07
1983,2.761056066447054e-06,6.536351975228172e-07
1984,2.798021569105913e-06,6.3325171595352e-07
1985,2.756930143732461e-06,6.911876084814139e-07
1986,2.666347199919983e-06,6.893658337503439e-07
1987,2.617262907733675e-06,6.581349794032576e-07
1988,2.6510763291298645e-06,6.794095384066168e-07
1989,2.613443712107255e-06,6.053398919902975e-07
1990,2.745030315054464e-06,6.162424028843816e-07
1991,2.7115138436784036e-06,6.676208954559115e-07
1992,2.858559128071647e-06,6.898450237713405e-07
1993,2.647741212058463e-06,6.813224899815395e-07
1994,2.516667564123054e-06,7.020927341727656e-07
1995,2.6570010049908888e-06,7.108832846824953e-07
1996,2.7032099296775414e-06,7.921728979454201e-07
1997,2.6592483663989697e-06,7.681421152483381e-07
1998,2.712588639042224e-06,7.590861628159473e-07
1999,2.8431220471247798e-06,7.81047390319145e-07
2000,2.7493410925671924e-06,7.563670010313217e-07
2001,2.7492103527038125e-06,7.618927497787809e-07
2002,2.6182178771705367e-06,8.565287998862914e-07
2003,2.6005766358139226e-06,7.65047047934786e-07
2004,2.597064849396702e-06,8.122435133373074e-07
2005,2.591907787063974e-06,8.201328114409989e-07
2006,2.609094963190728e-06,8.206954476008832e-07
2007,2.482569016137859e-06,7.545571634182124e-07
2008,2.3581958430440864e-06,7.012002924966509e-07
2009,2.46420199800923e-06,6.155736400614842e-07
2010,2.3274128579942044e-06,5.654380288433458e-07
2011,2.0538552689686185e-06,4.6996615310490597e-07
2012,1.9492752016958548e-06,3.918294737559336e-07
2013,2.067299419650226e-06,3.648175663784059e-07
2014,1.894331489893375e-06,3.0446159371422254e-07
2015,2.0394709281390533e-06,3.1253713927981153e-07
2016,2.123952071997337e-06,3.1380801601699204e-07
2017,1.868847675723373e-06,3.297966486570658e-07
2018,1.8873103044825257e-06,2.8628465997826424e-07
2019,1.7884975704873796e-06,3.04843041476488e-07
