year,pouvant_VERB assurer_VERB,pouvant_VERB rassurer_VERB
1872,4.2936108002322726e-08,0.0
1873,4.309923085088485e-08,4.788803575905831e-09
1874,4.122480135038131e-08,0.0
1875,3.089624556196213e-08,0.0
1876,4.0508300713781864e-08,0.0
1877,4.08197848855707e-08,0.0
1878,3.4422804162659304e-08,0.0
1879,2.3215436684154156e-08,0.0
1880,5.134277003548959e-08,0.0
1881,2.5798277292210514e-08,0.0
1882,2.6621540527571597e-08,0.0
1883,4.613117354779206e-08,3.791603475633565e-09
1884,3.1688145440966764e-08,0.0
1885,3.480643329112354e-08,0.0
1886,2.968593371122097e-08,0.0
1887,3.656197833379338e-08,0.0
1888,4.311618084784641e-08,6.340614699951175e-10
1889,3.195219733242993e-08,6.265136742733546e-10
1890,4.3258950199742685e-08,0.0
1891,3.4420789774003424e-08,0.0
1892,4.2625885043889866e-08,6.268512375839919e-10
1893,4.618812354806323e-08,0.0
1894,5.230277722034771e-08,0.0
1895,4.032471778714353e-08,0.0
1896,5.130415203780103e-08,2.358811590497112e-09
1897,6.176316702521945e-08,1.7480140668268973e-09
1898,5.6017714911149596e-08,0.0
1899,5.8039574923896e-08,0.0
1900,6.69645885409409e-08,5.191053142894475e-10
1901,7.377135347041985e-08,0.0
1902,8.34748234979088e-08,0.0
1903,6.966283905285309e-08,0.0
1904,5.912087885917572e-08,0.0
1905,6.192910717572886e-08,0.0
1906,6.327346824264168e-08,0.0
1907,6.737124635947112e-08,5.142843373384665e-10
1908,4.9605031193777904e-08,0.0
1909,8.966603104454407e-08,0.0
1910,6.680188135987919e-08,3.206490406526541e-09
1911,1.1651619047370332e-07,0.0
1912,5.886645837449578e-08,1.0418842455450772e-09
1913,8.007514651353631e-08,0.0
1914,6.629776549971211e-08,4.018046340092951e-09
1915,8.010918151057922e-08,0.0
1916,7.471474106068854e-08,5.493730803607377e-09
1917,9.540789136508465e-08,0.0
1918,7.466144325007917e-08,1.1486376294556067e-09
1919,1.0681104356535798e-07,0.0
1920,8.32945517004191e-08,0.0
1921,5.300923078266351e-08,0.0
1922,1.0550447626656023e-07,0.0
1923,6.581888101209188e-08,1.0615948120573648e-09
1924,4.769901096324247e-08,0.0
1925,8.578578558626759e-08,0.0
1926,6.799144358637932e-08,0.0
1927,5.351628118432927e-08,2.2298449753321847e-09
1928,7.541186874959749e-08,0.0
1929,6.795647777835256e-08,1.1140406375176326e-09
1930,8.087774716614149e-08,0.0
1931,9.466445760608622e-08,0.0
1932,8.110057336807586e-08,0.0
1933,1.0094182556485976e-07,1.1470662197865522e-09
1934,5.751158482780738e-08,3.5944740517379614e-09
1935,9.335261808018913e-08,0.0
1936,9.457277627689109e-08,9.699771652549316e-09
1937,1.0828361496351135e-07,0.0
1938,9.723910920911294e-08,0.0
1939,8.564668263488784e-08,1.5294050470515685e-09
1940,9.128818589942966e-08,0.0
1941,8.264207451702532e-08,0.0
1942,4.5513175450651033e-08,0.0
1943,5.516146828199453e-08,0.0
1944,1.317406344014671e-07,0.0
1945,9.585417615198821e-08,0.0
1946,8.213451252458981e-08,0.0
1947,5.245183132274178e-08,0.0
1948,9.0236667915633e-08,0.0
1949,1.1289559864735565e-07,0.0
1950,7.87016745107394e-08,2.1270722960764488e-09
1951,8.529121231504178e-08,0.0
1952,9.806667833345273e-08,0.0
1953,8.726799904934524e-08,8.619061908632375e-09
1954,5.863521579385633e-08,0.0
1955,9.854888105564896e-08,0.0
1956,9.069987072507502e-08,0.0
1957,1.1573899172390156e-07,1.7670075402875796e-09
1958,1.249108692036316e-07,0.0
1959,1.5811525599929155e-07,7.750747821333448e-10
1960,1.363404180665384e-07,0.0
1961,1.0491720559002715e-07,0.0
1962,1.1478940820097705e-07,1.2683912808952869e-09
1963,1.3708033463899483e-07,0.0
1964,1.4297324923973065e-07,6.083968329129164e-10
1965,1.1546011791097044e-07,1.0944086747954884e-09
1966,1.19644013807374e-07,0.0
1967,1.1980715441950451e-07,2.465167847631733e-09
1968,1.1363282226284355e-07,1.7965663401398047e-09
1969,9.946449353037679e-08,0.0
1970,1.338228940994668e-07,1.8394900047624674e-09
1971,1.2537689997316193e-07,0.0
1972,1.3081874783438252e-07,2.565073486948677e-09
1973,1.4224065125745256e-07,0.0
1974,1.3895161998789263e-07,1.6876715580593782e-09
1975,1.5592340218972822e-07,0.0
1976,1.31411113102331e-07,0.0
1977,1.3222759775999293e-07,0.0
1978,1.229702348837236e-07,5.940591352171509e-10
1979,1.5215130133583443e-07,2.3407893401383717e-09
1980,1.2507331348388107e-07,5.685150683554241e-10
1981,1.385295291811417e-07,0.0
1982,1.198047954176218e-07,0.0
1983,1.1178109105003387e-07,6.315316047889041e-10
1984,9.974294812309381e-08,0.0
1985,9.324114813580309e-08,0.0
1986,1.1389522569515975e-07,1.7983456945813714e-09
1987,1.1427227519789085e-07,1.2221633705067347e-09
1988,9.174727466643162e-08,2.99827696004229e-09
1989,1.1525056464734007e-07,5.488122178931576e-10
1990,1.0897301905288259e-07,1.6345953479657283e-09
1991,9.730032246579867e-08,2.344586080837985e-09
1992,9.532203648632276e-08,2.2039776670368383e-09
1993,9.85978942935617e-08,5.539207426075166e-10
1994,1.0075110168372703e-07,1.0549853213248639e-09
1995,1.0356880864037521e-07,1.626735190995987e-09
1996,9.608565676444414e-08,5.338092190498855e-10
1997,1.006927874414032e-07,0.0
1998,9.72698330770072e-08,1.9072516899143466e-09
1999,1.037435666262354e-07,2.285100553223174e-09
2000,1.0426554553077949e-07,2.6508188977203417e-09
2001,9.419605362381844e-08,8.762423564512289e-10
2002,1.1391176002462089e-07,1.752488598683044e-09
2003,1.237576157109288e-07,1.2500769308587678e-09
2004,9.646493026593816e-08,4.404791198453495e-09
2005,9.773136611102018e-08,4.5037495954858286e-10
2006,8.812284590931085e-08,2.8825228870488218e-09
2007,7.709345339890206e-08,2.7961355453243186e-09
2008,7.407945190607279e-08,3.405951742863067e-09
2009,9.059565542202108e-08,9.53638501499654e-10
2010,8.927968764282923e-08,9.447586046817946e-10
2011,8.030340836739924e-08,1.1471915639660324e-09
2012,5.821271997774602e-08,1.3617010852229328e-09
2013,5.773488709337471e-08,1.1156500168141292e-09
2014,5.0238327276019845e-08,1.0827225782605865e-09
2015,4.809968601193759e-08,6.649726325136385e-10
2016,5.468337604952467e-08,8.285360175719347e-10
2017,5.0312227273252574e-08,7.54683426862357e-10
2018,4.775713335902765e-08,1.0325866828253538e-09
2019,4.61728788536675e-08,2.55098775436835e-10
