year,devait_VERB accompagner_VERB,devait_VERB raccompagner_VERB
1954,6.645324646115114e-08,0.0
1955,5.9129330765017585e-08,0.0
1956,7.151336234301198e-08,1.744228317335228e-09
1957,6.361226922990681e-08,0.0
1958,6.286904863372911e-08,0.0
1959,8.680837737529146e-08,0.0
1960,5.259833457671448e-08,0.0
1961,7.712456806530099e-08,0.0
1962,9.132417488899591e-08,0.0
1963,6.660035012373555e-08,6.466053248388448e-10
1964,6.570685684437194e-08,0.0
1965,8.37222629002099e-08,0.0
1966,7.090015685662365e-08,0.0
1967,7.29689659806354e-08,0.0
1968,7.231179210975824e-08,8.982831700699023e-10
1969,6.040537670060075e-08,0.0
1970,7.633883569724276e-08,1.3796175313274261e-09
1971,6.011924824633752e-08,1.0276794970565106e-09
1972,7.541316193737657e-08,5.130146862875051e-10
1973,7.056900841462266e-08,0.0
1974,6.806941854620163e-08,0.0
1975,7.710498550750344e-08,5.711480177694739e-10
1976,7.141908753283133e-08,0.0
1977,7.169673921225694e-08,5.876781838942691e-10
1978,5.940591307762588e-08,5.940591352171509e-10
1979,6.378650851956991e-08,0.0
1980,6.65162644963857e-08,0.0
1981,7.527403766971474e-08,0.0
1982,7.138627466929393e-08,1.2415004579935385e-09
1983,6.315315914662278e-08,0.0
1984,6.494889248642721e-08,3.479405208395292e-09
1985,7.519447819959169e-08,2.4062232206745193e-09
1986,7.253327538592202e-08,0.0
1987,7.210763897091965e-08,1.2221633705067347e-09
1988,7.555657788316239e-08,2.398621523624911e-09
1989,7.573608939992482e-08,1.0976244357863152e-09
1990,5.557624049856713e-08,1.6345953479657283e-09
1991,8.616353852630709e-08,1.7584396161396398e-09
1992,7.438424631800444e-08,5.509944167592096e-10
1993,8.641163873335245e-08,3.323524566667402e-09
1994,5.644171352514604e-08,1.0549853213248639e-09
1995,8.133676487886987e-08,5.422450821690461e-10
1996,7.793614287265882e-08,1.067618438099771e-09
1997,7.384137745702901e-08,1.438468344439059e-09
1998,8.058138689648331e-08,0.0
1999,7.358023879078246e-08,4.570201161957499e-10
2000,7.819915737172778e-08,4.4180314962005696e-10
2001,7.185187200775545e-08,1.7524847129024579e-09
2002,6.221334558631497e-08,1.3143663935011318e-09
2003,7.75047652723515e-08,4.1669229178253886e-10
2004,7.532192825010497e-08,8.809582507929292e-10
2005,7.386149292187838e-08,4.5037495954858286e-10
2006,9.512325505056651e-08,8.235779835885637e-10
2007,7.749289920866431e-08,1.5977917877663117e-09
2008,8.25943331506096e-08,4.257439678578834e-10
2009,1.0776115288990695e-07,1.430457752249481e-09
2010,9.116920551832663e-08,4.2514138876015295e-09
2011,6.386033390981538e-08,1.911985902935953e-09
2012,9.191482064352385e-08,4.425528388196653e-09
2013,9.204112672023257e-08,1.9523875849358774e-09
2014,8.120419181523175e-08,5.846701789380404e-09
2015,9.021461977454237e-08,4.876465897751814e-09
2016,9.921718913119548e-08,2.6927420293532123e-09
2017,7.094023857234788e-08,4.024978128569501e-09
2018,9.422353741683764e-08,4.3884935685412074e-09
2019,7.652963063264906e-08,4.591778068885333e-09
