year,auront_VERB empli_VERB,auront_VERB rempli_VERB
2004,0.0,1.9381081628466745e-08
2005,0.0,1.7564623533417034e-08
2006,0.0,1.6471560115860484e-08
2007,0.0,1.2382886716011399e-08
2008,0.0,1.2772319202269955e-08
2009,0.0,7.1522885392028e-09
2010,0.0,8.030448306328708e-09
2011,0.0,1.0324724186716594e-08
2012,0.0,6.808505315092361e-09
2013,1.3945624655065103e-09,8.08846234434668e-09
2014,2.1654451842767486e-10,7.57905826986871e-09
2015,0.0,1.1304534197620342e-08
2016,2.0713400439298368e-10,1.0563834251797743e-08
2017,2.515611330355938e-10,6.792150397672003e-09
2018,0.0,1.0325866384164328e-08
2019,0.0,8.418259866971312e-09
