year,voulait_VERB acheter_VERB,voulait_VERB racheter_VERB
1862,7.545037306044833e-08,2.0330938710344526e-08
1863,9.539725454033032e-08,2.1976331865403154e-08
1864,9.829192038068868e-08,1.342523781033833e-08
1865,6.919061235066692e-08,2.4004906507002488e-08
1866,8.855415245534459e-08,2.3841502994059738e-08
1867,8.73506067478047e-08,2.3778776281346836e-08
1868,5.977247496957716e-08,2.0747471296544973e-08
1869,7.08110263758499e-08,7.325278605918584e-09
1870,5.2753250656678574e-08,6.880858549607183e-09
1871,4.354682658913589e-08,1.0621177271019633e-09
1872,6.168286148522384e-08,1.3304146229131675e-08
1873,5.7465641134513135e-08,7.781805422268917e-09
1874,5.795370938699307e-08,9.559374625212058e-09
1875,5.549881265665135e-08,8.010138330405425e-09
1876,6.408775732325012e-08,1.3301232115736639e-08
1877,4.2056747417973384e-08,2.288381928394756e-08
1878,6.6429976186555e-08,1.3285995414946683e-08
1879,6.720257772485638e-08,1.7717043832021773e-08
1880,5.840239936105718e-08,1.6686399817444908e-08
1881,8.645909588267386e-08,1.3945014920579979e-08
1882,6.256062334841772e-08,1.3310770263785798e-08
1883,6.382532546922448e-08,1.4534479397809719e-08
1884,5.743476449993068e-08,7.2618666635548834e-09
1885,4.7697703564608673e-08,1.2246707647989297e-08
1886,5.6145136539953455e-08,7.098810428374236e-09
1887,6.920659956222153e-08,1.1099172247952538e-08
1888,6.150396103521416e-08,1.9021843655764314e-08
1889,6.077182490571431e-08,1.1903759755682586e-08
1890,5.571228456346944e-08,1.5075089621063853e-08
1891,2.932141285327816e-08,1.0836173736095134e-08
1892,8.525177008777973e-08,7.522214851007902e-09
1893,5.234653954744317e-08,1.1085149687062312e-08
1894,5.8604314290278126e-08,4.411077725308132e-09
1895,3.91209944439197e-08,1.023164486468886e-08
1896,4.599682768002822e-08,1.533227589334274e-08
1897,6.001514663012131e-08,1.631479840114025e-08
1898,3.7910979244770715e-08,1.3580051749784161e-08
1899,3.427098604902312e-08,6.080336234504102e-09
1900,5.4506056557102056e-08,1.0901211489056095e-08
1901,4.63865319488832e-08,6.706486921359556e-09
1902,4.6647695484125506e-08,5.4013122863239005e-09
1903,5.130209146386733e-08,7.020286574288548e-09
1904,4.998401337275027e-08,6.449550227216605e-09
1905,4.954328858275403e-08,1.3934049469810361e-08
1906,4.9384169642507914e-08,1.9547901075611662e-08
1907,4.319988278211895e-08,1.2857108266928208e-08
1908,3.97822503828138e-08,1.817213934884876e-08
1909,4.400786934866119e-08,1.6502950117569526e-08
1910,3.313373397872965e-08,1.6566866989364826e-08
1911,5.2671705219609066e-08,9.576673676292558e-09
1912,8.126696826593616e-08,8.856016364688912e-09
1913,5.2499597558153255e-08,8.484783542428431e-09
1914,5.960101745472457e-08,1.0714789944188396e-08
1915,4.947920118070215e-08,1.6493066468115103e-08
1916,4.504859418830165e-08,4.394984820521586e-09
1917,3.180263163926611e-08,1.315970976634162e-08
1918,7.236417332023848e-08,4.594550517822427e-09
1919,3.9593746947730324e-08,8.287063479883727e-09
1920,6.436396660092214e-08,1.3630017114962811e-08
1921,4.316466117870732e-08,1.5145495524393482e-08
1922,7.451714623130101e-08,1.475587119159627e-08
1923,4.2463792482294593e-08,3.1847844361720945e-09
1924,6.574728672603669e-08,1.289162443462999e-09
1925,8.35861513337477e-08,8.798542339150117e-09
1926,6.13037585139864e-08,6.687683296036084e-09
1927,6.243566019747959e-08,1.2264147031260109e-08
1928,8.112489524592092e-08,1.2568645679778001e-08
1929,4.0105462062456354e-08,5.570202965543558e-09
1930,5.146765857944047e-08,3.1510811737689437e-09
1931,5.018356930008849e-08,1.3686427990933225e-08
1932,5.589363638591749e-08,2.1919073223131136e-09
1933,5.735331143341682e-08,8.02946331646126e-09
1934,7.907843269094883e-08,0.0
1935,4.787313656606784e-08,7.180970484910176e-09
1936,2.5461901032031165e-08,7.274828739411987e-09
1937,4.5328025777280345e-08,5.0364472592434595e-09
1938,5.4453899167583586e-08,5.186085783037697e-09
1939,4.5882153187903896e-08,0.0
1940,4.564409294971483e-08,7.607348528892999e-09
1941,7.37875680556499e-08,2.9515025978810172e-09
1942,3.944475324146879e-08,3.034211770724937e-09
1943,8.419382169222445e-08,0.0
1944,6.7476911169706e-08,2.8918675454292497e-08
1945,4.574858536443571e-08,2.178504043826024e-09
1946,6.40370814153357e-08,9.744772988540262e-09
1947,7.271731305991125e-08,9.536696765621855e-09
1948,3.696441908118686e-08,4.348755133776194e-09
1949,4.319483792869505e-08,5.890204768377316e-09
1950,5.317680873417885e-08,1.0635361480382244e-09
1951,4.904244832459881e-08,4.264560704569931e-09
1952,4.428817490520487e-08,1.2653764258629963e-08
1953,4.8482224457302436e-08,5.386913581872932e-09
1954,4.49536656788041e-08,3.9090144454689835e-09
1955,4.974372203037092e-08,5.631364707880948e-09
1956,6.889701609225085e-08,3.488456634670456e-09
1957,4.1524678806581505e-08,6.184526224473075e-09
1958,3.9706769427994004e-08,4.9633461784992505e-09
1959,6.433120347537624e-08,4.650448914844674e-09
1960,5.9519166484278685e-08,8.305000243069571e-09
1961,6.670232721717184e-08,6.25334317660986e-09
1962,5.2638238656754766e-08,8.244543714397423e-09
1963,5.043521511538529e-08,7.759263453976928e-09
1964,4.9280142633278956e-08,8.517555549758526e-09
1965,4.596516589572275e-08,7.660860390501512e-09
1966,5.317511764246774e-08,8.862519607077957e-09
1967,5.127548874384047e-08,8.874604162656397e-09
1968,6.243067929290191e-08,7.186265360559219e-09
1969,5.677197378872734e-08,3.1792304344691047e-09
1970,4.092865424354386e-08,7.3579600190498695e-09
1971,4.162102129612322e-08,2.569198631618974e-09
1972,4.6171322765076184e-08,1.0773308467548759e-08
1973,4.0246387555953334e-08,1.102640756478479e-09
1974,4.2754344065087935e-08,3.3753431161187564e-09
1975,6.111283568088766e-08,1.1422960355389478e-09
1976,5.0850388788603595e-08,5.713526984862938e-09
1977,4.348818549715361e-08,5.289103821581875e-09
1978,5.287126469966097e-08,7.72276909088987e-09
1979,4.096381189810927e-08,8.777959692451986e-09
1980,4.0933084477501325e-08,7.390696055153967e-09
1981,5.186950602364959e-08,5.060439622894819e-09
1982,4.903926864585628e-08,6.828252629986764e-09
1983,5.3680185629900734e-08,6.315316269933646e-09
1984,5.103127520555972e-08,6.378909400694965e-09
1985,5.0530687190075696e-08,4.812446441349039e-09
1986,6.593933932208529e-08,7.1933827783254856e-09
1987,5.8052759044358027e-08,4.888653482026939e-09
1988,6.11648474091453e-08,4.797243047249822e-09
1989,5.488122312158339e-08,1.5915555096057687e-08
1990,4.90378582185258e-08,5.993515905799995e-09
1991,5.6856212182765375e-08,4.10302547493302e-09
1992,5.344645970239981e-08,4.4079553340736766e-09
1993,5.539207492688547e-08,5.539207315052863e-09
1994,6.277162611922904e-08,6.329911705904578e-09
1995,5.747797970911961e-08,5.964695848348356e-09
1996,4.964425670550554e-08,3.736664311304594e-09
1997,3.6920688728514506e-08,4.794894259418925e-09
1998,3.909865853302108e-08,1.144351013948608e-08
1999,5.255731494457905e-08,3.1991407301035224e-09
2000,4.373851325567557e-08,7.068850393920911e-09
2001,4.337399772680328e-08,4.8193329327261836e-09
2002,6.615644565499679e-08,1.1391176002462089e-08
2003,4.50027677345588e-08,7.500461585152607e-09
2004,6.386947148939726e-08,7.488145215006625e-09
2005,4.638862094452634e-08,9.457874483587148e-09
2006,6.876876312844615e-08,8.235780057930242e-09
2007,6.91044945710928e-08,9.18730247434496e-09
2008,7.833688897562752e-08,7.663391698997657e-09
2009,7.343016505956257e-08,8.582746957586096e-09
2010,7.558068659818673e-08,1.2281861749841028e-08
2011,1.2045511255109886e-07,8.412738061736036e-09
2012,1.2425522299963632e-07,1.3617010630184723e-08
2013,1.238371538647698e-07,1.7013663367038134e-08
2014,1.3490723915765557e-07,1.8189739492413537e-08
2015,1.3764933726179152e-07,1.7067630864175953e-08
2016,1.2883735678315134e-07,1.5120782848043746e-08
2017,1.242711960003362e-07,1.735771881783421e-08
2018,1.2132893800753664e-07,1.8328414341794996e-08
2019,1.2627388912278548e-07,1.607122257496485e-08
