year,pourront_VERB assembler_VERB,pourront_VERB rassembler_VERB
1935,0.0,2.393656828303392e-09
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,0.0,1.0072894518486919e-08
1938,0.0,1.2965214457594243e-09
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,9.102635090130207e-09,6.068423541449874e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,1.3921104269343232e-09
1947,0.0,2.3841741914054637e-09
1948,0.0,0.0
1949,1.9634016634739737e-09,0.0
1950,2.1270722960764488e-09,2.1270722960764488e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,1.0773827385790469e-09
1954,9.772536113672459e-10,9.772536113672459e-10
1955,0.0,3.754243138587299e-09
1956,0.0,3.488456634670456e-09
1957,2.6505113659425206e-09,0.0
1958,6.617794756635931e-09,8.272243445794913e-10
1959,0.0,1.5501495642666896e-09
1960,0.0,6.920833350854139e-10
1961,0.0,6.948159270159238e-10
1962,1.2683912808952869e-09,1.9025869768540815e-09
1963,1.939815863494232e-09,6.466053248388448e-10
1964,1.2167936658258327e-09,3.041984220075733e-09
1965,5.472043373977442e-10,2.188817349590977e-09
1966,1.1078149508847446e-09,0.0
1967,5.916402479044791e-09,2.465167847631733e-09
1968,3.1439910674890825e-09,2.245707841908029e-09
1969,1.3625273131978588e-09,5.450109252791435e-09
1970,1.8394900047624674e-09,7.3579600190498695e-09
1971,2.569198631618974e-09,3.083038491169532e-09
1972,1.0260293725750103e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,3.859242703185828e-09
1974,3.3753431161187564e-09,3.3753431161187564e-09
1975,1.7134440533084216e-09,3.998036124386317e-09
1976,1.7140580066410394e-09,2.856763492431469e-09
1977,6.464460078348111e-09,4.11374712072643e-09
1978,4.752473081737207e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,5.851973350345929e-10
1980,5.685150683554241e-10,5.685150683554241e-10
1981,3.1627747087981106e-09,3.1627747087981106e-09
1982,4.966001831974154e-09,5.586751949948621e-09
1983,1.2630632095778083e-09,3.157658134966823e-09
1984,0.0,2.3196033982486597e-09
1985,0.0,4.812446441349039e-09
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,0.0,5.49973533381376e-09
1988,0.0,2.398621523624911e-09
1989,5.488122178931576e-10,2.7440609784434855e-09
1990,0.0,2.179460389939436e-09
1991,0.0,2.344586080837985e-09
1992,2.7549720282848966e-09,1.1019888335184191e-09
1993,0.0,2.2156829704300662e-09
1994,5.274926606624319e-10,4.747434001473039e-09
1995,5.422450821690461e-10,2.7112254663563817e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,0.0,4.79489448146353e-10
1998,2.86087753487152e-09,0.0
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,8.836062992401139e-10,1.3254094488601709e-09
2001,0.0,3.066848330846028e-09
2002,0.0,8.76244299341522e-10
2003,0.0,8.333845835650777e-10
2004,0.0,2.642874807889939e-09
2005,1.3511248786457486e-09,4.5037495954858286e-10
2006,1.6471559671771274e-09,1.2353669198716943e-09
2007,0.0,1.997239706952314e-09
2008,1.7029758714315335e-09,8.514879357157668e-10
2009,1.430457752249481e-09,2.384096253749135e-09
2010,1.4171379625338432e-09,6.140930874920514e-09
2011,7.64794394481072e-10,7.64794394481072e-10
2012,1.3617010852229328e-09,1.7021263287730903e-09
2013,5.578250084070646e-10,1.3945624655065103e-09
2014,6.496335691608124e-10,1.0827225782605865e-09
2015,2.2165753954528356e-10,1.7732603163622684e-09
2016,1.0356699942093428e-09,4.1426800878596737e-10
2017,2.515611330355938e-10,3.2702947017071438e-09
2018,2.5814667070633845e-10,1.8070267504555204e-09
2019,7.65296326310505e-10,2.2958890344426663e-09
