year,tout_DET est_NOUN,tout_DET reste_NOUN
1892,1.191017324764232e-07,8.587862088127451e-08
1893,1.1947327882566583e-07,9.730298011767502e-08
1894,1.172086308010023e-07,7.939939816736796e-08
1895,1.4264115932860477e-07,7.583454397774858e-08
1896,1.4919483309894233e-07,7.371286536717037e-08
1897,1.3110105401281658e-07,8.740070089885421e-08
1898,1.2165463170177304e-07,8.374365445540377e-08
1899,1.2934533266673043e-07,6.577818112418754e-08
1900,1.2718080344420457e-07,7.682758784710586e-08
1901,9.947955481592885e-08,7.04181108979185e-08
1902,1.0115184967407487e-07,5.155798099565345e-08
1903,9.558389790775834e-08,6.96628443819236e-08
1904,1.1877921668457248e-07,6.127072715855775e-08
1905,1.083759421094399e-07,8.205606683020505e-08
1906,1.2088833789558606e-07,7.561951465007155e-08
1907,9.205689399660599e-08,7.971407356421878e-08
1908,1.1492650808797578e-07,7.563539350385895e-08
1909,1.0396858840522327e-07,7.59135740935335e-08
1910,1.2131222038025413e-07,6.252656170602222e-08
1911,9.94909949980638e-08,8.299783527121463e-08
1912,1.323192965752007e-07,7.866226314767744e-08
1913,1.3416564148549526e-07,6.628737381220162e-08
1914,1.4866771175237048e-07,7.902157639350094e-08
1915,8.246533278466472e-08,7.775302712786925e-08
1916,9.449217319712488e-08,7.910972321667487e-08
1917,1.688829419643767e-07,8.444147070463259e-08
1918,9.648556442698464e-08,6.891826132005008e-08
1919,1.2062281545821563e-07,7.45835737614442e-08
1920,1.4614407017887743e-07,9.768178887981094e-08
1921,1.0904756386764802e-07,1.1283393508421113e-07
1922,1.2837608076576856e-07,9.148640156553256e-08
1923,1.337609427665143e-07,5.307974104695745e-08
1924,1.10867969804751e-07,7.606058671782989e-08
1925,1.363774058127376e-07,7.258797429798847e-08
1926,1.3598289150262843e-07,8.58252668933801e-08
1927,1.3267577991804558e-07,1.0814748030441024e-07
1928,1.2454385323046324e-07,1.10832600874744e-07
1929,1.3479891647349973e-07,6.795647866653098e-08
1930,1.3444612290136604e-07,8.612954882636359e-08
1931,1.1405356659111021e-07,1.060698169297325e-07
1932,1.2822657446953656e-07,7.34288949644224e-08
1933,1.2961848128156817e-07,6.997104051720271e-08
1934,9.345632712154384e-08,9.465448158607614e-08
1935,1.256669799332144e-07,9.335261630383229e-08
1936,1.0912242931482297e-07,6.91108743566815e-08
1937,1.271702905203398e-07,9.569249836971494e-08
1938,1.2576257701901739e-07,6.871563762445021e-08
1939,1.4682288274059374e-07,8.105846927008997e-08
1940,1.1918179687597785e-07,1.0396710248272711e-07
1941,1.0330258781721113e-07,8.559357755899555e-08
1942,1.8205270668758544e-07,6.978687139280737e-08
1943,1.1322617265996371e-07,7.548411717905879e-08
1944,1.5744612369417155e-07,8.675602281016381e-08
1945,1.764588302144432e-07,8.71401635293978e-08
1946,1.6287691728678055e-07,1.2668204618648815e-07
1947,1.5497132133113212e-07,1.132482774224286e-07
1948,1.9134522699637557e-07,6.740570590579864e-08
1949,1.6001723934788714e-07,7.853606742713737e-08
1950,1.839917569412819e-07,9.784532295498138e-08
1951,2.0576505344038765e-07,7.569595172896015e-08
1952,1.8031614845703814e-07,6.959570642006696e-08
1953,1.3359546224833707e-07,1.1204780747675613e-07
1954,1.9935974027163184e-07,8.111204774507996e-08
1955,1.4266123882222814e-07,1.0230312952330678e-07
1956,2.1715642528619128e-07,1.177354116421725e-07
1957,1.687492179880401e-07,8.569986675865948e-08
1958,1.3980091129184302e-07,8.603133494489157e-08
1959,1.8369272858365093e-07,8.835852316479986e-08
1960,1.64023747084574e-07,9.204708595333955e-08
1961,2.3762704620677866e-07,8.059864597953492e-08
1962,1.6996442875338857e-07,9.259256650295811e-08
1963,1.8686893765718082e-07,9.246456045275409e-08
1964,2.433587311667651e-07,8.213357549635703e-08
1965,2.3420345152125321e-07,8.864710210332305e-08
1966,1.9331370926245484e-07,1.1632057272947804e-07
1967,1.9672038775730982e-07,8.381570637538971e-08
1968,2.3490104972268e-07,9.072660134279431e-08
1969,1.9257053412991e-07,8.311417154516221e-08
1970,1.8808784965629322e-07,1.0761016344673635e-07
1971,1.880653454078285e-07,9.30049939285027e-08
1972,1.9391955152769924e-07,8.156933262171151e-08
1973,1.9902665432391942e-07,1.0089162749693514e-07
1974,1.755178341000807e-07,7.313242900153227e-08
1975,1.4050241148311216e-07,9.880860485367293e-08
1976,1.8626097708640543e-07,1.045575430680401e-07
1977,1.6748828468582388e-07,1.0401903605128382e-07
1978,1.936632730847876e-07,1.0277222628474192e-07
1979,2.282269632170042e-07,9.655756016968553e-08
1980,1.6316382445147326e-07,8.357171310535705e-08
1981,2.1253846538282772e-07,1.0816689766102172e-07
1982,1.9305332277230747e-07,1.0366528879757198e-07
1983,1.81881102401249e-07,1.3009551125264807e-07
1984,1.8614817509643444e-07,1.0380225035078183e-07
1985,1.7204496050027274e-07,1.0707692954525783e-07
1986,2.0740919570716443e-07,1.1509412267685093e-07
1987,2.1143426565117807e-07,1.0205063993851127e-07
1988,2.2127283771933293e-07,1.0434003705483974e-07
1989,2.1293914664877178e-07,1.3336136639452434e-07
1990,1.9397197537074362e-07,1.3131249154696434e-07
1991,2.0163440694886958e-07,1.0023105545542421e-07
1992,2.0662290772799352e-07,1.1460683957409401e-07
1993,1.9110265958577344e-07,1.0413710249679298e-07
1994,1.9675476159441985e-07,9.81136372146807e-08
1995,2.087643548587259e-07,1.1820942624751751e-07
1996,2.0017845647757326e-07,1.094308883509143e-07
1997,1.711777367630063e-07,1.1603644445301597e-07
1998,2.1885713064051515e-07,1.2206410993087502e-07
1999,1.7595274573456443e-07,1.1059886872999414e-07
2000,1.7362864102032916e-07,1.1619422757291886e-07
2001,1.7130537821596903e-07,1.1654022991081092e-07
2002,2.032886768921216e-07,1.1172115144120198e-07
2003,1.8167783794043046e-07,1.0542315198591723e-07
2004,1.9116793950613165e-07,1.1936984556371044e-07
2005,1.932108605329219e-07,1.225019872208577e-07
2006,2.1618922757538073e-07,1.247720664565577e-07
2007,2.1969637231666894e-07,1.3101892726297137e-07
2008,2.2266408969406903e-07,1.2474298038966936e-07
2009,1.8595951023492319e-07,1.4924442126584836e-07
2010,2.1162592878098963e-07,1.33210965813646e-07
2011,1.9922893990109714e-07,1.567828551429784e-07
2012,2.532764092344486e-07,1.3106373231153157e-07
2013,2.3010282312885266e-07,1.2300041518642502e-07
2014,2.5335708286888803e-07,1.4681718418785294e-07
2015,2.4271500027872595e-07,1.3631938422520307e-07
2016,2.3074727906191583e-07,1.1930918475400176e-07
2017,2.3822839523290895e-07,1.4188047536833892e-07
2018,2.204572595587706e-07,1.5721132129442594e-07
2019,2.632619384712598e-07,1.3163096745927305e-07
