year,devait_VERB établir_VERB,devait_VERB etablir_VERB,devait_VERB rétablir_VERB
1946,9.744773166175946e-08,0.0,2.7842208538686464e-08
1947,1.1682453759931377e-07,0.0,3.695469885656166e-08
1948,1.1850357850562432e-07,0.0,2.6092530802657166e-08
1949,9.915178367236877e-08,0.0,2.1597418964347526e-08
1950,1.106077576196185e-07,0.0,1.808011518278363e-08
1951,8.315893040844458e-08,1.0661401761424827e-09,2.4521224162299404e-08
1952,7.4868104604775e-08,0.0,8.435843135146115e-09
1953,1.1204780747675613e-07,2.1547654771580937e-09,2.9089333608567358e-08
1954,8.20893006903134e-08,0.0,1.07497895029951e-08
1955,8.540903451148552e-08,0.0,1.595553378308523e-08
1956,7.674604773910687e-08,0.0,1.831439710997529e-08
1957,1.0248643889099185e-07,0.0,2.03205861026845e-08
1958,9.843969905887207e-08,0.0,1.5717262158432277e-08
1959,1.2013659045351233e-07,0.0,1.4726420971555854e-08
1960,9.066291539738813e-08,0.0,2.0070416439921246e-08
1961,8.615717206339468e-08,0.0,1.667558180429296e-08
1962,9.259256472660127e-08,6.341956404476434e-10,2.219684702708946e-08
1963,1.0216363932613604e-07,0.0,2.0044765847160306e-08
1964,1.0464425770351227e-07,0.0,2.4335873760605864e-08
1965,1.1272409494722524e-07,0.0,2.7360217202954118e-08
1966,9.139473178265689e-08,0.0,2.1048483844765542e-08
1967,9.959278202131827e-08,0.0,1.9721342781053863e-08
1968,9.791286714744274e-08,0.0,2.245707975134792e-08
1969,1.0673130645955098e-07,0.0,2.7704722072030563e-08
1970,8.921526273297786e-08,0.0,1.609553734738256e-08
1971,7.553444447694346e-08,0.0,1.6956711590410123e-08
1972,8.36213942534414e-08,1.0260293725750103e-09,9.747279428040656e-09
1973,9.537842515783268e-08,5.513203782392395e-10,1.874489363729026e-08
1974,7.650777433809708e-08,5.625571675160757e-10,1.518904291231138e-08
1975,8.909908899568109e-08,0.0,1.6563292959403952e-08
1976,7.82753204475739e-08,0.0,1.2569759455516305e-08
1977,8.403797835399018e-08,5.876781838942691e-10,1.704266772151186e-08
1978,8.376233751050677e-08,0.0,1.3069301196821925e-08
1979,7.900163723206788e-08,0.0,1.580032815695631e-08
1980,7.674953650393945e-08,0.0,1.7055452161685025e-08
1981,7.970192683615096e-08,0.0,1.9609203150139365e-08
1982,7.821452641110227e-08,0.0,2.0484757001781873e-08
1983,7.515225775023282e-08,6.315316047889041e-10,2.1472073896688926e-08
1984,9.104443421392716e-08,0.0,2.0296528902008504e-08
1985,7.098358167922925e-08,0.0,1.4437339324047116e-08
1986,6.833713683818132e-08,0.0,1.0790073723399018e-08
1987,7.699629378521422e-08,0.0,1.4665960890170027e-08
1988,8.335209855658832e-08,0.0,1.679035044332977e-08
1989,7.902895760025785e-08,5.488122178931576e-10,1.7013178421620978e-08
1990,8.554381736303185e-08,1.6345953479657283e-09,2.2884334427430986e-08
1991,7.619905062483667e-08,5.861465202094962e-10,2.2273567878983158e-08
1992,7.438424631800444e-08,0.0,1.652983172562017e-08
1993,8.031850740053414e-08,0.0,1.4401939196773128e-08
1994,7.64864367397422e-08,5.274926606624319e-10,2.2154692302933654e-08
1995,7.537206414554021e-08,0.0,1.4640617607142303e-08
1996,8.380804672469822e-08,0.0,1.8149513891785318e-08
1997,9.397993494530965e-08,0.0,1.6782131240233866e-08
1998,7.390600131884639e-08,0.0,2.0979769033147022e-08
1999,9.506018727734045e-08,4.570201161957499e-10,1.3253583119876566e-08
2000,8.836062903583297e-08,1.3254094488601709e-09,1.988114206596947e-08
2001,8.017617858513404e-08,0.0,1.840108865280854e-08
2002,7.798574586104223e-08,4.38122149670761e-10,1.927737436346888e-08
2003,7.792145595431066e-08,4.1669229178253886e-10,1.7917768602160322e-08
2004,7.972672477762899e-08,4.404791253964646e-10,1.4535810777260849e-08
2005,7.431187043493992e-08,0.0,1.216012357474483e-08
2006,6.794518014885398e-08,8.235779835885637e-10,1.6471560115860484e-08
2007,5.7121056329378916e-08,0.0,1.3980677948666198e-08
2008,6.343584857404494e-08,8.514879357157668e-10,1.575252639440805e-08
2009,7.343016505956257e-08,0.0,1.6211854969583328e-08
2010,6.046455069963486e-08,0.0,1.6533276081531767e-08
2011,5.812437464669529e-08,0.0,1.2619107536693264e-08
2012,5.004251590889908e-08,0.0,1.05531832161887e-08
2013,6.498661520026872e-08,0.0,1.2829975304384789e-08
2014,5.5435396717484764e-08,0.0,1.8839372728507442e-08
2015,5.364112354300232e-08,0.0,1.6180999651282946e-08
2016,5.779038758646493e-08,0.0,1.9263461936702697e-08
2017,4.8048175216308664e-08,0.0,1.4590545660553289e-08
2018,5.1887479202150644e-08,0.0,1.4972506789945328e-08
2019,4.26014956644849e-08,0.0,1.224474122096808e-08
