year,voulait_VERB éveiller_VERB,voulait_VERB réveiller_VERB
1883,3.791603475633565e-09,4.423537092179686e-09
1884,1.0562715146988921e-08,9.902545450302114e-09
1885,3.2228177904158883e-09,3.2228177904158883e-09
1886,1.2906927748801422e-09,1.0325542199041138e-08
1887,6.528924623161458e-10,2.6115698492645834e-09
1888,3.1703073499755874e-09,4.4384300679212174e-09
1889,8.771191772893872e-09,5.012109394186837e-09
1890,1.7696843102044113e-08,3.2771931834929546e-09
1891,8.92390783491237e-09,1.9122659011827636e-09
1892,1.2537024751679837e-09,8.149066310636499e-09
1893,3.695050043717174e-09,3.079208221734575e-09
1894,0.0,1.8904617871129403e-09
1895,6.018614495673091e-10,6.018614495673091e-09
1896,2.948514543632541e-09,8.845543852942228e-09
1897,4.661370844871726e-09,3.4960281336537946e-09
1898,1.13167097914868e-09,1.1882545614128048e-08
1899,5.527578395003729e-10,4.9748205555033564e-09
1900,1.5573159428683425e-09,4.671947717582725e-09
1901,2.235495566438317e-09,5.029864968975062e-09
1902,4.419255628107521e-09,1.9641135384773634e-09
1903,0.0,7.560307935250421e-09
1904,4.299700151477737e-09,3.7622376325430196e-09
1905,4.64468330463319e-09,1.4966200723165457e-08
1906,4.629765903985117e-09,6.173021205313489e-09
1907,1.0285686968813934e-08,1.028568674676933e-09
1908,2.9468334439286537e-09,3.437972351250096e-09
1909,6.60118004702781e-09,4.950885035270858e-09
1910,3.740905363258662e-09,1.6032452032632705e-09
1911,5.852411444351446e-09,7.980561100850991e-09
1912,3.125652625612929e-09,1.5628263128064646e-09
1913,2.121195885607108e-09,3.181793939432964e-09
1914,8.705766774141921e-09,1.3393487430235496e-09
1915,0.0,2.3561523843085297e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,5.483212106582869e-09
1918,0.0,1.1486376294556067e-09
1919,1.3811772170413406e-08,5.524709134618888e-09
1920,3.028892692213958e-09,9.086678076641874e-09
1921,1.5145494858259667e-09,6.815472630705699e-09
1922,2.2133805899215986e-09,5.902348387820666e-09
1923,5.307974060286824e-09,1.0615948120573648e-08
1924,3.867487219366694e-09,3.867487219366694e-09
1925,5.499089184013428e-09,9.898360353588487e-09
1926,3.343841648018042e-09,8.916910765321973e-09
1927,2.2298449753321847e-09,7.804457524684949e-09
1928,0.0,2.2852082448565625e-09
1929,6.684243825105796e-09,7.798284684668033e-09
1930,3.1510811737689437e-09,6.302162347537887e-09
1931,0.0,6.843213995466613e-09
1932,6.575722188983946e-09,1.753525857850491e-08
1933,3.4411986593596566e-09,1.7205993074753678e-08
1934,0.0,3.5944740517379614e-09
1935,0.0,4.787313656606784e-09
1936,1.091224355320719e-08,3.6374143697059935e-09
1937,3.777335333410292e-09,5.0364472592434595e-09
1938,1.2965214457594243e-09,1.0372171566075394e-08
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,0.0,1.0143131667916805e-08
1941,0.0,2.9515025978810172e-09
1942,9.102635090130207e-09,0.0
1943,2.9032352077962287e-09,2.0322646676618206e-08
1944,0.0,6.4263723231761105e-09
1945,1.3071024262956144e-08,6.535512131478072e-09
1946,4.1763312808029696e-09,4.1763312808029696e-09
1947,1.1920870957027319e-09,1.0728784083369192e-08
1948,3.2615663503321457e-09,5.435944139264848e-09
1949,1.9634016634739737e-09,3.9268033269479474e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,5.272402070488624e-09,9.490323193972472e-09
1953,1.2928593307037772e-08,6.464296653518886e-09
1954,1.5636057781875934e-08,6.840775057526116e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,3.488456634670456e-09,3.488456634670456e-09
1957,1.3252556385623393e-08,4.417518795207798e-09
1958,4.9633461784992505e-09,5.790570245522986e-09
1959,2.325224457422337e-09,6.200598257066758e-09
1960,6.2287499602575735e-09,4.152500121534786e-09
1961,2.08444772553662e-09,9.72742331128984e-09
1962,5.7077609305622445e-09,1.0147130247162295e-08
1963,5.819448034571906e-09,7.1126584622049904e-09
1964,4.258777774879263e-09,3.6503808864551957e-09
1965,8.20806533852192e-09,7.1136563306595235e-09
1966,7.200797291773142e-09,5.539074976468328e-09
1967,2.465167847631733e-09,1.9721342336964653e-09
1968,1.7965663401398047e-09,4.491415683816058e-09
1969,5.450109252791435e-09,8.629339909305145e-09
1970,5.058597540852361e-09,4.598724956395017e-09
1971,4.1107179882260425e-09,6.166076982339064e-09
1972,4.104117490300041e-09,3.0780880067027283e-09
1973,5.513203782392395e-10,6.064523994098181e-09
1974,5.625571675160757e-10,2.2502286700643026e-09
1975,9.709516746170266e-09,5.711480177694739e-09
1976,2.856763492431469e-09,3.9994687561772935e-09
1977,6.464460078348111e-09,2.3507127355770763e-09
1978,4.752473081737207e-09,1.7821774056514528e-09
1979,5.266775904289034e-09,8.777959692451986e-09
1980,1.1370301367108482e-09,6.822181042309694e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,7.449002747961231e-09
1983,7.57837881337764e-09,6.315316269933646e-09
1984,2.3196033982486597e-09,6.958810416790584e-09
1985,4.812446441349039e-09,9.02333674446254e-09
1986,3.5966913891627428e-09,7.1933827783254856e-09
1987,2.4443267410134695e-09,4.277571630240118e-09
1988,2.398621523624911e-09,2.99827696004229e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,1.6345953479657283e-09,5.993515905799995e-09
1991,2.344586080837985e-09,7.033758464558559e-09
1992,3.856960972825618e-09,8.264915862810085e-09
1993,1.1078414852150331e-09,6.647049133334804e-09
1994,4.2199412852994556e-09,6.329911705904578e-09
1995,3.795715741716776e-09,3.253470381991974e-09
1996,2.6690460952494277e-09,2.6690460952494277e-09
1997,3.835915585170824e-09,2.876936688878118e-09
1998,5.72175506974304e-09,6.198567881199324e-09
1999,2.285100553223174e-09,3.1991407301035224e-09
2000,3.5344251969604557e-09,7.510653432518666e-09
2001,3.943090742808408e-09,3.943090742808408e-09
2002,3.9430991805033955e-09,4.381221607729913e-09
2003,5.000307723435071e-09,4.583615265119079e-09
2004,8.809582507929292e-10,7.047666006343434e-09
2005,6.305249655724765e-09,7.205999352777326e-09
2006,4.529678854225949e-09,7.000412693969338e-09
2007,1.5977917877663117e-09,3.595031605740928e-09
2008,2.554463751636149e-09,7.663391698997657e-09
2009,4.76819250749827e-10,7.629108011997232e-09
2010,4.723792912386671e-09,1.1337103700270745e-08
2011,3.823971805871906e-09,9.942326961720482e-09
2012,4.085103366691101e-09,9.531907707582832e-09
2013,4.741512515948898e-09,1.0877587719448911e-08
2014,8.661780626084692e-09,1.277612682315521e-08
2015,7.979671146074452e-09,1.2856137487915476e-08
2016,6.006886099640951e-09,1.1806638333666797e-08
2017,5.7859059765519305e-09,1.3584300795344006e-08
2018,5.937373259712331e-09,1.626323964387666e-08
2019,7.397864543179367e-09,1.5050828139351324e-08
