year,ont_VERB assuré_VERB,ont_VERB rassuré_VERB
1863,7.117334916983964e-07,6.493007020935693e-09
1864,6.607135105696216e-07,1.1986819536957682e-08
1865,6.711960054417432e-07,1.835669216632141e-08
1866,5.848466457791801e-07,1.1190909532388105e-08
1867,6.87158092205209e-07,7.76449837758264e-09
1868,7.59258625748771e-07,7.409810987013543e-09
1869,6.729489427925728e-07,7.325278605918584e-09
1870,6.51961329367623e-07,2.695002976338401e-08
1871,5.788541557194549e-07,0.0
1872,6.295280172707862e-07,3.3260366905096816e-08
1873,5.632830379909137e-07,1.4366410283628284e-08
1874,5.221808123678784e-07,1.7326366119618797e-08
1875,6.29368003046693e-07,3.032409523484603e-08
1876,6.904548968122981e-07,9.673623679873344e-09
1877,5.56014981611952e-07,1.6699003069220453e-08
1878,6.594684691663133e-07,1.2078177569208037e-08
1879,7.227332048387325e-07,9.163987790827832e-09
1880,7.271419804055768e-07,1.2835692508872398e-08
1881,7.613978141307598e-07,6.2752567586699115e-09
1882,6.781837669223023e-07,6.655385131892899e-09
1883,7.298836521840713e-07,1.0110942305630033e-08
1884,7.294875103980303e-07,1.5844072720483382e-08
1885,7.496274179175089e-07,5.80107206715752e-09
1886,6.640614174102666e-07,6.453463874400711e-10
1887,6.346114673760894e-07,3.003305337756501e-08
1888,6.727392474203953e-07,1.014498351992188e-08
1889,8.439139378424443e-07,3.132568426877924e-09
1890,8.52070229484525e-07,4.5880703680722945e-09
1891,7.54707627947937e-07,2.5496880162734215e-09
1892,7.39684480777214e-07,9.402768341715273e-09
1893,7.365466103692597e-07,9.23762488724833e-09
1894,6.988407221797388e-07,8.822155450616265e-09
1895,7.246412110362144e-07,7.22233739480771e-09
1896,6.616466521336406e-07,7.076434549446731e-09
1897,7.195991429398418e-07,1.1653426668090106e-08
1898,7.469028560080915e-07,1.4711722506888236e-08
1899,8.191871074814117e-07,1.1055156790007459e-08
1900,8.788452987573692e-07,9.34389543516545e-09
1901,7.528031460424245e-07,1.1736351446245408e-08
1902,6.736909199389629e-07,1.276673788908056e-08
1903,6.906881822033029e-07,1.1340462791054051e-08
1904,8.319919970745104e-07,1.4511488011237361e-08
1905,7.741138574601791e-07,2.580379465655369e-08
1906,7.27387714505312e-07,8.745113966313056e-09
1907,7.071409413583751e-07,9.257117739025489e-09
1908,7.416197718157491e-07,2.161011281032188e-08
1909,8.300984291054192e-07,6.0510818578052294e-09
1910,8.101732191789779e-07,5.878565634276356e-09
1911,8.485996545459784e-07,2.181353409014264e-08
1912,8.517403671248758e-07,2.031674206648404e-08
1913,8.394632686758996e-07,1.9090762748419365e-08
1914,9.348653975393972e-07,1.6072185360371805e-08
1915,1.053200094247586e-06,1.8849219074468238e-08
1916,1.1943370736844372e-06,1.2086208478478966e-08
1917,1.000137899609399e-06,1.6449636319748606e-08
1918,9.981661150959553e-07,6.89182577673364e-09
1919,1.1399316690585692e-06,1.3811772170413406e-08
1920,9.12453913315403e-07,1.665890891899835e-08
1921,8.746523008085205e-07,3.7863738810983705e-09
1922,8.580539088143269e-07,1.475587119159627e-08
1923,8.85370070591307e-07,1.0615948120573648e-08
1924,7.876782319726772e-07,1.1602462102189293e-08
1925,8.578578558626759e-07,1.3197813508725176e-08
1926,8.682841894369631e-07,1.0031524944054127e-08
1927,8.150083203872782e-07,1.3379070296082318e-08
1928,7.975376661306655e-07,7.998228745975666e-09
1929,7.096438707776542e-07,2.1166771446701205e-08
1930,9.106624361265858e-07,1.2604324695075775e-08
1931,8.884773023964954e-07,1.1405356659111021e-08
1932,8.0662186974223e-07,7.6716757391182e-09
1933,8.190052653844759e-07,4.588264879146209e-09
1934,8.351161113751004e-07,2.3963160344919743e-09
1935,7.982845318110776e-07,4.787313656606784e-09
1936,8.426676458839211e-07,2.182448710641438e-08
1937,9.153743008027959e-07,1.2591118370153254e-08
1938,7.57168550080678e-07,1.4261735792331365e-08
1939,8.365845474145317e-07,7.647025235257843e-09
1940,8.647019740237738e-07,1.2678914806940611e-08
1941,6.788455948480987e-07,0.0
1942,7.706897804382606e-07,3.034211770724937e-09
1943,7.170991125349246e-07,2.9032352077962287e-09
1944,8.065097176768177e-07,9.639558484764166e-09
1945,8.626876137896033e-07,4.357008087652048e-09
1946,8.728532634449948e-07,6.960552134671616e-09
1947,7.855853709770599e-07,1.1920871401116528e-08
1948,7.392883958345919e-07,1.522064252412747e-08
1949,9.954446795745753e-07,8.835307596655184e-09
1950,8.731631737646239e-07,4.2541445921528975e-09
1951,8.486475735480781e-07,6.396841278899501e-09
1952,8.435843028564705e-07,9.490323193972472e-09
1953,9.707218850962818e-07,5.386913581872932e-09
1954,9.440269650440314e-07,1.07497895029951e-08
1955,8.127936439450423e-07,8.447047505910632e-09
1956,8.485670832669712e-07,1.1337483840634377e-08
1957,9.100089073399431e-07,2.03205861026845e-08
1958,8.015803700800461e-07,8.272243334772611e-09
1959,7.649987878721731e-07,1.0851047171911432e-08
1960,7.945116635710292e-07,1.1073333361366622e-08
1961,7.955642331580748e-07,9.03260666262895e-09
1962,8.758241847317549e-07,5.7077609305622445e-09
1963,7.52648588786542e-07,9.69907976156037e-09
1964,8.225525220950658e-07,7.300761772910391e-09
1965,8.60205204844533e-07,8.20806533852192e-09
1966,9.865092351901694e-07,1.2185964237687585e-08
1967,8.810509939394251e-07,1.3311906243984595e-08
1968,8.300136755678977e-07,1.2126823101255013e-08
1969,9.1016823944301e-07,1.1808570121729645e-08
1970,8.696188729118148e-07,2.713247759800197e-08
1971,7.949100790938246e-07,1.4387513402880359e-08
1972,8.710989618521126e-07,1.7955514408640738e-08
1973,9.157431577477837e-07,7.718485406371656e-09
1974,8.578996926189575e-07,1.6314157136321228e-08
1975,8.378741540582268e-07,7.996072248772634e-09
1976,9.627292456571013e-07,8.570290255249802e-09
1977,9.261808031624241e-07,1.23412418062685e-08
1978,9.546530463921954e-07,5.346532105932056e-09
1979,8.590697007093695e-07,1.287434159280565e-08
1980,8.857464877110033e-07,1.0233271119375331e-08
1981,9.627486861063517e-07,1.3916208629893845e-08
1982,1.0292038723491714e-06,9.311253101884631e-09
1983,9.555072892908356e-07,1.3893695083311286e-08
1984,9.64955006566015e-07,8.69851302098823e-09
1985,9.083492500394641e-07,1.4437339324047116e-08
1986,9.393358482157055e-07,5.994485352545098e-09
1987,9.78341745394573e-07,7.944062296871834e-09
1988,8.581068300372863e-07,1.6190695006912392e-08
1989,8.945639251578541e-07,1.5366742545097622e-08
1990,8.696047189005185e-07,1.3076762783725826e-08
1991,9.120439585785789e-07,1.0550637696837839e-08
1992,9.350375194117078e-07,1.4325855168806356e-08
1993,9.145231274487742e-07,1.1632335983335906e-08
1994,8.693078825672274e-07,1.002236071911966e-08
1995,9.451331948184816e-07,1.3013881527967897e-08
1996,8.711766668056953e-07,2.1352368761995422e-08
1997,8.439014322902949e-07,1.7741109914481967e-08
1998,8.048602353483147e-07,2.1456582288692516e-08
1999,7.924728606667486e-07,1.7366764026860437e-08
2000,7.850841825529642e-07,1.192868470667463e-08
2001,7.908087127361796e-07,2.2782300490575835e-08
2002,7.518175948462158e-07,1.2267419968736704e-08
2003,7.350452051468892e-07,1.7084383685528337e-08
2004,7.858147341721633e-07,2.1583476339515073e-08
2005,7.57080329094606e-07,1.6213498099659773e-08
2006,7.255721925503167e-07,1.2353670086895363e-08
2007,6.542957180499798e-07,1.4779574009082808e-08
2008,6.603289079976093e-07,1.8732734474724566e-08
2009,6.184345693327487e-07,1.7165493915172192e-08
2010,5.536285243579186e-07,1.4643758206034363e-08
2011,4.38609589537009e-07,1.185431308670104e-08
2012,4.30637982162807e-07,1.872338906139248e-08
2013,4.083279065980605e-07,9.483025031897796e-09
2014,3.9042976140990504e-07,1.5807749775831326e-08
2015,3.7083304960106034e-07,1.3077794847049518e-08
2016,3.885834019001777e-07,1.2220906064897008e-08
2017,3.793541907270992e-07,1.8363962794865074e-08
2018,3.3455808079452254e-07,1.7295826992835828e-08
2019,3.7346461567722145e-07,1.2499840273960672e-08
