year,fallait_VERB emporter_VERB,fallait_VERB remporter_VERB
1904,9.674325340824907e-09,4.837162670412454e-09
1905,2.9932401446330914e-08,1.5482277682110634e-09
1906,1.5432553013283723e-08,1.5432553013283723e-09
1907,1.3885677496716653e-08,5.142843373384665e-10
1908,1.8663278922304016e-08,4.911389073214423e-10
1909,7.151278680339601e-09,5.500983557560346e-10
1910,3.046165986120286e-08,2.137660271017694e-09
1911,2.2345570727111408e-08,4.25629931299909e-09
1912,6.251305251225858e-09,4.688478938419394e-09
1913,1.3787773589513108e-08,6.363587878865928e-09
1914,1.0714789944188396e-08,0.0
1915,4.712304768617059e-09,0.0
1916,7.69122365795738e-09,0.0
1917,3.3995917192441993e-08,6.57985488317081e-09
1918,3.445912710731136e-08,0.0
1919,1.8415697411455767e-08,1.8415696745321952e-09
1920,6.057785384427916e-09,7.572231730534895e-10
1921,2.2718242842501013e-09,7.572747429129834e-10
1922,8.853522359686394e-09,2.951174193910333e-09
1923,4.246379248229459e-09,3.1847844361720945e-09
1924,5.156649773851996e-09,0.0
1925,9.898360353588487e-09,0.0
1926,2.452150482668003e-08,3.343841648018042e-09
1927,1.4493992672726108e-08,0.0
1928,1.9424270192303084e-08,4.570416489713125e-09
1929,1.2254447234738564e-08,3.342121912552898e-09
1930,2.7309368988426286e-08,2.100720708497761e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,1.8631212128639163e-08,0.0
1933,1.605892663292252e-08,1.4911860191091364e-08
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,9.574627313213568e-09,0.0
1936,3.394919900756577e-08,3.6374143697059935e-09
1937,8.813782592653752e-09,0.0
1938,2.074434313215079e-08,1.2965214457594243e-09
1939,1.6823456405745674e-08,9.176430282309411e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,0.0
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,2.322588166236983e-08,5.806470415592457e-09
1944,1.2852744646352221e-08,9.639558484764166e-09
1945,1.742803235060819e-08,4.357008087652048e-09
1946,8.352662561605939e-09,1.3921104269343232e-09
1947,1.0728784083369192e-08,1.1920870957027319e-09
1948,1.195907639583993e-08,5.435944139264848e-09
1949,4.908504269707237e-09,3.9268033269479474e-09
1950,5.317680518146517e-09,4.2541445921528975e-09
1951,1.1727541604500402e-08,0.0
1952,5.272402070488624e-09,2.1089607837865287e-09
1953,1.4005975934594517e-08,4.3095309543161875e-09
1954,9.772536557761669e-09,1.9545072227344917e-09
1955,1.9709776921672528e-08,9.385607846468247e-10
1956,1.1337483840634377e-08,0.0
1957,1.4136060322300636e-08,5.301022731885041e-09
1958,1.0753916868111446e-08,1.6544486891589827e-09
1959,5.425523585955716e-09,7.750747821333448e-10
1960,8.997083078554624e-09,5.536666680683311e-09
1961,1.667558180429296e-08,2.779263708063695e-09
1962,1.5220695814832652e-08,3.805173953708163e-09
1963,9.052474325699222e-09,5.819448034571906e-09
1964,1.1559539991878864e-08,3.6503808864551957e-09
1965,8.20806533852192e-09,1.6416130677043839e-09
1966,1.2185964237687585e-08,1.1078149508847446e-09
1967,7.888536934785861e-09,2.465167847631733e-09
1968,1.661823922916028e-08,2.6948494546985557e-09
1969,7.2668124850849836e-09,1.3625273131978588e-09
1970,1.2876429700270364e-08,0.0
1971,1.644287195290417e-08,3.5968783507200897e-09
1972,1.1799337507056862e-08,1.5390440033513642e-09
1973,8.821126051827832e-09,0.0
1974,1.406392957647995e-08,0.0
1975,1.3707552426467373e-08,1.1422960355389478e-09
1976,5.713526984862938e-09,2.285410749536254e-09
1977,9.990529292736028e-09,5.876781838942691e-10
1978,9.504946163474415e-09,5.940591352171509e-10
1979,1.287434159280565e-08,3.5111840102075575e-09
1980,1.1370301145063877e-08,2.8425752862659692e-09
1981,6.958104314946922e-09,6.325549528618524e-10
1982,4.966001831974154e-09,2.483000915987077e-09
1983,6.315316269933646e-09,6.315316047889041e-10
1984,9.858314165001048e-09,1.1598016991243298e-09
1985,6.015557829641693e-09,1.2031116103372597e-09
1986,8.991728250862252e-09,2.3977941854269602e-09
1987,9.777306964053878e-09,1.8332451112712533e-09
1988,1.3792074149421296e-08,2.99827696004229e-09
1989,7.134558721588746e-09,5.488122178931576e-10
1990,9.80757164370516e-09,1.089730194969718e-09
1991,7.6199047072123e-09,5.861465202094962e-10
1992,1.3774860363469088e-08,2.7549720282848966e-09
1993,5.539207315052863e-09,3.877445031719162e-09
1994,5.802419433820205e-09,2.1099706426497278e-09
1995,7.591431483433553e-09,5.422450821690461e-10
1996,1.014237493990322e-08,5.338092190498855e-10
1997,6.233362714880286e-09,9.58978896292706e-10
1998,5.72175506974304e-09,2.3840645013706308e-09
1999,1.0968483010742602e-08,2.285100553223174e-09
2000,8.83606254831193e-09,2.2090156370779823e-09
2001,1.095302959441824e-08,1.3143635069212678e-09
2002,4.81934359086722e-09,2.1906108038649563e-09
2003,8.750538071922165e-09,3.7502307925763034e-09
2004,1.189293641346012e-08,4.404791198453495e-09
2005,9.457874483587148e-09,1.3511248786457486e-09
2006,1.0294725072412803e-08,1.6471559671771274e-09
2007,6.391167151065247e-09,7.988958938831558e-10
2008,8.51487946817997e-09,1.7029758714315335e-09
2009,1.5735034608610476e-08,7.629108011997232e-09
2010,8.030448306328708e-09,1.4171379625338432e-09
2011,1.7207874236646603e-08,7.265546830836911e-09
2012,2.6212745751763578e-08,5.1063788752969685e-09
2013,2.0360612751346707e-08,5.857162754807632e-09
2014,2.4686075406066266e-08,4.547434873103384e-09
2015,3.103205514776164e-08,5.098123256885856e-09
2016,2.5270349368611278e-08,6.421154274960372e-09
2017,1.7106156491308866e-08,2.5156112748447867e-09
2018,2.3749493038849323e-08,3.614053500911041e-09
2019,1.632632162795744e-08,2.04079020349468e-09
