year,puissent_VERB assurer_VERB,puissent_VERB rassurer_VERB
1900,1.9206897405865675e-08,1.5573159428683425e-09
1901,1.5089595351014395e-08,5.588738916095792e-10
1902,3.4863013809172116e-08,0.0
1903,5.0762071879262294e-08,0.0
1904,4.6759240035498806e-08,5.374625189347171e-10
1905,2.167518786677647e-08,5.160759042333041e-10
1906,2.41776678677752e-08,1.0288369045596824e-09
1907,2.5199932807140613e-08,0.0
1908,2.0136695866312948e-08,3.929111258571538e-09
1909,2.8055016088046614e-08,0.0
1910,2.8858414324872683e-08,5.344150677544235e-10
1911,4.203095471666529e-08,3.1922244847493175e-09
1912,2.344239469209697e-08,2.0837684910901544e-09
1913,1.590896836489719e-08,5.30298971401777e-10
1914,3.080502253283157e-08,6.696743715117748e-10
1915,1.4136913861761968e-08,0.0
1916,3.29623865980011e-08,1.0987462051303964e-09
1917,1.973956464951243e-08,0.0
1918,5.398596769623509e-08,6.89182577673364e-09
1919,5.616787390749778e-08,0.0
1920,1.8930579770426448e-08,5.300562211374427e-09
1921,3.710646367949266e-08,0.0
1922,3.541408943874558e-08,4.426761179843197e-09
1923,2.1231896241147297e-08,2.1231896241147297e-09
1924,2.707241186783449e-08,0.0
1925,3.079489729884699e-08,1.0998177923937646e-09
1926,2.7865345586519652e-08,0.0
1927,2.2298449309232637e-08,0.0
1928,2.2852082892654835e-08,0.0
1929,2.4508894469477127e-08,0.0
1930,3.361153133596417e-08,1.0503603542488804e-09
1931,4.1059283972799676e-08,0.0
1932,1.8631212128639163e-08,0.0
1933,2.6382522833046096e-08,0.0
1934,1.7972370258689807e-08,2.3963160344919743e-09
1935,1.6755597798123745e-08,1.196828414151696e-09
1936,3.8799086610197264e-08,1.2124714565686645e-09
1937,7.176937089070634e-08,0.0
1938,5.4453899167583586e-08,0.0
1939,3.364691281149135e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,4.132103725851266e-08,0.0
1942,3.944475324146879e-08,0.0
1943,4.3548528338988035e-08,0.0
1944,3.213186161588055e-08,0.0
1945,3.485606470121638e-08,0.0
1946,5.150808490839154e-08,1.3921104269343232e-09
1947,2.9802176726434482e-08,1.1920870957027319e-09
1948,4.783630558335972e-08,0.0
1949,4.0249734212238764e-08,0.0
1950,3.93508372553697e-08,1.0635361480382244e-09
1951,4.157946520422229e-08,0.0
1952,3.585233443459401e-08,2.1089607837865287e-09
1953,2.0470272588113403e-08,0.0
1954,3.518113089739927e-08,0.0
1955,4.223523575319632e-08,9.385607846468247e-10
1956,3.9245136917998025e-08,0.0
1957,6.184526313290917e-08,0.0
1958,4.384289198355873e-08,0.0
1959,6.975673016995643e-08,0.0
1960,4.15249985508126e-08,1.3841666701708277e-09
1961,4.238377115939329e-08,0.0
1962,4.312530421657357e-08,6.341956404476434e-10
1963,4.9142006020019835e-08,0.0
1964,4.9280142633278956e-08,0.0
1965,5.034279837445865e-08,2.73602163147757e-09
1966,7.256188183646373e-08,0.0
1967,5.571279260152551e-08,0.0
1968,4.221930893777426e-08,0.0
1969,6.449295852917203e-08,2.2708788183223305e-09
1970,5.5184699476740207e-08,3.6789800095249348e-09
1971,5.70362104213018e-08,0.0
1972,6.976999600283307e-08,0.0
1973,6.009392450323503e-08,0.0
1974,5.344293185771676e-08,1.6876715580593782e-09
1975,3.7695770060963696e-08,5.711480177694739e-10
1976,6.57055565511655e-08,1.142705374768127e-09
1977,4.8777287986467854e-08,5.876781838942691e-10
1978,6.178215272711896e-08,0.0
1979,3.745262944221395e-08,0.0
1980,5.628299248883195e-08,5.685150683554241e-10
1981,5.4399727389409236e-08,0.0
1982,5.897127053344775e-08,6.207502289967692e-10
1983,4.4207212113178684e-08,1.89459470334441e-09
1984,5.103127520555972e-08,1.1598016991243298e-09
1985,5.0530687190075696e-08,1.8046674155058895e-09
1986,4.375974427262008e-08,1.1988970927134801e-09
1987,4.0331389783432314e-08,6.110816852533674e-10
1988,4.257553243292023e-08,2.398621523624911e-09
1989,4.829547606277629e-08,1.0976244357863152e-09
1990,4.35892069106103e-08,2.179460389939436e-09
1991,4.6305576262284376e-08,0.0
1992,4.7385519508225116e-08,5.509944167592096e-10
1993,4.3759737167192725e-08,0.0
1994,5.5386728092798876e-08,0.0
1995,6.073145186746842e-08,0.0
1996,5.2847113352072483e-08,5.338092190498855e-10
1997,4.6989967472654826e-08,9.58978896292706e-10
1998,3.480734278582531e-08,9.536258449571733e-10
1999,4.798711117359744e-08,9.140402323914998e-10
2000,5.655080315136729e-08,1.3254094488601709e-09
2001,4.8193328439083416e-08,2.6287270138425356e-09
2002,5.082216958385288e-08,1.3143663935011318e-09
2003,5.0419767916309866e-08,4.1669229178253886e-10
2004,5.065509967039361e-08,4.404791253964646e-10
2005,4.77397463782836e-08,9.007499190971657e-10
2006,4.8591100920702957e-08,2.0589450144825605e-09
2007,4.8732648139093726e-08,7.988958938831558e-10
2008,3.874270149140102e-08,1.2772318758180745e-09
2009,4.339055337254649e-08,1.430457752249481e-09
2010,2.1257068993918438e-08,0.0
2011,3.4415748473293206e-08,3.82397197240536e-10
2012,2.9616998631354363e-08,0.0
2013,2.4544300814000053e-08,8.367375126105969e-10
2014,2.295371892557796e-08,2.1654451842767486e-10
2015,2.327404224899965e-08,6.649726325136385e-10
2016,2.38204105329487e-08,6.214020409345267e-10
2017,2.4652990759932436e-08,1.2578056374223934e-09
2018,2.220061290358899e-08,2.0651733656507076e-09
2019,2.806086563111876e-08,1.02039510174734e-09
