year,veulent_VERB amener_VERB,veulent_VERB ramener_VERB
1972,1.3338381954497436e-08,1.1799337507056862e-08
1973,3.859242703185828e-09,1.268036875501366e-08
1974,6.750686232237513e-09,1.0688586016271984e-08
1975,9.709516746170266e-09,1.3707552426467373e-08
1976,5.142174241967723e-09,1.1427053969725876e-08
1977,9.402850942308305e-09,2.11564152863275e-08
1978,7.72276909088987e-09,8.910887139279566e-09
1979,7.022368020415115e-09,1.1118749476679568e-08
1980,5.116635559687666e-09,1.4781392110307934e-08
1981,8.223214109648325e-09,1.2651098835192442e-08
1982,3.7245013739806154e-09,2.296775925003658e-08
1983,5.052252838311233e-09,1.5788289786655696e-08
1984,5.219107812592938e-09,8.118611560803402e-09
1985,5.414002135495366e-09,1.0226449020933615e-08
1986,6.593933843390687e-09,1.558566253834215e-08
1987,1.1610551631235921e-08,2.4443267410134695e-09
1988,7.795519785247507e-09,1.5591039570495013e-08
1989,6.585746614717891e-09,1.2073869015694072e-08
1990,9.262707045820662e-09,1.4166492867673242e-08
1991,1.4653663171770859e-08,7.033758464558559e-09
1992,8.264915862810085e-09,1.1019888113139586e-08
1993,7.200969598386564e-09,1.3294098266669607e-08
1994,9.494868002946077e-09,1.0549853435293244e-08
1995,7.591431483433553e-09,1.138714633697191e-08
1996,1.1743802375008272e-08,1.3345230698291743e-08
1997,1.1507746755512471e-08,1.4864173003559245e-08
1998,5.72175506974304e-09,1.0966696883940585e-08
1999,7.769341614505265e-09,1.2339542720951613e-08
2000,8.394259509714175e-09,1.0161472552283612e-08
2001,3.066848330846028e-09,1.1829271784336015e-08
2002,9.63868718173444e-09,1.0953053575235572e-08
2003,7.91715315529018e-09,1.12506919336397e-08
2004,1.5416770082765652e-08,8.369103632333008e-09
2005,1.261049931144953e-08,1.4411998705554652e-08
2006,1.1118302722934459e-08,9.471146533712727e-09
2007,1.0385647009059085e-08,1.4380126422963713e-08
2008,5.5346713878634546e-09,1.1920831433087642e-08
2009,5.721831008997924e-09,1.0966842545201416e-08
2010,1.1809482280966677e-08,9.919965293647692e-09
2011,6.500752380844688e-09,1.2236710311697152e-08
2012,6.127654827992046e-09,1.1234034147378225e-08
2013,7.80955033974351e-09,1.0877587719448911e-08
2014,8.87832563023494e-09,1.1909948582911056e-08
2015,3.989835573037226e-09,1.3521109565317602e-08
2016,6.214019965256057e-09,1.491364898242864e-08
2017,5.534344982294215e-09,1.0817128526241504e-08
2018,5.937373259712331e-09,7.744399788123246e-09
2019,5.3570743396846865e-09,8.673358031785483e-09
