year,fallait_VERB apporter_VERB,fallait_VERB rapporter_VERB
1895,6.078800396380757e-08,2.467631965430428e-08
1896,4.8355637716213096e-08,2.240870955461105e-08
1897,3.554295346930303e-08,1.631479840114025e-08
1898,4.9793523970720344e-08,3.1120951149432585e-08
1899,3.758753308602536e-08,1.2160672469008205e-08
1900,4.879590065343109e-08,2.2321527737290126e-08
1901,5.197527030986748e-08,3.24146860464225e-08
1902,4.0264328760031276e-08,3.437198614619774e-08
1903,3.4021386596805314e-08,2.2680925582108102e-08
1904,2.3110889202371254e-08,2.1498500757388683e-08
1905,3.148063143498803e-08,1.8062657147766004e-08
1906,4.578324208637241e-08,2.983626856689625e-08
1907,5.142843306771283e-08,1.9542804707839423e-08
1908,5.009616899087632e-08,1.8663278922304016e-08
1909,5.666013080940502e-08,1.4852655993990993e-08
1910,4.1684376839157267e-08,9.085056262847502e-09
1911,4.0966881442727754e-08,2.7133907565257687e-08
1912,5.0010442009806866e-08,3.021464323182954e-08
1913,4.348451554392341e-08,1.484837142129436e-08
1914,5.893134513712539e-08,1.1384464038144415e-08
1915,3.2986132936230206e-08,2.1205371680821372e-08
1916,5.383856560570166e-08,2.197492321442951e-08
1917,5.592876561877347e-08,5.483212106582869e-09
1918,4.2499593178035866e-08,3.44591288836682e-09
1919,2.3940405213807026e-08,7.366278698128781e-09
1920,5.073395215049459e-08,1.1358347151713133e-08
1921,4.619375815195781e-08,1.438822039290244e-08
1922,3.9840852394945614e-08,2.951174238319254e-08
1923,4.140219900250486e-08,1.3800733000834953e-08
1924,4.383152329978657e-08,6.445812328337297e-09
1925,3.739380360912037e-08,1.4297631523163545e-08
1926,3.901148559748435e-08,2.3406890647947876e-08
1927,3.6792442870137165e-08,1.6723836537835268e-08
1928,3.7705934374798744e-08,1.7139061725401916e-08
1929,3.4535258208734376e-08,1.1140405931087116e-08
1930,3.571225093423891e-08,2.4158287814657342e-08
1931,5.2464642408267537e-08,1.4826963656844327e-08
1932,3.1782654730250215e-08,1.53433514782364e-08
1933,3.670611903316967e-08,1.0323596200123575e-08
1934,4.672816089623666e-08,9.585264137967897e-09
1935,4.308582290946106e-08,1.196828414151696e-08
1936,3.516167268458048e-08,1.6974599503782883e-08
1937,3.1477796369472344e-08,1.6368453259474336e-08
1938,5.315737894306949e-08,2.2040865133021725e-08
1939,3.5176316970364496e-08,1.2235240376412548e-08
1940,7.100192078723921e-08,1.7750480196809804e-08
1941,3.836953510472085e-08,2.066051862925633e-08
1942,5.461581054078124e-08,2.1239483061208375e-08
1943,3.193558839598154e-08,2.0322646676618206e-08
1944,2.5705489292704442e-08,2.2492303131116387e-08
1945,5.664110602765504e-08,1.089252066321933e-08
1946,5.707652661612883e-08,1.3921104269343232e-08
1947,4.7683485604466114e-08,2.0265479960812627e-08
1948,4.1313175103141475e-08,5.435944139264848e-09
1949,3.337782672474532e-08,1.570721330779179e-08
1950,4.679559140186029e-08,8.508289184305795e-09
1951,4.371174711081949e-08,2.0256663901818683e-08
1952,3.796129277588989e-08,1.7926167217297007e-08
1953,4.417269394707546e-08,4.3095309543161875e-09
1954,4.29991580119804e-08,1.4658803948464083e-08
1955,4.5050917663047585e-08,7.508486277174597e-09
1956,3.8373023869553435e-08,1.2209598665435806e-08
1957,3.445664731316356e-08,1.0602045463770082e-08
1958,2.9780077070995503e-08,1.0753916868111446e-08
1959,3.797866554577922e-08,1.0851047171911432e-08
1960,4.982999968206059e-08,4.844583401109048e-09
1961,4.029932298976746e-08,7.64297514166401e-09
1962,4.6296282363300634e-08,1.0781326054143392e-08
1963,3.9442923593924206e-08,8.405868889838075e-09
1964,3.528701597588224e-08,7.909158661334459e-09
1965,3.3379464525751246e-08,4.924839203113152e-09
1966,3.7665706997813686e-08,6.092982118843793e-09
1967,3.303324902503846e-08,1.3804939413830652e-08
1968,4.177016776907294e-08,8.533690198930799e-09
1969,4.541757903098187e-08,1.090021850558287e-08
1970,4.184839852428013e-08,6.898087434592526e-09
1971,3.1858064630796434e-08,7.193756701440179e-09
1972,4.6171322765076184e-08,5.643161493651405e-09
1973,3.859242525550144e-08,7.718485406371656e-09
1974,4.050411561706824e-08,9.563471792262135e-09
1975,4.3407247574123176e-08,8.567219822452898e-09
1976,2.4568166168137395e-08,3.9994687561772935e-09
1977,3.2322301279918975e-08,5.876781727920388e-09
1978,4.455443658457625e-08,8.316828115084718e-09
1979,3.5111838769807946e-08,5.851973128301324e-09
1980,5.230338473438678e-08,1.3644362084619388e-08
1981,3.921840630027873e-08,7.590659656386833e-09
1982,5.710901973543514e-08,1.1794254461960918e-08
1983,4.104955309003344e-08,1.2630632539867293e-08
1984,4.465236713713239e-08,1.275781880138993e-08
1985,3.0679345286444004e-08,1.3234227935754461e-08
1986,4.975423095743281e-08,8.392279760016663e-09
1987,3.972030881982391e-08,1.0388388815840699e-08
1988,4.197587699650285e-08,6.596209356501959e-09
1989,5.268597291774313e-08,8.232182935330457e-09
1990,4.413407239667322e-08,6.538381391862913e-09
1991,3.51687923227928e-08,7.6199047072123e-09
1992,5.014049264673304e-08,1.5427843891302473e-08
1993,4.09901339537555e-08,1.0524494165053966e-08
1994,5.222177179575738e-08,8.439882570598911e-09
1995,4.337960746170211e-08,8.133675954979935e-09
1996,3.3096171137003694e-08,5.3380921904988554e-09
1997,4.219507232505748e-08,9.58978851883785e-09
1998,3.5284156041370807e-08,6.198567881199324e-09
1999,4.433094957789763e-08,9.597422412355172e-09
2000,4.7272937564457607e-08,1.2812291672048559e-08
2001,4.337399772680328e-08,1.0076787404500465e-08
2002,4.8631559224077137e-08,1.4019908789464353e-08
2003,4.125253738607171e-08,3.333538334260311e-09
2004,3.876216325693349e-08,1.0131019578807354e-08
2005,4.548786947111694e-08,9.007498746882447e-09
2006,3.87081655617294e-08,4.941467679486777e-09
2007,5.1129337208521974e-08,1.6377365241737607e-08
2008,3.7039725953036395e-08,5.108927503272298e-09
2009,4.052963475942306e-08,7.629108011997232e-09
2010,4.2514137987836875e-08,1.1337103700270745e-08
2011,4.894684124678861e-08,8.412738061736036e-09
2012,4.731911218414098e-08,1.191488419038933e-08
2013,4.685730203846106e-08,1.2829975304384789e-08
2014,4.828942934409497e-08,1.1043770342666903e-08
2015,4.366653527654307e-08,1.1969507163200888e-08
2016,4.432667566334203e-08,1.2428039930512114e-08
2017,4.1004465600735784e-08,8.049956257139002e-09
2018,3.614053412093199e-08,8.518839855753413e-09
2019,3.596892739210489e-08,8.418259866971312e-09
