year,faut_VERB avoir_VERB,faut_VERB ravoir_VERB
1847,6.3235547713702545e-06,2.1572894581822766e-09
1848,6.370206392602995e-06,9.65426583121598e-09
1849,6.1044038375257514e-06,2.513824481908955e-09
1850,6.18002286500996e-06,0.0
1851,6.334638783300761e-06,1.9348316282474798e-09
1852,6.2123626776156016e-06,0.0
1853,7.103612915670965e-06,2.388772735173461e-09
1854,6.778263923479244e-06,5.195664454227256e-10
1855,6.278637101786444e-06,5.306937111981824e-09
1856,6.64802882965887e-06,7.765783571755946e-09
1857,5.9388439694885164e-06,1.9526036343364694e-09
1858,6.352970103762345e-06,7.829881631948865e-09
1859,6.356559879350243e-06,4.073738679721828e-09
1860,5.9782601056213025e-06,4.57718396518203e-09
1861,6.686293545499211e-06,5.187560159214399e-09
1862,6.203646989888512e-06,0.0
1863,6.016020961396862e-06,1.4983863039219614e-09
1864,6.362603926390875e-06,6.233146443435089e-09
1865,6.267163371376228e-06,4.706844247692743e-09
1866,6.234796273929533e-06,1.9462451650298362e-09
1867,6.324184141703881e-06,6.308654931785895e-09
1868,5.94069251746987e-06,1.4819622196071691e-09
1869,6.019425654812949e-06,2.441759683335931e-09
1870,5.920978765061591e-06,5.160643912205387e-09
1871,6.499098162748851e-06,0.0
1872,6.093298907217104e-06,0.0
1873,6.328403742372757e-06,5.986004469882289e-10
1874,5.723675712943077e-06,2.9873046258899194e-09
1875,6.46360922473832e-06,1.716458086775674e-09
1876,6.239487447601277e-06,1.209202959984168e-09
1877,6.118019882705994e-06,1.855444864418132e-08
1878,5.550526566366898e-06,1.8117265465633636e-09
1879,5.737878382205963e-06,3.665595160740054e-09
1880,5.240171503828606e-06,4.492492600149944e-09
1881,5.7983374972536694e-06,6.972507571312292e-10
1882,5.8687187447503675e-06,1.3310770263785798e-09
1883,5.899734787817579e-06,7.58320695126713e-09
1884,5.864287231815979e-06,3.300848483434038e-09
1885,5.762398359365761e-06,5.156508553483263e-09
1886,5.539008270716295e-06,1.2906927748801422e-09
1887,5.55089172848966e-06,6.528924623161458e-10
1888,5.820684236823581e-06,2.53624587998047e-09
1889,5.342282292986056e-06,1.8795409673089125e-09
1890,5.744264399254462e-06,6.554386478008212e-10
1891,5.793528544018045e-06,1.9122659011827636e-09
1892,5.479306764755165e-06,3.1342561879199593e-09
1893,5.577677711698925e-06,5.542574843531156e-09
1894,5.710454843210755e-06,2.520615716150587e-09
1895,5.8163891480944585e-06,0.0
1896,5.3963713071425445e-06,0.0
1897,5.481189418787835e-06,5.826713556089658e-10
1898,5.5729137784510385e-06,5.6583548957434e-10
1899,5.543608494917862e-06,5.527578395003729e-10
1900,5.4672173064318486e-06,3.114631885736685e-09
1901,5.021482138545252e-06,2.235495566438317e-09
1902,4.679500307247508e-06,2.9461704187383475e-09
1903,4.942281520925462e-06,5.400220270956879e-10
1904,4.990339675714495e-06,3.7622376325430196e-09
1905,4.854725830227835e-06,0.0
1906,5.023810444981791e-06,7.716276506641861e-09
1907,4.9371296881872695e-06,1.028568674676933e-09
1908,5.253221843304345e-06,0.0
1909,5.2913960644218605e-06,1.6502950117569526e-09
1910,5.154433438292472e-06,1.068830135508847e-09
1911,4.819195055461023e-06,1.0640748282497725e-09
1912,4.994793016521726e-06,1.0418842455450772e-09
1913,5.115263775223866e-06,4.772690687104841e-09
1914,5.041978511144407e-06,1.3393487430235496e-09
1915,4.864276434091153e-06,1.1780761921542648e-09
1916,5.147625870449701e-06,0.0
1917,5.750792752223788e-06,0.0
1918,5.2722466534760315e-06,1.1486376294556067e-09
1919,4.9087038860307075e-06,0.0
1920,5.012060228182236e-06,0.0
1921,4.974537660018541e-06,7.572747429129834e-10
1922,4.796395842276979e-06,0.0
1923,4.934292519465089e-06,0.0
1924,4.762166099681053e-06,1.289162443462999e-09
1925,4.557644842861919e-06,1.0998177923937646e-09
1926,4.455111593415495e-06,2.229227691330493e-09
1927,4.9313021008856595e-06,1.1149224876660924e-09
1928,4.331612217356451e-06,2.2852082448565625e-09
1929,4.5363735807768535e-06,1.0026365515614089e-08
1930,4.482938038563589e-06,0.0
1931,4.324911060393788e-06,1.1405356659111021e-09
1932,4.0342056308873e-06,2.1919073223131136e-09
1933,4.259056822775165e-06,0.0
1934,4.088115019840188e-06,0.0
1935,4.129058197577251e-06,0.0
1936,3.75138665731356e-06,1.2124714565686645e-09
1937,3.6337967230792856e-06,1.2591118148108649e-09
1938,3.9608730730833486e-06,0.0
1939,3.805159849434858e-06,1.5294050470515685e-09
1940,3.385270247235894e-06,0.0
1941,3.978625500167254e-06,0.0
1942,4.029433057439746e-06,3.034211770724937e-09
1943,4.128400632907869e-06,0.0
1944,4.064680524606956e-06,0.0
1945,4.0040904423221946e-06,2.178504043826024e-09
1946,4.19025218434399e-06,1.3921104269343232e-09
1947,4.359462309366791e-06,3.5762612871081956e-09
1948,4.13892757933354e-06,1.0871887834440486e-09
1949,3.857102456095163e-06,0.0
1950,4.1371554289071355e-06,4.2541445921528975e-09
1951,3.839170858555008e-06,2.1322803522849654e-09
1952,3.514583113428671e-06,1.0544803918932644e-09
1953,3.596303486119723e-06,0.0
1954,3.7223589970381e-06,9.772536113672459e-10
1955,3.488630454739905e-06,9.385607846468247e-10
1956,3.6968920085200807e-06,3.488456634670456e-09
1957,3.4447812140570022e-06,1.7670075402875796e-09
1958,3.5463108361000195e-06,0.0
1959,3.5389914501138264e-06,7.750747821333448e-10
1960,3.43411761605239e-06,0.0
1961,3.5512041449692333e-06,1.3896318540318475e-09
1962,3.85210432796157e-06,3.805173953708163e-09
1963,3.3927381082321517e-06,2.5864212993553792e-09
1964,4.019069365313044e-06,1.2167936658258327e-09
1965,3.784465206990717e-06,0.0
1966,3.4874015000241343e-06,2.215629901769489e-09
1967,4.005897608294617e-06,9.860671168482327e-10
1968,4.0413760871160775e-06,8.982831700699023e-10
1969,3.499424337860546e-06,1.8167031212712459e-09
1970,3.7704946862504585e-06,2.7592350626548523e-09
1971,3.6081826237932546e-06,5.138397485282553e-10
1972,3.507481324049877e-06,1.5390440033513642e-09
1973,3.2687785278540105e-06,1.6539611902288698e-09
1974,3.0389337553060614e-06,0.0
1975,3.045932317036204e-06,0.0
1976,3.1024451345729176e-06,1.142705374768127e-09
1977,3.030068683074205e-06,1.1753563677885381e-09
1978,3.092671931881341e-06,5.940591352171509e-10
1979,3.195177441739361e-06,1.7555920051037788e-09
1980,3.214952812413685e-06,2.2740602734216964e-09
1981,2.978701331812772e-06,1.2651099057237047e-09
1982,3.1509282507613534e-06,0.0
1983,3.019984205820947e-06,0.0
1984,3.3901003462233348e-06,5.799008495621649e-10
1985,3.0913952286937274e-06,0.0
1986,3.232226617910783e-06,0.0
1987,3.034631617993e-06,6.110816852533674e-10
1988,3.0714347758475924e-06,0.0
1989,3.1101187687454512e-06,0.0
1990,2.9466305022651795e-06,2.179460389939436e-09
1991,3.1182994462142233e-06,1.1722930404189924e-09
1992,3.0255102956289193e-06,0.0
1993,3.016652271981002e-06,0.0
1994,3.1048218716023257e-06,0.0
1995,3.131465291517088e-06,0.0
1996,3.0864848667988554e-06,0.0
1997,3.09174788526434e-06,0.0
1998,3.2747511795605533e-06,1.43043876743576e-09
1999,3.1484116789215477e-06,4.570201161957499e-10
2000,3.2225120776274707e-06,0.0
2001,3.103212293353863e-06,0.0
2002,3.217131052224431e-06,4.38122149670761e-10
2003,3.1856125133344904e-06,0.0
2004,3.1732115530758165e-06,0.0
2005,3.276477855251869e-06,9.007499190971657e-10
2006,3.407965778023936e-06,0.0
2007,3.336189365654718e-06,0.0
2008,3.3144167446153006e-06,1.2772318758180745e-09
2009,3.414025741221849e-06,4.76819250749827e-10
2010,3.372788114575087e-06,4.723793023408973e-10
2011,3.5845912407239666e-06,0.0
2012,3.535656787789776e-06,1.3617010852229328e-09
2013,3.4339707326580537e-06,8.367375126105969e-10
2014,3.6795245250687003e-06,6.496335691608124e-10
2015,3.547628921296564e-06,1.7732603163622684e-09
2016,3.855177965306211e-06,2.6927420293532123e-09
2017,3.172940523654688e-06,5.031222660711876e-10
2018,3.1762365324539132e-06,1.290733298020541e-09
2019,3.3481715036032256e-06,1.7856913725466939e-09
