year,peuvent_VERB allumer_VERB,peuvent_VERB rallumer_VERB
1990,2.179460389939436e-09,0.0
1991,4.68917216167597e-09,0.0
1992,4.4079553340736766e-09,0.0
1993,7.200969598386564e-09,0.0
1994,3.164955852952289e-09,1.5824779264761446e-09
1995,6.506940763983948e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,0.0
1997,2.876936688878118e-09,0.0
1998,9.536258449571733e-10,0.0
1999,2.285100553223174e-09,0.0
2000,6.185244316725402e-09,0.0
2001,2.190605918883648e-09,0.0
2002,3.504977197366088e-09,0.0
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,3.0833537945085254e-09,0.0
2005,4.053374524914943e-09,9.007499190971657e-10
2006,8.64756888319107e-09,4.1178899179428186e-10
2007,5.592271090648637e-09,3.994479469415779e-10
2008,6.3861596011349775e-09,1.2772318758180745e-09
2009,3.337734755248789e-09,0.0
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,1.911985902935953e-09
2012,6.127654827992046e-09,3.404252713057332e-10
2013,8.08846234434668e-09,2.789125042035323e-10
2014,4.330890313042346e-09,2.1654451842767486e-10
2015,4.654808538617772e-09,6.649726325136385e-10
2016,6.214019965256057e-09,4.1426800878596737e-10
2017,3.5218559180094644e-09,1.509366853724714e-09
2018,4.904786798931582e-09,7.744400121190154e-10
2019,6.377469219387422e-09,0.0
