year,peuvent_VERB attraper_VERB,peuvent_VERB rattraper_VERB
1911,1.702519725199636e-08,5.320374141248863e-10
1912,9.897900277167082e-09,1.0418842455450772e-09
1913,1.0605979205990934e-08,1.060597942803554e-09
1914,2.1429579888376793e-08,6.696743715117748e-10
1915,8.246533234057551e-09,1.1780761921542648e-09
1916,1.4283700444650549e-08,0.0
1917,8.773139548168274e-09,0.0
1918,1.1486376294556067e-08,1.1486376294556067e-09
1919,2.762354567309444e-09,0.0
1920,9.086678076641874e-09,0.0
1921,3.7863738810983705e-09,0.0
1922,1.0329110011753073e-08,6.640141769764796e-09
1923,1.3800733000834953e-08,0.0
1924,1.804827398643738e-08,6.445812328337297e-09
1925,5.499089184013428e-09,3.299453377181294e-09
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,1.1149224654616319e-08,4.4596899506643695e-09
1928,9.14083297942625e-09,3.4278122562625413e-09
1929,2.1166771446701205e-08,5.570202965543558e-09
1930,1.7856125467119455e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,3.4216069977333063e-09
1932,1.0959536389520963e-08,4.383814644626227e-09
1933,1.1470662641954732e-08,0.0
1934,5.990790086229936e-09,4.7926320689839486e-09
1935,1.555876849579363e-08,0.0
1936,1.4549657478823974e-08,0.0
1937,7.554670666820584e-09,2.5182236296217297e-09
1938,6.482607339819424e-09,5.186085783037697e-09
1939,1.070583532936098e-08,6.117620188206274e-09
1940,7.607348528892999e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,6.068423541449874e-09
1943,5.806470415592457e-09,1.4516175816936538e-08
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,1.6705325123211878e-08,2.7842208538686464e-09
1947,1.0728784083369192e-08,2.3841741914054637e-09
1948,1.0871888278529696e-08,2.174377566888097e-09
1949,1.0798709482173763e-08,1.9634016634739737e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,3.1984206394497505e-09
1952,3.1634410646574906e-09,0.0
1953,1.0773827163745864e-08,0.0
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,1.3139850985055546e-08,2.815682353940474e-09
1956,9.593255967388359e-09,6.104799332717903e-09
1957,3.534015080575159e-09,8.835037701437898e-10
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,1.5501495642666896e-09
1960,8.997083078554624e-09,6.2287499602575735e-09
1961,5.55852741612739e-09,6.25334317660986e-09
1962,6.976152100435229e-09,3.805173953708163e-09
1963,5.819448034571906e-09,3.879631726988464e-09
1964,1.2776333768727e-08,7.300761772910391e-09
1965,7.1136563306595235e-09,2.188817349590977e-09
1966,4.985167390003653e-09,3.3234448526542337e-09
1967,1.2818872185960117e-08,2.9582012395223956e-09
1968,1.4821671889819754e-08,4.491415683816058e-09
1969,1.2716921737876419e-08,3.6334062425424918e-09
1970,2.0234390163409444e-08,4.1388523719376735e-09
1971,1.0276794526475896e-08,3.083038491169532e-09
1972,9.747279428040656e-09,1.0260293725750103e-09
1973,9.37244681864513e-09,1.102640756478479e-09
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,6.8537762132336866e-09,3.998036124386317e-09
1976,1.4855169538918744e-08,1.7140580066410394e-09
1977,1.23412418062685e-08,8.815172591880582e-09
1978,1.0693064211864112e-08,1.7821774056514528e-09
1979,9.363157360553487e-09,2.925986564150662e-09
1980,1.193881615790815e-08,3.411090521154847e-09
1981,8.223214109648325e-09,6.958104314946922e-09
1982,1.0552754226011984e-08,9.311253101884631e-09
1983,3.78918940668882e-09,3.78918940668882e-09
1984,9.858314165001048e-09,1.1598016991243298e-09
1985,7.218669662023558e-09,2.4062232206745193e-09
1986,8.991728250862252e-09,4.196139880008332e-09
1987,6.721898593298192e-09,3.6664902225425067e-09
1988,9.594486094499644e-09,1.798966087207532e-09
1989,7.683371272548811e-09,3.841685636274406e-09
1990,1.1442167213715493e-08,3.814055737905164e-09
1991,1.2895223555631219e-08,5.2753188484189195e-09
1992,1.0468894195980738e-08,6.060938417817852e-09
1993,1.1632335983335906e-08,4.985286850001103e-09
1994,1.635227242502424e-08,1.2132331583813993e-08
1995,1.3013881527967897e-08,7.591431483433553e-09
1996,1.1743802375008272e-08,4.270473752399084e-09
1997,7.192341833217597e-09,5.274384040632185e-09
1998,1.5258013519314773e-08,2.86087753487152e-09
1999,1.2339542720951613e-08,5.484241505371301e-09
2000,6.185244316725402e-09,9.719669513685858e-09
2001,1.7524847351069184e-08,5.257454027685071e-09
2002,1.4019908789464353e-08,1.752488598683044e-09
2003,2.2084691408963408e-08,2.5001538617175356e-09
2004,1.4535810777260849e-08,5.726228824443069e-09
2005,1.9366122927522156e-08,6.305249655724765e-09
2006,1.1118302722934459e-08,6.1768350434476815e-09
2007,1.8774054311165855e-08,5.592271090648637e-09
2008,1.3623806971452268e-08,6.811903485726134e-09
2009,1.6211854969583328e-08,4.291373478793048e-09
2010,1.2754241218715379e-08,2.8342759250676863e-09
2011,1.7590270573464295e-08,2.6767803529281764e-09
2012,2.2127641940983267e-08,6.127654827992046e-09
2013,1.7571487376244477e-08,5.578249862026041e-09
2014,1.645738301192523e-08,6.712880029624557e-09
2015,1.884089151360513e-08,3.768178213903184e-09
2016,2.1749070100440804e-08,2.6927420293532123e-09
2017,1.3835862233690932e-08,9.559323110863716e-09
2018,1.2391040193904246e-08,4.904786798931582e-09
2019,1.6581420680950032e-08,4.846876677788714e-09
