year,pourront_VERB entrer_VERB,pourront_VERB rentrer_VERB
1884,1.8286701219949464e-07,1.2543224237049344e-08
1885,1.8627886788635806e-07,2.9649923405372647e-08
1886,2.2135381527732534e-07,3.355801325710672e-08
1887,2.4614044491499953e-07,2.3504128421336645e-08
1888,2.6250145879203046e-07,2.7264643875923866e-08
1889,1.44724651818251e-07,3.3205225236088154e-08
1890,1.3960843148197455e-07,4.1948073459252555e-08
1891,1.8676465174394252e-07,7.266611135037238e-08
1892,2.2190533854882233e-07,3.322311670217459e-08
1893,1.8290496939243894e-07,3.4487133149241345e-08
1894,2.0290956115331937e-07,5.923446977362801e-08
1895,1.2819648986805987e-07,3.370423939941247e-08
1896,1.4211839527433767e-07,5.89702899844724e-08
1897,1.5032921396596066e-07,5.5936450138460714e-08
1898,1.5051223556383775e-07,3.225262190653666e-08
1899,1.962290383517029e-07,4.698441813388854e-08
1900,1.6715191009097907e-07,2.595526638060619e-08
1901,2.095777063004789e-07,3.800342440740678e-08
1902,1.8364461595865578e-07,4.1246384085980026e-08
1903,2.3490957801186596e-07,4.3741785304973746e-08
1904,2.2412187661302596e-07,3.117282432185675e-08
1905,2.4720034730307816e-07,2.7352022868853965e-08
1906,1.923925054825304e-07,3.4980455865252225e-08
1907,1.8462807815922133e-07,2.7771354993433306e-08
1908,1.9792898342529952e-07,5.058730678797474e-08
1909,1.386247845402977e-07,4.8958753495753626e-08
1910,1.5818686449620145e-07,4.221879024157715e-08
1911,1.957897666216013e-07,5.001151848205154e-08
1912,1.969161189663282e-07,2.5005221004903433e-08
1913,1.7818045705553232e-07,3.234823608977422e-08
1914,1.4732836461917032e-07,2.8795998474606677e-08
1915,1.0367070757411057e-07,5.654765544704787e-08
1916,1.70305668234505e-07,3.4061130804730055e-08
1917,1.6449637030291342e-07,2.9609346086090227e-08
1918,1.5851199464123056e-07,8.270190932080368e-08
1919,1.9520638261383283e-07,7.550436009751138e-08
1920,1.893057941515508e-07,3.710393414735336e-08
1921,1.2343578248419362e-07,3.7863738810983705e-08
1922,1.4755870836324902e-07,2.2871599725249325e-08
1923,1.390689163827119e-07,2.0170300985000722e-08
1924,1.3922954167355783e-07,1.933743654092268e-08
1925,1.53974497152376e-07,2.74954441437103e-08
1926,2.0843279457949393e-07,3.009457216762712e-08
1927,1.2710115981917625e-07,1.6723836537835268e-08
1928,1.1083260176292242e-07,2.0566874425753667e-08
1929,1.6599204855083372e-07,4.0105462062456354e-08
1930,1.691080200316719e-07,2.6259009189288918e-08
1931,1.9503160331169056e-07,1.4826963656844327e-08
1932,1.7973640353829978e-07,2.520693342944469e-08
1933,1.3305968593613215e-07,2.982372038218273e-08
1934,2.096776512416909e-07,2.3963160344919743e-08
1935,1.7354011561110383e-07,2.8723881939640705e-08
1936,3.734411961886508e-07,3.15242587589637e-08
1937,3.651424265171954e-07,4.1550688223424004e-08
1938,3.37095571012469e-07,2.463390735840676e-08
1939,2.0799907929358596e-07,2.141167065872196e-08
1940,2.0286263691104978e-07,1.7750480196809804e-08
1941,1.0330258959356797e-07,2.066051862925633e-08
1942,1.1226583751522412e-07,2.1239483061208375e-08
1943,7.258088174921795e-08,1.1612940831184915e-08
1944,1.6387249957006134e-07,1.2852744646352221e-08
1945,1.2635322832466045e-07,6.535512131478072e-09
1946,1.3921103914071864e-07,2.0881657292193267e-08
1947,1.0847992371054715e-07,1.3112957830685446e-08
1948,1.652527004125659e-07,1.195907639583993e-08
1949,1.3154790678981954e-07,2.9451024730065e-08
1950,1.808011518278363e-07,1.2762433776458693e-08
1951,1.8977294757860363e-07,2.1322803078760444e-08
1952,1.0650251880406358e-07,2.1089608281954497e-08
1953,1.1312518921613446e-07,9.69644453618912e-09
1954,1.2899747048322752e-07,1.9545073115523337e-08
1955,9.667176215089057e-08,8.447047505910632e-09
1956,9.069987072507502e-08,2.0058624983221307e-08
1957,1.325255709616613e-07,1.501956425897788e-08
1958,8.603133494489157e-08,2.3989505493204888e-08
1959,9.765942365902447e-08,2.1702094343822864e-08
1960,8.028166575968498e-08,1.591791587429725e-08
1961,8.129346440455265e-08,2.779263752472616e-08
1962,9.322675964540394e-08,2.7904608401740916e-08
1963,7.759263809248296e-08,2.198458126656533e-08
1964,7.787479461285329e-08,3.102823953327061e-08
1965,9.028871517102743e-08,8.755269398363907e-09
1966,8.031658182972023e-08,1.0524241922382771e-08
1967,8.775997173415817e-08,1.232583901611406e-08
1968,8.03963402518093e-08,1.527081394669949e-08
1969,2.8840162258347846e-07,5.313856732414024e-08
1970,1.6509422096078197e-07,1.9314645882673176e-08
1971,8.838043896730596e-08,1.644287195290417e-08
1972,7.797823542432525e-08,1.7442499000708267e-08
1973,6.505580785187703e-08,1.4334330167287135e-08
1974,8.044567323395313e-08,1.2938814464291681e-08
1975,9.937975420371004e-08,1.313640396460869e-08
1976,8.913102078622614e-08,1.314111219841152e-08
1977,6.346924408262566e-08,1.057820764316375e-08
1978,6.772274474542428e-08,1.1881182260253809e-08
1979,6.671249508372057e-08,1.6385525825057812e-08
1980,6.026260024327712e-08,1.8760998088396263e-08
1981,5.3134616706529414e-08,1.4548763971333756e-08
1982,7.635227916580334e-08,2.2347007799794483e-08
1983,4.547027643297952e-08,2.3998200759933752e-08
1984,4.1752862500743504e-08,2.3775934110403796e-08
1985,4.6319797775140614e-08,1.564045071233977e-08
1986,4.3160294893596074e-08,1.6784559520033326e-08
1987,5.621951615353282e-08,9.777306964053878e-09
1988,4.8572086797094016e-08,1.139345240375178e-08
1989,6.146697018039049e-08,2.140367705294466e-08
1990,4.576866885486197e-08,2.1249737969242233e-08
1991,5.7442360201775955e-08,1.817054240405014e-08
1992,6.06093877308922e-08,1.5427843891302473e-08
1993,5.926952084678305e-08,1.606370148010683e-08
1994,5.960666982218754e-08,2.8484603120659813e-08
1995,5.259777324795323e-08,1.572510655023507e-08
1996,5.604996644592575e-08,1.4946657245218375e-08
1997,5.897720356529135e-08,1.6782131240233866e-08
1998,6.770743254946865e-08,1.7642078020685403e-08
1999,5.529943436499707e-08,1.690974471557638e-08
2000,5.3899984919780763e-08,1.988114206596947e-08
2001,5.345078335494691e-08,1.5334240544007116e-08
2002,5.914649037208619e-08,1.1391176002462089e-08
2003,4.958638299967788e-08,1.8751153518792307e-08
2004,5.85837227617958e-08,1.3654853248112886e-08
2005,5.044199724579812e-08,2.0717248361279417e-08
2006,5.353257037654657e-08,1.729513776638214e-08
2007,3.5550868915379397e-08,1.5179022483380322e-08
2008,4.725757918322415e-08,1.958422224390688e-08
2009,4.052963475942306e-08,1.4781396551200032e-08
2010,3.070465481869178e-08,1.842279218067233e-08
2011,3.976930784688193e-08,1.1089518636708817e-08
2012,2.791487219155897e-08,2.6212745751763578e-08
2013,3.430623962685786e-08,2.119734965333464e-08
2014,3.13989545475124e-08,1.537466154388767e-08
2015,3.1697027225163765e-08,1.2856137487915476e-08
2016,5.136923419968298e-08,1.5949318310504168e-08
2017,4.075290505056728e-08,1.8867085671558925e-08
2018,3.6914972412205316e-08,1.7037679711506826e-08
2019,3.3417940414892655e-08,1.3775333762566788e-08
