year,devaient_VERB envoyer_VERB,devaient_VERB renvoyer_VERB
1915,4.005459075528961e-08,3.534228465440492e-09
1916,2.8567400889301098e-08,6.592477230782379e-09
1917,3.289927263949721e-08,0.0
1918,3.2161853624756986e-08,0.0
1919,3.314825391953491e-08,1.8415696745321952e-09
1920,4.316171953178127e-08,6.815008557481406e-09
1921,2.8019165654313838e-08,3.0290989716519334e-09
1922,3.24629176873259e-08,0.0
1923,2.5478275489376756e-08,7.431163684401554e-09
1924,3.2229060309418855e-08,1.289162443462999e-09
1925,3.299453510408057e-08,4.399271169575059e-09
1926,2.7865345586519652e-08,4.458455382660986e-09
1927,2.1183527820767267e-08,1.2264147031260109e-08
1928,3.313552099371009e-08,1.1426041224282812e-09
1929,3.5649300400564243e-08,0.0
1930,3.7812974085227324e-08,0.0
1931,3.877821086462063e-08,1.1405356659111021e-09
1932,2.7398842306070037e-08,1.0959536611565568e-09
1933,4.244144946596862e-08,1.1470662197865522e-09
1934,2.156684431042777e-08,2.3963160344919743e-09
1935,2.8723881939640705e-08,4.787313656606784e-09
1936,3.394919900756577e-08,7.274828739411987e-09
1937,3.5255130370615007e-08,3.777335333410292e-09
1938,2.5930429359277696e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,1.5294050470515685e-09
1940,2.2822046474857416e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,3.034211815133858e-08,3.034211770724937e-09
1943,3.4838823381733164e-08,8.709705845433291e-09
1944,3.534504600111177e-08,9.639558484764166e-09
1945,3.0499055725385915e-08,2.178504043826024e-09
1946,2.0881657292193267e-08,1.3921104269343232e-09
1947,2.5033829231801974e-08,2.3841741914054637e-09
1948,2.8266908813634473e-08,4.348755133776194e-09
1949,3.337782672474532e-08,9.817008317369869e-10
1950,1.914365022059883e-08,5.317680518146517e-09
1951,4.584402901741669e-08,2.1322803522849654e-09
1952,2.003512733494972e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,1.0773827385790469e-09
1954,3.518113089739927e-08,3.9090144454689835e-09
1955,1.1262729415761896e-08,2.815682353940474e-09
1956,2.8779767902165077e-08,0.0
1957,2.5621609722747962e-08,8.835037701437898e-10
1958,2.2335056470978998e-08,2.4816730892496253e-09
1959,2.6352543258667538e-08,7.750747821333448e-10
1960,1.5225833038812198e-08,6.920833350854139e-10
1961,3.404598203360365e-08,0.0
1962,2.2831043722248978e-08,1.2683912808952869e-09
1963,2.651081842941494e-08,1.939815863494232e-09
1964,3.8937397306426647e-08,4.867174663303331e-09
1965,2.9001830270658502e-08,3.2832261354087677e-09
1966,1.4401594583546284e-08,5.539074754423723e-10
1967,2.465167803222812e-08,1.4791006197611978e-09
1968,3.09907690621003e-08,2.6948494546985557e-09
1969,3.179230390060184e-08,2.2708788183223305e-09
1970,2.0694262303777577e-08,2.7592350626548523e-09
1971,2.6719666479380066e-08,2.569198631618974e-09
1972,2.257264597460562e-08,6.669190977248718e-09
1973,2.260413545229767e-08,4.410563025913916e-09
1974,3.037808582462276e-08,2.2502286700643026e-09
1975,3.4268879289811593e-08,6.282628195464213e-09
1976,3.085304456362792e-08,3.9994687561772935e-09
1977,2.7620874476497193e-08,5.289103821581875e-09
1978,3.089107636355948e-08,6.534650598410963e-09
1979,1.580032815695631e-08,5.851973128301324e-09
1980,2.6720208268216084e-08,8.527726080842513e-09
1981,1.8976647808699454e-08,6.325549417596221e-09
1982,1.8001756529884005e-08,1.8622506869903077e-09
1983,1.136756910824488e-08,1.2630632095778083e-09
1984,2.0296528902008504e-08,1.739702604197646e-09
1985,1.9851341903631692e-08,2.4062232206745193e-09
1986,2.8773531113301942e-08,3.5966913891627428e-09
1987,1.7721369260925712e-08,3.6664902225425067e-09
1988,1.8589316752581908e-08,5.396898483667201e-09
1989,1.9757239400064464e-08,4.390497743145261e-09
1990,1.7435683119515488e-08,3.2691906959314565e-09
1991,2.9307326343541718e-08,5.2753188484189195e-09
1992,1.652983172562017e-08,4.4079553340736766e-09
1993,2.1602909683338112e-08,1.1078414852150331e-09
1994,2.479215588380157e-08,1.0549853213248639e-09
1995,2.6570008415660595e-08,3.253470381991974e-09
1996,1.92171327739743e-08,2.6690460952494277e-09
1997,1.8220598363427598e-08,1.438468344439059e-09
1998,2.3840646790063147e-08,6.198567881199324e-09
1999,2.102292562256025e-08,3.656160929565999e-09
2000,1.3254094710646314e-08,4.418031274155965e-09
2001,1.664860427297299e-08,7.886181485616817e-09
2002,2.7601695151702188e-08,3.504977197366088e-09
2003,1.91678459771083e-08,3.7502307925763034e-09
2004,1.8500124099318782e-08,3.523833003171717e-09
2005,2.0717248361279417e-08,9.007499190971657e-10
2006,2.4707340173790726e-08,2.8825228870488218e-09
2007,1.9572949483404045e-08,4.7933754743212376e-09
2008,1.8732734474724566e-08,1.2772318758180745e-09
2009,1.7165493915172192e-08,4.291373478793048e-09
2010,1.6533276081531767e-08,1.4171379625338432e-09
2011,1.414869643667771e-08,4.206369030868018e-09
2012,2.246806829475645e-08,2.0425516833455504e-09
2013,1.8966050063795592e-08,3.0680376017500066e-09
2014,2.1004817440939405e-08,5.846701789380404e-09
2015,1.8175917659846164e-08,2.21657536769726e-09
2016,1.9884865309904853e-08,1.6570720351438695e-09
2017,1.5345229087415646e-08,2.5156112748447867e-09
2018,1.858655984676716e-08,3.0977600484760615e-09
2019,1.7091618786935214e-08,2.806086474294034e-09
