year,fallait_VERB avoir_VERB,fallait_VERB ravoir_VERB
1874,7.450337875525292e-07,0.0
1875,6.974541406634671e-07,0.0
1876,6.372499683493515e-07,0.0
1877,5.690030775440391e-07,0.0
1878,5.68278267110145e-07,0.0
1879,6.090997430874268e-07,0.0
1880,5.615615350507142e-07,0.0
1881,5.278188268675876e-07,0.0
1882,4.978227821084147e-07,0.0
1883,6.281422884057974e-07,0.0
1884,6.548883675350226e-07,0.0
1885,5.465898880174791e-07,0.0
1886,5.620967158392887e-07,0.0
1887,5.131734610586136e-07,0.0
1888,5.30075396909524e-07,0.0
1889,5.081025733488786e-07,0.0
1890,5.132084766046319e-07,0.0
1891,4.812536076315155e-07,6.374220040683554e-10
1892,5.171522730051947e-07,0.0
1893,5.216178919908998e-07,6.158416554491453e-10
1894,4.6442343659691687e-07,0.0
1895,6.036670470166428e-07,0.0
1896,5.549104002966487e-07,0.0
1897,4.5040496843284927e-07,2.330685422435863e-09
1898,4.769993324771349e-07,5.6583548957434e-10
1899,5.162758043297799e-07,4.4220627160029835e-09
1900,4.3137652028235607e-07,2.07642125715779e-09
1901,4.5045234742246976e-07,1.676621730339889e-09
1902,4.2228441543556983e-07,2.9461704187383475e-09
1903,4.390379046981252e-07,0.0
1904,4.761917864470888e-07,0.0
1905,4.2885906736955803e-07,5.160759042333041e-10
1906,4.4394312226359034e-07,0.0
1907,3.8057041251704504e-07,0.0
1908,3.757212709842861e-07,2.4556945366072114e-09
1909,4.257761361259327e-07,1.6502950117569526e-09
1910,4.4356451667226793e-07,0.0
1911,3.8519507938872266e-07,1.0640748282497725e-09
1912,3.964369454934058e-07,1.5628263128064646e-09
1913,3.749213703940768e-07,0.0
1914,3.348371819811291e-07,6.696743715117748e-10
1915,4.406005018608994e-07,0.0
1916,3.823636802735564e-07,0.0
1917,2.7196733753953595e-07,0.0
1918,4.307391066049604e-07,0.0
1919,4.125116106479254e-07,0.0
1920,3.7331102475945954e-07,0.0
1921,4.3467571231303737e-07,1.5145494858259667e-09
1922,3.733235303116089e-07,3.6889677978990676e-09
1923,3.471415084277396e-07,0.0
1924,4.228452894494694e-07,0.0
1925,3.8823569070700614e-07,0.0
1926,3.789687070820946e-07,0.0
1927,4.481988469251519e-07,0.0
1928,3.8620018472101947e-07,0.0
1929,3.9214231151163403e-07,0.0
1930,4.5060460251988843e-07,0.0
1931,3.649714130915527e-07,0.0
1932,4.241340718635911e-07,0.0
1933,4.198262502086436e-07,0.0
1934,3.654381828255282e-07,0.0
1935,3.3152147693726874e-07,0.0
1936,3.4797929515661963e-07,0.0
1937,4.117295588912384e-07,1.2591118148108649e-09
1938,4.058112210714171e-07,0.0
1939,3.104692325450742e-07,0.0
1940,3.2965178320409905e-07,0.0
1941,3.571318245576549e-07,0.0
1942,4.429949171935732e-07,0.0
1943,3.9483998648393026e-07,0.0
1944,4.3699333218683023e-07,3.2131861615880553e-09
1945,4.814493763660721e-07,0.0
1946,4.092804601896205e-07,0.0
1947,4.5418516947393073e-07,0.0
1948,4.142189311551192e-07,0.0
1949,3.5144890375704563e-07,0.0
1950,3.413950935282628e-07,0.0
1951,4.0833168668541475e-07,0.0
1952,3.469240539288876e-07,0.0
1953,3.5661369679473864e-07,0.0
1954,2.941533239209093e-07,0.0
1955,3.2943484029601677e-07,0.0
1956,2.9128614187357016e-07,0.0
1957,3.0392530447898025e-07,0.0
1958,3.126908154627017e-07,0.0
1959,3.1080497819857555e-07,0.0
1960,3.2597125709799e-07,0.0
1961,3.098878949003847e-07,0.0
1962,3.6085731380808284e-07,0.0
1963,3.233026575344411e-07,0.0
1964,3.5591213531915855e-07,6.083968329129164e-10
1965,3.2285055340253166e-07,0.0
1966,3.67240659215895e-07,0.0
1967,4.013293164462084e-07,0.0
1968,3.997360238372494e-07,0.0
1969,3.474444838502677e-07,0.0
1970,3.5502156947586627e-07,0.0
1971,3.314266336928995e-07,0.0
1972,3.4731093023765425e-07,0.0
1973,2.966103522794583e-07,5.513203782392395e-10
1974,3.296584907275246e-07,0.0
1975,3.2612553013677825e-07,0.0
1976,3.5023919053855934e-07,0.0
1977,2.867869568490278e-07,0.0
1978,3.2732657473388826e-07,0.0
1979,3.306364817490248e-07,0.0
1980,3.177999303716206e-07,0.0
1981,3.33989021328307e-07,0.0
1982,3.432748769682803e-07,0.0
1983,3.871288640766579e-07,0.0
1984,3.154660532800335e-07,0.0
1985,3.2664479476807173e-07,0.0
1986,3.6026858651894145e-07,0.0
1987,3.2876195632525196e-07,0.0
1988,3.460011441802635e-07,0.0
1989,3.973400453105569e-07,0.0
1990,3.203806784313201e-07,0.0
1991,3.5051562008447945e-07,0.0
1992,3.217807318378618e-07,0.0
1993,3.4343085530963435e-07,0.0
1994,3.771572494315478e-07,0.0
1995,3.416143954382278e-07,0.0
1996,3.2188697218771267e-07,0.0
1997,3.4810935289897316e-07,0.0
1998,3.6619232446355454e-07,0.0
1999,3.779556436711573e-07,0.0
2000,3.4946629057230894e-07,0.0
2001,3.5487815353008045e-07,0.0
2002,3.5444082868707483e-07,0.0
2003,3.9294081943808123e-07,0.0
2004,3.7969300592521904e-07,0.0
2005,3.7966609056638845e-07,0.0
2006,3.9696459452898125e-07,0.0
2007,4.090346976681758e-07,0.0
2008,3.938131669656286e-07,0.0
2009,4.348591460257012e-07,0.0
2010,4.497050838381256e-07,4.723793023408973e-10
2011,4.2981446313206106e-07,0.0
2012,4.895315441899584e-07,0.0
2013,5.436004926195892e-07,0.0
2014,5.950643640062481e-07,0.0
2015,5.2820990958935e-07,0.0
2016,5.292274067869585e-07,2.0713400439298368e-10
2017,4.777145932166604e-07,2.515611330355938e-10
2018,5.181003643883741e-07,2.5814667070633845e-10
2019,5.400440841185628e-07,0.0
