year,puissent_VERB avoir_VERB,puissent_VERB ravoir_VERB
1914,5.042647899244912e-07,6.696743715117748e-10
1915,6.125995923866867e-07,1.1780761921542648e-09
1916,5.405831302596198e-07,0.0
1917,5.2419511575863e-07,0.0
1918,4.697927806773805e-07,0.0
1919,4.843328156312054e-07,0.0
1920,4.96738380206807e-07,0.0
1921,4.6193758862500545e-07,0.0
1922,4.544808120954258e-07,0.0
1923,4.44808222255233e-07,0.0
1924,4.718334594144835e-07,0.0
1925,5.532083378056996e-07,0.0
1926,4.514186002779752e-07,0.0
1927,4.883360702478967e-07,2.2298449753321847e-09
1928,4.673250941777951e-07,0.0
1929,4.834936362385633e-07,3.342121912552898e-09
1930,4.48503868710759e-07,0.0
1931,4.733223022412858e-07,1.1405356659111021e-09
1932,5.052346523370943e-07,0.0
1933,5.677977696905145e-07,0.0
1934,4.241479416577931e-07,0.0
1935,3.985438752351911e-07,0.0
1936,4.4861442916044325e-07,0.0
1937,4.646122704343725e-07,0.0
1938,5.186086013964086e-07,0.0
1939,4.3588045173237333e-07,0.0
1940,5.401217890721455e-07,0.0
1941,4.929009378429328e-07,2.9515025978810172e-09
1942,3.823106737854687e-07,0.0
1943,4.616144053670723e-07,0.0
1944,4.498460555169004e-07,6.4263723231761105e-09
1945,4.705568699137075e-07,0.0
1946,4.677490892390779e-07,1.3921104269343232e-09
1947,4.7445067252738227e-07,0.0
1948,4.7292712679336546e-07,0.0
1949,4.810333962268487e-07,0.0
1950,5.264503784019325e-07,3.190608444114673e-09
1951,4.808292146663007e-07,0.0
1952,4.51317617944369e-07,4.2179215675730575e-09
1953,4.557329020826728e-07,0.0
1954,4.4562764855982095e-07,0.0
1955,4.580176664603641e-07,0.0
1956,4.4041763658242417e-07,0.0
1957,4.2673232769629976e-07,0.0
1958,4.541461748885922e-07,8.272243445794913e-10
1959,5.130995077706757e-07,2.325224457422337e-09
1960,4.803058573088492e-07,6.920833350854139e-10
1961,4.835918616663548e-07,0.0
1962,5.276507977214351e-07,0.0
1963,5.321562071003427e-07,1.939815863494232e-09
1964,5.439067649604112e-07,0.0
1965,5.220329626354214e-07,1.0944086747954884e-09
1966,5.948966190771898e-07,0.0
1967,5.936124125582865e-07,0.0
1968,5.57384680632822e-07,8.982831700699023e-10
1969,6.46746286747657e-07,0.0
1970,5.959947770861618e-07,4.5987250119061684e-10
1971,5.508362050932192e-07,1.0276794970565106e-09
1972,5.340482971405436e-07,0.0
1973,5.281649464450311e-07,0.0
1974,5.074265914117859e-07,5.625571675160757e-10
1975,5.106063554194407e-07,1.1422960355389478e-09
1976,4.930773798150767e-07,0.0
1977,4.789577019437274e-07,0.0
1978,5.14455223310506e-07,0.0
1979,5.0795131301129e-07,0.0
1980,5.048413527219964e-07,0.0
1981,4.946579679199203e-07,0.0
1982,5.0715294719339e-07,6.207502289967692e-10
1983,4.799640009878203e-07,1.2630632095778083e-09
1984,5.172715304979647e-07,0.0
1985,4.998928488930687e-07,0.0
1986,5.568876986217219e-07,0.0
1987,4.900875296698359e-07,0.0
1988,4.6113498797240027e-07,0.0
1989,5.55946769509319e-07,1.0976244357863152e-09
1990,5.208910351939267e-07,0.0
1991,4.5367741563495656e-07,1.1722930404189924e-09
1992,5.284036319608276e-07,0.0
1993,4.69724795948423e-07,0.0
1994,5.354050358619133e-07,0.0
1995,5.026611802350089e-07,0.0
1996,5.076525440017576e-07,0.0
1997,5.681949915015139e-07,0.0
1998,5.688378337254107e-07,4.768129224785866e-10
1999,6.133209922154492e-07,0.0
2000,6.211752179297036e-07,0.0
2001,5.853298716829158e-07,8.762423564512289e-10
2002,5.905886837354046e-07,0.0
2003,6.221216040103172e-07,4.1669229178253886e-10
2004,5.80991979859391e-07,0.0
2005,5.715258453165006e-07,0.0
2006,5.760928161180345e-07,0.0
2007,5.7640340855869e-07,3.994479469415779e-10
2008,5.479324727275525e-07,0.0
2009,5.697989990949281e-07,0.0
2010,5.295372034197499e-07,0.0
2011,5.173833983462828e-07,0.0
2012,5.143825774212019e-07,0.0
2013,5.03158162246109e-07,0.0
2014,4.478140738228831e-07,0.0
2015,4.6703243583579024e-07,0.0
2016,4.6253023811004823e-07,0.0
2017,4.533131630068965e-07,0.0
2018,4.886716737928509e-07,0.0
2019,4.6300428380163794e-07,0.0
