year,voudrait_VERB acheter_VERB,voudrait_VERB racheter_VERB
1944,1.927911696952833e-08,9.639558484764166e-09
1945,4.357008087652048e-09,6.535512131478072e-09
1946,1.6705325123211878e-08,6.960552134671616e-09
1947,4.7683483828109274e-09,1.1920870957027319e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,9.817008539414473e-09,3.9268033269479474e-09
1950,8.508289184305795e-09,9.571825110299415e-09
1951,5.330700769690111e-09,7.462981344019681e-09
1952,6.326882129314981e-09,5.272402070488624e-09
1953,1.6160740301529586e-08,2.1547654771580937e-09
1954,2.14995790059902e-08,8.795282724349818e-09
1955,2.5341140741375057e-08,9.385607846468247e-10
1956,1.1337483840634377e-08,2.616342476002842e-09
1957,2.2087593976038988e-08,7.951533653738352e-09
1958,2.3989505493204888e-08,3.3088973783179654e-09
1959,1.3176271629333769e-08,3.8753737996444215e-09
1960,2.2146666722733244e-08,7.612916519406099e-09
1961,1.320150300188061e-08,4.16889545107324e-09
1962,1.8391673961559718e-08,3.805173953708163e-09
1963,1.8751554975438012e-08,1.0992290633282664e-08
1964,2.8594651979574337e-08,5.475571551727398e-09
1965,1.6963333848707407e-08,2.73602163147757e-09
1966,1.8278946356531378e-08,7.200797291773142e-09
1967,1.1832804958089582e-08,5.916402479044791e-09
1968,9.431973424511852e-09,5.838840522187638e-09
1969,1.6350327314285096e-08,1.3625273131978588e-09
1970,1.2876429700270364e-08,4.1388523719376735e-09
1971,1.2332153964678128e-08,5.138397263237948e-09
1972,1.3851396474251487e-08,6.669190977248718e-09
1973,1.7090931336838366e-08,1.6539611902288698e-09
1974,1.2376257352286757e-08,5.06301445213353e-09
1975,9.709516746170266e-09,4.569184142155791e-09
1976,1.199840671262109e-08,4.570821499072508e-09
1977,1.4104276857551667e-08,2.3507127355770763e-09
1978,1.485147826940647e-08,3.5643548113029055e-09
1979,1.6385525825057812e-08,4.096381456264453e-09
1980,9.664756106531058e-09,6.253665585376211e-09
1981,8.855769451088236e-09,6.325549528618524e-10
1982,1.0552754226011984e-08,3.7245013739806154e-09
1983,1.1999100379966876e-08,2.5261264191556165e-09
1984,1.681712546997005e-08,8.69851302098823e-09
1985,1.0226449020933615e-08,2.4062232206745193e-09
1986,1.6784559520033326e-08,4.7955883708539204e-09
1987,1.099947066762752e-08,9.166225112267057e-09
1988,1.0194141530917022e-08,1.798966087207532e-09
1989,2.140367705294466e-08,6.036934507847036e-09
1990,1.5801088437683575e-08,2.179460389939436e-09
1991,8.7921980806982e-09,2.344586080837985e-09
1992,1.0468894195980738e-08,4.958949695321735e-09
1993,2.3818591543545153e-08,3.877445031719162e-09
1994,1.0549853435293244e-08,2.1099706426497278e-09
1995,6.506940763983948e-09,1.626735190995987e-09
1996,1.2277611816102763e-08,5.871901187504136e-09
1997,2.013855748828064e-08,3.3564262480467733e-09
1998,1.0489884516573511e-08,6.675381136744818e-09
1999,1.3253583119876566e-08,3.656160929565999e-09
2000,5.743440834038438e-09,2.2090156370779823e-09
2001,1.3143635513301888e-08,7.886181485616817e-09
2002,1.4019908789464353e-08,3.066854992184176e-09
2003,8.333845613606172e-09,2.9168460979889232e-09
2004,8.369103632333008e-09,8.809582507929292e-10
2005,1.7114247796712334e-08,2.251874686720612e-09
2006,8.235780057930242e-09,3.706100981659688e-09
2007,8.38840730210677e-09,2.7961355453243186e-09
2008,1.2346575317678798e-08,2.554463751636149e-09
2009,1.1443662017995848e-08,3.814554005998616e-09
2010,2.8815136943194375e-08,1.8895172093635892e-09
2011,1.7207874236646603e-08,3.4415748029203996e-09
2012,1.7702113552786614e-08,4.425528388196653e-09
2013,3.0680375573410856e-08,2.2313000336282585e-09
2014,2.03551842048455e-08,4.547434873103384e-09
2015,2.6377247053233077e-08,6.428068743957738e-09
2016,2.713455415914723e-08,5.178350193091319e-09
2017,2.5910797063488644e-08,2.7671724911471074e-09
2018,2.2975052971219156e-08,4.904786798931582e-09
2019,2.1173198305746155e-08,6.887666881283394e-09
