year,faudrait_VERB entrer_VERB,faudrait_VERB rentrer_VERB
1858,8.319248934185453e-08,8.31924928945682e-09
1859,7.587338046732839e-08,6.619825576592575e-09
1860,8.238931314963338e-08,1.0069804545764782e-08
1861,1.3959252953554824e-07,1.0846716413936974e-08
1862,1.0391368476803109e-07,9.939570055905733e-09
1863,9.339940731933893e-08,7.991393324857654e-09
1864,1.0356612278883404e-07,3.3563094525845827e-09
1865,1.1908316110975647e-07,5.177528628053096e-09
1866,8.806759410617815e-08,1.5083399418358567e-08
1867,1.6353975240690488e-07,1.358787216076962e-08
1868,1.0077343404191197e-07,4.44588676984381e-09
1869,1.1964621648985485e-07,8.790334682373668e-09
1870,1.1697459711967895e-07,9.17447806614291e-09
1871,3.9298356568906456e-08,2.1242354542039266e-09
1872,1.1248051379197932e-07,6.047339518033823e-09
1873,1.1493128226902627e-07,4.190203295451056e-09
1874,1.0455566012979034e-07,8.961913877669758e-09
1875,1.310229720274947e-07,3.432916173551348e-09
1876,1.0580525611203484e-07,6.04601479992084e-09
1877,7.236234722540758e-08,6.80329748092845e-09
1878,1.2138568195041444e-07,4.22736201599605e-09
1879,9.652733723441997e-08,1.1607718342077078e-08
1880,9.755126484378707e-08,8.984985200299889e-09
1881,1.0249586068766803e-07,1.4642266066289267e-08
1882,6.522277118392594e-08,9.983077475794744e-09
1883,9.542201695467156e-08,1.0110942305630033e-08
1884,8.450172117591137e-08,7.2618666635548834e-09
1885,9.539540712921735e-08,8.379326565943757e-09
1886,8.195899425800235e-08,1.7424351739236954e-08
1887,8.422312447464719e-08,6.528924512139156e-09
1888,6.213802095089704e-08,1.014498351992188e-08
1889,9.272402223814424e-08,8.14467782106476e-09
1890,8.782878069268918e-08,5.243509182406569e-09
1891,6.820415165975646e-08,8.286486163910922e-09
1892,8.650547300703693e-08,3.1342561879199593e-09
1893,9.114456389625047e-08,3.079208221734575e-09
1894,7.876924001948282e-08,2.2685540557176864e-08
1895,7.402896073926968e-08,6.018614495673091e-09
1896,5.307326134129653e-08,1.6511680911435178e-08
1897,6.351118031489023e-08,2.9133566670225264e-09
1898,7.921696720813998e-08,3.960848538042683e-09
1899,6.30143972557562e-08,5.527578395003729e-09
1900,5.4506056557102056e-08,1.245852754294674e-08
1901,4.247441509619421e-08,1.0618603774048552e-08
1902,6.972602761834423e-08,5.892340837476695e-09
1903,5.238213773850475e-08,1.0800440541913758e-08
1904,5.697102523072317e-08,7.524475265086039e-09
1905,5.986480289266183e-08,5.160758931310738e-09
1906,4.012463961089452e-08,1.0802787109298606e-08
1907,6.788553008618692e-08,1.7485666858885196e-08
1908,5.35341406759926e-08,2.4556945366072114e-09
1909,5.005895076237721e-08,6.60118004702781e-09
1910,4.702852507421085e-08,1.2825961626106164e-08
1911,5.2671705219609066e-08,5.3203743632934675e-09
1912,4.688478938419394e-08,1.4586379548653383e-08
1913,5.037840367094759e-08,1.643926872407775e-08
1914,3.750176347239176e-08,1.1384464038144415e-08
1915,4.476689596799588e-08,1.1780762143587253e-08
1916,6.702352095544484e-08,6.592477230782379e-09
1917,5.04455535121906e-08,1.0966424435210342e-09
1918,4.9391417178412667e-08,2.2972752589112133e-09
1919,5.248473655683483e-08,7.366278698128781e-09
1920,4.921950491620919e-08,1.0601124422748853e-08
1921,4.240738604721628e-08,1.438822039290244e-08
1922,5.5334517412575224e-08,5.902348387820666e-09
1923,4.0340601970001444e-08,2.866305992554885e-08
1924,4.640984840875717e-08,1.933743654092268e-08
1925,5.719052609265418e-08,1.0998178368026856e-08
1926,3.232380052509143e-08,1.89484357093761e-08
1927,4.6826745148109694e-08,2.4528294062520217e-08
1928,2.6279895593006586e-08,1.3711249025050165e-08
1929,4.121950425428622e-08,1.7824650200282122e-08
1930,3.991369368350206e-08,7.352522590764465e-09
1931,3.42160717536899e-08,1.0264820993199919e-08
1932,4.274219378430644e-08,6.575722188983946e-09
1933,4.3588517684156614e-08,9.176529758292418e-09
1934,3.2350264689284813e-08,1.1981580172459871e-08
1935,3.231436807027421e-08,1.196828414151696e-08
1936,1.091224355320719e-08,9.699771652549316e-09
1937,2.7700460591972842e-08,1.1332006444320086e-08
1938,2.463390735840676e-08,9.075650453382877e-09
1939,4.129393715857077e-08,9.176430282309411e-09
1940,2.028626333583361e-08,2.5357829169792012e-09
1941,3.246652724442356e-08,1.7709016475464523e-08
1942,2.730790527039062e-08,6.068423541449874e-09
1943,5.8064703267746154e-08,8.709705845433291e-09
1944,2.5705489292704442e-08,6.4263723231761105e-09
1945,5.2284097051824574e-08,1.742803235060819e-08
1946,4.037120149291695e-08,1.6705326011390298e-08
1947,4.0530959921625254e-08,1.0728784083369192e-08
1948,2.2830963786191205e-08,1.195907639583993e-08
1949,3.141442661558358e-08,1.7670615193310368e-08
1950,3.509669355139522e-08,1.0635361036293034e-08
1951,1.2793682557799002e-08,1.0661401539380222e-08
1952,2.2144087452602434e-08,1.370824520563474e-08
1953,2.693456835345387e-08,7.54167928107563e-09
1954,3.615838295445428e-08,2.6385848173049453e-08
1955,2.627970197011109e-08,1.3139850985055546e-08
1956,3.488456457034772e-08,1.5698054633972447e-08
1957,2.8272120644601273e-08,3.534015080575159e-09
1958,2.3162280982091943e-08,9.926691912909291e-09
1959,3.5653439312000046e-08,6.975673150222406e-09
1960,2.2838749558218296e-08,1.038124963770315e-08
1961,1.528595028332802e-08,1.111705483225478e-08
1962,3.6783347923119436e-08,8.244543714397423e-09
1963,2.9743844720542256e-08,7.1126584622049904e-09
1964,2.8594651979574337e-08,1.5818317322668918e-08
1965,3.173785145804686e-08,1.1491290863308024e-08
1966,2.326411419062424e-08,6.092982118843793e-09
1967,4.6345153492666213e-08,1.429797347185513e-08
1968,3.054162789339898e-08,6.737123747768692e-09
1969,3.8150766101807676e-08,7.2668124850849836e-09
1970,4.0008906410093914e-08,1.0577067222072856e-08
1971,2.5178147566862208e-08,7.707596338946132e-09
1972,1.9494558856081312e-08,4.1041173792777386e-09
1973,2.811733956775697e-08,1.0475087464101307e-08
1974,3.1503201824989446e-08,1.5751600912494723e-08
1975,1.8847885030481848e-08,5.711480177694739e-09
1976,2.285410793945175e-08,6.8562320265641574e-09
1977,1.9393379346865913e-08,6.464460078348111e-09
1978,1.7227714366185864e-08,1.1881182260253809e-08
1979,2.867466974976196e-08,5.266775904289034e-09
1980,2.2740602290127754e-08,5.68515062804309e-09
1981,2.909752794266751e-08,7.590659434342228e-09
1982,1.6760255405756652e-08,6.828252629986764e-09
1983,1.9577479193344516e-08,7.578379146444547e-09
1984,1.9716628330002095e-08,1.0438215625185876e-08
1985,2.3460676956688076e-08,8.421781161338515e-09
1986,2.1580147446798037e-08,7.792831269171074e-09
1987,2.13878585952898e-08,1.588812414965446e-08
1988,2.0388283061834045e-08,6.596209356501959e-09
1989,2.689179900983163e-08,7.134558721588746e-09
1990,1.6345952147389653e-08,6.538381391862913e-09
1991,2.8721180100887977e-08,1.1136784161536184e-08
1992,2.3692759754112558e-08,9.917899890243831e-09
1993,1.994114740000441e-08,4.4313659408601325e-09
1994,1.2132331583813993e-08,9.494867947434926e-09
1995,1.7894087989134277e-08,6.506940763983948e-09
1996,2.028474987980644e-08,6.4057106285986265e-09
1997,1.7741109914481967e-08,3.835915585170824e-09
1998,1.5258013519314773e-08,1.0966696883940585e-08
1999,1.416762351880152e-08,5.941261704833778e-09
2000,1.899753598877396e-08,1.1045078629479121e-08
2001,1.9277331730904734e-08,1.3143635513301888e-08
2002,1.9715496790695397e-08,7.886198361006791e-09
2003,2.7918384049030465e-08,1.2084076850271686e-08
2004,2.1583476339515073e-08,1.0131019939629837e-08
2005,1.9816498664226856e-08,1.1259373877692269e-08
2006,1.6059770402421236e-08,8.647569049724524e-09
2007,2.7162460725094206e-08,9.18730247434496e-09
2008,1.9158479247494142e-08,1.1920830766953827e-08
2009,1.8119131084404216e-08,2.098004614481397e-08
2010,2.3146585093059002e-08,1.8895171649546683e-08
2011,2.0267052036615496e-08,2.332622983658439e-08
2012,2.11063664323774e-08,2.3489344136429224e-08
2013,2.2870825233667347e-08,3.235385059863205e-08
2014,2.663497511434798e-08,2.858387562754139e-08
2015,2.3939014326401775e-08,2.637724741405556e-08
2016,3.024156569608749e-08,2.547748337300426e-08
2017,2.2892063356039216e-08,2.7420162723723607e-08
2018,2.710540059069899e-08,3.717312013762353e-08
2019,2.3724185282958388e-08,3.0356755054139484e-08
