year,pourront_VERB approcher_VERB,pourront_VERB rapprocher_VERB
1884,5.941527270181268e-09,7.2618666635548834e-09
1885,3.2228177904158883e-09,3.2228177904158883e-09
1886,3.2267319927115068e-09,1.936039106809062e-09
1887,1.9586774424595887e-09,6.528924623161458e-10
1888,1.268122939990235e-09,6.974675947901687e-09
1889,3.132568426877924e-09,1.2530273485467092e-09
1890,0.0,5.898947996740844e-09
1891,1.0198752065093686e-08,6.374220040683554e-10
1892,5.014809900671935e-09,2.5074049503359674e-09
1893,3.695050043717174e-09,6.158416554491453e-10
1894,1.1972924873759894e-08,1.2603078580752936e-09
1895,2.4074457982692365e-09,4.213029924926559e-09
1896,2.948514543632541e-09,4.1279202278587945e-09
1897,9.905413378419325e-09,7.574727511894253e-09
1898,1.13167097914868e-09,3.960848538042683e-09
1899,1.1055156790007459e-09,1.1055156790007459e-09
1900,5.710158568206225e-09,1.038210584169974e-08
1901,1.676621730339889e-09,3.353243460679778e-09
1902,3.928227076954727e-09,1.4730852093691738e-09
1903,1.0800440541913758e-09,2.7001101354784396e-09
1904,1.6123875568041512e-09,3.2247751136083025e-09
1905,1.5482277682110634e-09,4.1286072338664326e-09
1906,6.173021205313489e-09,3.0865106026567446e-09
1907,3.599990305858114e-09,2.057137349353866e-09
1908,9.822778146428846e-10,4.4202499438483756e-09
1909,2.7504918342913243e-09,8.251475058784763e-09
1910,6.412980813053082e-09,1.6032452032632705e-09
1911,3.1922244847493175e-09,3.1922244847493175e-09
1912,8.856016364688912e-09,3.125652625612929e-09
1913,6.893886794756554e-09,4.242391771214216e-09
1914,1.3393487430235496e-09,4.68772043404897e-09
1915,2.591767689352764e-08,0.0
1916,6.592477230782379e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,0.0
1918,3.44591288836682e-09,3.44591288836682e-09
1919,3.6831393490643904e-09,0.0
1920,6.815008557481406e-09,0.0
1921,1.5145494858259667e-09,5.300923255902035e-09
1922,0.0,3.6889677978990676e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,3.867487219366694e-09,0.0
1925,4.399271169575059e-09,2.1996355847875293e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,1.1149224876660924e-09,0.0
1928,1.1426041224282812e-09,3.4278122562625413e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,0.0,1.0503603542488804e-09
1931,3.4216069977333063e-09,1.1405356659111021e-09
1932,5.4797681947604815e-09,0.0
1933,8.02946331646126e-09,0.0
1934,0.0,0.0
1935,2.393656828303392e-09,0.0
1936,3.6374143697059935e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,1.2965214457594243e-09
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,4.357008087652048e-09,0.0
1946,1.3921104269343232e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,0.0,0.0
1949,3.9268033269479474e-09,0.0
1950,9.571825110299415e-09,0.0
1951,0.0,1.0661401761424827e-09
1952,1.0544803918932644e-09,0.0
1953,0.0,0.0
1954,0.0,9.772536113672459e-10
1955,4.6928039232341234e-09,9.385607846468247e-10
1956,0.0,5.232684952005684e-09
1957,1.7670075402875796e-09,4.417518795207798e-09
1958,1.6544486891589827e-09,0.0
1959,0.0,7.750747821333448e-10
1960,2.7683333403416555e-09,2.076250060767393e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,4.43936931660005e-09,1.9025869768540815e-09
1963,1.2932106496776896e-09,0.0
1964,4.258777774879263e-09,6.083968329129164e-10
1965,4.924839203113152e-09,1.0944086747954884e-09
1966,2.769537488234164e-09,5.539074754423723e-10
1967,0.0,2.465167847631733e-09
1968,3.1439910674890825e-09,1.3474247273492779e-09
1969,2.2708788183223305e-09,1.8167031212712459e-09
1970,6.438214850135182e-09,9.197450023812337e-10
1971,2.0553589941130213e-09,1.541519245584766e-09
1972,7.182205497002769e-09,0.0
1973,2.7566018356850464e-09,1.102640756478479e-09
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,4.569184142155791e-09,0.0
1976,1.7140580066410394e-09,1.7140580066410394e-09
1977,4.11374712072643e-09,5.876781838942691e-10
1978,1.1881182704343018e-09,5.940591352171509e-10
1979,2.3407893401383717e-09,1.1703946700691858e-09
1980,3.411090521154847e-09,2.2740602734216964e-09
1981,6.325549528618524e-10,1.8976649140967083e-09
1982,6.207502289967692e-10,4.966001831974154e-09
1983,3.78918940668882e-09,2.5261264191556165e-09
1984,1.1598016991243298e-09,1.1598016991243298e-09
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,1.7983456945813714e-09,5.395036861699509e-09
1987,3.0554083707556856e-09,4.888653482026939e-09
1988,4.797243047249822e-09,5.396898483667201e-09
1989,2.7440609784434855e-09,4.390497743145261e-09
1990,1.089730194969718e-09,2.724325431913144e-09
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,4.4079553340736766e-09,1.65298330578878e-09
1993,5.539207426075166e-10,1.661762283333701e-09
1994,3.164955852952289e-09,2.1099706426497278e-09
1995,4.337960657352369e-09,0.0
1996,5.871901187504136e-09,1.067618438099771e-09
1997,1.917957792585412e-09,0.0
1998,4.291316191284977e-09,4.768129224785866e-10
1999,1.3710603763428253e-09,0.0
2000,2.2090156370779823e-09,3.092622158362701e-09
2001,1.7524847129024579e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,0.0
2003,2.083461403401543e-09,8.333845835650777e-10
2004,2.642874807889939e-09,0.0
2005,9.007499190971657e-10,0.0
2006,8.235779835885637e-10,4.1178899179428186e-10
2007,1.1983438685803094e-09,7.988958938831558e-10
2008,3.8316958494988285e-09,1.2772318758180745e-09
2009,3.337734755248789e-09,9.53638501499654e-10
2010,5.196172381261022e-09,4.723793023408973e-10
2011,4.971163480860241e-09,3.82397197240536e-10
2012,2.7234021704458655e-09,0.0
2013,2.7891249310130206e-09,1.1156500168141292e-09
2014,2.165445156521173e-09,6.496335691608124e-10
2015,1.994917786518613e-09,8.866301581811342e-10
2016,1.6570720351438695e-09,4.1426800878596737e-10
2017,3.018733707449428e-09,1.0062445321423752e-09
2018,5.162933192082164e-09,7.744400121190154e-10
2019,4.846876677788714e-09,0.0
