year,ait_VERB éveillé_VERB,ait_VERB réveillé_VERB
1906,1.7490227932626112e-08,6.6874399351490865e-09
1907,7.71426478252124e-09,4.6285588695127444e-09
1908,1.6698722404839828e-08,9.822778146428846e-09
1909,1.4302557360679202e-08,2.2003934230241384e-09
1910,2.8858414324872683e-08,1.3894791983659616e-08
1911,1.9153347352585115e-08,4.25629931299909e-09
1912,1.927485904218429e-08,9.897900277167082e-09
1913,1.590896836489719e-08,7.42418571064718e-09
1914,2.276892807628883e-08,1.2723813114234872e-08
1915,1.0602685840410686e-08,1.5314990164938536e-08
1916,2.307367097387214e-08,1.3184954461564757e-08
1917,9.869782324756216e-09,3.289927441585405e-09
1918,3.445912710731136e-08,1.2635013924011673e-08
1919,1.9336480860943084e-08,1.012863304339362e-08
1920,9.843901693784574e-09,9.843901693784574e-09
1921,1.1359120755116692e-08,2.2718242842501013e-09
1922,2.7298360905092522e-08,1.2542490601674672e-08
1923,2.1231896241147297e-08,6.369568872344189e-09
1924,3.351822286390416e-08,1.0313299547703991e-08
1925,1.7597084678300234e-08,1.4297631523163545e-08
1926,2.5636119005412183e-08,7.802296586589819e-09
1927,2.3413372574054847e-08,2.2298449753321847e-09
1928,2.170947865920425e-08,1.4853853258500749e-08
1929,2.8965056131369238e-08,8.912325100141061e-09
1930,3.046045193855207e-08,6.302162347537887e-09
1931,1.4826963656844327e-08,3.4216069977333063e-09
1932,1.6439305028370654e-08,1.0959536611565568e-09
1933,2.6382522833046096e-08,6.882397318719313e-09
1934,2.036868629318178e-08,4.7926320689839486e-09
1935,1.6755597798123745e-08,5.98414207075848e-09
1936,8.487299751891442e-09,2.424942913137329e-09
1937,2.0145789036973838e-08,1.1332006444320086e-08
1938,1.2965214679638848e-08,1.1668692678767911e-08
1939,2.141167065872196e-08,4.588215141154706e-09
1940,1.7750480196809804e-08,0.0
1941,1.7709016475464523e-08,1.7709016475464523e-08
1942,3.034211815133858e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,0.0
1944,3.855823393905666e-08,6.4263723231761105e-09
1945,3.267756198965799e-08,1.742803235060819e-08
1946,1.3921104269343232e-08,9.744772988540262e-09
1947,3.457052599742383e-08,3.5762612871081956e-09
1948,2.5005341797168512e-08,1.7395020535104777e-08
1949,2.0615717133409817e-08,9.817008317369869e-10
1950,3.93508372553697e-08,1.3825969702452312e-08
1951,1.4925962688039363e-08,8.529121409139861e-09
1952,1.5817205323287453e-08,2.1089607837865287e-09
1953,2.3702419582605216e-08,8.619061908632375e-09
1954,2.8340354063516315e-08,4.886268278880834e-09
1955,2.3464020060259827e-08,5.631364707880948e-09
1956,2.0930739808022736e-08,5.232684952005684e-09
1957,1.501956425897788e-08,9.718541527092839e-09
1958,2.4816730004317833e-08,1.2408365002158916e-08
1959,2.4802393028267034e-08,1.007597205671118e-08
1960,1.038124963770315e-08,7.612916519406099e-09
1961,2.91822690456911e-08,4.16889545107324e-09
1962,2.1562652108286784e-08,5.0735651235811474e-09
1963,2.198458126656533e-08,6.466053470433053e-09
1964,2.251068309533366e-08,8.517555549758526e-09
1965,8.20806533852192e-09,6.5664522708175355e-09
1966,1.7725039214155913e-08,3.8773522170743036e-09
1967,2.267954357648705e-08,7.395503320850594e-09
1968,1.527081394669949e-08,5.3896989093971115e-09
1969,1.862120768691966e-08,5.450109252791435e-09
1970,1.4715920038099739e-08,1.0117195081704722e-08
1971,1.644287195290417e-08,6.166076982339064e-09
1972,1.5903454553267693e-08,8.208234980600082e-09
1973,9.37244681864513e-09,7.718485406371656e-09
1974,7.875800456247362e-09,3.3753431161187564e-09
1975,1.0851811893530794e-08,2.8557400888473694e-09
1976,1.3712464053128315e-08,2.285410749536254e-09
1977,1.057820764316375e-08,5.289103821581875e-09
1978,1.6039596317796168e-08,8.316828115084718e-09
1979,1.462993370893173e-08,3.5111840102075575e-09
1980,7.95921106799824e-09,4.548120546843393e-09
1981,1.138598904049104e-08,3.1627747087981106e-09
1982,1.738100685599875e-08,4.345251713999687e-09
1983,8.841442245000053e-09,5.052252838311233e-09
1984,1.1018116197192285e-08,5.799008384599347e-09
1985,1.2632671797518924e-08,1.2031116103372597e-09
1986,9.591176741707841e-09,2.997242676272549e-09
1987,7.332980445085013e-09,1.2221633483022742e-08
1988,1.3792074149421296e-08,2.398621523624911e-09
1989,1.2622680678475717e-08,2.1952488715726304e-09
1990,1.0352437129768077e-08,2.179460389939436e-09
1991,1.1136783939491579e-08,2.9307325455363298e-09
1992,6.060938417817852e-09,9.366905473484621e-09
1993,1.2740176913439427e-08,3.877445031719162e-09
1994,1.0549853435293244e-08,7.912389854425328e-09
1995,7.591431483433553e-09,7.0491861237087505e-09
1996,9.074756945892659e-09,5.871901187504136e-09
1997,8.630809844589749e-09,5.274384040632185e-09
1998,7.629006759657386e-09,9.059445638115449e-09
1999,1.1882523409667556e-08,6.8553016596695215e-09
2000,9.719669513685858e-09,6.185244316725402e-09
2001,7.0099388516098315e-09,4.381211837767296e-09
2002,1.0514931148009055e-08,5.257465574004527e-09
2003,9.167230530238157e-09,3.333538334260311e-09
2004,6.166707589017051e-09,9.250062049659391e-09
2005,1.0358624180639708e-08,5.404499514582994e-09
2006,1.070651389767363e-08,6.58862386870851e-09
2007,5.592271090648637e-09,1.078509459517818e-08
2008,1.0643598891135753e-08,8.51487946817997e-09
2009,6.198650481792356e-09,5.721831008997924e-09
2010,8.030448306328708e-09,1.1809482280966677e-08
2011,1.185431308670104e-08,7.265546830836911e-09
2012,1.4297861561374248e-08,9.872333173177594e-09
2013,1.4224537991935904e-08,1.0877587719448911e-08
2014,1.1909948582911056e-08,1.0610681222544827e-08
2015,9.087958829923082e-09,9.97458915463767e-09
2016,1.5120782848043746e-08,1.0978101983027955e-08
2017,9.30776167251679e-09,1.2578056818313144e-08
2018,1.0842160058643913e-08,1.2132893800753664e-08
2019,1.1224345897176136e-08,1.5050828139351324e-08
