year,voulait_VERB abattre_VERB,voulait_VERB rabattre_VERB
1846,2.9272506196775794e-08,1.1709002656346001e-09
1847,4.961765753819236e-08,1.0786447290911383e-09
1848,3.539897619475596e-08,0.0
1849,2.5976186535103807e-08,8.379414939696517e-10
1850,3.530277936647508e-08,2.0366988096043315e-09
1851,4.772584816237213e-08,6.449438760824933e-10
1852,5.859491025717034e-08,0.0
1853,4.240071760364117e-08,4.180352064508952e-09
1854,5.195664343204953e-08,8.832629738719788e-09
1855,3.714855978387277e-08,3.1841622671890946e-09
1856,3.520488789376941e-08,3.6240324075009767e-09
1857,2.245494101771328e-08,1.9526036343364694e-09
1858,3.670256987220455e-08,3.4255731584664773e-09
1859,3.055303920973529e-08,9.165912473463322e-09
1860,3.8448344952257685e-08,5.034902272882391e-09
1861,4.33868656557479e-08,4.715963730639317e-10
1862,4.066187742068905e-08,9.035972525772706e-10
1863,2.8968800691586694e-08,4.994620828036034e-10
1864,2.4932585773740357e-08,1.4384183844029508e-09
1865,2.8241066374334878e-08,0.0
1866,2.8707116683790446e-08,9.731225825149181e-10
1867,3.785192959071537e-08,4.85281148598915e-10
1868,2.667531973088444e-08,9.87974813071446e-10
1869,3.613804011592947e-08,9.767038289254515e-10
1870,1.9495765002375265e-08,1.1468097582678638e-09
1871,4.354682658913589e-08,0.0
1872,2.6003558417642125e-08,1.2094678591978436e-09
1873,1.2570609442263958e-08,0.0
1874,2.9275584623178474e-08,5.974609140757536e-10
1875,1.0298748520654044e-08,0.0
1876,2.1161051577678336e-08,3.627608879952504e-09
1877,1.7317484335421796e-08,6.184816214727107e-09
1878,3.140326043649111e-08,0.0
1879,2.6270098985037293e-08,6.10932526790009e-10
1880,1.9895322722618403e-08,5.134277003548959e-09
1881,2.719277958362909e-08,6.972507571312292e-10
1882,1.7969540522244642e-08,0.0
1883,2.9068958795619437e-08,0.0
1884,3.300848305798354e-08,0.0
1885,1.8692343672910283e-08,0.0
1886,2.19417763958063e-08,0.0
1887,2.2198344495905076e-08,1.9586774424595887e-09
1888,1.9021843655764314e-08,5.07249175996094e-09
1889,1.3783300722991498e-08,6.265136742733546e-10
1890,1.7041404731799048e-08,0.0
1891,1.529812720946211e-08,0.0
1892,1.6924984080901595e-08,0.0
1893,2.155445777418663e-08,0.0
1894,2.835692747282792e-08,0.0
1895,5.416753268150387e-09,0.0
1896,2.1229304536518612e-08,0.0
1897,1.3401440845939305e-08,2.330685422435863e-09
1898,2.319925584970406e-08,0.0
1899,7.738609753005221e-09,0.0
1900,1.972600216504361e-08,0.0
1901,1.117747761014698e-08,0.0
1902,1.3748794991386148e-08,0.0
1903,1.9980815224585058e-08,1.6200660812870638e-09
1904,1.827372564378038e-08,0.0
1905,2.838417501038748e-08,0.0
1906,9.259531807970234e-09,1.0288369045596824e-09
1907,2.108565766434367e-08,5.142843373384665e-10
1908,1.964555629285769e-08,4.911389073214423e-10
1909,1.6502950117569526e-08,0.0
1910,2.1911017000775246e-08,0.0
1911,2.181353409014264e-08,0.0
1912,2.6047105805560022e-08,5.209421227725386e-10
1913,2.8636144122629048e-08,1.060597942803554e-09
1914,1.6072185360371805e-08,0.0
1915,3.7698438148936475e-08,0.0
1916,2.4172416956957932e-08,0.0
1917,4.934890895924582e-08,0.0
1918,8.040463406189247e-09,0.0
1919,9.207848705727883e-09,0.0
1920,8.329454459499175e-09,0.0
1921,8.330022005509363e-09,0.0
1922,1.475587119159627e-08,0.0
1923,1.2739137744688378e-08,5.307974060286824e-09
1924,1.1602462102189293e-08,0.0
1925,2.969508017258704e-08,0.0
1926,1.89484357093761e-08,0.0
1927,2.6758140592164636e-08,1.1149224876660924e-09
1928,1.7139061725401916e-08,0.0
1929,2.2280811862174232e-08,0.0
1930,2.2057568216382606e-08,0.0
1931,1.8248570654577634e-08,0.0
1932,6.575722188983946e-09,0.0
1933,1.0323596200123575e-08,4.588264879146209e-09
1934,1.0783422155213884e-08,1.1981580172459871e-09
1935,1.555876849579363e-08,0.0
1936,2.7886843056990074e-08,2.424942913137329e-09
1937,1.3850230295986421e-08,0.0
1938,2.5930429359277696e-08,0.0
1939,1.988226472349197e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,3.5418032950929046e-08,0.0
1942,9.102635090130207e-09,0.0
1943,2.6129116648121453e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,3.485606470121638e-08,0.0
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,2.1457568166738383e-08,2.3841741914054637e-09
1948,1.522064252412747e-08,0.0
1949,8.835307596655184e-09,0.0
1950,1.2762433776458693e-08,0.0
1951,2.0256663901818683e-08,0.0
1952,2.1089608281954497e-08,2.1089607837865287e-09
1953,2.0470272588113403e-08,0.0
1954,1.8567819282111486e-08,2.9317608341017376e-09
1955,2.1586897602787758e-08,0.0
1956,1.657016923672927e-08,0.0
1957,1.5903067307476704e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,1.7826719656000023e-08,7.750747821333448e-10
1960,1.1765417085030094e-08,0.0
1961,2.014966149488373e-08,0.0
1962,2.219684702708946e-08,6.341956404476434e-10
1963,1.6165133231993423e-08,6.466053248388448e-10
1964,2.068549243006146e-08,0.0
1965,1.8057743744748223e-08,1.0944086747954884e-09
1966,1.7725039214155913e-08,0.0
1967,1.2818872185960117e-08,0.0
1968,2.245707975134792e-08,4.4914158503495116e-10
1969,1.2262746373892242e-08,4.5417578031781147e-10
1970,1.241655755990223e-08,4.5987250119061684e-10
1971,1.5929032315398217e-08,0.0
1972,1.2312352026810913e-08,1.0260293725750103e-09
1973,1.9847533394568018e-08,0.0
1974,1.518904291231138e-08,0.0
1975,1.4849848462006321e-08,1.7134440533084216e-09
1976,1.9425991482080462e-08,5.713526873840635e-10
1977,1.469195431980097e-08,5.876781838942691e-10
1978,1.0693064211864112e-08,5.940591352171509e-10
1979,8.777959692451986e-09,0.0
1980,1.6486936260662333e-08,5.685150683554241e-10
1981,1.3283654176632353e-08,1.2651099057237047e-09
1982,1.6760255405756652e-08,0.0
1983,2.462973291983417e-08,0.0
1984,1.0438215625185876e-08,0.0
1985,7.820225356169885e-09,0.0
1986,1.6185110141009318e-08,1.1988970927134801e-09
1987,1.2832715334809564e-08,6.110816852533674e-10
1988,8.994830658082265e-09,5.996553809062277e-10
1989,1.6464365870660913e-08,0.0
1990,1.961514328741032e-08,5.44865097484859e-10
1991,9.96449056600568e-09,5.861465202094962e-10
1992,1.2121876835635703e-08,0.0
1993,1.550978012687665e-08,0.0
1994,1.4242301560329906e-08,5.274926606624319e-10
1995,1.2471637056421514e-08,0.0
1996,1.1743802375008272e-08,1.067618438099771e-09
1997,9.58978851883785e-09,9.58978896292706e-10
1998,9.536258005482523e-09,1.43043876743576e-09
1999,1.5995704316651427e-08,1.3710603763428253e-09
2000,1.1486881668076876e-08,8.836062992401139e-10
2001,1.4019877703219663e-08,4.3812117822561447e-10
2002,1.4896152755738967e-08,4.38122149670761e-10
2003,1.0833999475323708e-08,5.000307723435071e-09
2004,1.7178685141061578e-08,8.809582507929292e-10
2005,1.306087415997581e-08,0.0
2006,9.471146533712727e-09,4.1178899179428186e-10
2007,9.98619853476157e-09,0.0
2008,8.089135583588813e-09,1.2772318758180745e-09
2009,8.582746957586096e-09,2.384096253749135e-09
2010,1.4643758206034363e-08,2.3618964561933353e-09
2011,1.7207874236646603e-08,1.1471915639660324e-09
2012,1.3617010630184723e-08,6.808505426114664e-10
2013,2.5381037715987986e-08,1.9523875849358774e-09
2014,1.7323561252169384e-08,1.5158115873603606e-09
2015,2.2830725754374726e-08,1.329945265027277e-09
2016,2.4856079861024227e-08,1.2428040818690533e-09
2017,2.1131135952145996e-08,1.2578056374223934e-09
2018,1.6779534206534663e-08,2.323319980845895e-09
2019,1.4540630033366142e-08,1.02039510174734e-09
