year,devrait_VERB assurer_VERB,devrait_VERB rassurer_VERB
1958,7.445019178931034e-08,5.790570245522986e-09
1959,8.138285068071127e-08,2.325224457422337e-09
1960,7.958958292419993e-08,2.07624992754063e-08
1961,8.476754231878658e-08,1.598076693198891e-08
1962,8.244543181490371e-08,8.8787386332001e-09
1963,9.56975867438814e-08,1.2285501505004959e-08
1964,1.0038547770818695e-07,1.1559539991878864e-08
1965,9.849678406226303e-08,1.2585699593614663e-08
1966,1.0524242100018455e-07,1.2185964237687585e-08
1967,1.0501614866598175e-07,1.1832804958089582e-08
1968,1.0105685532835196e-07,6.287982134978165e-09
1969,1.185398801339943e-07,1.0446043141598693e-08
1970,1.2278596273063158e-07,9.657322941336588e-09
1971,1.2845993069277029e-07,1.1304474689666222e-08
1972,1.2722763642614154e-07,1.1799337507056862e-08
1973,1.3397085751876148e-07,1.4885650045926013e-08
1974,1.406392868830153e-07,1.406392957647995e-08
1975,1.5935029296088032e-07,1.8847885030481848e-08
1976,1.296970566500022e-07,1.8283285996290033e-08
1977,1.6278686132409348e-07,1.2928920156696222e-08
1978,1.4376230694779224e-07,2.316830638449119e-08
1979,1.4278815285706514e-07,2.5163485517509798e-08
1980,1.7339709756925004e-07,1.3644362084619388e-08
1981,1.3536676135572634e-07,1.5813874654213578e-08
1982,1.7939682095402532e-07,2.3588508923921836e-08
1983,1.547252423961254e-07,1.7682884490000106e-08
1984,1.4497521760858945e-07,2.609553817478627e-08
1985,1.365531687724797e-07,2.4062231318566774e-08
1986,1.3847261470800731e-07,1.4386765556650971e-08
1987,1.3443796831325017e-07,1.9554613928107756e-08
1988,1.1453418125029202e-07,2.5185526553173077e-08
1989,1.5531385599842906e-07,2.469655058234821e-08
1990,1.2368437296572665e-07,2.0704874259536155e-08
1991,1.559149751528821e-07,3.165191131415668e-08
1992,1.2232075619067473e-07,3.691662442406596e-08
1993,1.1632335628064538e-07,2.3264671966671813e-08
1994,1.2765322310315241e-07,2.3737170451454404e-08
1995,1.404414717853797e-07,3.199246023655178e-08
1996,1.4572991346994968e-07,3.25623616959092e-08
1997,1.323390819152337e-07,2.6371919759071716e-08
1998,1.325539926710917e-07,2.7178336026167926e-08
1999,1.403051754778062e-07,2.5136106529544122e-08
2000,1.2105405744478048e-07,2.0322945104567225e-08
2001,1.0953029772053924e-07,2.4096664219541708e-08
2002,1.2793167059044208e-07,1.8839251936242363e-08
2003,1.2042407604440086e-07,2.416815370054337e-08
2004,1.0307211795179683e-07,3.03930605127789e-08
2005,1.4141774329345935e-07,2.38698731891418e-08
2006,1.0624155777350097e-07,2.7589862838794943e-08
2007,8.94763374503782e-08,2.3167981311189578e-08
2008,1.017528106217469e-07,2.554463840453991e-08
2009,7.962881198864125e-08,2.2410505451375684e-08
2010,8.077685720309091e-08,1.2754241218715379e-08
2011,6.500752647298214e-08,1.4531093661673822e-08
2012,4.902123862393637e-08,2.11063664323774e-08
2013,7.028594950497791e-08,1.617692468869336e-08
2014,5.5435396717484764e-08,1.9489005964601347e-08
2015,4.566145150874945e-08,1.773260294157808e-08
2016,4.494807726018735e-08,1.491364898242864e-08
2017,4.7293493565803146e-08,1.509366853724714e-08
2018,5.059674634821931e-08,2.116802733098666e-08
2019,3.647912549809007e-08,1.3265136544760026e-08
