year,durent_VERB apporter_VERB,durent_VERB rapporter_VERB
1849,1.1731181359664333e-08,1.6758829879393033e-09
1850,1.1541293254424545e-08,2.0366988096043315e-09
1851,9.029214709244116e-09,5.159551008659946e-09
1852,1.7578472011337e-08,3.2552727180501506e-09
1853,1.851298847554972e-08,4.180352064508952e-09
1854,7.79349651480743e-09,0.0
1855,3.714855978387277e-09,1.0613874223963649e-09
1856,1.7084724746041502e-08,3.1063134287023786e-09
1857,1.3180074809326925e-08,4.881509085841174e-10
1858,1.8106600663259087e-08,4.404308473482388e-09
1859,2.036869339860914e-09,2.036869339860914e-09
1860,7.323494255473406e-09,4.577183909670879e-10
1861,1.4147890858851042e-08,2.8295783494058924e-09
1862,1.7620147119146168e-08,6.325180823552046e-09
1863,5.9935452156878455e-09,9.989241656072068e-10
1864,1.2466292886870178e-08,4.794728170054441e-09
1865,1.8827376990770972e-08,0.0
1866,1.6543083347642096e-08,0.0
1867,7.76449837758264e-09,3.88224918879132e-09
1868,4.939874287401835e-09,6.421836395986702e-09
1869,1.4650557211837167e-08,1.2208797528501236e-08
1870,6.307453670473251e-09,7.454262984651905e-09
1871,3.611200227737754e-08,5.3105884134652115e-09
1872,7.256807155187062e-09,6.047339295989218e-10
1873,1.7359413462259e-08,6.584604861359367e-09
1874,1.7326366119618797e-08,8.961913877669758e-09
1875,5.149374260327022e-09,1.1443054281912168e-09
1876,4.836811839936672e-09,3.02300739996042e-09
1877,2.1028373708986692e-08,4.9478527941460015e-09
1878,1.0266450800600069e-08,1.0266450800600069e-08
1879,1.588424503040642e-08,3.0546627449723474e-09
1880,4.492492600149944e-09,3.2089231272180996e-09
1881,5.5780060570498335e-09,2.7890030285249168e-09
1882,5.989846840748214e-09,1.9966155395678697e-09
1883,7.58320695126713e-09,1.2638677882037541e-09
1884,1.1222884843675729e-08,6.601696966868076e-10
1885,1.8692343672910283e-08,3.86738152613475e-09
1886,7.098810428374236e-09,5.162771099520569e-09
1887,7.834709769838355e-09,5.223139698529167e-09
1888,1.521747527988282e-08,1.4583413587843097e-08
1889,5.012109394186837e-09,1.2530273485467092e-09
1890,5.898947996740844e-09,1.9663159989136147e-09
1891,1.3385862196457765e-08,6.3742202627281586e-09
1892,3.761107425503951e-09,0.0
1893,3.695050043717174e-09,0.0
1894,6.301539290376468e-09,3.780923574225881e-09
1895,9.629783193076946e-09,0.0
1896,6.486732040400511e-09,8.255840455717589e-09
1897,7.574727511894253e-09,4.661370844871726e-09
1898,1.1882545614128048e-08,5.6583546736987955e-09
1899,7.185851913504848e-09,1.1055156790007459e-09
1900,9.34389543516545e-09,8.824790675987515e-09
1901,5.58873880507349e-09,5.029864968975062e-09
1902,1.0311596021495006e-08,5.4013122863239005e-09
1903,5.400220270956879e-09,3.7801539676252105e-09
1904,6.987012746151322e-09,8.061937784020756e-09
1905,5.676835002077496e-09,5.160758931310738e-09
1906,1.4403716441790948e-08,1.0288369045596824e-09
1907,7.199980611716228e-09,4.114274698707732e-09
1908,6.875944702500192e-09,1.964555629285769e-09
1909,4.400786846048277e-09,6.60118004702781e-09
1910,6.947395991829808e-09,1.068830135508847e-09
1911,4.25629931299909e-09,4.788336838146279e-09
1912,4.167536982180309e-09,5.2094213387476884e-09
1913,9.545381374209683e-09,3.71209285532359e-09
1914,3.3483718020477227e-09,1.3393487430235496e-09
1915,1.1780761921542648e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,3.44591288836682e-09,1.1486376294556067e-09
1919,4.603924352863942e-09,1.1049418269237776e-08
1920,6.057785384427916e-09,0.0
1921,4.543648568500203e-09,0.0
1922,4.426761179843197e-09,1.4755870969551665e-09
1923,1.3800733000834953e-08,7.431163684401554e-09
1924,5.156649773851996e-09,0.0
1925,3.299453377181294e-09,0.0
1926,5.57306911730393e-09,0.0
1927,2.2298449753321847e-09,6.689535148041159e-09
1928,6.8556245125250825e-09,4.570416489713125e-09
1929,3.342121912552898e-09,0.0
1930,1.575540586884472e-08,2.100720708497761e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,1.0959536389520963e-08,1.0959536389520963e-08
1933,9.176529758292418e-09,3.4411986593596566e-09
1934,0.0,0.0
1935,1.196828414151696e-09,0.0
1936,7.274828739411987e-09,0.0
1937,2.5182236296217297e-09,3.777335333410292e-09
1938,6.482607339819424e-09,2.5930428915188486e-09
1939,9.176430282309411e-09,9.176430282309411e-09
1940,5.0715658339584024e-09,0.0
1941,1.4757512545315876e-08,1.4757512545315876e-08
1942,3.034211770724937e-09,0.0
1943,5.806470415592457e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,1.2528993842408909e-08,0.0
1947,1.1920871401116528e-08,2.3841741914054637e-09
1948,6.523132700664291e-09,8.697510267552389e-09
1949,1.0798709482173763e-08,0.0
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,8.529121409139861e-09,0.0
1952,7.381362632230548e-09,0.0
1953,3.232148326759443e-09,3.232148326759443e-09
1954,2.9317608341017376e-09,9.772536113672459e-10
1955,5.631364707880948e-09,5.631364707880948e-09
1956,5.232684952005684e-09,1.744228317335228e-09
1957,1.4136060322300636e-08,3.534015080575159e-09
1958,5.790570245522986e-09,0.0
1959,4.650448914844674e-09,0.0
1960,5.536666680683311e-09,0.0
1961,2.08444772553662e-09,0.0
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,1.939815863494232e-09,3.2330267352165265e-09
1964,4.867174663303331e-09,1.2167936658258327e-09
1965,1.2038495533772675e-08,0.0
1966,2.769537488234164e-09,0.0
1967,3.944268467392931e-09,4.930335584241163e-10
1968,9.88111459321317e-09,1.3474247273492779e-09
1969,2.7250546263957176e-09,2.7250546263957176e-09
1970,9.197450023812337e-10,1.3796175313274261e-09
1971,7.707596338946132e-09,1.0276794970565106e-09
1972,5.643161493651405e-09,2.565073486948677e-09
1973,6.615844760915479e-09,1.102640756478479e-09
1974,9.563471792262135e-09,5.625571675160757e-10
1975,1.1422960355389478e-08,5.711480177694739e-10
1976,2.856763492431469e-09,2.285410749536254e-09
1977,5.289103821581875e-09,0.0
1978,1.7821774056514528e-09,1.1881182704343018e-09
1979,3.5111840102075575e-09,1.7555920051037788e-09
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,1.8976649140967083e-09,0.0
1982,1.8622506869903077e-09,0.0
1983,1.89459470334441e-09,1.89459470334441e-09
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,6.617113967877231e-09,6.015558051686298e-10
1986,5.994485352545098e-09,0.0
1987,6.721898593298192e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,6.036934507847036e-09,1.0976244357863152e-09
1990,3.814055737905164e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,4.10302547493302e-09
1992,3.30596661157756e-09,0.0
1993,3.877445031719162e-09,1.661762283333701e-09
1994,5.274926717646622e-09,5.274926606624319e-10
1995,3.253470381991974e-09,0.0
1996,8.007138063703678e-09,0.0
1997,2.3974471297094624e-09,4.79489448146353e-10
1998,4.768129224785866e-10,0.0
1999,1.3710603763428253e-09,9.140402323914998e-10
2000,8.836062992401139e-10,4.4180314962005696e-10
2001,3.943090742808408e-09,1.3143635069212678e-09
2002,1.752488598683044e-09,0.0
2003,1.6667691671301554e-09,2.083461403401543e-09
2004,5.285749615779878e-09,0.0
2005,2.251874686720612e-09,0.0
2006,3.706100981659688e-09,4.1178899179428186e-10
2007,3.595031605740928e-09,3.994479469415779e-10
2008,4.257439734089985e-09,4.257439678578834e-10
2009,4.291373478793048e-09,0.0
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,1.911985902935953e-09,0.0
2012,2.0425516833455504e-09,3.404252713057332e-10
2013,1.3945624655065103e-09,5.578250084070646e-10
2014,1.9489005964601347e-09,6.496335691608124e-10
2015,3.989835573037226e-09,1.329945265027277e-09
2016,4.142679976837371e-09,8.285360175719347e-10
2017,3.018733707449428e-09,1.0062445321423752e-09
2018,1.8070267504555204e-09,1.0325866828253538e-09
2019,3.06118530524202e-09,7.65296326310505e-10
