year,voulut_VERB ouvrir_VERB,voulut_VERB rouvrir_VERB
1913,2.0681659052002033e-08,3.181793939432964e-09
1914,1.808120764223986e-08,0.0
1915,2.591767689352764e-08,1.1780761921542648e-09
1916,2.307367097387214e-08,0.0
1917,1.2063066989753679e-08,9.869782324756216e-09
1918,4.824278221349232e-08,8.040463406189247e-09
1919,1.6574126959767455e-08,2.762354567309444e-09
1920,3.33178178379967e-08,1.514446346106979e-09
1921,1.6660044011018726e-08,0.0
1922,2.8036154731125862e-08,2.951174193910333e-09
1923,2.9724654737606215e-08,1.0615948120573648e-09
1924,4.898817351772777e-08,3.867487219366694e-09
1925,2.639562701745035e-08,2.1996355847875293e-09
1926,1.671920735191179e-08,0.0
1927,3.9022285847067906e-08,4.4596899506643695e-09
1928,3.6563331917705e-08,4.570416489713125e-09
1929,2.4508894469477127e-08,0.0
1930,2.10072066408884e-08,1.0503603542488804e-09
1931,3.079446386777818e-08,1.1405356659111021e-09
1932,1.3151444377967891e-08,1.0959536611565568e-09
1933,2.2941325283909464e-08,0.0
1934,2.6359476379411717e-08,4.7926320689839486e-09
1935,2.154291145473053e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,3.6374143697059935e-09
1937,1.7627565185307503e-08,7.554670666820584e-09
1938,5.186085783037697e-09,0.0
1939,7.647025235257843e-09,0.0
1940,7.607348528892999e-09,7.607348528892999e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.534504600111177e-08,0.0
1945,2.178504132643866e-08,0.0
1946,2.227376683094917e-08,0.0
1947,2.8610090296865565e-08,0.0
1948,1.6307831529616124e-08,8.697510267552389e-09
1949,2.4542520904446974e-08,9.817008317369869e-10
1950,2.7651939404904624e-08,0.0
1951,2.3455083209000804e-08,0.0
1952,2.2144087452602434e-08,1.0544803918932644e-09
1953,1.1851209791302608e-08,0.0
1954,2.7363100230104465e-08,0.0
1955,1.407841132561316e-08,0.0
1956,1.9186511934776718e-08,1.744228317335228e-09
1957,2.03205861026845e-08,0.0
1958,1.0753916868111446e-08,0.0
1959,1.4726420971555854e-08,0.0
1960,1.9378333604436193e-08,0.0
1961,1.876002997391879e-08,0.0
1962,1.8391673961559718e-08,0.0
1963,2.5864213881732212e-08,1.939815863494232e-09
1964,3.346182708696688e-08,0.0
1965,1.1491291473930687e-08,1.6416130677043839e-09
1966,3.212663202134536e-08,2.215629901769489e-09
1967,3.64844829903177e-08,3.944268467392931e-09
1968,2.2906220920049236e-08,3.1439910674890825e-09
1969,2.043791091921321e-08,0.0
1970,1.0577067222072856e-08,9.197450023812337e-10
1971,1.5415192677892264e-08,4.1107179882260425e-09
1972,1.2825367434743384e-08,0.0
1973,1.7090931336838366e-08,5.513203782392395e-10
1974,1.2376257352286757e-08,0.0
1975,1.313640396460869e-08,0.0
1976,1.3712464053128315e-08,1.142705374768127e-09
1977,1.8218024422367307e-08,5.876781838942691e-10
1978,2.613860239364385e-08,1.7821774056514528e-09
1979,2.4578287849408298e-08,0.0
1980,2.6720208268216084e-08,5.685150683554241e-10
1981,1.0753434587229549e-08,0.0
1982,4.966001831974154e-09,1.2415004579935385e-09
1983,1.705135410645653e-08,1.2630632095778083e-09
1984,1.681712546997005e-08,5.799008495621649e-10
1985,9.02333674446254e-09,3.0077789148208467e-09
1986,1.4386765556650971e-08,0.0
1987,1.5277041853778428e-08,6.110816852533674e-10
1988,1.8589316752581908e-08,5.996553809062277e-10
1989,1.7561990972581043e-08,0.0
1990,1.5256222951620657e-08,0.0
1991,9.96449056600568e-09,0.0
1992,1.8182815253453555e-08,0.0
1993,1.883330469354405e-08,2.7696036575264316e-09
1994,1.2659823411809157e-08,0.0
1995,9.760411145975922e-09,0.0
1996,2.2419987644184403e-08,5.338092190498855e-10
1997,2.157702461147437e-08,4.79489448146353e-10
1998,1.716526476513991e-08,0.0
1999,1.690974471557638e-08,9.140402323914998e-10
2000,1.3695897749244068e-08,0.0
2001,1.270551397425379e-08,0.0
2002,1.752488643091965e-08,0.0
2003,1.3334153337041244e-08,4.1669229178253886e-10
2004,1.8940601975714344e-08,0.0
2005,1.3961623857028371e-08,4.5037495954858286e-10
2006,2.0177660431386357e-08,8.235779835885637e-10
2007,3.315417984595115e-08,3.1955835755326234e-09
2008,3.874270149140102e-08,3.8316958494988285e-09
2009,2.86091541568112e-08,1.907277002999308e-09
2010,4.7237929123866707e-08,1.4171379625338432e-09
2011,5.965396354667973e-08,1.1471915639660324e-09
2012,8.680844132413768e-08,2.7234021704458655e-09
2013,8.339483770214429e-08,3.6258624991347688e-09
2014,9.11652406898611e-08,4.7639794331644225e-09
2015,9.353948371426668e-08,8.866301581811342e-10
2016,8.823908359545385e-08,2.899876117012923e-09
2017,7.999643969469616e-08,1.2578056374223934e-09
2018,1.1022862622667162e-07,5.162933192082164e-09
2019,8.749888280590312e-08,1.7856913725466939e-09
