year,pouvant_VERB approcher_VERB,pouvant_VERB rapprocher_VERB
1868,1.0867722721741302e-08,4.93987406535723e-10
1869,1.2697149998075474e-08,1.4650557433881772e-09
1870,9.747882501187632e-09,5.734048791339319e-10
1871,4.248470908407853e-09,0.0
1872,1.3304146229131675e-08,6.652073114565837e-09
1873,8.380406590902112e-09,5.986004469882289e-10
1874,7.169530746864439e-09,5.377148060148329e-09
1875,5.149374260327022e-09,4.005069165202713e-09
1876,1.3905833817773328e-08,0.0
1877,1.0514186854493346e-08,1.2369631985365004e-09
1878,6.6429977074733415e-09,1.2078177347163432e-09
1879,4.887460214320072e-09,1.221865053580018e-09
1880,1.4761046607247863e-08,1.2835692508872398e-09
1881,2.1614773970668466e-08,6.972507571312292e-10
1882,1.7304001787010748e-08,6.655385131892899e-10
1883,6.951272890631799e-09,0.0
1884,9.242375753615306e-09,0.0
1885,5.156508553483263e-09,7.7347630522695e-09
1886,7.744156427236248e-09,5.808117542471791e-09
1887,5.223139698529167e-09,0.0
1888,7.60873763994141e-09,2.53624587998047e-09
1889,1.0650732740202784e-08,1.8795409673089125e-09
1890,1.3764211992395303e-08,4.5880703680722945e-09
1891,1.2748440525456317e-08,1.2748440081367107e-09
1892,3.761107425503951e-09,6.268512375839919e-10
1893,8.621783287310336e-09,1.847525021858587e-09
1894,5.671385139294216e-09,6.301539290376468e-10
1895,9.027921521465032e-09,6.018614495673091e-10
1896,8.845543852942228e-09,1.179405795248556e-09
1897,5.826713556089658e-10,2.330685422435863e-09
1898,1.1882545614128048e-08,1.6975064687230201e-09
1899,1.6582735185011188e-09,2.7637891975018647e-09
1900,9.863001082521805e-09,0.0
1901,1.2854099118442264e-08,0.0
1902,9.329538919189417e-09,4.910283735171106e-09
1903,1.296052865029651e-08,0.0
1904,8.599400302955473e-09,3.2247751136083025e-09
1905,2.580379465655369e-09,2.580379465655369e-09
1906,1.0802787109298606e-08,1.5432553013283723e-09
1907,1.7999951751335175e-08,1.5428529565042481e-09
1908,1.0313916831705683e-08,0.0
1909,2.7504918342913243e-09,0.0
1910,2.137660271017694e-09,1.6032452032632705e-09
1911,8.51259862599818e-09,1.5961122423746588e-09
1912,9.376957876838787e-09,1.5628263128064646e-09
1913,1.3787773589513108e-08,4.242391771214216e-09
1914,1.2054139020278853e-08,1.3393487430235496e-09
1915,1.295883844676382e-08,0.0
1916,4.394984820521586e-09,0.0
1917,2.1932848870420685e-09,3.289927441585405e-09
1918,9.189101035644853e-09,5.743188147278033e-09
1919,1.8415696745321952e-09,0.0
1920,8.329454459499175e-09,0.0
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,1.8444838545406128e-08,1.4755870969551665e-09
1923,4.246379248229459e-09,1.0615948120573648e-09
1924,1.4180787211159895e-08,0.0
1925,3.299453377181294e-09,0.0
1926,2.229227691330493e-09,0.0
1927,1.2264147031260109e-08,0.0
1928,3.4278122562625413e-09,0.0
1929,1.1140405931087116e-08,2.2280812750352652e-09
1930,1.2604324695075775e-08,0.0
1931,9.124285327288817e-09,4.5621426636444085e-09
1932,1.0959536389520963e-08,0.0
1933,4.588264879146209e-09,0.0
1934,8.38710612072191e-09,0.0
1935,9.574627313213568e-09,0.0
1936,9.699771652549316e-09,0.0
1937,2.5182236296217297e-09,0.0
1938,7.779128452511941e-09,0.0
1939,7.647025235257843e-09,1.5294050470515685e-09
1940,2.5357829169792012e-09,1.0143131667916805e-08
1941,1.4757512545315876e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.714016175304096e-09,0.0
1946,1.2528993842408909e-08,4.1763312808029696e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,9.817008317369869e-10
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,8.529121409139861e-09,4.264560704569931e-09
1952,5.272402070488624e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,9.772536113672459e-10,0.0
1955,5.631364707880948e-09,0.0
1956,6.976913269340912e-09,0.0
1957,4.417518795207798e-09,8.835037701437898e-10
1958,4.1361216673863055e-09,0.0
1959,7.750747599288843e-09,3.8753737996444215e-09
1960,6.920833239831836e-09,0.0
1961,1.598076693198891e-08,1.3896318540318475e-09
1962,1.7123282347597524e-08,0.0
1963,7.1126584622049904e-09,1.939815863494232e-09
1964,4.867174663303331e-09,6.083968329129164e-10
1965,9.849678406226303e-09,0.0
1966,3.8773522170743036e-09,5.539074754423723e-10
1967,1.0846738618397467e-08,4.930335584241163e-10
1968,5.3896989093971115e-09,4.4914158503495116e-10
1969,8.629339909305145e-09,1.8167031212712459e-09
1970,4.598724956395017e-09,9.197450023812337e-10
1971,4.1107179882260425e-09,0.0
1972,5.643161493651405e-09,0.0
1973,4.9618833486420044e-09,0.0
1974,6.1881286761433785e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,2.2845920710778955e-09
1976,5.142174241967723e-09,1.7140580066410394e-09
1977,7.052138428775834e-09,0.0
1978,8.316828115084718e-09,4.752473081737207e-09
1979,1.0533551808578068e-08,2.3407893401383717e-09
1980,6.822181042309694e-09,1.1370301367108482e-09
1981,8.223214109648325e-09,0.0
1982,4.345251713999687e-09,1.8622506869903077e-09
1983,7.57837881337764e-09,6.946847541655643e-09
1984,8.69851302098823e-09,5.799008495621649e-10
1985,4.210890747202711e-09,1.2031116103372597e-09
1986,1.2588419195935785e-08,1.7983456945813714e-09
1987,3.6664902225425067e-09,0.0
1988,7.795519785247507e-09,1.1993107618124554e-09
1989,9.878619700032232e-09,1.0976244357863152e-09
1990,7.083246433836621e-09,5.44865097484859e-10
1991,4.10302547493302e-09,1.1722930404189924e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,3.323524566667402e-09,5.539207426075166e-10
1994,1.002236071911966e-08,1.5824779264761446e-09
1995,6.506940763983948e-09,0.0
1996,9.60856638698715e-09,1.067618438099771e-09
1997,3.3564262480467733e-09,2.3974471297094624e-09
1998,4.7681290027412615e-09,2.86087753487152e-09
1999,8.683382013430219e-09,1.3710603763428253e-09
2000,5.743440834038438e-09,8.836062992401139e-10
2001,6.133696661692056e-09,5.257454027685071e-09
2002,6.571832411594869e-09,2.6287327870022636e-09
2003,1.0417307017007715e-08,3.7502307925763034e-09
2004,8.369103632333008e-09,2.2023955992267474e-09
2005,6.305249655724765e-09,3.1526248278623825e-09
2006,9.471146533712727e-09,2.0589450144825605e-09
2007,9.98619853476157e-09,1.1983438685803094e-09
2008,7.2376473703172906e-09,1.2772318758180745e-09
2009,4.76819250749827e-09,1.430457752249481e-09
2010,3.7790344187271785e-09,9.447586046817946e-10
2011,5.353560705856353e-09,3.823971805871906e-09
2012,7.148930780687124e-09,2.0425516833455504e-09
2013,8.646287241731443e-09,3.0680376017500066e-09
2014,5.846701789380404e-09,1.7323561474213989e-09
2015,5.319781060109108e-09,1.329945265027277e-09
2016,4.764082017771898e-09,1.0356699942093428e-09
2017,1.4590545660553289e-08,0.0
2018,6.195520096952123e-09,1.8070267504555204e-09
2019,6.887666881283394e-09,2.2958890344426663e-09
