year,aurait_VERB acheté_VERB,aurait_VERB racheté_VERB
1864,6.856460998960756e-08,1.1507347075223606e-08
1865,1.0543331541157386e-07,1.882737743486018e-09
1866,1.0071818934420662e-07,1.2650593461671633e-08
1867,1.0239432413072791e-07,1.3102591012170706e-08
1868,9.08936854671083e-08,1.679557115608077e-08
1869,1.289249098590517e-07,2.441759683335931e-09
1870,7.97032768673489e-08,1.7202147262196377e-08
1871,7.116188527334089e-08,1.911811864374613e-08
1872,7.49870068261771e-08,6.652073114565837e-09
1873,1.1912148778492337e-07,1.1972008939764578e-09
1874,8.902167536462002e-08,4.779687312606029e-09
1875,8.753936242555937e-08,5.721527251978387e-09
1876,9.794543842644998e-08,9.069021977836655e-09
1877,8.473197965486179e-08,1.1132669008873108e-08
1878,1.2319740960720083e-07,1.0870359723469392e-08
1879,1.1302251579081712e-07,6.720257683667796e-09
1880,9.819304835900766e-08,2.1820676820993867e-08
1881,6.902782700990429e-08,1.4642266066289267e-08
1882,8.984770261122321e-08,8.652000893505374e-09
1883,9.542201695467156e-08,1.7062214752172622e-08
1884,8.516189353713344e-08,1.0562715146988921e-08
1885,8.05704445383526e-08,3.2228177904158883e-09
1886,1.0067403621860649e-07,6.4534639854230136e-09
1887,6.463635315867577e-08,6.528924512139156e-09
1888,1.0208389511490168e-07,3.1703073499755874e-09
1889,8.583237587345138e-08,5.012109394186837e-09
1890,1.0945825579256052e-07,7.209825181320184e-09
1891,1.1154885015685068e-07,6.3742202627281586e-09
1892,8.525177008777973e-08,5.014809900671935e-09
1893,1.0592476229476233e-07,4.310891643655168e-09
1894,8.696124353946288e-08,8.192000855444803e-09
1895,9.68996900496677e-08,1.5046536461227333e-08
1896,7.725108019940308e-08,1.7101383420481397e-08
1897,8.681803365107044e-08,6.409385022720926e-09
1898,9.053367477918073e-08,1.6975064687230201e-09
1899,9.175779780434823e-08,1.0502398950507086e-08
1900,7.94231098666387e-08,1.5573159428683425e-09
1901,7.544797853142882e-08,1.3412973842719111e-08
1902,7.463631135351534e-08,6.38336894454028e-09
1903,8.69435439199151e-08,3.2401321625741275e-09
1904,7.094504894666898e-08,1.9348650681649815e-08
1905,6.5541641447453e-08,2.2191263937543226e-08
1906,6.07013745934637e-08,1.594697174311932e-08
1907,7.817121883135769e-08,1.0285686968813934e-08
1908,1.0412144746396734e-07,2.3083527977973972e-08
1909,1.0286839113859969e-07,1.1552065082298668e-08
1910,8.978172871820789e-08,1.336037680488289e-08
1911,8.086968961151797e-08,5.3203743632934675e-09
1912,9.897900099531398e-08,1.0939784189645252e-08
1913,8.431753428794764e-08,9.015082902408267e-09
1914,9.37544086809794e-08,1.3393487430235496e-09
1915,7.657494904833584e-08,1.4136913861761968e-08
1916,6.812226160946011e-08,1.3184954461564757e-08
1917,1.0637431557825039e-07,3.289927441585405e-09
1918,4.709414369585829e-08,2.1824114071478107e-08
1919,6.905886351660229e-08,2.1178051312631396e-08
1920,9.541012246927494e-08,5.300562211374427e-09
1921,1.0374664327628125e-07,7.572747762196741e-09
1922,1.0329110011753073e-07,2.951174193910333e-09
1923,6.688047449188161e-08,1.5923921736771263e-08
1924,9.153053071031536e-08,7.734974438733389e-09
1925,8.13865170812278e-08,7.698724324711748e-09
1926,6.13037585139864e-08,1.114613823460786e-08
1927,5.797597069090443e-08,1.0034302277972529e-08
1928,7.541186874959749e-08,4.570416489713125e-09
1929,7.464072382390441e-08,8.912325100141061e-09
1930,8.087774716614149e-08,5.2518016602221e-09
1931,6.044839295782367e-08,3.4216069977333063e-09
1932,5.8085543486186e-08,0.0
1933,8.02946331646126e-08,5.735331320977366e-09
1934,6.949316855298093e-08,1.1981580172459871e-09
1935,7.659701850570855e-08,9.574627313213568e-09
1936,7.759817322039453e-08,1.33371855781661e-08
1937,8.310137644684801e-08,6.295559185076627e-09
1938,7.779128452511941e-08,9.075650453382877e-09
1939,6.72938256229827e-08,3.058810094103137e-09
1940,6.846613587185857e-08,0.0
1941,5.9030050181263505e-08,2.9515025978810172e-09
1942,7.888950648293758e-08,1.2136847082899749e-08
1943,7.258088174921795e-08,5.806470415592457e-09
1944,5.462416652335378e-08,1.6065930807940276e-08
1945,5.446259976338297e-08,1.3071024262956144e-08
1946,4.1763314584386535e-08,8.352662561605939e-09
1947,3.814678706248742e-08,2.3841741914054637e-09
1948,4.892349636520521e-08,5.435944139264848e-09
1949,4.515823803785679e-08,5.890204768377316e-09
1950,3.722376362702562e-08,6.381216888229346e-09
1951,5.224086763178093e-08,9.595261474260042e-09
1952,5.483298082253896e-08,4.2179215675730575e-09
1953,6.356557946674002e-08,1.0773827385790469e-09
1954,6.743049851820615e-08,4.886268278880834e-09
1955,7.41462997666531e-08,7.508486277174597e-09
1956,7.412970148834575e-08,8.72114114258693e-09
1957,6.184526313290917e-08,7.951533653738352e-09
1958,5.6251256097539226e-08,5.790570245522986e-09
1959,5.735553543217975e-08,9.300897829689347e-09
1960,6.920833328649678e-08,4.844583401109048e-09
1961,5.072156383789661e-08,2.08444772553662e-09
1962,6.024858834052793e-08,3.170978146727066e-09
1963,6.336732383260824e-08,1.2932106496776896e-09
1964,7.17908292813263e-08,3.6503808864551957e-09
1965,4.7059572239049885e-08,8.20806533852192e-09
1966,7.422359971087644e-08,7.200797291773142e-09
1967,6.064312429998608e-08,8.874604162656397e-09
1968,5.88375463905777e-08,5.3896989093971115e-09
1969,7.130559964707572e-08,7.2668124850849836e-09
1970,5.7484061954937715e-08,9.657322941336588e-09
1971,6.628533100183631e-08,3.5968783507200897e-09
1972,6.310080635785198e-08,1.0260293947794707e-08
1973,4.796487118596815e-08,5.513203671370093e-09
1974,5.85059467539395e-08,9.563471792262135e-09
1975,6.739546876133318e-08,8.567219822452898e-09
1976,6.741962010892166e-08,7.998937512354587e-09
1977,5.3478714789889636e-08,7.639816779203557e-09
1978,8.198016132610064e-08,1.7821774278559133e-08
1979,8.95351917051812e-08,4.681578680276743e-09
1980,8.243468840873902e-08,3.97960553399912e-09
1981,6.199038438126081e-08,5.69299452024552e-09
1982,6.083352133146036e-08,4.966001831974154e-09
1983,5.304865524635716e-08,2.5261264191556165e-09
1984,5.741018327398706e-08,5.799008384599347e-09
1985,7.278825364664954e-08,7.820225356169885e-09
1986,6.773768745915731e-08,8.392279760016663e-09
1987,5.255302326645506e-08,9.777306964053878e-09
1988,9.2346930102849e-08,9.594486094499644e-09
1989,1.1305531444349981e-07,9.878619700032232e-09
1990,6.81081360198732e-08,9.262707045820662e-09
1991,6.740685165596005e-08,1.3481369798284959e-08
1992,5.509944145387635e-08,9.91789939064347e-09
1993,7.53332187741762e-08,1.0524494165053966e-08
1994,6.962903142948562e-08,4.2199412852994556e-09
1995,7.157635195653711e-08,6.506940763983948e-09
1996,7.68685310958972e-08,6.4057106285986265e-09
1997,6.76080134098811e-08,1.5343662340683295e-08
1998,7.724369055495117e-08,9.059445638115449e-09
1999,7.632235821120048e-08,8.683382013430219e-09
2000,7.201391127864554e-08,1.1486881668076876e-08
2001,6.440381383754357e-08,1.1391150245287918e-08
2002,6.966142507280892e-08,7.448076377869484e-09
2003,8.542191665128485e-08,2.9168460979889232e-09
2004,6.871474056424631e-08,4.404791198453495e-09
2005,5.764799482221861e-08,4.053374524914943e-09
2006,8.565211118138905e-08,6.1768350434476815e-09
2007,9.70658504684252e-08,9.586750948642475e-09
2008,6.939626473467797e-08,6.811903485726134e-09
2009,8.964202180550274e-08,9.53638501499654e-09
2010,8.361113401633702e-08,8.502827775203059e-09
2011,9.254011956727481e-08,5.353560705856353e-09
2012,8.27233392897142e-08,1.191488419038933e-08
2013,8.61839666299602e-08,6.693900100884775e-09
2014,8.835016274133523e-08,7.795602385840539e-09
2015,6.849217726312418e-08,7.093041265449074e-09
2016,8.575347720807258e-08,1.2842308549920745e-08
2017,7.722926653741524e-08,8.553078245654433e-09
2018,8.544655116793365e-08,9.29327992338358e-09
2019,8.443769416999203e-08,7.652963596171958e-09
