year,durent_VERB appeler_VERB,durent_VERB rappeler_VERB
1997,9.58978896292706e-10,1.917957792585412e-09
1998,4.7681290027412615e-09,2.3840645013706308e-09
1999,4.570201161957499e-10,3.1991407301035224e-09
2000,1.3254094488601709e-09,3.092622158362701e-09
2001,4.3812117822561447e-10,8.762423564512289e-10
2002,4.38122149670761e-10,1.752488598683044e-09
2003,1.6667691671301554e-09,3.7502307925763034e-09
2004,1.3214374039449694e-09,3.523833003171717e-09
2005,3.602999676388663e-09,1.3511248786457486e-09
2006,2.4707338397433887e-09,1.6471559671771274e-09
2007,2.3966877371606188e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,1.430457752249481e-09,1.907277002999308e-09
2010,9.447586046817946e-10,1.4171379625338432e-09
2011,7.64794394481072e-10,2.2943831279320648e-09
2012,3.063827413996023e-09,1.3617010852229328e-09
2013,3.3469500504423877e-09,2.5102124823206395e-09
2014,2.3819897165822113e-09,1.5158115873603606e-09
2015,6.649726325136385e-10,4.433150790905671e-10
2016,2.6927420293532123e-09,1.0356699942093428e-09
2017,2.0124890642847504e-09,1.2578056374223934e-09
2018,1.0325866828253538e-09,1.5488800242380307e-09
2019,2.04079020349468e-09,1.02039510174734e-09
