year,faut_VERB approcher_VERB,faut_VERB rapprocher_VERB
1845,3.682950477923441e-08,1.0435026354116417e-07
1846,3.1614305839866574e-08,1.7153688247617538e-07
1847,2.426950729272903e-08,1.7420111930732673e-07
1848,1.930853166243196e-08,1.665360827018958e-07
1849,1.5920887719289567e-08,1.5418123666677275e-07
1850,3.869727649430388e-08,1.9348638602423307e-07
1851,3.0957306051959677e-08,1.3930787190474803e-07
1852,2.2135854038651814e-08,1.5169571554451977e-07
1853,1.970737528722566e-08,1.7079725012081326e-07
1854,5.871100938747986e-08,1.3093074358039303e-07
1855,4.8823821430232783e-08,1.7672100227628107e-07
1856,4.34883880018333e-08,1.439258596747095e-07
1857,3.758761835115365e-08,1.8549734193129552e-07
1858,4.79580251067091e-08,1.472996444817909e-07
1859,2.953460587207246e-08,1.9095649861355923e-07
1860,2.6089947979812678e-08,1.7347527148103836e-07
1861,2.452301117727984e-08,2.301390367165368e-07
1862,2.981871105589562e-08,1.6626189847102069e-07
1863,4.0955889346605545e-08,2.1676653716440342e-07
1864,2.0617330065419992e-08,1.328139660472516e-07
1865,2.7770381549885315e-08,1.7791872153338772e-07
1866,5.5954547661940524e-08,2.719877727486164e-07
1867,1.164674756637396e-08,2.43611140149369e-07
1868,3.210918109175509e-08,2.593433805486711e-07
1869,3.027781758646597e-08,2.2513023623105255e-07
1870,2.0069171213776826e-08,2.328023782638411e-07
1871,1.0621176826930423e-08,2.0074024575933436e-07
1872,1.814201766592305e-08,2.1951841233658342e-07
1873,1.3169209722718733e-08,2.885254275497573e-07
1874,1.1949218503559678e-08,2.413742095086491e-07
1875,2.0597497041308088e-08,3.0724601174370036e-07
1876,2.3579458385825092e-08,2.756982837581745e-07
1877,2.1646856751544874e-08,2.752243233317131e-07
1878,2.7779808675632012e-08,2.6753161819215165e-07
1879,1.649517855639715e-08,3.48842462472021e-07
1880,8.343199908722454e-09,2.6826597832041443e-07
1881,1.045876096839038e-08,3.667539090201899e-07
1882,2.1962771157291172e-08,3.1546525747216947e-07
1883,5.687405213450347e-09,4.347705271356972e-07
1884,2.5086448474098688e-08,3.848789447147283e-07
1885,2.127059772760731e-08,3.0616769208791084e-07
1886,2.0005737511041843e-08,2.858884613488044e-07
1887,8.48760173255414e-09,2.92495826670347e-07
1888,1.9655905347804037e-08,4.0706746062824095e-07
1889,2.7566601445982997e-08,3.2891966839088127e-07
1890,1.3108772733971819e-08,3.598358091494447e-07
1891,1.0836173736095134e-08,3.3273428812208294e-07
1892,1.7551833764173352e-08,3.748570520656358e-07
1893,1.970693297437265e-08,4.0091290998134355e-07
1894,1.5753848003896564e-08,3.736812743682094e-07
1895,2.1065151400989635e-08,3.412554292481218e-07
1896,1.1794058174530164e-08,3.785892488394893e-07
1897,2.2141511735185304e-08,3.4727213460428175e-07
1898,1.5277558773618694e-08,3.7741227743026684e-07
1899,2.2110313580014918e-08,3.858249613131193e-07
1900,1.245852754294674e-08,3.6648836498898163e-07
1901,1.397184767881754e-08,4.213909221562062e-07
1902,1.0802624572647801e-08,3.505942629544734e-07
1903,9.720396931811592e-09,4.4875829985357996e-07
1904,9.674325340824907e-09,4.3856942966158385e-07
1905,9.805441791854719e-09,4.350519873241865e-07
1906,1.7490227932626112e-08,4.0484732721779437e-07
1907,2.1599941391059474e-08,4.397131192490633e-07
1908,1.5225305460830896e-08,4.3220222778472817e-07
1909,1.6502950117569526e-08,3.7186649137765926e-07
1910,1.9238942883248455e-08,4.2860088456109224e-07
1911,9.576673676292558e-09,4.368027077816805e-07
1912,9.897900277167082e-09,4.745782860027248e-07
1913,1.96210621083992e-08,4.719660751106858e-07
1914,1.0045115850232378e-08,3.5425773603492416e-07
1915,3.180805663305364e-08,3.5342284832040605e-07
1916,7.69122365795738e-09,3.439075726419105e-07
1917,7.676496771580332e-09,3.5640880469145486e-07
1918,4.594550517822427e-09,3.3425354217797576e-07
1919,9.207848705727883e-09,2.9373035204116604e-07
1920,1.741613253614105e-08,3.9451327893402777e-07
1921,1.2116395886607734e-08,3.687927971895988e-07
1922,1.2542490601674672e-08,3.5782986174126563e-07
1923,9.554353752605493e-09,3.7155817267375824e-07
1924,7.734974438733389e-09,4.060861726884468e-07
1925,1.5397448649423495e-08,3.8383640799111163e-07
1926,4.458455382660986e-09,4.1240713244405924e-07
1927,1.3379070296082318e-08,4.838763629777532e-07
1928,7.998228745975666e-09,4.364747780982725e-07
1929,1.0026365515614089e-08,3.475806806818582e-07
1930,1.05036033204442e-08,4.054390956298448e-07
1931,6.843213995466613e-09,3.06804082583767e-07
1932,2.1919072779041926e-08,3.846797369533306e-07
1933,2.1794258842078307e-08,3.7967890875734156e-07
1934,3.5944740517379614e-09,3.8101424593151023e-07
1935,1.0771455727365264e-08,3.817882543444284e-07
1936,9.699771652549316e-09,4.292149071716267e-07
1937,1.510934133364117e-08,4.406891491726128e-07
1938,1.2965214679638848e-08,3.824738143975992e-07
1939,1.988226472349197e-08,3.288220966624067e-07
1940,1.2678914806940611e-08,4.031894889067189e-07
1941,2.3612020783048138e-08,4.3091938550787745e-07
1942,1.517105907566929e-08,4.490633500608965e-07
1943,1.1612940831184915e-08,4.093561756235431e-07
1944,1.2852744646352221e-08,5.173229737920337e-07
1945,1.089252066321933e-08,3.093475697824033e-07
1946,1.8097434661967782e-08,3.118327356332884e-07
1947,5.960435700558264e-09,2.992138661284116e-07
1948,1.195907639583993e-08,3.859520063542732e-07
1949,8.835307596655184e-09,3.7697310517614824e-07
1950,1.3825969702452312e-08,3.4458571462891996e-07
1951,9.595261474260042e-09,3.145113396385568e-07
1952,2.1089608281954497e-08,3.7855846812817617e-07
1953,2.5857186614075545e-08,3.4476246923986764e-07
1954,2.14995790059902e-08,3.596293254304328e-07
1955,1.220129064449793e-08,3.397589978249016e-07
1956,1.3081712602058815e-08,3.331475966206199e-07
1957,1.4136060322300636e-08,3.4721696806627733e-07
1958,1.6544486669545222e-08,3.011096509908384e-07
1959,1.8601795659378695e-08,3.1002991818240844e-07
1960,2.145458388724819e-08,3.162820974011993e-07
1961,1.459113452284555e-08,2.904330642650166e-07
1962,6.976152100435229e-09,2.739725175615604e-07
1963,1.7458344103715717e-08,3.233026575344411e-07
1964,1.5818317322668918e-08,3.078488077790098e-07
1965,1.3132904541635071e-08,3.4473873711249325e-07
1966,2.2710207048248776e-08,3.0908037729204807e-07
1967,2.1200442290592036e-08,2.7856395945491386e-07
1968,1.8863946849023705e-08,2.8879804858661373e-07
1969,1.9983733778872192e-08,3.215564561287465e-07
1970,1.9314645882673176e-08,2.676457881989336e-07
1971,2.209510974182649e-08,2.574337258920423e-07
1972,1.6416469961200164e-08,2.749758607478725e-07
1973,2.0398854161385316e-08,2.7180095685253036e-07
1974,7.313243344242437e-09,2.576511803908943e-07
1975,1.5420996035686585e-08,2.6387039042674587e-07
1976,1.8283285996290033e-08,2.7253523171566485e-07
1977,1.9393379346865913e-08,2.2449306413818704e-07
1978,2.0198010375338527e-08,2.4178206103897537e-07
1979,1.462993370893173e-08,2.5631644007262366e-07
1980,1.5349906234973787e-08,2.2570047519820946e-07
1981,1.5813874654213578e-08,2.2898488793998695e-07
1982,1.9864007327896616e-08,2.1726258125909226e-07
1983,2.084054351314535e-08,2.2924596976281464e-07
1984,1.739702604197646e-08,1.9658638450437138e-07
1985,2.1656008541981464e-08,1.924978505485342e-07
1986,2.038125046510686e-08,1.8343125418596173e-07
1987,1.4665960890170027e-08,2.0593452632056142e-07
1988,2.4585871116755698e-08,1.9848593524329772e-07
1989,3.128229764115531e-08,1.5202098779809603e-07
1990,2.2339468941368068e-08,1.9397197092985152e-07
1991,2.9307326343541718e-08,1.7994697998346965e-07
1992,1.5427843891302473e-08,1.8017517788848636e-07
1993,2.1602909683338112e-08,1.7337718816179404e-07
1994,1.5824779708850656e-08,1.7407258212642773e-07
1995,2.0063067651676647e-08,1.7351842984680843e-07
1996,2.4555223632205525e-08,1.4626373001647153e-07
1997,1.2946214766884623e-08,1.6062897145729949e-07
1998,2.1456582288692516e-08,1.7546715014304937e-07
1999,2.833524703760304e-08,1.6087108178908238e-07
2000,1.5463109903635086e-08,1.6744338893204258e-07
2001,2.015357480900093e-08,1.3231259288204456e-07
2002,2.409671751024689e-08,1.2048359110394813e-07
2003,2.2084691408963408e-08,1.4875914189360628e-07
2004,2.070251881036711e-08,1.3875092008674983e-07
2005,1.9366122927522156e-08,1.3195986525715853e-07
2006,2.2236605445868918e-08,1.095358683755876e-07
2007,2.236908436259455e-08,1.2462776055599534e-07
2008,2.8950589481269162e-08,1.0260429661457238e-07
2009,1.8595951445377068e-08,1.0013204132519604e-07
2010,2.220182793166714e-08,8.266637507858832e-08
2011,2.2179037273417634e-08,6.500752647298214e-08
2012,2.0425515501187874e-08,6.297867827242953e-08
2013,2.1755175438897822e-08,7.642202604074555e-08
2014,2.2087540685333806e-08,6.842806499207654e-08
2015,2.9702110992957387e-08,9.95242359635995e-08
2016,2.568461709984149e-08,7.394683620987053e-08
2017,1.861552334503358e-08,6.138091634966258e-08
2018,2.220061290358899e-08,4.4917520369835984e-08
2019,1.989770481714004e-08,8.724378375291053e-08
