year,avaient_VERB appelé_VERB,avaient_VERB rappelé_VERB
1865,4.79156767596578e-07,6.448377121159865e-08
1866,4.61746651581052e-07,4.6223323835192787e-08
1867,4.993543143427814e-07,6.502767746496829e-08
1868,3.942019475289271e-07,3.951899429921468e-08
1869,4.6393432739932905e-07,4.932354258357918e-08
1870,5.240920586402353e-07,4.931282049369656e-08
1871,3.271322555065126e-07,1.4869648623516696e-08
1872,4.3419896655905177e-07,6.22875973022019e-08
1873,3.9028748233249644e-07,5.8662845248136364e-08
1874,3.6624354038394813e-07,7.52800772829687e-08
1875,3.667499015591602e-07,5.721527074342703e-08
1876,3.3071700045184116e-07,6.831997012568536e-08
1877,3.7974768929416314e-07,5.6281827198745304e-08
1878,4.082423856743844e-07,4.589707458535486e-08
1879,3.70225109236344e-07,5.376206146934237e-08
1880,3.606829466207273e-07,5.519347823224052e-08
1881,4.5739651000076265e-07,3.137628468152798e-08
1882,3.5939081044489285e-07,5.1912003584675404e-08
1883,3.4693169936872437e-07,4.1707636455612374e-08
1884,3.3140517530227953e-07,3.6969503014461225e-08
1885,3.790033815675997e-07,4.7053141827291256e-08
1886,3.5816725585391396e-07,7.098810073102868e-08
1887,2.448346663186385e-07,5.157850324621904e-08
1888,3.309801002160384e-07,4.6920547447371064e-08
1889,3.176424456796667e-07,4.8241552974559454e-08
1890,3.1461055982617836e-07,3.211649257650606e-08
1891,3.1106193887353584e-07,3.505821055682645e-08
1892,3.1217192031363084e-07,3.823792482648969e-08
1893,2.814396395933727e-07,2.7097032173628577e-08
1894,3.6233851119504834e-07,3.3398158905129094e-08
1895,3.244033166538429e-07,6.19917273070314e-08
1896,3.3731006965354027e-07,3.892039046604623e-08
1897,2.656981337167963e-07,5.302309347143819e-08
1898,2.953661351057235e-07,4.2437662273187016e-08
1899,2.8245926841918845e-07,3.703477347016815e-08
1900,2.6682013753998035e-07,4.464305547458025e-08
1901,2.9229104825390095e-07,4.63865319488832e-08
1902,2.410949377917859e-07,4.468358127951433e-08
1903,2.3652964387110842e-07,5.022204874194358e-08
1904,2.0423576074790617e-07,3.923476299405593e-08
1905,2.951954058971751e-07,3.4061010012464976e-08
1906,2.422910938548739e-07,4.218231453023691e-08
1907,2.633135807172948e-07,3.599990350267035e-08
1908,2.2936187349387183e-07,1.4734167663732478e-08
1909,2.1618865275740973e-07,4.510806661528477e-08
1910,2.4903741291382175e-07,4.4890864359103944e-08
1911,3.037933709038043e-07,4.735132819178034e-08
1912,2.31819242912934e-07,2.81308754068732e-08
1913,1.8772583132431464e-07,3.340883480973389e-08
1914,2.049203544629563e-07,3.4153391226254826e-08
1915,2.096975606491469e-07,3.2986132936230206e-08
1916,2.065642803472656e-07,1.9777431248257926e-08
1917,2.0287885149627982e-07,3.070598708632133e-08
1918,1.849306556778174e-07,2.412139110674616e-08
1919,2.5966133421206905e-07,3.498982437122322e-08
1920,2.1883749923290452e-07,1.2115570768855832e-08
1921,1.4994040498095274e-07,2.6504615391331754e-08
1922,1.8371059695709846e-07,3.7627472693202435e-08
1923,2.314276628112566e-07,4.458698299458774e-08
1924,2.500975142538664e-07,4.2542360745301266e-08
1925,1.7927030171449587e-07,2.74954441437103e-08
1926,2.184643079772286e-07,2.8979959765251806e-08
1927,2.129501979197812e-07,3.5677519605314956e-08
1928,2.2280779887751123e-07,3.5420729460611255e-08
1929,2.372906493519622e-07,5.013182757807044e-08
1930,1.9221594982354873e-07,4.7266215830177316e-08
1931,1.7450196310164756e-07,2.6232321204133768e-08
1932,1.5233756300858659e-07,3.9454331357546835e-08
1933,1.2503021196152986e-07,3.670611903316967e-08
1934,1.7852553924058157e-07,3.4746584276490466e-08
1935,1.9747669455227879e-07,9.574627313213568e-09
1936,1.7580836697561608e-07,4.243650053581405e-08
1937,1.4353874178141268e-07,2.7700460591972842e-08
1938,1.9447821841822588e-07,1.6854778905894818e-08
1939,1.942344454164413e-07,2.5999884911698246e-08
1940,1.749690170527174e-07,4.81798743123818e-08
1941,1.4462362685208063e-07,1.4757512545315876e-08
1942,1.6384743162234372e-07,3.3376331032286544e-08
1943,1.7709734834170376e-07,6.67744117777147e-08
1944,2.2813621569639508e-07,2.2492303131116387e-08
1945,1.6338780994828994e-07,4.1391576388605245e-08
1946,1.8236646326386108e-07,2.0881657292193267e-08
1947,1.7642888394675538e-07,3.5762614203349585e-08
1948,1.6742707487082953e-07,4.022598432129598e-08
1949,1.1780409892026e-07,4.908504180889395e-08
1950,1.6484810316796938e-07,3.509669355139522e-08
1951,1.6845014272348635e-07,2.0256663901818683e-08
1952,1.012301140690397e-07,3.796129277588989e-08
1953,1.2389901371534506e-07,1.8315507332999914e-08
1954,1.2411121019795246e-07,1.6613311615287785e-08
1955,1.1356585360999816e-07,3.566530892840092e-08
1956,1.159911846571049e-07,3.488456457034772e-08
1957,1.334090740101601e-07,3.975766915687018e-08
1958,1.6379041767322633e-07,4.053399393910695e-08
1959,1.2091166468053416e-07,2.8677767716089875e-08
1960,1.4879792331612407e-07,3.8064584373387333e-08
1961,1.4243725843243737e-07,3.126671543896009e-08
1962,1.3888885064261558e-07,3.868593267952747e-08
1963,1.2350162137408915e-07,3.620989730279689e-08
1964,1.5149080923038127e-07,2.9203047091641565e-08
1965,1.9206872536869923e-07,3.3926667697414814e-08
1966,1.2739872090605786e-07,3.0464910594218964e-08
1967,1.341051216741107e-07,2.7609878827661305e-08
1968,2.0031714598189865e-07,3.1439910230801615e-08
1969,1.4669878112272272e-07,3.40631842732364e-08
1970,1.278445580510379e-07,2.9431840076199478e-08
1971,1.3873673765374406e-07,2.980270608077262e-08
1972,1.3440984503176878e-07,2.7702792948502974e-08
1973,1.1687991730013891e-07,2.3706776985932265e-08
1974,1.41201851988626e-07,2.193973003272731e-08
1975,2.216054326709127e-07,2.3988217634496323e-08
1976,1.2169812180218287e-07,3.085304456362792e-08
1977,1.3222759775999293e-07,2.938390863960194e-08
1978,1.5207913861559064e-07,3.683166482915112e-08
1979,1.176246655631985e-07,3.101546042216796e-08
1980,1.2393628878726304e-07,2.1603572264439208e-08
1981,1.1765521890083619e-07,2.84649726012276e-08
1982,1.1545954237135447e-07,2.9175261317959666e-08
1983,1.0546578010917074e-07,2.462973291983417e-08
1984,1.2235908286584163e-07,2.8995042811175153e-08
1985,1.3414694421953754e-07,3.128090142467954e-08
1986,1.3067977988612256e-07,2.8773531113301942e-08
1987,1.2893823964077455e-07,2.261002229886344e-08
1988,1.3432280354663817e-07,3.2981045450242163e-08
1989,1.536674147928352e-07,3.84168536982088e-08
1990,1.531070950022695e-07,2.8332985735346483e-08
1991,1.3188297032229457e-07,2.6962739596569918e-08
1992,1.7466523161147052e-07,3.305966345124034e-08
1993,1.4900467704137554e-07,3.711268803385792e-08
1994,1.4242301915601274e-07,1.5824779708850656e-08
1995,1.5670882191898272e-07,2.4401028753118226e-08
1996,1.6921752887810726e-07,2.1352368761995422e-08
1997,1.4384683311163826e-07,3.356426248046773e-08
1998,1.492424388516156e-07,3.242328006081152e-08
1999,1.4350432309129246e-07,3.1991408633302854e-08
2000,1.5949093778999668e-07,3.401884285381129e-08
2001,1.6254296042461647e-07,2.8477876057309004e-08
2002,1.3450349456434196e-07,2.891606243338174e-08
2003,1.6501014954428683e-07,3.208530685583355e-08
2004,1.4667955383629305e-07,3.611928889313276e-08
2005,1.4231848410872772e-07,3.0175122844866564e-08
2006,1.6389202528444002e-07,2.5119128110873135e-08
2007,1.6776813538399438e-07,3.914589896680809e-08
2008,1.6263419411188806e-07,4.38516281064949e-08
2009,1.6259537005680613e-07,4.3867370180805665e-08
2010,1.9462027012195904e-07,5.0544585405987164e-08
2011,2.057296910606965e-07,4.894684124678861e-08
2012,2.6144661546823045e-07,7.046803318644379e-08
2013,2.6970838007400744e-07,6.080292536125853e-08
2014,2.832402401509171e-07,6.669571206430192e-08
2015,2.7574196792556904e-07,6.250742501379136e-08
2016,2.746596976521687e-07,7.125409950958783e-08
2017,2.5005175530168344e-07,5.7859061541876144e-08
2018,2.857683512047515e-07,6.505295857550664e-08
2019,2.4157853317774425e-07,6.581548461781495e-08
