year,auraient_VERB emporté_VERB,auraient_VERB remporté_VERB
1874,3.584765551067903e-08,3.5847653734322193e-09
1875,1.7736734747586524e-08,6.865832347102696e-09
1876,2.418405919968336e-08,1.753344314181504e-08
1877,1.4843558382438005e-08,1.4843558382438005e-08
1878,1.509772218355465e-08,7.2469061862534545e-09
1879,1.649517855639715e-08,1.0385853066452455e-08
1880,1.2193908105473383e-08,7.701415505323439e-09
1881,1.9523021421719022e-08,9.761510710859511e-09
1882,1.8635077481121698e-08,1.2645231528551903e-08
1883,1.9589950994713945e-08,1.7694148368718743e-08
1884,3.234831424947515e-08,1.3203393933736152e-09
1885,2.0626034213933053e-08,4.511945039809007e-09
1886,3.4203360144147155e-08,1.0325542199041138e-08
1887,2.0892558794116667e-08,7.1818169189441505e-09
1888,1.8387781963724592e-08,1.268122939990235e-09
1889,1.9421923624918236e-08,1.2530273485467092e-09
1890,1.7696843102044113e-08,5.243509182406569e-09
1891,2.8046567734918426e-08,4.461953917456185e-09
1892,2.382034658410248e-08,6.268512375839919e-09
1893,2.5249507373814595e-08,4.310891643655168e-09
1894,1.8904618315218613e-08,1.8904618315218613e-08
1895,2.5278181325916194e-08,3.0093072478365457e-09
1896,1.8280790214930676e-08,5.307326134129653e-09
1897,1.9228155068162778e-08,1.806281169081103e-08
1898,2.2067583316243145e-08,8.487532454637403e-09
1899,1.9899282222013426e-08,8.291367592505594e-09
1900,1.2977633190303095e-08,2.07642125715779e-09
1901,2.5708198236884527e-08,6.706486921359556e-09
1902,2.6515532880466708e-08,1.3748794991386148e-08
1903,2.052083658554693e-08,9.1803746826713e-09
1904,2.741058935384899e-08,8.061937784020756e-09
1905,2.3223416079076742e-08,4.64468330463319e-09
1906,1.4403716441790948e-08,4.629765903985117e-09
1907,8.742834012309686e-09,8.228549397415463e-09
1908,1.7680999775393502e-08,1.3751889405000384e-08
1909,3.5206294768386215e-08,3.850688656825696e-09
1910,1.4963621453034648e-08,3.740905363258662e-09
1911,1.9153347352585115e-08,5.3203743632934675e-09
1912,2.135862686714063e-08,9.897900277167082e-09
1913,1.4318072061314524e-08,1.1666577037772186e-08
1914,1.2054139020278853e-08,6.696743604095445e-09
1915,2.3561524287174507e-08,5.0657277483878715e-08
1916,2.307367097387214e-08,1.648119329900055e-08
1917,2.631941953268324e-08,1.5352993543160665e-08
1918,2.412139110674616e-08,1.1486376294556067e-08
1919,1.749491218561161e-08,1.4732557396257562e-08
1920,1.4387239843927091e-08,6.815008557481406e-09
1921,1.3630945261411398e-08,1.2873671018098776e-08
1922,1.9920426197472807e-08,5.902348387820666e-09
1923,1.4862327368803108e-08,2.1231896241147297e-09
1924,2.836157442231979e-08,2.578324886925998e-09
1925,1.4297631523163545e-08,6.598906754362588e-09
1926,2.6750733184144337e-08,5.57306911730393e-09
1927,1.8953683067479687e-08,6.689535148041159e-09
1928,6.8556245125250825e-09,1.4853853258500749e-08
1929,1.1140405931087116e-08,8.912325100141061e-09
1930,2.941009036305786e-08,7.352522590764465e-09
1931,1.8248570654577634e-08,9.124285327288817e-09
1932,2.6302888755935783e-08,7.6716757391182e-09
1933,2.523545639121494e-08,6.882397318719313e-09
1934,3.1152108448395666e-08,3.5944740517379614e-09
1935,2.2739740757060645e-08,7.180970484910176e-09
1936,2.0612015205756506e-08,4.849885826274658e-09
1937,1.510934133364117e-08,3.777335333410292e-09
1938,1.2965214679638848e-08,0.0
1939,1.3764645423464117e-08,1.5294050470515685e-08
1940,1.2678914806940611e-08,7.607348528892999e-09
1941,2.3612020783048138e-08,1.1806010391524069e-08
1942,3.944475324146879e-08,9.102635090130207e-09
1943,2.322588166236983e-08,2.9032351633873077e-08
1944,3.534504600111177e-08,1.927911696952833e-08
1945,1.3071024262956144e-08,2.178504132643866e-08
1946,1.6705325123211878e-08,9.744772988540262e-09
1947,9.536696765621855e-09,4.7683483828109274e-09
1948,6.523132700664291e-09,5.435944139264848e-09
1949,2.3560819073509265e-08,8.835307596655184e-09
1950,1.808011518278363e-08,3.190608444114673e-09
1951,1.9190522948520083e-08,8.529121409139861e-09
1952,1.370824520563474e-08,1.2653764258629963e-08
1953,2.1547654327491728e-08,1.4005975934594517e-08
1954,1.8567819282111486e-08,1.9545072227344917e-09
1955,1.783265446420046e-08,7.508486277174597e-09
1956,2.0930739808022736e-08,3.488456634670456e-09
1957,2.3854601849393475e-08,9.718541527092839e-09
1958,1.1581140491045971e-08,4.1361216673863055e-09
1959,1.2401196514133517e-08,2.325224457422337e-09
1960,1.868625076895114e-08,4.844583401109048e-09
1961,2.570818935510033e-08,7.64297514166401e-09
1962,1.77574772664002e-08,6.341956293454132e-09
1963,1.8751554975438012e-08,1.2932106496776896e-09
1964,1.8860301764789256e-08,6.083968440151466e-09
1965,2.2435377999840966e-08,3.2832261354087677e-09
1966,2.9357096309468034e-08,7.200797291773142e-09
1967,2.5144711202074177e-08,4.930335695263466e-09
1968,1.5719955115400808e-08,8.982831367632116e-09
1969,1.6804504454626112e-08,1.2716921737876419e-08
1970,1.6555409487750694e-08,5.058597540852361e-09
1971,1.1818314327172175e-08,2.0553589941130213e-09
1972,2.975485102751918e-08,8.721249500354133e-09
1973,1.4334330167287135e-08,3.859242703185828e-09
1974,2.418995848074701e-08,6.1881286761433785e-09
1975,2.4559364319998167e-08,1.7134440533084216e-09
1976,1.3712464053128315e-08,1.0284348483935446e-08
1977,1.2928920156696222e-08,2.3507127355770763e-09
1978,1.6039596317796168e-08,4.158414057542359e-09
1979,2.1067103617156135e-08,5.851973128301324e-09
1980,1.3075846183596695e-08,2.2740602734216964e-09
1981,1.3916208629893845e-08,8.223214109648325e-09
1982,1.924325765401136e-08,4.345251713999687e-09
1983,1.8314416649900522e-08,4.4207211225000265e-09
1984,1.333771937339634e-08,3.479405208395292e-09
1985,9.02333674446254e-09,3.0077789148208467e-09
1986,1.3787316177626963e-08,3.5966913891627428e-09
1987,1.4665960890170027e-08,5.49973533381376e-09
1988,1.4991384134077634e-08,7.195864348830128e-09
1989,1.4269117443177493e-08,2.7440609784434855e-09
1990,2.669838927715773e-08,3.2691906959314565e-09
1991,1.75843961613964e-08,5.2753188484189195e-09
1992,3.1406681699763794e-08,1.1019888335184191e-09
1993,1.1632335983335906e-08,7.754890063438324e-09
1994,1.4242301560329906e-08,5.274926717646622e-09
1995,1.0844901865425527e-08,8.675921314704738e-09
1996,1.2811421257197253e-08,5.871901187504136e-09
1997,2.924885578181602e-08,5.274384040632185e-09
1998,1.4781200263769279e-08,8.582632382569955e-09
1999,1.553868322901053e-08,3.656160929565999e-09
2000,2.2531960297555997e-08,8.836062992401139e-10
2001,2.0591695459870607e-08,2.6287270138425356e-09
2002,1.927737436346888e-08,5.6955880012310445e-09
2003,2.6668306674082487e-08,2.9168460979889232e-09
2004,2.070251881036711e-08,2.2023955992267474e-09
2005,1.5312748402607212e-08,6.7556245042510454e-09
2006,2.388376074691223e-08,3.706100981659688e-09
2007,1.6377365241737607e-08,6.7906151812735516e-09
2008,1.7881246705542253e-08,3.405951742863067e-09
2009,1.7642312499788204e-08,3.814554005998616e-09
2010,1.6060896612657416e-08,4.723792912386671e-09
2011,2.6767803973370974e-08,8.412738061736036e-09
2012,1.8042539906559796e-08,5.446804340891731e-09
2013,2.0360612751346707e-08,4.183687618564136e-09
2014,1.905591773265769e-08,8.87832563023494e-09
2015,1.906254887273917e-08,5.098123256885856e-09
2016,2.1334802369210593e-08,7.663958356829426e-09
2017,1.5345229087415646e-08,5.7859059765519305e-09
2018,1.4714360396794746e-08,2.581466596041082e-09
2019,1.581612352197226e-08,7.652963596171958e-09
